global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
905.8091410813748	n/a	820490.200066578	n/a	1151.2672956407685	n/a	n/a	1325416.3860120086	864.742784620165	n/a	747780.0835526371	n/a	876.2381286050519	755.6950467492364	n/a	n/a	n/a	n/a	0.1381138452	-0.006396668	0.0056875031	-0.0241621758	0.0006416789	-0.0293407605	0.2352355169	-0.0652572774	0.0331700567	-0.1053952352	0.1055023972	0.3913876938	-0.2537573724	-0.0626409434	0.1675097184	-0.0055475294	0.0946798109	-0.0102954202	0.0746771309	-0.0845121822	0.1046854186	-0.1021132709	0.1001286892	-0.0958616883	0.0839407527	-0.0588554646	0.1769406777	-0.0059802612	0.0218975241	-0.1472762154	0.0872491331	-0.0118845024	-0.0697944768	0.0726579704	-0.1293285949	0.0840780184	0.05263461	-0.0423251352	0.0780943969	-0.0663967408	-0.0151874864	-0.0023423309	-0.0090247082	0.2182221783	0.0048990761	0.0075004714	0.0172319351	-0.0654642365	-0.0244043612	0.0890451962	0.0221390591	0.0843147898	-0.0834854644	0.0574658562	-0.108479445	0.0992456048	-0.0451122468	0.0865054512	-0.1126825482	0.0020127384	-0.113767769	0.0731312686	-0.0086202803	0.0277322189	-0.181085938	0.0839201188	-0.1312274054	0.0130435737	-0.1257917392	0.0060722308	-0.0784717304	0.007726592	0.081844954	-0.0746080145	0.0413315483	-0.0576531517	0.0504900296	0.1460191498	-0.1445113471	0.0087313679	0.0574503606	0.0694768966	-0.1076610608	-0.0840232465	0.1762507218	0.0285901818	-0.0522015046	-0.0139210219	-0.0382283592	0.0603880599	0.1247626799	-0.0339556257	0.121572491	-0.0024579586	0.0933968729	-0.2289870796	0.1405249472	-0.0795392244	0.0417102582	-0.1125911697	0.1500539564	-0.19091521	0.1126317363	-0.1032184207	0.0061044749	-0.0890174499	0.0692505588	-0.1608897992	0.0928833392	-0.025863507	0.0181431899	-0.1286030061	0.030176229	-0.1139837263	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.060338726199518	n/a	0.0036407618793804	n/a	-0.1030919411018089	n/a	0.0106279483201388	n/a	-0.1216736121690047	n/a	n/a	0.0148044678982533	0.0004687555624382	n/a	2.1973177731675325e-07	n/a	0.0014272531399954	n/a	n/a	2.0370515256267287e-06	-0.0010583355998379	n/a	n/a	1.1200742418842477e-06
905.9071080418372	0.0979669604623723	820667.6884007249	0.009597525342236	1151.1191643783727	-0.1481312623957364	0.0219428708989545	1325075.330599163	866.2904730428534	1.5476884226883385	750459.1836848106	2.3953394537235173	878.1066365934845	756.7969476201731	1.253983	20.712461	0.0949489740632377	0.0478950357884952	-0.0977455677	-0.1049659549	0.0329676077	0.0339231234	0.197507648	0.1276940046	0.0774958464	0.143777371	0.0823406339	-0.005157181	-0.1004163367	0.1918874566	-0.0251327515	0.2396568188	0.012744727	-0.0660908261	-0.0121382791	0.1150430476	0.1903365679	-0.1021525248	0.0446180145	-0.0891066004	-0.1135539718	0.0340875886	0.047792015	-0.0107548216	0.0768794904	0.0844111006	0.152416483	0.0287278288	-0.0392544377	0.1655676764	-0.0254447506	0.0018935594	-0.0751979603	-0.0926287903	0.0441283555	-0.0073586914	-0.0634104289	0.0226161391	-0.0277033316	-0.1481889993	-0.088701977	-0.1015117767	-0.0140089753	-0.2305649091	0.1006472813	0.0952086012	0.0253460193	0.1403745968	0.0657672291	0.043647546	0.1708655343	0.0036214811	0.0738507308	0.1906156997	-0.0668819222	0.1745100162	-0.0282372898	0.0350110747	-0.1406540206	0.0537932676	0.063286863	0.0663979492	-0.1603478483	0.0248194221	0.0782434941	-0.0575413795	-0.0968170999	0.0241421265	-0.094691859	0.026478119	-0.0200567067	0.1118772556	-0.0132697707	-0.0634780634	-0.0767855988	0.0184045372	-0.0755165036	-0.0330412955	-0.0025714167	-0.0674419958	0.0125138306	0.101712212	-0.0367555967	-0.1578974944	0.0611502435	-0.0068002556	-0.0669404412	-0.0395326753	0.0696814761	-0.0662231552	-0.1343695057	-0.0024229522	0.2387669468	-0.238628311	0.0044623495	-0.0583586955	-0.0991988106	-0.1504318029	0.1218771172	-0.1959029243	0.0779048652	-0.0801975159	-0.0136668244	-0.0355054416	0.0585259072	-0.051116448	0.0726317204	0.0148555509	0.0669913488	0.027397914	0.0574006306	0.0293120149	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0492456503110076	0.0110930758885104	0.002425134074554	0.0001230563326682	-0.0782795073053392	0.0248124337964697	0.0061276812639666	0.0006156568709041	-0.0949421150546712	0.0267314971143334	0.0007145729379736	0.0090140052110544	-6.432458821778209e-05	-0.0005330801506559	4.13765264938723e-09	2.8417444702340455e-07	0.0014280319383224	7.787983270000996e-07	6.065268341381539e-13	2.039275216868831e-06	-0.0009459552035424	0.0001123803962954	1.2629353471533612e-08	8.948312471089434e-07
904.2351980278136	-1.6719100140236378	817641.2933523993	2.795283094992521	1136.0548801618752	-15.064284216497526	226.93265895541649	1290620.6907396126	863.6910580128964	-2.5994150299569583	745962.2436914364	6.756958497966134	875.5148625007042	755.2144696715532	1.222748	20.196537	0.0768375484791497	0.0381108628113511	-0.009523367	0.1635928573	0.0535193175	-0.0197070561	0.1723377965	-0.0217981519	-0.1167856751	0.0136637892	0.0370119778	0.0443494578	0.004307212	0.2288785006	-0.0506474216	-0.045118301	-0.0521134273	-0.0725499984	0.0951592054	0.1384012767	-0.03573406	-0.0828425168	0.0289917509	-0.0241016243	-0.033939291	-0.0850276307	0.0458564393	-0.0295020218	0.1323679165	-0.2090111608	-0.0420944206	0.1005428943	-0.0656948261	0.0573021128	0.1244245041	-0.1327129039	-0.1195679692	-0.0010287374	0.1510455068	-0.0358322063	-0.0534553598	0.0971007129	0.0289496916	0.0787870762	-0.0497005116	-0.2617770932	-0.0407117595	-0.0295291848	-0.0789764394	-0.0198674165	0.0105603967	-0.0128547366	0.0516893516	0.0325337082	-0.0489151871	-0.1583685868	0.0196021446	0.0849962808	-0.1260007106	0.0263845372	-0.1395966521	-0.0868624577	-0.020861552	0.0699383272	0.0623879962	0.0198645844	-0.0469518207	0.0279890488	-0.1601716635	0.1062612752	-0.0503262915	-0.0664879986	0.0787694503	-0.080619553	0.0948494025	0.1867357842	-0.1107443121	-0.0068238281	-0.0698104353	0.0304959248	0.2110996916	0.14702751	0.0232657659	-0.0388246779	-0.0112174814	0.1346198318	-0.0160326111	-0.0450926317	0.0512546806	-0.1067524037	0.1453357764	-0.0111420934	-0.0154395268	-0.1508908495	-0.0017809563	-0.1163767053	-0.0530398694	-0.2569151697	0.0578494623	0.159649459	-0.0340034844	-0.0922980947	0.0395584152	-0.1371764419	-0.0228829036	-0.0172488413	-0.1588603973	0.0304754505	0.0129393424	-0.1102264452	0.110483008	-0.1248351126	0.0488289575	-0.0792313191	0.0447145166	-0.0849584876	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0323863105606818	0.0168593397503257	0.0010488731117329	0.0002842373368169	-0.0682390498157587	0.0100404574895804	0.0046565679197575	0.0001008107866	-0.0950773205871655	-0.0001352055324942	1.828053601706668e-08	0.0090396968900346	0.0004088749811687	0.0004731995693864	1.671787502257048e-07	2.239178324675521e-07	0.0012518790759086	-0.0001761528624138	3.1029830936575175e-08	1.56720122069777e-06	-0.0005992567212077	0.0003466984823347	1.2019983765318432e-07	3.591086179126031e-07
904.7239589898674	0.4887609620537887	818525.4419702992	0.2388872780277451	1140.2394776885042	4.184597526628977	17.510856459869352	1300146.0664793528	864.2579454779162	0.5668874650198177	746941.7963217088	0.321361397996595	875.4658331789522	755.4443701823046	1.244916	20.562696	0.0840365241098132	0.0422320383697899	0.0642636585	-0.1167081102	0.0884816926	-0.0691871671	0.0308795542	0.0138984069	0.0466528889	-0.0388082429	-0.223322776	-0.0329308051	0.0229119035	-0.0367622677	0.0096493855	0.0418521242	0.1004077569	0.1320049174	0.0694217197	-0.0893321274	-0.1074668399	0.0068901991	-0.1145384064	-0.0812703509	-0.0324342752	0.0746348272	0.0174255045	-0.0154049712	0.0497587105	0.0161804415	-0.0079989721	0.1024137204	0.0680188779	0.0449449903	0.1771458596	-0.0660639074	0.0337641764	0.0412904284	-0.0085503733	0.0181313362	0.1132507868	0.0088870867	0.034496572	0.0113474225	0.0726003325	0.0536783739	-0.0099448736	0.1001733751	-0.0777771855	0.00291353	0.0304974949	0.0821057196	-0.1716993863	0.1566767668	0.0333858969	0.123084779	-0.1391068016	-0.0429390438	-0.0673788461	-0.0642046733	-0.2077108919	-0.0999358585	0.105936867	0.0258500217	-0.0283591081	0.0002088388	0.0357870461	0.012101547	0.0623228486	-0.0197857933	0.0636530608	-0.0905401814	0.0600741409	-0.1204024439	0.0140865385	-0.0533669373	0.0687418793	0.0665612597	-0.1139572808	-0.16688517	0.0990091464	0.0099393486	-0.0426416265	0.1017147562	-0.078873071	0.0844457258	0.1480774457	-0.021187412	0.1077942551	0.0510287528	-0.0831154759	-0.069261026	0.0836958846	-0.0590851886	0.0779627704	0.1512652323	-0.0237008426	-0.2063983325	0.075909599	0.1387597093	0.1064822134	0.0372073512	0.0165660838	-0.0367279199	-0.1318889465	-6.31814e-05	0.0156944328	0.0604752334	0.1628798629	0.0404544323	-0.0869500181	0.0150370808	-0.0768177211	0.0484143112	-0.103518949	-0.1306839087	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.036350773240855	-0.0039644626801731	0.001321378715208	1.5716964342486053e-05	-0.0802968448991237	-0.0120577950833649	0.0064475833007539	0.0001453904222724	-0.1123519029916906	-0.017274582404525	0.0002984111972507	0.0126229501058542	-0.0002537364266554	-0.0006626114078241	6.438217421185118e-08	4.390538777786358e-07	0.0009370719914112	-0.0003148070844973	9.910350044975309e-08	8.781039170873521e-07	-0.0005618815346942	3.737518651349993e-05	1.396904566918907e-09	3.157108590303095e-07
902.690051990786	-2.0339069990814096	814849.3299631278	4.136777680912345	1137.645095549908	-2.5943821385960746	6.730818681066341	1294236.3634287596	863.3076257713099	-0.9503197066063648	745300.056714896	0.9031075447644076	875.477244927333	743.158177219075	1.133155	18.716705	0.0689465248684273	0.0364456089617724	-0.0893203958	0.0422475699	0.1031480326	-0.0206227421	-0.1293701596	0.1349179175	-0.1442841032	-0.127265897	-0.069091933	-0.0422200477	0.0964188987	0.0065984989	-0.0126271489	0.0420941996	-0.0837244023	-0.0542821308	0.0799151987	-0.1829585391	-0.018658273	0.0847522316	-0.0592758091	0.0307366138	0.0084624728	-0.0689271151	0.0263918728	0.0012915886	0.0609927779	0.066295213	-0.0838520358	0.1424888653	-0.0526554691	-0.0529018447	0.0740005696	0.0250347414	-0.049623647	0.0137808195	-0.0255718225	-0.0531354214	-0.0534981117	0.0094116035	-0.0558304682	0.090153296	-0.0008472127	-0.005890256	-0.1380910752	0.0626146345	0.0429768652	0.0249729935	-0.0599372528	-0.0857811646	-0.0228524866	-0.014964994	0.1262103162	-0.111049318	-0.1476511757	-0.0957840902	0.0636055542	-0.0689515209	-0.0313237001	0.1036134128	3.66272e-05	0.1353034024	-0.0218827616	0.0816655041	0.0538424688	0.0412276257	-0.0287568659	-0.0467813117	-0.0249207223	-0.060564974	0.0235513715	-0.0727053886	-0.0790603714	-0.1012178812	-0.0459832283	0.0350542842	0.0292018902	0.087573837	-0.0298686976	-0.0549099949	-0.0632872761	0.0211434415	0.073131734	-0.0232239214	0.0831992965	0.042499713	0.0991088521	-0.0684534432	0.1691419143	0.0073039689	0.1079544078	0.027891255	-0.0453397095	-0.0048192731	-0.0977006402	-0.1773953207	0.0533179422	-0.1292896419	0.1465331022	0.0886283625	-0.0228041488	-0.1456345905	-0.0545146288	0.07219154	-0.0517663253	0.0249805476	0.076926437	-0.0138817178	-0.019898234	0.0085044103	0.0641444681	0.0987356296	-0.0881114165	0.1720658332	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0375667386289535	-0.0012159653880985	0.0014112598512161	1.4785718250535457e-06	-0.0838131421605368	-0.0035162972614131	0.0070246427988223	1.2364346430621276e-05	-0.0824783732871949	0.0298735297044956	0.0008924277770053	0.0068026820601018	0.0001351552083883	0.0003888916350436	1.82669303544848e-08	1.5123670380696233e-07	0.0008249746754354	-0.0001120973159758	1.2565808248978352e-08	6.805832151097436e-07	-0.0003760558354253	0.0001858256992689	3.4531190508775674e-08	1.4141799135742032e-07
901.703378950634	-0.9866730401519136	813068.9836109907	0.9735236881626196	1133.4942244696863	-4.150871080221805	17.22973072462173	1284809.1569061356	862.2442572415107	-1.0633685297991633	743465.1591459644	1.1307526301672342	873.3978978833582	745.796789618814	1.086187	17.940922	0.0971370874717016	0.0604798400395428	0.0615541441	-0.0050816089	0.1006606929	-0.0706309349	-0.1516440537	-0.059228513	-0.0431808848	-0.1252020629	-0.1263368451	0.0098024893	-0.0982738268	-0.0595252666	-0.0342621599	-0.1126241323	0.0105892248	0.0546476418	0.0039456946	-0.1368056168	0.0598557991	-0.1525720674	-0.1866032611	-0.1032152154	2.67012e-05	0.035281796	-0.1072347976	0.0288728583	-0.0030232596	0.0115613012	0.1699056234	-0.0957416051	0.0137260749	-0.0060970206	-0.0098963202	-0.0068104075	-0.0565457898	-0.0422449997	-0.0217077167	0.107926208	-0.0705905377	0.0262813782	-0.1240269637	-0.0379549251	0.0454251946	0.1030834109	0.0095645532	-0.0143611121	0.0123932769	-0.0222280734	-0.0834133995	-0.0159962599	-0.1343697651	-0.0410735322	-0.0641503794	0.0248697209	-0.0682084931	-0.1158260931	0.0167555056	0.0352881107	-0.1632133705	0.0254030032	0.0357819408	-0.1265384749	-0.0210894132	0.0866657997	0.0135698759	0.0650704362	0.0467900974	0.0332933523	0.0705417127	-0.0433114499	-0.1363859834	0.173388341	0.0368913796	-0.0727001867	0.0827468572	-0.0030136064	-0.0014884787	0.0983388925	0.0095277685	-0.0280460966	0.0476360918	0.1205793603	0.0298130579	-0.0033979616	-0.0041951663	-0.1389942127	-0.0317501062	0.1577589674	-0.0895157861	-0.0953089001	0.0989434566	0.0634591764	0.0943202885	-0.0055105696	-0.0027592755	0.0109553861	-0.0237521504	-0.1062425791	0.0315728899	-0.1120845215	-0.1336801879	0.0304294658	-0.0115699991	-0.0765880734	0.0470505621	0.0704343796	-0.0274820764	0.0074444917	-0.129569943	0.0664595584	-0.09471615	-0.0174109653	0.134399018	0.0079920683	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0376387944116771	-7.20557827235957e-05	0.0014166788447644	5.192035823910032e-09	-0.0433033950769896	0.0405097470835472	0.0018751840251938	0.0016410396087729	-0.0386198995836508	0.0438584737035441	0.0019235657156044	0.0014914966438512	1.314508998266525e-05	-0.0001220101184056	1.7279339065236631e-10	1.488646899335701e-08	0.0007199976797946	-0.0001049769956408	1.1020169613768557e-08	5.183966589096073e-07	-0.0004030049394166	-2.6949103991300016e-05	7.262542059339024e-10	1.6241298119417746e-07
901.446929549808	-0.2564494008259999	812606.5667947766	0.0657662951840143	1137.0066670289973	3.512442559311012	12.33725273245929	1292784.160868389	862.8659973855897	0.6217401440790127	744537.7294442285	0.3865608067593915	874.1468238952832	737.0023988857391	1.082465	17.879438	0.0665373002036368	0.0369583603874892	-0.1145532037	0.0172642034	0.0816946674	-0.04459214	-0.1487664043	0.0265636799	-0.0616473285	-0.0092772103	0.0177416817	-0.1662664556	0.1167514565	-0.1669733593	-0.0244023811	-0.0066528821	-0.077847914	-0.0637379805	-0.014711166	-0.1141088467	0.0382368958	-0.0141204527	-0.0128492665	0.0680438456	0.0527294992	0.0303986584	-0.1223430945	-0.045341706	0.0479240176	0.12341015	-0.1253683338	0.1194825031	0.0006572198	-0.0179516409	-0.0511888721	0.0809807593	0.1268428285	0.0438343825	-0.0749091782	0.0149973567	0.0729725308	0.0011647857	0.1253128957	0.1555396216	0.1069115655	-0.0076201404	0.0149104842	-0.0710428264	-0.0514236545	-0.0753996646	-0.1417039435	-0.0748727698	0.1114856515	0.0198040837	0.0239106279	-0.0408505328	-0.0359845622	-0.0883924381	0.1093590316	0.019144271	0.0651199433	0.0635501845	0.0017157258	-0.0970957918	-0.1016811491	-0.0564445387	0.0687239533	0.124174158	0.0510348265	0.0503595575	-0.0964470398	0.061647004	0.019266522	-0.1041070421	0.01192436	0.0282045914	-0.0565252875	0.1195624525	0.1212162518	-0.218843116	0.0374021652	-0.1420563467	-0.05259181	-0.0916337428	-0.0625208434	0.0409072264	-0.1884122378	0.014475114	0.0529724913	0.0593042508	-0.0184484532	0.0801478626	0.0466032876	0.057338165	-0.0867657616	-0.0470312324	0.0121424225	0.0233738265	-0.0091839675	-0.0898231607	0.1231342234	-0.0386315712	-0.0945606879	0.08367803	0.0234836365	-0.0016578826	0.1606784785	0.1175582196	-0.0029207833	0.1690524753	-0.0405312651	0.0217373888	-0.0114500049	-0.1004016446	-0.1394323309	0.2994239227	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0242670177601809	0.0133717766514962	0.0005888881509729	0.0001788044108174	-0.0432532685724709	5.0126504518695214e-05	0.0018708452422022	2.512666455262772e-09	-0.0649260987058255	-0.0263061991221746	0.0006920161122555	0.0042153982931585	-8.80041711149891e-05	-0.0001011492610976	7.744734133636283e-09	1.0231173020601452e-08	0.0006999986447782	-1.9999035016399973e-05	3.999614015871922e-10	4.899981026913166e-07	1.2030722978289756e-05	0.0004150356623948	1.722546010595649e-07	1.4473829538034914e-10
904.7119166843564	3.264987134548392	818503.6521906819	10.660140988766518	1133.1604313407977	-3.846235688199613	14.79352896918035	1284052.5631564627	863.4119237086156	0.5459263230259239	745480.1500022123	0.2980355501726054	873.8681461383135	748.6769298723549	1.335655	22.061468	0.0622412075570241	0.0316478785994668	0.1202672712	0.1176192464	-0.0617595807	0.0164036236	0.0961209248	-0.1892141455	-0.0253132288	0.0152264489	0.1350797627	0.0451623535	-0.1027780894	-0.0211608548	0.0548811894	-0.1406709036	0.0117297224	-0.0504421104	-0.0017089781	0.1072250548	0.0788079146	0.0715470072	0.1431356319	-0.0098900945	-0.0322292504	0.2223966966	-0.0218446064	-0.0569768769	0.0675956869	0.044469066	0.0260878123	-0.0527547083	0.0528291499	-0.0201999754	0.0226077002	0.0122594846	0.0973700736	-0.016885645	-0.0021548838	-0.0609416903	-0.0413695874	-0.1142305951	0.002907902	0.037048103	-0.1970708923	0.0166019899	0.1620752338	0.0086691151	-0.1899213069	-0.037431152	-0.0829049371	-0.0951135014	0.1924418314	0.0179989874	-0.169122816	0.0209109579	0.0757333396	0.0241146462	0.0130535341	0.1111995792	0.19160327	-0.0004425468	0.0206250563	-0.0530396576	0.1962683266	0.0559091593	-0.0855307525	0.0128750279	0.070467995	0.0812992103	-0.1207044061	-0.0363891965	-0.0297153747	-0.1201646487	-0.099968925	0.0553463316	0.0473287469	0.0914862874	0.1581883899	0.0390235776	0.0088566236	-0.2265362292	0.2206216692	-0.108172777	-0.0095354293	-0.0056700791	-0.1221082822	0.1531324987	-0.0695504981	0.1277503533	0.0268290718	-0.1330371462	-0.0456772974	-0.016802331	0.083045379	-0.176221264	0.0993208062	0.0402138447	0.0197561433	-0.0067963432	-0.0969585642	0.0492725216	-0.0079079644	-0.0303046292	0.1354175719	0.1535458909	0.1257426209	0.0982757793	-0.0488644218	0.1076921136	-0.0262330459	-0.0650823105	-0.1092549727	0.0996546702	0.1167210529	0.0757030683	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0043479042700198	0.0199191134901611	1.8904271541256407e-05	0.0003967710822339	-0.0229668898211912	0.0202863787512797	0.0005274780280587	0.0004115371628403	-0.0565425591244661	0.0083835395813593	7.028373591221964e-05	0.0031970609923437	4.599659131938416e-05	0.0001340007624343	2.115686413002446e-09	1.7956204332993342e-08	0.0005609996715074	-0.0001389989732707	1.9320714570336572e-08	3.147206314314107e-07	1.1986943998983648e-05	-4.3778979306107954e-08	1.9165990290846285e-15	1.4368682643477007e-10
906.2410718675208	1.5291551831643346	821272.8803395929	2.33831557419835	1141.9663356898986	8.805904349100956	77.54395140551513	1304087.1118490142	865.6547753394067	2.2428516307910518	749358.1900679186	5.030383437742079	876.1783566026606	757.1574396680115	1.275857	21.073765	0.0169085445119666	0.0085130753462538	0.0673824709	-0.1542033102	0.0104567128	-0.0609256448	0.1203942003	-0.0679603788	0.1611974623	0.1542206676	0.0102902662	-0.0860515419	-0.0198858717	-0.0663732166	0.224289226	0.1425943468	0.1039358715	0.1006474289	0.0120956206	0.0999662412	0.1050165154	0.0625941145	-0.0315295139	0.14730413	-0.0387794859	0.0651755613	0.0456052639	0.0462218975	-0.0235696144	0.1038680729	-0.0437084705	-0.1924254471	-0.0169502545	-0.0392975458	0.156020397	0.1183937248	-0.0926521302	-0.0599609632	0.1899759772	0.1824969569	-0.0174402617	0.0438732331	-0.0258233516	-0.0434503619	0.0534658823	0.068723778	-0.1244645904	0.0802410482	0.0783143927	-0.0574101096	-0.1137358395	-0.1230013797	-0.1578090159	0.0847783065	0.0322633886	0.1628882831	0.0730469097	0.0965576471	-0.1269943675	0.0878094721	0.062250987	-0.0641944551	0.0772522741	-0.0573570853	-0.1373456383	-0.0193325884	0.059113596	-0.2264374221	-0.0502799687	-0.170218099	-0.0131734114	-0.1033174862	0.0282471035	0.0611276948	0.020590304	-0.0804123378	-0.131861545	-0.0718379127	0.1053691093	-0.062063899	-0.015829432	0.0449655565	0.0131817332	0.1504733239	0.0790316715	0.097004386	0.0507766835	-0.0288264751	0.1685043579	0.092342279	-0.0599536573	0.0135500235	-0.0255686864	0.0187415581	0.0464603814	0.0760104311	0.148942465	0.0849620897	-0.0016363443	0.1769109241	0.0547563002	-0.0094931779	0.0344585879	0.0428243328	-0.0842884388	8.33292e-05	0.081659373	0.0591035453	0.0019817607	0.142632837	0.0476903597	0.1268892004	0.0094055398	0.0641351905	-0.0652745977	0.1048109186	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0029182546241486	0.0014296496458711	8.516210051364687e-06	2.0438981099396465e-06	-0.0167125950087267	0.0062542948124644	0.0002793108319257	3.9116203601220345e-05	-0.0547691113486408	0.0017734477758253	3.145117013579718e-06	0.0029996555579198	4.601929351262551e-05	2.270219324134555e-08	2.1177753754011763e-09	5.153895779673954e-16	0.0005009980171726	-6.000165433479995e-05	3.6001985229128173e-09	2.509990132108768e-07	-7.701174502908743e-05	-8.899868902807108e-05	7.9207666487153e-09	5.930808872425172e-09
905.0409632852958	-1.2001085822249706	819099.1452243761	1.4402606091300292	1143.3512464307018	1.3849107408032069	1.9179777599920875	1307252.0727146396	864.478695505612	-1.176079833794688	747323.4149830847	1.383163775458541	876.4558847011664	754.3204970633149	1.223937	20.216177	0.0393299149832411	0.0281533881750674	-0.1280058756	0.0011690656	-0.0870621319	0.0355593682	0.0195059665	0.115677293	-0.0749170699	0.1478906064	0.0605288589	0.0095212626	0.0726907184	-0.1023918046	0.0125025773	0.1112693954	-0.1211611485	-0.054228348	0.0399738856	0.0763232998	0.1064165087	0.1259807987	0.0095941939	0.0181945777	0.0124122086	-0.1076805266	-0.1293125166	-0.0660816433	-0.0399848961	-0.0009926336	0.0217971652	-0.0254664334	0.0413055481	-0.1472570035	-0.1110161737	0.0123699885	-0.0980235679	0.1438723081	-0.070298057	0.0169499133	0.0423253026	-0.1562294979	0.0275906142	-0.0562117998	-0.0076155947	-0.0793365962	0.0758566371	-0.103196373	-0.1088476927	0.0429811238	0.0184948109	-0.0280203778	-0.0799715801	0.0506090041	0.1107674912	-0.1046240441	0.0863528695	0.0563397541	-0.0411467534	0.0583890293	0.1484643173	0.0884397999	0.1157617488	0.0704455105	-0.0942526748	-0.1133261868	0.1333381375	-0.0094677775	-0.0084801529	0.0797204662	-0.116403273	0.0664580979	0.1053136683	0.0511548541	-0.008427793	-0.0251999099	-0.0623201953	0.0811673344	-0.0265472574	0.1030145202	-0.1539472095	-0.0310735755	0.1165992901	-0.0327787441	-0.005205094	0.1065983254	0.1153162728	0.1136842869	-0.1788743607	-0.0281186927	-0.0103840863	-0.0523895957	-0.0317316325	0.0522974973	-0.146644615	-0.0566972085	0.0829728614	0.0525576538	0.0237263386	-0.0283685754	-0.0424973252	0.1071885199	0.0017480614	0.0721400039	-0.0041639212	0.0188458657	-0.0322220057	0.0730105991	0.0093912997	-0.0426450878	-0.1445256495	0.0605235903	0.0694482499	0.0478447647	0.0382794845	0.0779889142	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0028302049282729	8.804969587569971e-05	8.010059936020212e-06	7.752748943803211e-09	-0.0433092339572596	-0.0265966389485329	0.0018756897459646	0.0007073812033586	-0.0557624973144115	-0.0009933859657706	9.868156769901842e-07	0.0031094561067397	-7.497841792122867e-05	-0.0001209977114338	5.621763153970424e-09	1.4640446172230246e-08	0.0006070024716291	0.0001060044544564	1.1236944364620164e-08	3.684520005638363e-07	-7.09771034582036e-05	6.034641570883825e-06	3.6416898889039196e-11	5.0377492153165374e-09
