global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
964.7711376025992	n/a	930783.3479510134	n/a	1114.631417455752	n/a	1242403.1967794187	n/a	880.7547135938416	n/a	n/a	775728.86551777	890.320513375429	849.0502997731564	n/a	n/a	n/a	n/a	-0.083310434	0.038732807	-0.0604994882	0.0312251582	-0.1298517874	-0.0239991629	-0.0720858752	0.0668116666	-0.0110261022	0.0213453913	-0.047089956	-0.0201748481	0.0345401699	-0.0832581406	0.1493873556	0.0287523624	-0.0607979417	0.0042710759	-0.0368080834	0.0974495921	-0.0127022537	0.0783688281	-0.0340206622	-0.0640892075	0.0684041379	-0.0075375621	0.0653021409	-0.0289916115	0.1029677609	-0.0488366454	0.0059438908	-0.0432917725	0.0461361919	-0.1677498432	-0.0181223962	0.077377063	-0.0342322392	0.0162533281	-0.0843390825	0.0626044928	-0.0704249813	0.0158169355	-0.0613841224	0.0798818436	-0.0279633413	0.0199470415	-0.0574723419	-0.0572668528	0.0956862116	-0.0248244401	0.0188694919	-0.023240956	0.0180329429	-0.1013782703	0.043855321	-0.0260749128	0.0192542179	-0.0124650278	0.0610097615	-0.023082036	0.0232847361	-0.0562369066	0.0038758306	0.0292538427	-0.148127906	0.0623878639	0.0094327212	-0.0318326769	0.0183380349	-0.1167179276	0.1610135725	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.055472819973076	n/a	n/a	0.0030772337557652	0.0776331242203127	n/a	0.0060269019762065	n/a	-0.1326502508209728	n/a	n/a	0.0175960890428669	0.0019626481707782	n/a	3.851987842259015e-06	n/a	-0.000457877461883	n/a	n/a	2.096517701004181e-07	0.0006349498436506	n/a	n/a	4.031613039519214e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.4668812140892	-8.304256388509998	914828.8948594066	68.96067416610911	1096.4565425273802	-18.174874928371764	1202216.9496510967	330.32607866195656	878.6074415360512	-2.147272057790474	4.610777290167736	771951.0363225256	887.2198666401925	828.711307884759	0.983604	24.078211	0.1906965032932845	0.1351679674090273	-0.0148173999	-0.0244215571	-0.0090611639	-0.0117678215	-0.1002967867	-0.0075119957	0.0129445306	-0.0311857978	0.0594076125	0.0648885914	0.0010388488	-0.0686502751	-0.0215707284	-0.049571244	0.15264858	0.0185595197	-0.0865033142	-0.0801020494	-0.0741508204	0.0276692717	-0.026990536	-0.1575548876	0.0299261998	0.0055370763	-0.0081708027	-0.0387087194	-0.0731545938	-0.0703274552	0.0077955815	-0.0028819195	-0.0701150753	0.0126507994	0.0813397228	-0.1329303973	-0.0649362121	0.0788052904	0.0976886987	-0.0632754283	-0.0774715588	-0.1026415992	0.0898711878	-0.060021016	-0.0307974264	-0.0110187399	0.0117389653	-0.0138282458	-0.0595562428	-0.0480280446	0.0471282285	-0.0329319261	0.0186444199	-0.051182354	0.0566704074	0.0036800534	0.0510119528	-0.0208901762	-0.0818178233	-0.0043004006	0.0097426352	-0.1641214377	-0.0613465916	-0.126311044	0.0236273073	-0.0145398238	-0.0840137537	0.052544055	0.0574900429	-0.103619505	0.1614346891	-0.0261041848	0.1753692781	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0509102564650447	-0.0045625635080313	2.0816985764818916e-05	0.0025918542133366	0.0984460351702125	0.0208129109498998	0.0096916218407347	0.0004331772622084	0.0003707426283057	0.1330209934492784	0.0176945846982329	1.3745009644301846e-07	0.0025231256079298	0.0005604774371515	6.366162833391123e-06	3.141349575560256e-07	-0.0004252666011541	3.2610860728899966e-05	1.06346823747971e-09	1.8085168205716043e-07	0.0005820374338096	-5.2912409841000016e-05	2.799723115181955e-09	3.387675743556645e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953.0086081416546	-3.458273072434622	908225.4071920936	11.9596526435264	1092.8222231273808	-3.634319399999413	1194260.4113610708	13.208277501212091	877.2021338825956	-1.4053076534555655	1.9748896008607884	769483.5836881791	886.4179162984833	805.7897629059509	0.90344	22.115839	0.0855924552333578	0.0463932772484691	0.0796854703	-0.0899007349	-0.0397016608	0.03537591	-0.0905773914	-0.0467848867	0.0427665297	-0.1116315547	0.0443823201	-0.0010597192	0.0248342389	0.029156939	-0.0298890554	-0.0224878019	0.1174541353	0.0827019592	-0.0278928389	-0.0328382992	0.061182706	-0.0333703251	-0.0016503988	0.0223450558	-0.0342327555	-0.0929169578	-0.1362860404	-0.0223707916	-0.0962353759	0.0169759703	0.0166738067	0.0215454221	0.0115271524	0.0589567455	0.0746219569	-0.1091676377	0.0488424817	0.0631022808	0.0163628325	0.0552244285	0.0450387876	0.018116685	-0.0299954024	-0.0444270846	0.0130910703	0.0580750948	-0.0817669617	-0.0561293641	-0.0337717478	-0.0383571299	0.0560259791	-0.0451478164	0.0159251878	-0.0427603218	0.0644375956	0.0247931971	0.0571304673	0.0503518721	-0.135239324	0.0275907674	0.0457179226	-0.0282747444	-0.0814141499	0.0010773191	0.0396495228	-0.0894632598	0.0563321038	0.1047683925	0.0437857186	-0.034841378	0.0155416888	0.0350463652	0.1672654288	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0508789529407778	-3.130352426689714e-05	9.799106315282183e-10	0.0025886678523498	0.0936820425594078	-0.0047639926108046	0.0087763250981026	2.269562559580172e-05	0.0428589029696269	0.0424881603413212	0.0018052437691898	0.0018368855637598	0.0028615973222166	0.0003384717142868	8.188739234517216e-06	1.145631013722453e-07	-0.0002243437528473	0.0002009228483068	4.0369990971717375e-08	5.033011944161042e-08	0.0008088228463553	0.0002267854125457	5.1431623343523366e-08	6.541943967862893e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.379658251132	2.371050109477437	912750.2914000498	5.621878621652967	1093.4651224435854	0.6428993162046481	1195665.9740005652	0.4133195307764041	877.1783578975579	-0.0237759850376733	0.0005652974645116	769441.8715638563	885.6787993855137	807.9246274497219	0.8622499999999998	21.107508	0.1743176373360015	0.0840305212427454	0.0400571504	-0.0670833804	-0.0313256415	0.0064495218	-0.0356199384	-0.030882819	0.0353697222	-0.0215247009	-0.0141591197	0.0196856833	0.0252906656	0.0056604245	0.0263060028	-0.0081029486	-0.0397276625	0.0369253901	0.0823173625	-0.0264301891	-0.0158527245	-0.1018759716	0.0882092341	-0.1299038305	-0.0160642712	0.117907158	-0.030426796	0.0475067889	0.1191833712	0.0953018701	-0.1211853208	0.0233909954	0.0228506025	-0.0125226	-0.0196283088	0.0209985982	0.048669129	-0.0564831326	0.0411610457	-0.0294402645	0.0797441417	-0.1484718356	0.0463366467	0.0209548042	0.0608939009	-0.1053684131	0.0198103071	-0.1379695519	0.0902496431	-0.0203459562	0.0224172219	-0.0308344052	0.0230504669	-0.0204016377	0.03427771	0.0461564534	0.0415889865	0.0479527494	-0.0719921446	-0.0253666435	-0.016449428	-0.0771823217	-0.0254676607	-0.0522609684	0.0514903798	-0.0083399107	0.0966149311	0.04688865	0.0080440147	-0.0975745258	0.080227187	-0.0441606194	-0.0281247438	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0508746991807527	-4.253760025101083e-06	1.8094474351147967e-11	0.002588235016732	0.1327095349567173	0.0390274923973095	0.0176118206684281	0.001523145162822	0.0753617037582188	0.0325028007885919	0.0010564320591028	0.0056793863933415	0.0017919000262393	-0.0010696972959773	3.210905704036404e-06	1.144252305021148e-06	0.0004219209443658	0.0006462646972131	4.176580588639398e-07	1.7801728329452854e-07	0.0004691230317442	-0.0003396998146111	1.1539596404681573e-07	2.200764189128697e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.4730769994082	2.0934187482762354	916754.6931787148	4.38240205563444	1097.1502921364524	3.685169692867021	1203738.7635351028	13.580475665225611	878.4669635167245	1.2886056191665602	1.660504441747634	771704.2059902941	885.8457696390751	809.2054460909077	0.991303	24.266672	0.1894932911990213	0.1005470285941186	0.004330784	-0.0421552783	0.0328966117	0.0529585024	0.0676883844	-0.0531560795	0.0161872373	0.000189206	-0.032829993	-0.0332001306	0.0026480988	0.0713060008	0.0440897712	0.0295548936	-0.0362670805	0.0378750327	0.1261066094	0.0810794983	0.1478499244	-0.0235118804	-0.0091968171	-0.0380170366	-0.0373780007	0.0459143056	-0.0695168749	0.0447592039	-0.1023148699	-0.1103417	0.1095010377	0.0087524124	0.0812836608	-0.0294912631	-0.007347013	0.0442615836	0.0612039314	-0.0884374073	-0.0868411847	0.0686446504	0.1220838337	-0.0187298469	0.0323557739	-0.0574355745	0.0002627249	0.0177785345	-0.0647514047	0.0433316803	-0.0191943768	-0.0207480717	0.0367718943	-0.011575161	0.0451649672	0.0254977006	0.0210096006	-0.0237906188	0.0481183971	0.0177467687	-0.0076411173	-0.0590620733	0.0496074697	0.1067623914	-0.0119010484	0.1112434659	0.0732948048	0.0644730158	0.043893745	0.1376108127	-0.0572745446	0.184824528	-0.0113284335	-0.0239046143	-0.0688805808	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.050974704702142	0.0001000055213893	1.0001104308345744e-08	0.0025984205194705	0.1087127324793328	-0.0239968024773845	0.0118184582031229	0.0005758465291386	-0.0026306760101988	-0.0779923797684176	0.006082811301941	6.920456270635476e-06	0.0008932484191702	-0.000898651607069	7.978927383500613e-07	8.07574710887876e-07	0.0012161856304317	0.0007942646860658	6.308563915313625e-07	1.4791074876685514e-06	0.0004139572562426	-5.516577550159998e-05	3.043262786692928e-09	1.7136060999590161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
964.5004095993544	7.027332599946135	930261.0401173224	49.383403470265705	1107.1904707349036	10.04017859845112	1225870.7384861773	100.80518628879592	882.1871083537707	3.7201448370461776	13.839477608601332	778254.0941455875	889.6515811210189	838.8791731910227	1.006676	24.643011	0.3034375159512507	0.1574486967243563	-0.0630404017	0.0470682587	0.0119433495	0.0661959441	0.010389743	-0.0784000683	-0.0370320853	0.0829119014	-0.0880354976	0.0394751231	-0.0588153675	0.0002537717	0.1422577044	-0.0148437232	-0.035601697	0.0061313374	-0.0124293783	0.0694224924	-0.067307373	0.0044836992	-0.1597318506	0.130714663	-0.1153743439	-0.1742945552	-0.0455715099	0.0077584264	0.1418844573	-0.1680883757	-0.0178926648	-0.0466602323	0.0466816914	-0.1430880749	-0.0366311846	0.0162898979	0.0058456844	0.0333667753	-0.074927166	-0.0070324028	0.0143224212	0.1081654153	-0.1119667023	-0.1041699041	-0.023463973	0.014266883	-0.0406777667	0.2254004612	0.1337977199	-0.012250023	0.0172188795	0.0104894474	0.0535402026	0.0846559953	-0.0293988705	-0.1039078095	0.0776290429	-0.0365089475	0.0814997919	-0.13515421	0.0620597269	0.1198716766	-0.1331854124	0.2114793303	-0.0008164665	-0.0064069674	-0.0537218746	-0.0033512255	-0.2487843568	-0.0320884206	-0.1374315886	0.0014988446	-0.0786337403	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0450818447843062	-0.0058928599178358	3.472579801123576e-05	0.0020323727291562	0.2155420941992076	0.1068293617198748	0.04645839437178	0.0114125125254758	-0.0452299233977839	-0.0425992473875851	0.0018146958779886	0.0020457459705693	-0.0010330370850048	-0.001926285504175	1.0671656189952143e-06	3.710575843594734e-06	0.0001802860464252	-0.0010358995840065	1.0730879481448395e-06	3.2503058535629366e-08	0.0004140931065802	1.358503375999869e-07	1.845531422603041e-14	1.714731009172409e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965.3064964474776	0.8060868481231864	931816.632083704	0.6497760067171731	1109.6120612404563	2.421590505552785	1231238.9264502942	5.864100576583396	880.1533289977216	-2.033779356049081	4.136258469091414	774669.8825457715	888.4467447259196	843.3509096001981	0.9455690000000002	23.147133	0.3803293309552787	0.2353423226864563	-0.0954573003	0.0449521676	-0.0067284124	0.0072274299	-0.0014461746	-0.0220404399	-0.0281935456	0.1067375119	-0.0984567746	0.0348237387	-0.0210417036	-0.0182928892	0.0845990697	-0.0086694621	0.0323941973	-0.0342295031	-0.0292566031	0.0267645788	-0.0417542053	-0.1154960025	-0.0218347311	0.0038238735	-0.0030812792	-0.0099800111	0.1065995014	0.059195925	-0.0340224184	0.1732847847	0.1548192327	-0.0157815453	0.0151133613	-0.0782027449	0.0003956249	-0.0095498349	-0.0419822339	0.0344480246	-0.0313328286	-0.0594457938	0.0629739267	-0.0285523843	-0.0403977261	-0.0090361364	0.0385797912	-0.1093104505	0.0736369353	0.0559132393	-0.1585259165	-0.021327157	0.0251574567	0.0192983602	0.0394002123	0.0245314431	0.013040381	-0.130840944	-0.0797860622	-0.0500571494	0.045967593	-0.0115025931	-0.1159072906	0.11461381	0.1004780688	-0.0968536296	0.1184548138	-0.0774010615	0.0457748136	0.0451056651	0.0256760214	0.1283958648	0.0266460819	-0.0741290338	0.0414122085	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0508937528773714	0.0058119080930651	3.377827568223676e-05	0.0025901740819429	-0.0002834919937271	-0.2158255861929347	8.03677105073661e-08	0.0465806836555238	0.043738555958555	0.0889684793563388	0.0079153903189793	0.0019130612773396	-0.000450947159047	0.0005820899259578	2.0335334025256034e-07	3.3882868190155704e-07	-0.0001147100135283	-0.0002949960599535	8.702267538808897e-08	1.3158387203662771e-08	0.0009314742669277	0.0005173811603475	2.676832650825255e-07	8.67644309948496e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
964.3691141357136	-0.9373823117639404	930007.788298901	0.8786855984079092	1106.0243353725464	-3.587725867909967	1223289.830436283	12.871776903270325	880.910489438007	0.7571604402853609	0.5732919323331216	776003.2904019089	889.6432113784434	850.3601944137317	1.026408	25.126032	0.2101093790970258	0.1358222427766251	-0.0867796626	0.060938577	-0.041043283	0.018443094	0.0192602829	-0.0020417779	-0.022583808	0.080427868	-0.05459024	0.0557376343	-0.0560027266	-0.0222959168	-0.0127705058	-0.0314463221	0.0764178679	-0.0240311642	-0.0251833996	0.0687939295	0.0168660366	0.1259314848	0.0328898756	0.1168312897	-0.0352947913	-0.0146641772	0.0106548668	0.0255817669	0.0435733993	-0.0315724204	-0.0090266752	-0.0497605043	-0.0213125468	-0.0205463932	0.0248039619	-0.069937191	-0.0276342432	0.0234314082	-0.0711655798	0.0878702092	-0.1348405387	0.1137567838	-0.0456417748	0.1069329201	-0.0981990738	0.0327379092	0.0437994088	-0.0344683599	-0.0029357186	0.0042403846	0.0170078137	0.0004402023	0.0066237465	0.0268710827	0.0105588529	-0.0509905337	-0.0058461257	0.0521023946	0.0689902176	0.0960616313	0.0804059295	0.1185676093	0.0771258533	0.006053701	-0.0913869395	-0.0077024684	-0.2196235165	-0.0263885245	-0.0136788736	-0.0796989758	-0.0732016783	0.0277171931	-0.0603849114	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0438600388952039	-0.0070337139821674	4.947313238293855e-05	0.0019237030118887	0.1238173172485801	0.1241008092423072	0.0153307280506355	0.0154010108545955	0.0228565532724189	-0.020882002686136	0.0004360580361837	0.0005224220274949	0.0005510438747593	0.0010019910338063	3.036493519097431e-07	1.003986031828218e-06	-0.0001137870222858	9.229912425000032e-07	8.519128337316997e-13	1.2947486440669143e-08	0.0007725312282482	-0.0001589430386794	2.5262889544673026e-08	5.968044986186725e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.1898738255496	-6.179240310164005	918127.8343018228	38.18301081075575	1102.1057652244883	-3.918570148058052	1214637.117741055	15.355192005251704	878.8933041999823	-2.017185238024694	4.069036284504744	772453.4401675626	888.4066241005806	827.669345606321	1.098501	26.890856	0.0869880777058933	0.0483418465258359	0.0060897994	0.0010228488	0.0293866958	0.0306593073	0.0349803958	-0.0146583268	0.0059641085	-0.0250551329	0.0284837601	0.0022086593	-0.0084632166	-0.0268538814	-0.0491075036	0.0229754231	0.1002587678	-0.0280998521	-0.0674452506	0.0088747199	0.0255624721	0.081935528	-0.053941989	-0.1391587457	0.030643693	0.0734701805	-0.0774079084	0.033224163	0.0184069294	0.0394937959	-0.0305278843	-0.0124097663	-0.0464798332	0.0399277434	0.0773553705	-0.0404822094	-0.0735604081	0.0188558373	0.0188811732	0.0271057237	-0.0802407471	-0.0515875381	0.1314926882	-0.0990544027	-0.0414807192	0.0118674599	-0.064128226	-0.0716749144	0.0417786843	-0.001509121	0.0004327294	-0.0073621547	0.0259757511	-0.0223476611	0.0341315756	-0.0124492113	0.0222930939	-0.0114730528	0.0330124094	-0.0112793335	-0.0233797841	-0.0974221748	-0.0666983431	0.0525334491	-0.0187380736	0.1096045491	-0.0319173434	-0.0517184708	-0.019530707	-0.10781013	0.1948580697	0.0336558225	0.0126841222	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.05097868632906	0.007118647433856	5.067514128754598e-05	0.0025988264598366	0.166555485616854	0.0427381683682738	0.027740729789066	0.0018265510354749	0.0372550763211023	0.0143985230486834	0.0002073174659834	0.0013879407116911	0.0002920327944983	-0.000259011080261	8.528315306248633e-08	6.70867396979702e-08	-0.0001139159583229	-1.2893603709999892e-07	1.6624501663052302e-14	1.2976845560624689e-08	0.0005770164674447	-0.0001955147608035	3.8226021692049824e-08	3.3294800370236055e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.7010436588184	0.5111698332688093	919107.6911125076	0.2612945984440623	1099.2884291972011	-2.8173360272871832	1208435.05056685	7.937382290650328	878.4368478448433	-0.4564563551389256	0.2083524041467129	771651.2956515844	887.7310450409502	818.1323614529485	0.925743	22.661791	0.1518263751559829	0.0994126657381243	0.0363841793	-0.0287721008	0.0493475918	-0.0166013456	-0.0546174668	-0.0921848196	0.0142056678	-0.0087997075	0.0653280086	0.0270107006	0.0061194185	-0.0133914419	0.0039471197	-0.0137877888	0.0286736147	0.0371642014	-0.0087115939	-0.014183941	-0.0061999677	-0.1389630127	0.0061714441	0.0420627507	-0.0220142199	-0.1231559306	0.0160229916	0.0466308581	-0.0998249219	-0.0468217218	-0.1267948882	0.0023783385	-0.0154399501	0.002019906	0.0215957468	-0.0318538392	0.0358426859	0.0443217371	0.0709888163	-0.1067530938	0.1179462814	0.0719581868	-0.0050277536	0.0289860925	-0.1017999399	0.039960554	0.049252323	-0.0942262921	-0.0317237842	0.0035632418	0.0087904681	-0.0041233259	0.0482126097	-0.0417815411	0.0406005297	-0.007817809	-0.0253362346	0.008271253	-0.0380962389	-0.0312160318	-0.0467985898	0.0364781797	0.0068610139	-0.0389132767	-0.0209280114	-0.0311621524	0.0039088324	0.0519570095	0.0532397444	0.029124266	-0.0284506571	0.1203189192	0.0405576574	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0509439551759527	-3.4731153107293855e-05	1.2062529961622875e-09	0.0025952865689694	0.0737591825552215	-0.0927963030616324	0.0054404170112144	0.0086111538619063	0.0527171927463854	0.015462116425283	0.000239077044349	0.0027791024110595	0.0008509491510908	0.0005589163565924	7.241144577421531e-07	3.123874936666345e-07	0.0001817385192377	0.0002956544775606	8.741157010163134e-08	3.3028889374711856e-08	0.0005609228112786	-1.609365616609998e-05	2.5900576879264795e-10	3.14634400212688e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
