global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75
936.92200080258	n/a	n/a	877822.8355879097	1205.1290222921489	n/a	n/a	1452335.9603708307	877.6279336898053	n/a	770230.7899926374	n/a	998.167266376202	703.8283412961732	n/a	n/a	n/a	n/a	-0.1454488996	0.0162763854	-0.0536432101	0.001012706	-0.0374693326	0.0579294798	0.0062459327	0.0120342337	-0.029252592	0.009781085	0.0051420507	0.0395589273	-0.1020019784	-0.0608119894	-0.061114142	-0.0142303982	-0.0102241163	0.0027648089	-0.0222556319	0.0197699788	-0.0438681162	0.0972931548	0.134180053	-0.0465119887	0.0302414985	-0.0574660568	-0.0317601685	2.93743e-05	-0.047896498	0.0521115028	-0.0449618074	0.0340264537	-0.0458650848	0.0068707539	-0.0534813233	0.0290726463	-0.0081402248	0.0215250959	-0.0169732919	0.0141799698	0.0070157438	-0.0119008606	0.027137128	-0.0097467539	0.0191427849	-0.0090921129	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0176605674963354	n/a	n/a	0.0003118956442926	0.0783923814653064	n/a	0.0061453654718021	n/a	-0.08399630415105	n/a	0.0070553791110356	n/a	0.011083231353	n/a	n/a	0.0001228380172241	0.0006859161622343	n/a	4.704809816142305e-07	n/a	-0.0014628454111989	n/a	2.139916697065679e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
941.6033804798805	4.68137967730047	21.91531568304185	886616.9261311386	1208.3553199297116	3.226297637562766	10.408996446143084	1460122.5792024357	879.3407732854124	1.712839595607079	773240.1955621871	2.9338194802794217	998.904264009916	712.6681187927722	0.517557	24.38912	0.1881545590074101	0.0910113979066503	-0.1399021241	-0.0028351459	-0.0686286697	-0.0412256952	0.0102948225	0.039423779	0.0294544216	0.0160589736	-0.0083120199	-0.0195170611	-0.0107415639	-0.0240203267	-0.0808012998	-0.0366398394	0.0164800583	0.0390691972	0.0074565532	0.0379910441	-0.0061231214	0.0338498744	0.0283909718	0.0524580147	0.1215109528	-0.0588983229	0.0596231567	-0.035772194	-0.0352562803	0.0277552006	-0.0611368364	0.0403882873	-0.0372227118	0.0156760063	-0.0397571621	0.0143908828	-0.0580269676	0.0436877964	-0.0218716194	0.0482781475	-0.0003463294	0.0206437632	0.0129590866	0.0135804762	0.0137869827	0.0066410174	0.0016638883	-0.0280704123	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0480764437299967	0.0304158762336613	0.0009251255270614	0.0023113444417235	0.1099895517205595	0.0315971702552531	0.0120977014876896	0.0009983811681394	-0.0898625020907957	-0.0058661979397457	0.0080752692820182	3.441227826827672e-05	0.0097328322252816	-0.0013503991277184	1.8235778041426168e-06	9.472802312547996e-05	0.0013030447095689	0.0006171285473345	1.6979255151354986e-06	3.808476439353136e-07	-0.0010248667946769	0.000437978616522	1.050351946831303e-06	1.9182526853052517e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
938.195660314977	-3.4077201649034805	11.612556722289805	880211.0970338556	1200.3901141131366	-7.965205816575008	63.44450370040033	1440936.4260605492	876.672071112961	-2.6687021724513897	768553.9202694886	7.121971285246767	996.864380508814	713.6474055358342	0.535932	25.25498	0.2670363596732646	0.1239482184196712	-0.1570689618	0.0075886577	-0.0570287525	0.0088784104	-0.0652616377	0.0485481338	-0.0057700252	0.002130242	-0.0103116449	-0.0159973352	0.0180475262	-0.031216149	-0.1377854917	-0.0332337443	0.0246372704	-0.0361620261	-0.0161042006	-0.0143656434	-0.0248104898	0.0597605452	-0.0236617159	0.0921461971	0.1392085501	-0.0451591139	0.0272697805	-0.0360633644	-0.0368400684	-0.0156871333	-0.0481455257	0.0672220948	-0.0563601286	0.0416213909	-0.0656027757	0.0101023993	-0.0844606179	0.0390549185	-0.0243773795	0.0686722737	-0.0322558924	0.0126790907	0.0252494222	0.0188707817	0.0256145545	0.0073231972	0.024871728	-0.0013367676	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0221763033135715	-0.0702527470435682	0.0049354484671675	0.0004917884286555	0.1352867649664801	0.0252972132459205	0.0183025087750956	0.0006399489980095	-0.0744851499156098	0.0153773521751859	0.0055480375579508	0.0002364629599196	0.0113054414156725	0.0015726091903909	2.4730996657019223e-06	0.0001278130056032	0.0024008379596052	0.0010977932500363	5.764022908281259e-06	1.2051500198252625e-06	-0.0005730882909323	0.0004517785037445	3.284301892037045e-07	2.0410381644570956e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
938.5012584376202	0.3055981226432323	0.093390212563068	880784.6120889968	1202.1615849247685	1.7714708116318434	3.138108836463582	1445192.4762688314	876.9775350601947	0.3054639472336475	769089.597000255	0.0933082230595606	997.1302568484576	706.2318462326413	0.454534	21.419214	0.1542816732434883	0.0774393123218197	-0.1526988821	-0.0116854122	-0.0429319259	-0.0283903373	-0.0850490788	0.0637950135	0.0003332062	0.0037528661	0.0081036122	-0.0124716869	0.0025543164	0.0075870136	-0.1395292502	-0.0190293153	-0.0549708857	-0.0605695534	-0.0065096697	0.0163639551	0.0002664578	0.0360676444	-0.0105058445	0.0646984823	0.1251008969	-0.0395842703	0.0121495136	-0.0355433794	-0.0478233576	-0.020216111	-0.0440051719	0.0736001257	-0.0542372946	0.0084352492	-0.0623462627	0.0228441985	-0.1117825433	0.0427507127	-0.0374006535	0.0801519126	-0.0222087384	0.0063849368	0.0348012765	0.0164184	0.0228575703	-0.0078951861	0.0141338023	-0.0077393596	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0223925985764594	-0.0002162952628879	4.678364074774608e-08	0.0005014284710064	0.0954982434179783	-0.0397885215485017	0.0091199144959194	0.0015831264470155	-0.0983976219496085	-0.0239124720339986	0.009682092005338	0.0005718063187767	0.0111736146043143	-0.0001318268113581	1.7378308192870237e-08	0.0001248496633257	0.003151232320995	0.0007503943613898	9.930265140883536e-06	5.63091697605606e-07	-0.0014981548061463	-0.0009250665152139	2.2444678231792573e-06	8.557480575701735e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
940.0473186896944	1.5460602520741986	2.3903023030437347	883688.9613756839	1205.0301969551747	2.8686120304062115	8.228934980991248	1452097.775573827	878.7278622486552	1.7503271884605738	772162.6558920916	3.063645266664297	995.6570932241586	700.9787575596855	0.556785	26.237682	0.2417687645138351	0.1933690076051511	-0.0798040382	0.0514007869	-0.044149961	0.0203337132	-0.0332439316	0.0696811574	0.0100896377	-0.0012332155	-0.0154342833	0.002403717	-0.0114517978	-0.0238244012	-0.1012383796	-0.0240774877	0.0136819643	-0.0275597034	0.0012613601	-0.0270261495	-0.0125394577	0.0297899623	-0.0455329255	0.0441124269	0.0773487477	-0.0151795248	0.0370362497	-0.0202859557	-0.0489699257	-0.0070056925	-0.0173282439	0.0515959885	-0.0606510714	0.0001413935	-0.0347228676	-0.0036588055	-0.063540886	0.0206911126	-0.0019146555	0.0471514375	0.0135483458	0.0438405992	0.0240807022	0.0028678382	-0.020612035	-0.0319152314	0.0401929594	-0.051715757	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.015850883533659	0.0065417150428004	4.2794035701201067e-05	0.0002512505087976	0.102187683060265	0.0066894396422867	0.0104423225692251	4.474860272779683e-05	-0.1069543776515615	-0.008556755701953	0.0114392388988328	7.321806814290533e-05	0.0074311692281266	-0.0037424453761877	1.4005897393748698e-05	5.522227609705568e-05	0.0025980840515802	-0.0005531482694148	6.750040739075386e-06	3.059730079565884e-07	-0.0016021782430797	-0.0001040234369334	2.566975122597954e-06	1.082087543143705e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
942.3569777872063	2.30965909751194	5.334525146719668	888036.6735842373	1205.5019018856096	0.471704930434953	0.2225055413966438	1453234.835449822	880.1087696513191	1.3809074026638657	774591.4464171587	1.906905254731863	999.8352085211338	706.0156958097504	0.497014	23.421021	0.2283994219342096	0.1237247184354702	-0.0814180337	0.0208705005	-0.0262977807	-0.0412714769	-0.0356196232	0.1053839077	0.020219623	-0.003633855	0.0059258263	-0.0051460856	-0.0469003613	-0.0555675164	0.0161099677	-0.0150613285	-0.0884853057	-0.0436767647	0.0265596081	0.0253878498	0.0118849198	0.0458079421	-0.0056884212	-0.0259108839	0.0692339419	-0.0133266907	0.0101159352	-0.0401807155	-0.051717119	0.0183120586	-0.0201839418	0.079702256	-0.0572602979	-0.0190973249	-0.0529390687	0.0142122659	-0.0829239916	0.0491447379	-0.0082971997	0.0765580204	0.0214897691	0.0415458127	0.0249993764	0.0152497325	-0.0332982269	-0.0427331574	0.0330877472	-0.0378868131	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0054295900144154	0.0104212935192435	0.0001086033586142	2.9480447724639422e-05	0.0466402322576868	-0.0555474508025782	0.0021753112650509	0.0030855192906648	-0.2027752264168043	-0.0958208487652427	0.0411177924483862	0.0091816350580915	0.0074540784007453	2.290917261870036e-05	5.248301900734104e-10	5.556328480445761e-05	0.0035542681678986	0.0009561841163184	1.2632822209337272e-05	9.142880642996002e-07	-0.0019552815310855	-0.0003531032880058	3.823125865804057e-06	1.2468193200050697e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
942.8709495319872	0.5139717447808607	0.2641669544330822	889005.6274713512	1210.1309042094667	4.629002323857094	21.42766251427437	1464416.8053228215	879.3632842517289	-0.7454853995901658	773279.785689987	0.5557484810021092	996.4699215619992	705.1385383378891	0.548735	25.858334	0.3799003131976938	0.1866671072908936	-0.039021192	0.0606963255	-0.0472710035	0.0036487944	0.0218665091	0.0401203032	0.0289043805	-0.0020827795	-0.0560696971	-0.0184943091	-0.0233012936	-0.0165063437	-0.0382031244	0.0593975684	-0.0031216504	-0.010483324	-0.0001876031	-0.0314071134	-0.0290403526	0.0175196591	-0.01816836	0.0442620715	0.0488177626	-0.0157558505	0.0623040012	-0.0137860919	-0.0375789054	0.0323891861	-0.0214328421	0.0356941442	-0.0558220091	-0.0117725554	-0.0151232299	0.0085828682	-0.0337530968	0.0094080998	-0.0063004045	0.045753095	0.0227508085	0.0523488351	0.0006262633	0.0056651998	-0.0229744824	-0.0152946737	0.0268075368	-0.0895154472	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.059170102585881	0.0645996926002964	0.0041731202840527	0.0035011010400236	0.0650193630140307	0.0183791307563439	0.0042275175667503	0.0003377924473587	-0.1252176835908258	0.0775575428259784	0.0156794682838521	0.0060151724492034	0.0064790974672057	-0.0009749809335396	9.5058782076575e-07	4.197870398955132e-05	0.0010842285138055	-0.0024700396540931	1.1755514701488831e-06	6.101095892792363e-06	-0.0010130231784167	0.0009422583526687	1.0262159600094731e-06	8.878508031741204e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
943.2643092531996	0.3933597212123914	0.1547318702722902	889747.5571109158	1206.991174014998	-3.1397301944687115	9.857905694058532	1456827.6941501033	878.7660562483991	-0.5972280033298603	772229.7816143645	0.3566812879613715	999.3114899464142	708.223242403212	0.555726	26.187782	0.1671602842728981	0.0819235594104857	-0.050968541	0.031945024	-0.0370906252	-0.035315448	0.0310091691	0.0898777253	0.022321924	-0.0020434139	0.0064402548	-0.0075236482	-0.0168545242	-0.0227905341	-0.0199142697	-0.0360654274	-0.0512825435	-0.030821924	0.0208556028	0.0231792601	0.012294986	0.0189084514	0.0145005916	-0.0009851912	0.0463279525	-0.0152272847	0.0485663679	-0.0218567716	-0.0499334894	0.0583012535	-0.023971405	0.0563311291	-0.0504876046	-0.0119898314	-0.0313299962	0.0023680087	-0.0470677751	0.0225373096	-0.0117184123	0.0787450252	0.0077262753	0.0456152516	-0.0018664607	0.0265595261	-0.0210012075	-0.0310744818	0.0063347952	-0.0821553777	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0488391827185665	-0.0103309198673144	0.0001067279053048	0.0023852657686175	0.0060930084446511	-0.0589263545693796	3.712475190658962e-05	0.0034723152628362	-0.1569749960612299	-0.031757312470404	0.0246411493884231	0.0010085268953428	0.0056308271466199	-0.0008482703205858	7.19562536786736e-07	3.170621435511161e-05	0.0015300791373478	0.0004458506235423	2.341142166546988e-06	1.9878277851305778e-07	-0.0010418161816046	-2.879300318789986e-05	1.0853809562531887e-06	8.290370325784115e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
941.9627777229596	-1.3015315302400268	1.6939843242089456	887293.8746155538	1209.9610833062063	2.969909291208296	8.820361198005363	1464005.8231155283	878.8189066902536	0.0528504418545026	772322.6707562526	0.0027931692042161	995.03896484375	707.7713980640684	0.8986849999999998	42.349167	0.6007506800268622	0.3227871354924407	0.0172387669	0.0776016169	-0.0267820678	0.108765344	-0.0015638354	0.0207675087	0.0217086164	0.0246319118	-0.0670045979	-0.0102428167	-0.0205331222	0.0110952368	-0.0254124459	0.0208612569	-0.045976043	0.0106574279	-0.0116951698	-0.0223997652	-0.0405525109	0.0102245816	-0.0916366447	0.0571496361	-0.0138083139	0.019619767	0.0037316178	-0.0015607673	-0.0336970143	-0.0035245521	0.0188822411	-0.0005164813	-0.039715779	-0.0064136304	0.0057153631	-0.0313790582	-0.0550035777	0.0024017084	-0.0039790715	0.0145040865	-0.0023996766	0.0357299992	0.0305094208	0.015717666	-0.0653005159	-0.0319394271	0.1160135923	-0.0867655173	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0253996530035038	-0.0742388357220703	0.0055114047293685	0.0006451423726983	-0.1294417023561038	-0.1355347108007549	0.0167551543088461	0.0183696578318442	-0.2145426277069617	-0.0575676316457318	0.0460285391034079	0.0033140322132986	0.0002728327771191	-0.0053579943695008	2.870810366360228e-05	7.44377242705205e-08	0.0022607806084602	0.0007307014711124	5.111128959589673e-06	5.339246398858259e-07	-0.0016213103781575	-0.0005794941965529	2.628647342321216e-06	3.358135238384912e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.9332449457796	-20.029532777179952	401.18218327212605	849960.9081362549	1171.339741271219	-38.62134203498727	1491.6080605834743	1372036.7894813265	866.1660616515113	-12.65284503874227	750243.6463568897	160.0944875744249	981.837081204928	659.708218233926	1.73296	81.663155	1.4806627693377703	1.0114229514629252	0.0751805081	-0.2996923632	-0.0135821217	0.0488852772	-0.0256703019	-0.1603879884	-0.1146383541	-0.0808210747	0.1726246673	0.0553181075	0.1092580195	-0.1109481017	0.1409501866	0.099579176	0.0170405938	0.0838288313	-0.0657304363	0.0265858625	0.1523487942	0.0364481047	0.1784376628	-0.1116757932	-0.1085776795	-0.1477957233	-0.1036539434	0.0248994304	0.1914525572	-0.0386701151	-0.0376217054	-0.0486677308	0.1419103504	0.0800621498	-0.0070092827	-0.0963184658	-0.0516471297	0.0878127606	0.0007878838	-0.0219129574	-0.0708135835	-0.2259908109	0.0677716885	0.1963797529	0.0778300777	-0.0864794611	-0.1002166492	0.199344289	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.1255892256391462	0.15098887864265	0.0227976414737648	0.0157726535966403	-0.2417980999623949	-0.1123563976062911	0.0584663211454243	0.0126239600830629	-0.0766860969525424	0.1378565307544192	0.0058807574658147	0.0190044230716441	-0.0181769219022564	-0.0184497546793755	0.0003403934477291	0.0003304004898407	-0.0004130676860323	-0.0026738482944925	1.7062491324407877e-07	7.149464701960452e-06	-0.0020869266509777	-0.0004656162728201	4.355262846560999e-06	2.1679851351497482e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
