global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
955.0578857716476	n/a	912135.5651746097	n/a	1068.3078971104314	n/a	n/a	1141281.7630285122	852.9393308796344	n/a	727505.5021613985	n/a	872.2814907914035	848.2341722563841	n/a	n/a	n/a	n/a	-0.0098333917	0.0088797549	-0.1168194395	-0.0567425008	0.1001806968	-0.040810231	0.0392798961	-0.0382723075	-0.0028697673	-0.0100553661	-0.094941872	0.0255497513	-0.0671169073	0.0471457007	-0.162371035	-0.0071922861	-0.0997560135	0.0172539351	-0.0829796936	0.0266776935	-0.1530976511	0.0004514936	0.0666449334	-0.0206476731	0.1290498352	-0.0485559366	0.0726070671	-0.1620727599	0.003632275	-0.0811200767	-0.0190318348	0.0393273487	-0.103191364	0.0236367777	-0.0103289283	0.0541194023	-0.1029754498	0.207518358	-0.1877290459	0.0559248308	-0.120558695	0.2494711028	-0.5453124534	0.1498883763	-0.0548588771	0.0655677048	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0329750268307975	n/a	0.0010873523944918	n/a	0.3584231412458365	n/a	n/a	0.1284671481805328	1.661316800780973	n/a	n/a	2.7599735125571274	-0.0411959822945425	n/a	n/a	0.0016971089572122	-0.0016461698837926	n/a	n/a	2.709875286305742e-06	0.0047571397100428	n/a	2.2630378220866097e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950.154103185442	-4.903782586205693	902792.8198001316	24.0470836527742	1064.7035845483256	-3.6043125621058607	12.991069045354116	1133593.7229500534	853.4299746453192	0.4906437656848084	728342.7216231102	0.2407313048053691	872.4157064389666	832.0307817245177	1.069565	38.098133	0.3691143302451015	0.1637904919078494	-0.0473049573	0.0114335436	-0.144605841	-0.0410662188	0.004735761	-0.0004718545	-0.1152741239	0.0465894206	-0.0809896131	-0.0150411962	-0.0774844037	0.0427255012	-0.022324539	0.1162022653	-0.1130443805	-0.0153319061	-0.0694737606	0.0660426127	-0.0223516572	0.067617002	-0.120348079	0.1331467494	0.0671377373	-0.0229147494	0.1679607135	-0.1080014067	0.114521147	-0.1977394426	0.0018893222	-0.0315960234	-0.0317490323	-0.0201404487	0.0536358607	-0.0072633054	-0.0112222137	0.058162231	-0.0258349922	-0.0229529059	0.0801756911	0.0125552051	0.0011127831	-0.3091431113	0.247393964	-0.006908701	0.0138043377	0.1200141723	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0379355694669243	-0.0709105962977218	0.0014391074307798	0.0050283126672984	0.4778239635885484	0.1194008223427118	0.0142565563761158	0.2283157401794704	1.6854553999126909	0.0241385991317177	0.0005826719680417	2.8407599050948487	-0.0424677978171063	-0.0012718155225638	1.6175147234342324e-06	0.0018035138514346	-0.0003299085737555	0.0013162613100371	1.7325438363005825e-06	1.0883966703738819e-07	0.0042519302931847	-0.0005052094168581	1.8078911218101725e-05	2.55236554882102e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.7645935702448	5.610490384802802	913485.9583224952	31.477602357964688	1071.5497609634845	6.84617641515888	46.87013150747769	1148218.8902209008	855.4284242589889	1.9984496136696637	731757.7890302168	3.993800858376427	874.5371922241652	846.007444838847	0.7868779999999999	28.028746	0.1403118421457088	0.0629372211995025	-0.028014905	-0.0121266911	-0.1266471124	-0.0757402742	0.0510661786	0.0323388858	-0.062176617	0.001953965	0.0599924105	-0.0414464104	-0.0925649572	0.0196427174	-0.0967129737	0.0445961725	-0.1212530627	-0.0378748313	-0.0931858584	-0.0010164227	-0.0773553707	0.0737574224	-0.1048251002	0.0531338505	0.0700873547	-0.0292242639	0.1708682938	-0.1103860245	0.1078205219	-0.2028947297	-0.0188346336	-0.0363406241	-0.0248296322	-0.0292325393	-0.0170928154	0.1340951198	-0.0742098483	0.0749296578	-0.0637198675	0.2092521204	-0.1175442736	0.0438128633	-0.0088455999	-0.2020073792	0.3005585698	-0.1515981164	0.0770539674	-0.1268127568	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0642627889938154	-0.0263272195268911	0.0041297060492636	0.0006931224880171	0.4829817833598611	0.0051578197713126	2.6603104793344076e-05	0.2332714030574718	1.650595311592241	-0.0348600883204499	0.0012152257577095	2.724464882650287	-0.0421908193941348	0.0002769784229715	7.67170467917804e-08	0.0017800652411485	-0.0010170017774209	-0.0006870932036654	4.720970705231829e-07	1.03429261527727e-06	0.0047671929570889	0.0005152626639042	2.2726128690118013e-05	2.654956128136532e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949.15549295775	-6.609100612494785	900896.1498118694	43.68021090607895	1062.960828011496	-8.588932951988454	73.7697692537531	1129885.7218868851	851.3849221807593	-4.043502078229608	724856.2857167376	16.349909056647157	870.1239626226873	843.9091289749956	0.841601	29.978003	0.2234648560906345	0.1550025058594099	-0.0467891474	0.021331344	-0.1355236898	-0.0199623019	-0.0243927493	0.0107013841	-0.1601553328	0.069366726	-0.0178856938	0.0111480707	-0.0622750982	0.0481798238	0.0054824879	0.1281780191	-0.1434018963	0.0102313579	-0.0589422575	0.0695450407	-0.0225183931	0.0362769169	-0.1394414857	0.1570125834	0.072455815	-0.0192271382	0.1746736263	-0.1014792671	0.1013659442	-0.2062867026	0.0103587407	-0.0398214082	-0.0461853535	-0.0292654355	0.0711591372	-0.0573270875	-0.0505027519	-0.0167214475	0.0642360986	-0.0922617017	0.0692992882	0.0357880112	0.0316671717	0.0479937444	0.0252881307	-0.0113188803	-0.0402051683	0.0065274833	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0540461705885917	0.0102166184052237	0.0029209885552911	0.0001043792916379	0.3461115200309024	-0.1368702633289586	0.0187334689837384	0.1197931842981017	1.655942770491933	0.005347458899692	2.859531668389533e-05	2.7421464591444984	-0.0431802867107781	-0.0009894673166433	9.79045570705298e-07	0.001864537160425	-0.0008221752798656	0.0001948264975553	3.795736414966535e-08	6.759721908220776e-07	0.0045308764621523	-0.0002363164949366	2.052884151528574e-05	5.584548577912043e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.7861773138438	6.630684356093866	913527.2167442106	43.96597503014792	1074.966882895308	12.006054883811885	144.1453538731032	1155553.7993216545	855.2959611064845	3.911038925725165	731531.181085065	15.296225478537457	874.9394909800175	842.3115468346101	1.03065	36.711975	0.1576616520140035	0.0703050146527776	-0.0277829639	-0.0330454881	-0.1078607233	-0.0901897122	0.0686184841	0.008079043	-0.0553523579	-0.0408405385	0.0601521698	-0.0403027282	-0.1208122366	-0.0173526043	-0.1368135438	0.0310671504	-0.1405120853	-0.0369788675	-0.1175625678	-0.0387091719	-0.0939712529	0.0729859172	-0.1514550523	-0.0333949304	0.0538520767	-0.0460266489	0.169947964	-0.1035109793	0.1109978896	-0.1875233261	-0.0274540151	-0.0542101419	-0.0181433922	-0.045027182	-0.024458541	0.1924127158	-0.0843661964	0.060367313	-0.0830686893	0.1933753246	-0.1827481627	0.0744984008	-0.0378567666	0.0773585722	0.012027491	-0.0861829427	-0.0057993617	-0.0985747694	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0717091865305121	-0.0176630159419204	0.0051422074328677	0.0003119821321645	0.3250198689673311	-0.0210916510635713	0.0004448577445874	0.105637915223541	1.619853505516211	-0.0360892649757218	0.0013024350464878	2.6239253793331576	-0.042268436182734	0.0009118505280441	8.314713854943045e-07	0.0017866206973338	-0.0009588151563608	-0.0001366398764952	1.8670455848623517e-08	9.193265040671852e-07	0.0039230124660358	-0.0006078639961164	1.539002680867229e-05	3.694986377747195e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
939.6058870117042	-16.18029030213961	882859.2229070514	261.8017942615131	1029.9085102639003	-45.058372631407565	2030.2569441907783	1060711.5395140066	846.5787277367557	-8.717233369728774	716695.5422563839	75.99015762231288	863.4945011731089	826.2752304482489	1.886765	67.206955	0.138094278832859	0.0654505443705433	-0.095124556	0.0461367664	-0.1084608298	0.1169616419	-0.0464158066	-0.1073766484	-0.1988111513	0.1299011403	-0.3423217393	0.0642411917	-0.019277132	0.1500670492	0.1850267827	0.162857589	-0.1088814859	0.0635373017	-0.0116122382	0.228442974	0.043632366	-0.043454975	-0.0827493035	0.3403289494	0.0944452332	-0.0014754016	0.1512157413	-0.0992878103	0.0838521512	-0.223726483	0.0727651121	-0.013895556	0.0125652764	-0.0045878331	0.0864154514	-0.3905288799	-0.0380230679	-0.1627515466	0.2319557663	-0.4239064272	0.281947818	-0.1121683908	0.1080500874	0.1836486071	-0.0906912953	0.1913955442	-0.0491537082	0.0762162552	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0815305689769303	-0.0098213824464181	0.0066472336777019	9.64595531588115e-05	0.3498178125844333	0.0247979436171021	0.0006149380076369	0.1223725020013576	1.5960488483536324	-0.0238046571625787	0.0005666617026279	2.547371926330956	-0.0414360066227186	0.0008324295600153	6.929389723874287e-07	0.0017169426448379	-0.0005017651892149	0.0004570499671459	2.0889467246806826e-07	2.517683051078644e-07	0.0042269388510097	0.0003039263849738	1.78670120501752e-05	9.237124748330297e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
894.0787578494275	-45.527129162276765	799376.8252375751	2072.7194897586314	967.8252990008796	-62.08321126302076	3854.325120728868	936685.809386142	823.8321500234805	-22.7465777132752	678699.4114123104	517.4067976660681	838.1919994808707	746.9891864817146	3.625619	129.145309	5.641734084955651	3.099656459497874	-0.3861332225	0.2158618037	0.3622218878	0.5523953684	-0.0577870949	-0.0790316234	-0.1974623945	-0.3028817607	0.3836267176	0.4610442483	0.1691934575	-0.109629141	-0.0673064221	0.1589271824	0.6650191712	0.4772910981	0.1487480737	-0.1052021077	0.3664015538	0.397367878	0.5139109483	0.1669406451	0.2451869645	0.2038717807	-0.021802688	-0.0704169948	-0.3411757986	0.1816995709	0.5359685289	0.3352444677	0.3690032246	-0.1969316619	-0.0196292836	-0.1683888555	0.0707304394	0.0472330649	0.0739863276	0.1653177368	-0.1172734646	0.0440145404	0.0653343642	-0.0626172856	0.0326987884	-0.0041378885	-0.0033446252	-0.012997102	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.3060844584914264	0.3876150274683567	0.0936876957299897	0.1502454095192949	2.3238797015812764	1.974061888996843	3.8969203415897846	5.400416867421482	2.906452572086664	1.3104037237330315	1.7171579191733957	8.447466553789186	-0.0037231199918722	0.0377128866308464	0.001422261818031	1.3861622473878449e-05	-0.0010998921416025	-0.0005981269523876	3.577558511724784e-07	1.209762723158934e-06	0.0053089941629241	0.0010820553119143	2.818541902196216e-05	1.170843698042169e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
936.8154315628452	42.73667371341776	877623.1528142799	1826.4232800871323	1048.3626103986774	80.5373113977978	6486.258527185851	1099064.162881929	837.6765069323334	13.844356908852887	701701.9302663556	191.66621821970267	855.8868240081016	837.5120979332164	4.19058	149.269348	3.738910210551742	2.2400096359476853	-0.0346640983	-0.1674799187	0.150633229	0.1001881597	0.2312271929	0.2407125401	0.4951385527	-0.0236139255	0.0224618438	0.1867472755	-0.1026301565	-0.10161462	-0.0852616713	-0.4664989928	-0.0214617921	0.1824812309	-0.1109652521	-0.2693775089	-0.2780243344	-0.2476727436	0.0739434396	-0.3259578805	0.0099053997	-0.0830661461	-0.1773077436	-0.1274566462	-0.1726537609	0.0858262013	-0.2148098114	-0.1057209493	-0.015311092	0.045180543	-0.4011883052	0.2366794685	0.3699217838	0.082072766	0.2200943075	0.1093524355	0.2049248896	-0.0620040352	0.2920195273	-0.055331985	0.1374110687	0.2904294797	-0.1313346004	0.1845354841	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.4535149824860127	0.1474305239945862	0.2056758393392884	0.0217357594053182	0.5459601447191886	-1.7779195568620878	3.160997950672683	0.2980724796217974	1.5610536551878411	-1.345398916898823	1.8100982455925256	2.436888514375319	-0.0062360539442558	-0.0025129339523836	6.314837049042264e-06	3.8888368795668325e-05	-0.003219921479354	-0.0021200293377514	4.494524392927063e-06	1.0367894333205251e-05	0.0100392551287139	0.0047302609657898	0.0001007866435394	2.237536880447465e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
947.4121794291073	10.596747866262035	897589.837730611	112.291065341129	1069.677788226925	21.31517782824767	454.3368058498211	1144210.5706260465	847.0362480849199	9.35974115258648	717470.4055697779	87.60475444342089	865.960145497236	858.1897390099878	2.124579	75.677963	1.6563359353705327	1.0209113817286526	0.0573062811	-0.0808055735	0.143511597	-0.064316825	-0.0976111015	0.2306561387	-0.0811812782	0.1263285222	0.081243747	0.019763884	0.0564368342	-0.0061931515	0.2070993046	-0.1401027111	0.0280114956	0.008116939	0.0707836869	-0.0121017557	0.0450930677	-0.2482802011	0.0965141738	-0.0536856482	-0.057614627	-0.0216224444	-0.2147008012	0.0553762075	-0.1681832175	0.0829220258	-0.0855537104	-0.1011913582	-0.1851756928	-0.102197957	0.2328741678	-0.145925792	-0.0441927149	-0.0837815609	0.0485830578	-0.0277732598	0.0622778988	0.1567846862	0.0237307291	-0.100766137	-0.027902395	-0.2563094992	-0.1186357599	-0.0506786744	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.4023963196522544	-0.0511186628337582	0.1619227980696793	0.0026131176899114	0.3932519432609069	-0.1527082014582817	0.0233197947926231	0.1546470908784795	0.7050456764001183	-0.8560079787877228	0.7327496597482426	0.4970894058105003	0.0021780681930407	0.0084141221372965	7.079745134134302e-05	4.743981053535581e-06	-0.0051858785158511	-0.0019659570364971	3.864987069352461e-06	2.689333598116601e-05	0.0084893124566921	-0.0015499426720217	7.206842598734765e-05	2.402322286554076e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953.8219985299328	6.40981910082553	909776.4048796352	41.08578090530781	1057.460467868381	-12.21732035854393	149.26291674329198	1118222.6411044155	854.0024270810771	6.966178996157282	729320.1454603705	48.52764980650288	870.2745531212983	828.5142167534991	1.372434	48.886375	0.217550265803547	0.1168461557221347	-0.0064932767	-0.1541042543	0.1566428884	-0.0437452319	0.1241203338	-0.1247931504	0.2067725951	0.0363077986	0.0842911698	-0.0637398865	-0.0395628743	-0.0283523091	0.0743544654	-0.1416360451	0.0575170486	-0.0590392708	-0.0404894498	-0.0107295633	0.0265228763	-0.166385494	0.0749689781	-0.2433025056	-0.0619447183	-0.057723183	-0.2357190551	-0.0014456854	-0.1063968103	0.0822806677	-0.0946074475	-0.06494742	-0.0314528986	-0.1704169364	-0.0127664358	0.1004460874	-0.1479518314	-0.031872899	-0.0107304715	0.0224103902	0.0086071315	0.0668972166	0.0134202454	0.1209304508	0.0401904534	0.1670132808	0.1924335822	-0.057034065	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.3403626014735295	-0.0620337181787249	0.1158467004818286	0.0038481821910774	0.355848721960271	-0.0374032213006358	0.0013990009636643	0.1266283129207582	0.704489317038977	-0.0005563593611412	3.0953573872954413e-07	0.4963051978220442	0.0011671350556857	-0.001010933137355	1.0219858082024238e-06	1.3622042382104618e-06	-0.0051979149558862	-1.2036440035099495e-05	1.4487588871854595e-10	2.7018319888625437e-05	0.0071611426948213	-0.0013281697618707	5.128196469559247e-05	1.7640349163479368e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
