global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
984.8724441312908	n/a	969973.7312091424	n/a	1209.963897448628	n/a	1464012.6331290738	n/a	901.6022454296368	n/a	n/a	812886.608963763	975.1876169695588	787.5968350165223	n/a	n/a	n/a	n/a	-0.0827806019	0.1402904157	-0.0661977293	0.11229203	-0.1588217687	0.053689623	-0.0715362058	0.0700309095	-0.0100411344	0.1530436579	-0.1252530152	0.0690194177	-0.3596513867	0.0612094427	-0.0617422653	0.224127754	-0.1004986211	0.1422334428	-0.0509212987	0.096899801	-0.0564905385	0.1253606089	-0.0033396288	0.0192491761	0.022353706	-0.0977988894	0.0257838951	-0.0951661124	0.1284242029	-0.0911691018	0.0975779214	-0.220559877	0.1998355914	-0.0283779078	0.0509291612	-0.019273889	0.0659877772	-0.1411931681	0.0371063167	0.0093530737	-0.0643240255	0.0475970422	-0.1851061755	-0.1118650248	-0.1344778582	0.0512066704	0.0716137071	-0.0876071008	-0.0789436158	0.2273631639	0.1130200544	-0.0370999431	0.0983919783	0.0927798413	-0.228728611	0.1103195427	-0.1907897895	0.0099677771	-0.0796617863	0.0551982644	-0.3098132484	0.2277400318	-0.0467602653	-0.2522434066	0.0162976614	-0.0071393486	0.2899382285	-0.0177097492	0.2552082665	-0.0441479351	0.0114255575	-0.0842163426	0.0296042666	-0.0551605879	0.1079795991	-0.0117526945	0.0011761919	0.0013384274	0.240310864	-0.0915399198	0.1395154546	-0.1858782937	0.0613254825	-0.1819876106	0.0953168481	-0.0333778484	0.2639693194	-0.0183055924	0.1242915847	-0.0159754619	0.0433432371	-0.028955415	0.0782223124	-0.0479981864	0.2292510316	0.0846875828	-0.2229574602	0.0798115556	-0.1139606923	0.0592227802	-0.0145387474	0.1381124364	-0.0609210769	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0004425772759475	n/a	1.958746451851096e-07	n/a	0.0763892932269385	n/a	n/a	0.0058353241197111	-0.0381325332149344	n/a	0.001454090089388	n/a	0.005104022971716	n/a	2.6051050495804625e-05	n/a	-5.080336415996811e-06	n/a	n/a	2.5809818099703324e-11	-0.0010104943283349	n/a	1.0210987875970009e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
983.8700190718782	-1.0024250594125306	968000.214428498	1.0048559997382154	1199.7868920334247	-10.177005415203212	1439488.5862952247	103.5714392210755	902.1392593515558	0.5370139219189696	0.2883839523347931	813855.2432633736	971.584958850828	777.5318815244417	1.281666	24.709454	0.2378973825510499	0.1453356729170226	-0.0745694322	0.0421129441	0.0734979535	-0.145864772	-0.1638329064	-0.0496928492	0.0323896353	-0.0341195427	-0.0194258209	0.0626294709	0.0887004557	0.0164407874	-0.1188637424	0.0264828041	-0.1128440836	-0.0056903376	-0.2049051088	0.0528727521	-0.0768532059	0.0030977062	-0.0752292227	0.0294031438	-0.0376111569	0.0332386256	0.0940088488	0.0521579159	-0.0160966626	-0.0975402548	-0.1227411935	0.0708439575	-0.0104183785	-0.2812597662	0.0210109518	-0.138824707	-0.0322680546	-0.0708133249	0.1048071815	-0.1887521918	0.0499753242	0.0361801599	-0.0060256515	-0.0294265729	-0.1469438923	-0.0169531785	-0.0586468936	-0.0782074809	0.0705805478	0.0661635265	0.2125821873	0.0033333076	0.0266587694	0.0580906361	0.0520750656	0.0569648743	-0.1170567926	0.0316205063	-0.0006110085	0.0960848445	-0.0428272844	0.1063818185	-0.0612846216	0.0978798731	-0.0522372393	-0.0976627005	0.0048181863	-0.0429431435	-0.0425038959	-0.1346762979	0.1437233671	-0.0296276255	-0.066094627	0.0559492563	-0.056287963	-0.1602735228	-0.1545436234	-0.147023448	-0.0279939018	0.1712029566	-0.2909247299	-0.0655010231	0.0677013246	-0.1696025933	-0.0956788171	-0.0701578476	0.0133505618	-0.179422512	0.086702348	-0.0931588323	0.0308705318	-0.0198262236	0.0093528374	0.047221491	0.0886784419	0.0206283269	0.0434645672	0.052982747	-0.0697006846	0.0160466849	-0.0028908416	-0.1341870433	-0.1365717306	-0.0041704852	-0.0154760519	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0058833446356771	0.0054407673597296	3.461374410215051e-05	2.9601949462699004e-05	0.1161878266462537	0.0397985334193151	0.0015839232623283	0.0134996110607799	0.0686924925533531	0.1068250257682875	0.0047186585331924	0.0114115861303952	0.003605005442824	-0.001499017528892	1.2996064242790663e-05	2.2470535519254786e-06	-2.9331331723447818e-06	2.147203243652029e-06	4.610481769549797e-12	8.603270206709363e-12	-0.0007949979403962	0.0002154963879387	6.320217252342e-07	4.643869321462672e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.2838774588138	-1.5861416130644557	964881.615915522	2.5158452166947134	1192.1698682769006	-7.617023756524077	1421268.9948273625	58.01905090745216	900.0056849662504	-2.1335743853053373	4.552139657631048	810010.2329715696	970.8621868484946	794.7712821611278	1.191764	22.976217	0.1732007669710936	0.1118029169277458	-0.0355301374	0.0868484096	-0.1196961007	-0.0668575251	-0.0847550197	0.060061048	0.1113641301	0.0381964768	-0.0897168062	-0.0412103421	-0.0979388902	0.1575190609	-0.0352233644	-0.0260927387	-0.0698693212	-0.0524076204	-0.0305214503	0.0046598918	-0.0351380627	0.085927028	0.0378492623	-0.0613116583	0.0031771947	0.1810240777	0.0246963128	0.1851510709	0.0729069681	0.1214141285	0.0814150983	0.0872984222	0.0505410954	0.0094708589	0.0392727917	-0.0044749975	-0.0305812568	0.0035229341	-0.1304662397	-0.1021603983	0.0064803796	0.0066622477	-0.044744714	-0.1375653124	-0.0003581058	-0.0212091028	0.1424559193	0.0547793732	-0.0787110035	0.2084130209	-0.0835111536	-0.1832792634	0.0379957085	0.0026718915	0.0182361129	-0.0707929717	-0.0255015329	-0.1252340087	-0.0940560297	-0.0738818951	-0.1787055282	-0.0320714912	-0.0195828294	0.0201897663	-0.0145257008	0.0622380631	0.0390760651	0.0709791953	-0.1304617055	0.1554968388	-0.0752009516	0.0662471061	-0.1092517827	0.1357671133	-0.1173903108	-0.1100778513	-0.0653050342	0.1995234703	0.0631142044	0.0700746807	0.0774074723	-0.0269154799	0.0157833308	-0.106861466	-0.02963417	0.068187627	-0.0302890756	-0.0613931213	0.2239379397	0.1077006473	-0.0182751683	-0.0055971118	-0.0298752027	-0.1004938161	0.0981923911	0.0326978991	-0.0238767148	0.0291958801	-0.0318602662	-0.0199794235	0.0928468529	0.0160286923	-0.1680980473	0.0367934861	-0.0710572539	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0001840795211762	-0.0056992651145009	3.388527011645907e-08	3.248162284536696e-05	0.1387230062776439	0.0225351796313901	0.000507834321019	0.0192440724707072	0.1064042291871558	0.0377117366338027	0.0113218599889127	0.0014221750799372	0.0016770015629709	-0.001928003879853	2.8123342422068413e-06	3.717198960728606e-06	-1.847536523547077e-06	1.0855966487977049e-06	1.1785200838808073e-12	3.413391205840419e-12	-0.0010110001757223	-0.000216002235326	1.0221213553105214e-06	4.6656965665871854e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981.0189905598542	-1.2648868989596167	962398.2598390752	1.5999388671596757	1196.8721667377888	4.702298460888187	1432502.9835116093	22.11161081527141	899.7949259861763	-0.2107589800741607	0.0444193476819004	809630.9088304684	970.2639869334918	774.8112288241529	1.15267	22.222525	0.0656101523143207	0.0488607849833514	-0.0069140855	0.0346699709	0.1133521036	0.0595476566	-0.0418523856	0.0928735243	-0.0952994122	0.0031795403	0.0017488688	-0.0148869368	0.0230381558	0.0068228242	0.04092104	-0.1048838952	0.167699203	-0.0874180418	0.1078034009	-0.0606288754	-0.0451068252	0.0138567683	-0.1569452625	-0.0573710965	0.1452161318	0.1530203723	-0.04359748	-0.0589203811	-0.0683003508	-0.0261350029	0.0877538791	0.0225481267	-0.1013062071	0.0192858385	0.1048458384	0.0164461323	-0.0126935663	0.0376087663	0.0724232904	0.0420471869	0.046385263	0.021820007	0.0360437956	0.1682133501	0.1263356923	-0.0427560557	-0.0986786445	-0.0379616746	-0.0681460602	-0.0501158932	-0.0890567749	0.011536083	-0.0485748745	-0.0583708578	-0.0091780554	0.0841658229	-0.014149888	0.0945896326	0.1445718487	-0.0509118159	-0.136102493	-0.105632829	-0.0221733774	-0.1156854412	-0.1196392981	0.0532565034	0.0330825007	0.0484107853	-0.0375013036	0.0388282278	0.0490164851	0.0124478546	-0.0156131272	-0.0519299418	0.0701403026	0.0943838242	0.0758527414	-0.0631054201	-0.0630245451	-0.0483540726	-0.0695677976	-0.0020715988	-0.0024101131	-0.0565321072	-0.0351554722	0.1431220389	-0.009558887	-0.0158278998	0.1160502143	0.0317183526	0.0655485406	0.0428457253	-0.0684597029	0.021913159	0.0647233154	0.0171236644	-0.00912363	0.1268022811	0.1098397239	-0.1866607568	-0.0742159466	-0.1157244334	-0.0291463777	0.0710998525	-0.0859547558	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0059456719120163	0.0057615923908401	3.5351014485339564e-05	3.319594687818654e-05	0.1397300336117695	0.0010070273341256	1.0141040516761323e-06	0.0195244822931462	0.1163393367104674	0.0099351075233116	0.0135348412662315	9.870636149976275e-05	0.0007849564230464	-0.0008920451399245	6.161565860817988e-07	7.957445316629207e-07	-8.739694757231575e-05	-8.554941104876868e-05	7.318701730791184e-09	7.638226444958108e-09	-0.0010104662253747	5.339503475999211e-07	1.021041992622994e-06	2.851029737020766e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
983.2084954450954	2.189504885241263	966698.9455154082	4.793931642495355	1192.3537602785254	-4.51840645926336	1421707.4896503394	20.415996931112858	901.3665512164022	1.5716252302258908	2.4700058642825846	812461.6596517509	970.9099958950524	775.6115199903056	1.084879	20.915567	0.1163786745853021	0.0533613528273781	-0.0540111121	0.0201033565	0.0957270952	-0.094412785	0.0025108504	-0.0978960553	0.0049206951	-0.1299376951	-0.0989982854	0.0060181897	0.0210805895	-0.0310876273	0.0310956023	-0.0522475127	0.0941384061	0.132063346	-0.0855705899	-0.0469634726	-0.0850643808	-0.0572271004	0.0236268337	-0.0868638029	0.0868053031	0.0335869819	-0.0625422946	0.0574756447	0.075070392	0.1492543581	0.045320986	-0.0368199612	-0.0698154341	0.0178835502	-0.1619476677	-0.0718230306	0.0385745976	0.1763229703	-0.036235724	-0.0125821019	0.0186798113	-0.0804448128	0.0235596197	0.0200682629	0.0036525646	0.0586636603	0.0167928367	-0.0885696097	0.0084835207	0.0618034014	-0.1795998326	0.1147989777	-0.0531625254	-0.0011262816	0.133577191	0.0101740522	0.0674355558	-0.0516619418	0.0618249925	-0.0802233973	-0.0670890346	0.0186282021	-0.1189355457	-0.0262723131	0.0795956765	0.1682173943	0.0433678525	-0.0118006295	-0.0566162663	0.0335406443	0.034980023	0.1677632729	0.0611814591	0.1602300965	-0.0301243729	-0.0276765609	0.0472436338	0.0263597852	0.0301964458	-0.0788461998	0.0285926974	-0.0349813028	0.021624328	-0.0710688514	-0.0441932929	0.0453117117	0.0594345602	-0.0441660986	0.123998755	-0.1288885792	-0.0785580321	0.0109561265	-0.0551577456	-0.0219939043	0.0727807449	-0.0282196597	-0.0972849372	0.1129850652	0.033456958	-0.0926007001	-0.0108635157	0.0109900305	-0.0372459089	-0.039989594	0.0480753849	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0032771891262228	-0.0092228610382391	1.0739968569032958e-05	8.50611657306688e-05	0.1293764313518437	-0.0103536022599257	0.0001071970797567	0.0167382609893383	0.1013256588721844	-0.015013677838283	0.0102668891458822	0.0002254105222317	0.0015608736493305	0.0007759172262841	2.4363265491743125e-06	6.020475420444112e-07	-0.0004709170933134	-0.000383520145741	1.470877021892625e-07	2.217629087747415e-07	-0.0005341329284228	0.0004763332969519	2.85297985225516e-07	2.2689340978506698e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
983.3002923877838	0.0917969426883473	966879.4650099012	0.0084266786869277	1194.374803559119	2.0210432805936307	1426531.1713768842	4.084615942032665	901.273673629102	-0.0928775873002223	0.0086262462227104	812294.234776897	971.0714508955068	788.518997281858	1.189526	22.933071	0.0877217914384487	0.0392326818396845	-0.0008553029	0.0526559403	-0.0821988753	-0.0015681333	-0.0195920068	0.0680962607	-0.0912594191	-0.0016748145	0.0381060116	-0.1318012827	-0.1066386049	-0.0101527403	0.0829919944	0.1236649005	-0.0306404412	0.046071149	0.051788198	0.0405679027	-0.0320671339	0.0944149354	0.2652247494	-0.1058793287	-0.0063887936	0.1347054033	0.0876165478	0.0737613164	-0.108559765	0.1026945214	-0.037479083	-0.0505540992	-0.1108132967	-0.0007413369	-0.1093546139	-0.0900899103	0.0949474358	-0.0692995996	0.1109249353	-0.0091793969	-0.0309681101	-0.0293802297	-0.1338255032	0.0404006324	0.0320761683	-0.0024294158	0.0822076169	-0.0162416491	0.0667376515	-0.0251156047	0.0507771174	0.0139745105	-0.0181285818	-0.1188638685	-0.0315818474	-0.0308850065	0.1200161471	-0.0872039715	-0.2003257954	0.0386764128	-0.0412011055	0.0421269031	-0.0881535278	-0.1139342845	-0.1449026033	0.0120553214	0.0129693625	0.0480011317	-0.0772837263	-0.0007394433	-0.0950386958	0.066086417	0.08404095	0.1637383326	0.1833661184	-0.1271972965	-0.0861673097	0.0263788395	0.095393634	-0.0412463623	-0.0512542813	0.0059081548	0.0199408206	-0.0475887155	0.0041039557	0.0671792692	0.0301758886	0.0302133295	0.0686953554	0.1081307776	-0.0886291023	0.0169885689	0.0640419797	0.0026840572	0.039188257	-0.0410169677	0.0311098382	-0.0720224973	0.0967340289	0.0326109859	0.019302829	-0.0698270236	-0.0201803156	0.040091263	0.0487594677	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0090878151049764	-0.0058106259787536	8.258838338223721e-05	3.376337426496624e-05	0.1102925453304237	-0.01908388602142	0.0003641947056785	0.0121644455554635	0.0844849107865073	-0.016840748085677	0.007137700150604	0.0002836107960852	0.0013619996837709	-0.0001988739655595	1.8550431385920316e-06	3.9550854177400954e-08	-1.934750606391589e-07	0.0004707236182527	2.215807247809709e-07	3.743259908932621e-14	-0.0002839998851832	0.0002501330432396	8.06559347840708e-08	6.256653932030359e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980.0164834693428	-3.283808918440968	960432.3078716168	10.783401012832442	1197.0632490911405	2.688445532021433	1432960.422324638	7.227739378646005	901.4732877372254	0.1996141081234554	0.0398457921619225	812654.0885037624	972.8090608457328	777.0995296722691	1.097464	21.158182	0.0546074722939591	0.027294685508387	-0.0171318994	0.0461931442	0.0956377104	0.1417068123	0.0124470848	0.0895808237	-0.1484431871	0.0950649303	0.0687603217	-0.1550707392	0.054143176	0.0235234563	0.006721252	-0.1085522602	0.1726396681	-0.0045360658	0.1238325503	-0.0408804495	-0.0367873024	-0.0224641706	-0.0062255185	-0.0058230368	0.1834307369	0.0707592562	0.1200547408	0.0041412957	-0.0763776718	-0.0378433305	0.028936346	-0.0052620683	-0.1164107252	-0.0020365954	0.0665839971	0.0397895194	-0.1360499233	0.1488377543	0.0403661306	0.0917910201	-0.0483314275	-0.095145054	0.1242150057	-0.0778947804	0.0301055342	0.1053990417	-0.0250264579	0.0383419972	-0.1144480273	0.0175808403	0.0636686076	0.0583728992	-0.0146953119	-0.1454918437	-0.0339111351	-0.035402675	0.0446044631	0.1397072953	0.1181380349	0.0153159656	-0.0930950933	-0.1225246544	-0.0237321041	-0.0608686231	-0.0614465498	-0.0033376577	0.036287527	0.084214042	-0.001926608	0.0283620103	0.136148747	0.156121163	0.0262911391	-0.0809300466	0.091040072	0.1053200345	-0.1080858248	0.035915312	-0.0720635148	0.0312061833	0.0354533719	-0.0088452522	0.0255610285	-0.0465382709	0.0092896054	0.0614317775	0.0988999466	0.1044054883	-0.0138808425	0.0001442482	0.0956085637	0.0736833786	0.0300315779	0.0897343994	-0.0543378203	-0.063381361	-0.0626954037	0.0478595145	0.196553197	-0.0710677228	0.0530516288	-0.0828346096	0.0726492322	0.013530921	-0.0345226448	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0001114597647386	0.009199274869715	1.2423279155584062e-08	8.462665812856992e-05	0.1016438702154687	-0.0086486751149549	7.479958124404186e-05	0.010331476352379	0.0908953087246118	0.0064103979381044	0.0082619571481424	4.1093201724854365e-05	0.001362007912718	8.228947100119566e-09	1.8550655543064432e-06	6.771557037656621e-17	-0.0002849738960992	-0.0002847804210385	8.109988820689998e-08	8.121012145795765e-08	3.8193952254831904e-05	0.000322193837438	1.458777988844379e-09	1.0380886888304493e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981.6858475022256	1.669364032882754	963707.1031861628	2.786776274282573	1195.8039385370848	-1.2593105540556735	1429947.0594208045	1.5858630715560074	899.879266030636	-1.5940217065893876	2.5409052010781434	809782.6934318362	968.4245171904676	770.5889040425386	1.214917	23.422585	0.0627543342110966	0.0295436168552391	-0.009559628	0.0255979539	0.091489667	-0.1189593089	-0.0059331447	-0.0969999594	0.0053983101	-0.1299643701	-0.0214655115	0.0511618926	0.1104855963	-0.127422028	0.1493651685	-0.0935425984	-0.039530431	0.1559328716	0.1129904189	-0.0880026607	-0.0034518704	0.0887371151	-0.0817151484	-0.1368533095	-0.0342337451	0.010199029	-0.0317846149	-0.0107523665	0.0279308004	-0.044915565	0.0571882952	-0.012154131	-0.0112003834	-0.0502356879	-0.1127356774	0.0084465209	-0.1295886598	0.1032354275	-0.0501426376	-0.1036256741	0.029957669	0.041679891	-0.0509974401	-0.0684058895	0.147989779	0.0360925978	-0.0830691614	-0.0080970926	0.1965665075	-0.0671503797	-0.1053914096	-0.1027211761	-0.1076964573	0.0820684252	0.0556153891	0.0859357583	0.0370263159	-0.1236250047	0.0751252508	-0.1400021244	0.0078091324	-0.0500004387	-0.0369966688	-0.1654617043	0.0051243326	0.0259319767	0.1379541116	-0.0071039515	0.0391675789	-0.0293644824	0.0153577082	0.0904169937	-0.0350293526	0.0849943416	0.0317615677	0.1110640787	-0.0193552518	-0.0569264823	0.0141922208	0.1009836131	0.0557312762	-0.0071396231	0.0128757046	-0.0309951041	0.0040361445	0.0569764226	0.0422272914	-0.0527688264	-0.0300231226	-0.1384624467	-0.100323828	0.0245435639	-0.0068171386	0.0416656788	0.0346203439	-0.033943729	-0.125109256	-0.0764543453	0.109090737	-0.0228932339	0.0920910717	-0.0459709321	0.0558516116	0.0599764618	0.0708951262	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0002431339249113	0.0001316741601727	5.9114105442773675e-08	1.7338084457185854e-08	0.117378862283445	0.0157349920679763	0.0002475899753792	0.0137777973109559	0.0719854965139958	-0.0189098122106159	0.0051819117083665	0.0003575809978407	0.0013619384960395	-6.941667849997418e-08	1.8548764669943356e-06	4.818675253968778e-15	-0.0005741583432441	-0.0002891844471449	8.362764447050146e-08	3.2965780311680973e-07	-0.0002321092993684	-0.0002703032516232	5.387472685328953e-08	7.306384783809222e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.6267523813558	0.940904879130244	965555.3344955303	0.8853019915710989	1192.504777667903	-3.299160869181833	1422067.644760775	10.884462440740627	900.4381968443876	0.5589308137515445	0.3124036545609637	810788.946336372	970.6100323016828	779.8908239076558	1.108045	21.36219	0.0575064930694058	0.0298918356163724	-0.0296600525	0.0084853242	0.000810756	0.0936891115	-0.0563645312	0.0210044256	-0.0425258444	0.0124670414	-0.0086525009	0.0089832506	-0.0820093575	0.0142768977	-0.0001216436	0.0916370352	0.0268573891	0.1031324191	0.0813519251	0.0295018907	-0.0091723969	0.0814039849	-0.0176185137	-0.087705489	0.0004504278	0.0966521377	-0.0281866121	-0.003453456	0.0603253194	0.0064205609	0.0676979561	0.0577278406	-0.0480159151	0.107895358	-0.1684526473	0.0414197631	-0.0261850482	-0.1392778093	-0.0746300125	0.1791878547	0.075065592	0.0886832666	0.0268586828	0.1445625625	-0.0132948533	0.0751690207	0.170237822	0.0222330617	0.025731787	0.0398124917	-0.0262459176	-0.0028074005	0.0067408622	-0.0237010345	-0.034341306	0.0548310123	-0.0136418103	-0.06060749	-0.0965827115	-0.0779174217	-0.0867732085	-0.0213289137	-0.0080654622	-0.1876978313	0.1452707399	0.1149885968	-0.125532817	0.0428490778	-0.0490245011	-0.0458671539	-0.1581780976	-0.0396470064	-0.0414235755	-0.0286316174	-0.0896321121	-0.0086616008	0.0258329135	0.0356308411	-0.1421404357	-0.0822900042	0.0671028411	-0.0288318242	0.0458635737	-0.0377603236	0.0646856875	-0.0452959637	0.1219576152	0.1731809722	0.0026949374	-0.0042584973	-0.0634095687	0.0562170944	0.0381396517	0.0829790658	-0.0449939329	0.0293950139	-0.0295197255	-0.0601497534	-0.0617888378	-0.0610579825	0.079162006	-0.0005943238	0.1538737432	-0.0530582105	0.0355520397	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0001548796353461	-8.825428956520001e-05	2.3987701444940908e-08	7.788819626658172e-09	0.1141439578622964	-0.0032349044211485	1.046460661396675e-05	0.0130288431164696	0.0588167555891487	-0.0131687409248471	0.0034594107380336	0.0001734157375457	0.0016670222981787	0.0003050838021391	2.778963342624995e-06	9.30761263277105e-08	-0.0004099012857852	0.0001642570574589	2.6980380925056377e-08	1.680190640883602e-07	0.0001188417097104	0.0003509510090788	1.412335196689098e-08	1.2316661077342798e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.932784677032	0.306032295676232	966156.8591929446	0.0936557659968647	1195.0781632110852	2.573385543182212	1428211.8161839813	6.622313153859209	903.6436591008372	3.205462256449664	10.274988277523372	816571.8626331501	972.5956074858664	779.3894020490843	1.118348	21.560818	0.2193877879982819	0.1293611885245721	0.0598671028	0.0304268439	0.0445029506	-0.0368006801	0.0217031434	-0.1330426575	0.0287229902	0.0250529406	-0.0154531974	0.0480915793	0.0568291728	-0.1129340639	0.0632383226	0.1540307793	0.0255159183	-0.0110879173	-0.0864201825	0.1217786327	-0.0037648776	-0.1570674288	-0.0045039254	0.0330627343	-0.01604333	-0.015537759	-0.1814917619	0.030775275	0.0535148736	-0.0043957059	-0.0033656917	-0.0516822333	0.2475867605	-0.0216979762	-0.0281257132	-0.0214644735	-0.2265201076	-0.1067061413	0.0308867453	-0.0761841994	-0.0384266146	-0.0103750156	0.2857117122	-0.0307431595	-0.0398301583	0.1340408631	0.033428325	-0.0075480699	-0.0176581208	-0.0261077366	0.1267652886	0.0581075733	0.0412747475	0.0489797957	0.0269767016	0.0911565562	0.0761137742	0.0329847577	-0.0593788598	0.1081445708	0.1057937817	0.0740497175	-0.0326848579	0.0075330795	0.0793942299	0.0493721817	0.0080510652	0.035095498	-0.0846080671	0.0247788218	-0.0663727212	0.021368047	-0.2268284284	-0.158126069	-0.2718096524	0.0073259034	0.096096955	-0.167021779	0.0112454867	0.0727228013	0.0537062894	0.0418281569	0.0444019586	0.0088487735	0.1060588325	-0.0456594639	0.0370184616	-0.113181037	-0.0472653714	-0.1349081162	0.0253520031	0.0102758999	0.0500029689	0.0103315943	-0.0028736901	-0.007439562	0.0073502268	-0.0201294244	-0.0566251079	0.0324593267	-0.0474376821	0.147071973	0.0641430185	0.0399903934	0.1646525047	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0173233870020794	-0.0174782666374254	0.0003000997372238	0.0003054898046489	0.0668055093814246	-0.0473384484808718	0.0022409287045761	0.0044629760837116	-0.0531594486237594	-0.1119762042129081	0.0028259269779821	0.0125386703099308	0.00141799553275	-0.0002490267654287	2.0107113308989564e-06	6.201432989988082e-08	0.0001270374782178	0.000536938764003	2.8830323628906936e-07	1.613852087193801e-08	5.290986580056781e-05	-6.593184390983218e-05	2.799453899034095e-09	4.347008041350475e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
