global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
954.254418509618	n/a	n/a	910601.4952451292	1053.9032020932152	n/a	1110711.9593823324	n/a	896.6049608061996	n/a	n/a	803900.4557422868	917.9702196238952	785.1195388675529	n/a	n/a	n/a	n/a	-0.0265591302	0.0269172704	-0.0005796651	0.0293319897	0.0278349048	0.0843205696	-0.0428936834	0.0416842383	-0.0022189243	-0.0167203462	0.0478400225	-0.0863010595	-0.0755595097	0.133441357	-0.1233058895	0.3079860234	-0.0196469456	0.0245665301	-0.1773302943	-0.024125048	0.1092531827	-0.0490079231	0.0291987023	-0.0544281932	0.0479456468	-0.0512326129	0.0874055514	-0.0167045358	0.0193341188	-0.0575388559	0.0522410661	-0.1024865172	-0.0150997097	0.2419579521	-0.0037070709	-0.0628628152	0.0343214352	-0.0080318405	-0.0512128363	0.0221577236	-0.0825105304	0.1836183668	-0.1172534472	0.3180017443	-0.0910748536	0.0433105431	0.0024459254	-0.0368931295	0.1936134869	-0.0265269559	0.1061005297	-0.0051731478	0.0830173429	-0.0517230097	0.0334768364	-0.0644991593	0.0317958185	-0.025442817	0.0030784045	-0.2225179486	0.0804510542	-0.0528002563	0.0993833216	-0.0611144567	0.2061577331	-0.0532426689	0.0805446757	-0.0968847787	0.0473173502	-0.1050071496	0.0153049439	-0.1042057445	0.1038823289	0.0510190331	0.176438487	-0.1716974927	0.0188803988	-0.1212814681	0.0064651932	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0427591591995764	n/a	0.0018283456954547	n/a	-0.0753836190614833	n/a	n/a	0.0056826900228068	-0.0559631200564751	n/a	0.0031318708064554	n/a	0.0006090286766442	n/a	3.709159289749856e-07	n/a	0.00151099212053	n/a	n/a	2.283097188303746e-06	-3.796065908785826e-05	n/a	1.4410116383845961e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952.3970376159646	-1.857380893653385	3.4498637841086475	907060.117259665	1051.0976720900762	-2.805530003138984	1104806.3162731775	7.870998598513024	897.49556640365	0.8906055974503033	0.7931783302098118	805498.2917142084	918.0322700900796	776.8672397765775	1.049526	22.749247	0.1707788201669373	0.0999752999760992	0.0150437812	-0.0624459105	0.0512059986	0.0657835721	0.0169372173	-0.013478417	-0.0222190817	0.0483925835	0.0260218326	0.0158011486	0.0122738725	0.0556872183	-0.0101572683	0.0646477392	-0.1235320819	0.1744127437	-0.0005660189	0.0236936537	-0.0930313514	-0.1869344422	-0.0431542037	-0.1295865153	0.0233927588	-0.0902375733	-0.1473355417	-0.0825301146	-0.0112620407	0.017308464	-0.0098588489	0.0900301986	0.0569261037	-0.0467445056	0.079562042	-0.1843398263	0.0292324189	0.0032996096	0.0342445783	0.1087405046	-0.0341748259	-0.0292075054	-0.0080946367	0.0420793538	-0.1538578619	0.2193900166	-0.0472409611	-0.0363743469	-0.0510928664	0.033850007	-0.0485127875	-0.0642588134	-0.0155288972	-0.1473140406	-0.1621527241	0.0523849482	-0.0215363374	-0.0086317635	-0.0477463088	0.0492114036	-0.0379195556	-0.0940578555	0.061107673	-0.1046173829	-0.0143940456	-0.1249791021	0.0518102965	-0.0966881069	0.0567746813	-0.0639212591	-0.0570018213	-0.0517932971	0.1178060338	-0.0658600985	0.0214566032	0.055587835	0.1749827227	-0.1025368829	-0.0537062403	-0.0350057208	0.064171297	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.045783455595739	0.0030242963961625	0.002096124806287	9.14636869184208e-06	-0.0289829186566095	0.0464007004048738	0.0021530249980628	0.0008400095738556	0.0303772111501388	0.0863403312066139	0.0009227749572601	0.0074546527928677	0.0007761776692016	0.0001671489925573	6.024517741672285e-07	2.7938785712953757e-08	0.001228887128942	-0.000282104991588	7.958322627886563e-08	1.5101635756793118e-06	-0.0002889765181282	-0.0002510158590403	8.35074280294979e-08	6.30089614897607e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
951.8784061608592	-0.5186314551053783	0.268978586224722	906072.5001153375	1047.1984034220377	-3.8992686680385296	1096624.4961296648	15.204296145546977	896.4888037863377	-1.0067626173122337	1.0135709676173787	803692.1753142587	916.1974691579372	770.2918116512426	0.926072	20.073292	0.0902885493167636	0.0511421782638693	0.016341082	0.0805844918	0.0073742118	0.100441589	-0.0147646728	0.0197567499	-0.0175860723	0.0724115793	-0.0060961361	-0.0416438084	-0.0021207915	0.0158347111	0.0101708097	0.0242252461	0.0308540811	0.09479144	0.1278270588	0.0403067161	0.0343289919	0.048493222	-0.0857875657	-0.022702419	-0.1431694474	-0.0055633248	-0.0874680642	0.0684168249	-0.0524933582	0.0056621226	0.0367742503	0.0117361807	0.0747432843	-0.0008701384	-0.0429949468	-0.0717837382	-0.0059469315	-0.0174530018	-0.0150532882	-0.0160866004	0.0840913736	0.0148790008	-0.1018489013	0.0695104436	-0.1580703491	0.0369742523	0.014061117	-0.0507706283	0.0210159338	0.02874283	-0.0091464914	0.0630361547	0.0274202922	-0.018303028	-0.0696098252	0.1119597531	7.14802e-05	-0.0026609406	-0.0106598064	0.0233169701	0.0287787824	-0.125070494	0.0559550903	-0.0177188157	0.0514050824	-0.0633980662	-0.0279545285	0.0278088877	0.1581343582	-0.0820866113	-0.1590603381	-0.0348048095	-0.0445103112	-0.0376686695	0.0101320618	0.1196901609	0.0363777187	0.0052457548	0.1220035318	-0.1429799185	-0.0430430971	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.044801232148032	-0.000982223447707	0.0020071504019818	9.647629012254273e-07	-0.0734978219304167	-0.0445149032738072	0.0019815766134764	0.0054019298285152	0.0456202710820932	0.0152430599319543	0.0020812091336036	0.0002323508760891	0.001283720783538	0.0005075431143364	1.6479390500874169e-06	2.57600012910292e-07	0.001218269414221	-1.0617714720999923e-05	1.1273586589653848e-10	1.484180365626379e-06	-0.0003617829423367	-7.28064242085e-05	1.308868973658e-07	5.300775406028055e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949.0402118552456	-2.8381943056135697	8.055346916417292	900677.3237182494	1043.4704900105794	-3.727913411458303	1088830.6635229187	13.897338403330682	895.4271251934405	-1.0616785928972376	1.1271614346162584	801789.7365321893	914.203118359601	788.8330451897666	1.241221	26.904385	0.0694577018807249	0.0358364994455085	0.058194277	-0.026042795	-0.0005485023	-0.1864513188	-0.0462566399	-0.0567147998	-0.0740204611	0.0232663228	-0.0076176962	0.0562443923	0.1480993642	0.1497760383	-0.0929055236	-0.0356614758	0.0068080675	-0.0011799861	0.1284309457	-0.1051857909	0.0466431078	0.0202561892	0.0033988428	0.0306338161	-0.0264050089	0.2266538416	0.0523204208	0.0885782537	0.009214806	-0.2391138244	-0.0147890317	0.1486786671	-0.0464408289	0.0661917977	-0.0781082959	0.039102202	0.0026939855	0.0147717103	0.1392929878	0.136990198	0.064001693	0.03303884	-0.1057045375	-0.0871580993	-0.0349705523	-0.0909596451	0.0561110415	0.0594085623	0.0319044888	0.0684200175	0.0339557878	-0.0372803452	-0.1491864759	-0.0495236337	0.0724037244	0.1150908231	0.2252140102	-0.0126956209	0.0015934988	0.0581221097	-0.0119311572	-0.1424500709	0.0717278385	-0.0292202801	-0.0602758295	0.0535765603	0.0297363634	0.0912647462	0.1488757159	0.1057079862	0.0888980167	-0.1504806831	0.1056970756	0.0789759323	0.0464894334	0.0711035802	-0.0030561359	0.1109436305	0.0137547025	-0.0529808575	0.0132649406	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0513656939158835	0.0065644617678514	0.0026384345114602	4.309215830158402e-05	-0.072536496406883	0.0009613255235337	9.241467621973452e-07	0.0052615433109857	0.0139999938331385	-0.0316202772489547	0.0001959998273279	0.0009998419333007	0.0009401127917444	-0.0003436079917936	8.838120612014496e-07	1.1806645202443072e-07	0.0011154033671674	-0.0001028660470536	1.0581423636433453e-08	1.244124671488374e-06	-0.0002020242343762	0.0001597587079604	4.081379127528979e-08	2.552284476920832e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
943.2047386718632	-5.835473183382419	34.05274727397534	889635.1790530578	1036.9814106532506	-6.489079357328819	1075330.4460404054	42.108150905711	892.3207137460272	-3.10641144741328	9.649792080620266	796236.2561802194	911.8407052475728	760.3801687879203	1.146868	24.859205	0.1124928382339275	0.0543209981401148	0.1410901827	0.0148408089	-0.1088991085	-0.0386429758	-0.1100362739	-0.0491767113	-0.1219296259	-0.0541957208	-0.0944777	0.0303613874	0.1716082943	-0.0832103122	-0.0535452728	0.0972521308	-0.0143487374	0.0022010811	0.0304350923	-0.0150094112	0.0297922752	0.2046462485	-0.0253915542	-0.0937217789	0.0069052458	-0.0046404771	-0.0661814517	0.0054941961	-0.0056497956	-0.0419231683	0.0696118417	-0.0181152579	-0.0325798963	0.0174506343	-0.0287437574	-0.0596124076	-0.0883818515	0.0041731281	0.154152504	-0.0744424152	-0.0319692937	-0.0086212123	-0.1571096873	-0.0073473156	-0.0403508004	-0.0904579386	0.0202685935	0.0867938868	-0.0124705692	0.0302228663	0.0387158962	0.0847977345	0.102037768	-0.0432869008	0.0091434005	0.0760533714	-0.0217162654	-0.0197436259	0.0477337155	0.0900329325	0.0628737336	-0.1993295363	-0.0155675719	-0.086466882	0.0401214479	0.0122780547	0.0162895017	0.1143338815	0.1032734709	0.0395477725	0.0052049142	-0.1569103717	-0.0330382869	0.0455417082	0.0599974568	0.1142142297	0.0102317433	-0.0681566534	-0.0387786543	-0.0298744229	-0.1404748877	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0513500972120084	-1.5596703875096762e-05	0.0026368324836827	2.432571717674584e-10	-0.0438071737104195	0.0287293226964635	0.0008253739825975	0.0019190684684948	0.0381394501566774	0.0241394563235389	0.0014546176582536	0.000582713351596	0.0016197432175585	0.0006796304258141	2.623568090826762e-06	4.618975156922549e-07	0.0015112419659455	0.000395838598778	1.5668819628260958e-07	2.28385227963482e-06	-0.000318724459985	-0.0001167002256088	1.0158528139272989e-07	1.361894265714482e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
948.920650849196	5.715912177332825	32.67165201898168	900450.4016080617	1033.5597869146438	-3.4216237386067405	1068245.833127044	11.707509008597167	896.3003654114355	3.979651665408255	15.8376273779867	803354.3450366727	913.628701210022	739.4304230641367	1.415992	30.692675	0.2884626653159758	0.1450885212084735	0.1289155181	0.0725127063	0.1250238577	0.0813449628	-0.0299857972	-0.0786507058	-0.036089147	0.106841784	0.0071495174	0.06140097	-0.0020723721	-0.0812225935	0.0024845889	-0.1702667779	-0.1825105179	0.1805172237	-0.160009954	0.0218153803	0.0407438804	-0.0039512087	0.045587547	-0.1266784308	-0.2099985019	0.0714955624	-0.1832769865	-0.0306794679	-0.0440064793	0.1437158658	-0.1096437879	-0.051698796	-0.1351040652	-0.1134456249	0.1222618364	0.0512697899	0.0130623959	0.038929184	0.0782682311	-0.0324331468	-0.0506750788	0.1248938854	0.2705282068	-0.0184676555	-0.2174642039	0.0407483424	-0.0745892405	0.0009434837	-0.0034729743	0.1789352077	0.1373071236	-0.0086079017	0.1684156953	-0.1132533795	0.012044188	-0.0671731877	-0.1034322517	0.0410944434	-0.0251811318	0.1558753486	0.1019617572	0.0312241199	0.1246758609	-0.0535925917	-0.0457715473	-0.1081958691	0.0817477218	-0.1793249062	-0.0586741466	0.1688255027	-0.2128136927	0.1380950346	0.2851383633	0.0371553912	0.0354731261	-0.3734832319	0.0688333833	0.1341065111	-0.0104887321	0.0891705016	-0.0760837208	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0442244923137877	-0.0071256048982207	0.0019558057204122	5.077424516554683e-05	0.0308714357687307	0.0746786094791502	0.0055768947137394	0.0009530455464228	0.1030147086760493	0.0648752585193719	0.0106120302036113	0.0042087991679553	-5.594840593266104e-05	-0.0016756916234911	3.130224126405821e-09	2.807942417038443e-06	0.0004300066161184	-0.0010812353498271	1.1690698817157317e-06	1.84905689905597e-07	-0.0002399875849186	7.87368750664e-05	5.759404091506225e-08	6.199495495221881e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.7930569850466	8.87240613585061	78.71959063947956	917367.5400087608	1039.066333298456	5.506546383812065	1079658.844994298	30.32205307707373	898.9494245405268	2.64905912909137	7.017514269422327	808110.0678817444	915.0210768499492	765.8011246108163	1.541944	33.422783	0.2566706797938137	0.1309991672094325	-0.0233308301	-0.0923069016	0.0114487832	0.164173085	0.0071458114	0.0396720403	0.0475066712	-0.084459994	0.0551990985	-0.0324015875	-0.1699369922	0.0858526016	0.0928687589	-0.0123153535	-0.1638302136	-0.0907104922	-0.0946220504	-0.1030167112	-0.0056049126	-0.0775062275	-0.1942170497	0.0920000669	0.0942973207	-0.0796999002	-0.0551509138	-0.0265330643	0.055143541	0.1052990173	-0.0409816786	0.0731149596	0.1608125765	-0.0326991648	0.0412590014	-0.1128692947	0.0425852583	-0.0122096506	-0.1199597693	0.0574520824	-0.0202939178	-0.1312679368	0.1852090894	-0.1304801256	-0.0447925206	-0.0228930141	-0.1586953217	-0.010348478	0.1198513546	0.0236594715	-0.1970759146	0.012117292	-0.1022663391	0.1435298549	-0.1548990497	-0.1075410125	-0.0741437864	0.0896169559	-0.0322727115	-0.0113573347	-0.0381387876	0.1375109383	-0.0663608837	-0.0722634136	-0.0713345867	-0.1420447717	-0.2970980424	-0.1001183829	0.0004118474	-0.082307354	-0.0672528183	0.1659546479	0.0476673803	0.0915882434	0.1238280372	-0.2018205579	-0.0432860779	0.1070684837	-0.1359517455	-0.1540135844	0.3670870351	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0208414343903626	-0.0233830579234251	0.0004343653874477	0.0005467673978502	-0.0197766099291101	-0.0506480456978408	0.0025652245330105	0.0003911143002881	0.1173213162847091	0.0143066076086598	0.0137642912547767	0.0002046790212681	0.0022550153014923	0.0023109637074249	5.085094009964408e-06	5.340553257035319e-06	-0.0002818836263336	-0.000711890242452	5.067877172983674e-07	7.945837879498066e-08	0.0001038178364822	0.0003438054214008	1.0778143171844818e-08	1.1820216778458168e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.738225975404	-0.0548310096426121	0.0030064396184282	917262.509494514	1052.6552454630537	13.588912164597788	1108083.0658008817	184.6585338171537	898.4177012743153	-0.531723266211543	0.2827296318306714	807154.3659630248	916.7679796101136	816.4981752890441	1.464072	31.734833	0.28467338340823	0.1489734447575925	-0.1009459167	0.0381488271	-0.1517540281	-0.107781552	0.0393665094	0.0488148153	0.0626727897	-0.1069268849	0.0439597612	-0.0702297128	-0.0163894213	0.0606250775	0.2118902351	0.0197444701	0.1388096418	-0.0623139212	0.0954267681	0.1260973643	0.0042082842	0.1079037363	-0.0850606583	0.0556674458	0.0301733028	0.0781860692	0.2277212989	-0.0110142969	-0.0521133686	-0.0690770722	0.0089603877	-0.0743517819	0.0673596764	-0.0139340398	-0.1559592523	0.1166441325	0.0268250223	-0.0645400401	-0.0419724207	-0.038259731	0.1748979225	-0.1426390612	0.0325750298	0.0312338809	0.1828202573	0.0029861275	0.089570941	-0.0039576967	0.1140895582	-0.107298455	-0.0033057129	0.180566983	0.0496245139	0.1105185704	-0.0201660951	0.0648516844	0.0452175526	-0.008604062	0.0267538671	-0.0747240716	-0.0277063105	0.0063553675	-0.0471670415	0.0564576421	0.1061067524	0.1011026703	-0.1639525324	0.0951388886	0.004153005	-0.0187011415	0.08542386	-0.0158468596	-0.1636846479	0.0191932629	0.1567852223	0.209307108	-0.0610438436	0.0739628585	0.1700279084	-0.1302808368	-0.0567165718	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0062330544953965	-0.014608379894966	3.885096834258251e-05	0.0002134047631556	-0.110108219637425	-0.0903316097083149	0.0081597997124953	0.0121238200317234	0.012252410129065	-0.1050689061556441	0.0001501215539708	0.0110394750407435	0.0010690591634376	-0.0011859561380546	1.1428874949299012e-06	1.4064919613896182e-06	-0.0003788323326052	-9.694870627159998e-05	9.399051647736969e-09	1.435139362270969e-07	0.000314202745142	0.0002103849086598	9.87233650547686e-08	4.4261809791792395e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
948.516003769374	-9.222222206029985	85.04938241739252	899682.6094066232	1037.4785739717029	-15.176671491350817	1076361.7914503582	230.33135755638065	894.7557057146066	-3.661995559708657	13.410211479325922	800587.7729088437	914.4693674393642	803.4024373665617	1.460547	31.658436	0.1745118508415401	0.10876914509945	0.0372753068	0.0928828372	0.0290988971	-0.1871523598	-0.0644609856	-0.0767406389	-0.031166614	0.1235014835	-0.0153955383	0.0331707287	0.115492466	0.1192013086	-0.1088482654	-0.1417325198	0.1053773361	-0.1323121253	0.1781871535	0.0120404285	-0.0291718819	-0.0223616112	-0.0246821756	0.0288600594	-0.0486892563	0.0430371694	0.0314132082	0.0692456934	-0.1603701692	0.015445445	0.0594920799	0.0047505314	0.0877926129	-0.0690944865	0.0932163106	0.0210488731	-0.0071526196	0.008806696	0.1006060007	0.0919942752	0.1187536158	0.1265847288	-0.127727649	-0.068742821	0.0507317105	-0.0339816646	0.0298177215	-0.1019214862	-0.0693688163	0.0748546355	-0.0460331818	0.0467035166	-0.1977920582	0.0279216011	0.0165592845	0.0809838736	0.227169155	0.01908747	0.0348436828	0.0575081469	0.0023529132	0.070828712	0.0993806019	0.0890274936	-0.0140096032	0.0567194815	-0.1138488428	0.1308692622	0.0953116719	-0.0906055553	-0.0191749004	-0.0404133071	0.0433191523	0.1099442792	-0.0388497215	0.0097364616	-0.0576866442	0.1276296201	-0.1088115582	0.1524588217	0.0072846033	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0006667894791263	-0.0068998439745228	4.446082094735225e-07	4.760784687275859e-05	-0.0103583305739505	0.0997498890634745	0.0099500403681754	0.0001072950122792	0.0485687078707215	0.0363162977416565	0.0023589193842314	0.0013188734816606	0.0012270159741045	0.0001579568106669	1.5055682007076152e-06	2.4950354036058906e-08	-6.470969803107351e-05	0.0003141226345741	9.867302955179023e-08	4.187345019272721e-09	0.0004730397011387	0.0001588369559967	2.2376655885339065e-07	2.5229178590297623e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
941.7976884929006	-6.71831527647339	45.13576015409573	886982.8860505708	1035.0101184663315	-2.4684555053713666	1071245.9453276896	6.0932725819982085	892.6008439556605	-2.15486175894614	4.643429200168453	796736.2666303574	913.2380636827444	754.2188819221277	1.441023	31.235237	0.081216452430729	0.0587354112618286	0.1947233872	-0.1541776223	-0.0589299296	-0.0328804756	-0.1140909284	-0.103739525	-0.1276076077	-0.1218272335	-0.0682445556	0.0779815373	0.1697132649	0.016974073	-0.0166188657	0.1314361126	-0.0349254074	-0.2555389684	-0.0591271261	-0.1468951079	0.0136183529	-0.1224034239	-0.0578970028	-0.0242704761	-0.0437982368	-0.0589987963	0.0199961193	0.0744713031	0.0521057418	0.1534583155	0.1094024917	-0.0039302982	-0.1209400166	0.0166936432	-0.0268617163	-0.0853980002	-0.0544404817	0.0384712586	0.1961548865	0.0397430412	-0.0465265322	-0.1209490584	-0.0664524196	-0.1005431046	-0.0190011592	-0.1560952004	-0.1307476471	-0.0797223691	-0.0218167873	-0.1667753034	0.0186336486	-0.1286348062	-0.0433590143	-0.0116474207	0.0374050561	-0.0225436071	-0.0841470951	0.0265423714	0.0624280814	0.1344600244	0.0342902465	0.0163058205	-0.0995052573	-0.1095163802	-0.1020713319	0.0016021772	-0.116220027	0.064981148	0.020217348	-0.0330741174	0.0914514055	0.040462935	-0.0095531975	0.1019376884	-0.0737861461	0.135460905	-0.1341355693	-0.0383306164	-0.0934084548	0.0795321126	-0.0740408738	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0082450683469659	-0.0075782788678396	6.7981152046139e-05	5.7430310598744245e-05	-0.017089168820803	-0.0067308382468525	4.530418350529243e-05	0.0002920396909859	0.107048822031416	0.0584801141606945	0.0114594502983137	0.0034199237522478	0.0013950158543548	0.0001679998802502	1.9460692339012524e-06	2.822395976411507e-08	-6.46702880138239e-05	3.941001724960813e-08	1.5531494596144104e-15	4.182246151790936e-09	0.000473544833978	5.051328392999808e-07	2.242447097872516e-07	2.551591853392603e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
