global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
913.4013140522266	n/a	n/a	834301.9605123342	1015.0452904672334	n/a	n/a	1030316.9416997102	833.8624743782514	n/a	n/a	695326.6261762199	838.1342611771438	659.9084396881816	n/a	n/a	n/a	n/a	-0.0234276032	0.0003339505	-0.0153256708	0.0355409713	-0.0377592526	-0.0546851581	0.0445800184	-0.1178362517	0.0347885363	-0.1107547542	0.0311542806	0.1777731984	-0.043956457	0.0278306236	-0.0059332408	-0.0430123748	0.0725980514	-0.0249329006	-0.0545227975	0.0608462569	-0.024707953	0.0584732706	-0.0157032756	0.0389275673	-0.0117372679	0.0151022051	-0.0885428063	0.1316173776	-0.029252991	0.0870059763	-0.0163224128	0.0931679447	-0.0778663101	0.1118152626	-0.004479139	-0.0366896408	0.0342631427	-0.0108321248	-0.1015874989	0.0619895124	-0.0576605234	0.0267541615	-0.0063035506	0.0882946957	-0.0036919375	0.0185972263	-0.0118324764	0.0224628505	-0.1203440381	0.0747209408	0.0453120572	0.0198855798	-0.0112181531	0.0389065626	-0.0166444224	0.0008346563	-0.0047643537	-0.1020948834	0.0283319521	-0.0143855166	0.014806262	-0.0126214742	0.1083161573	-0.0959857652	0.0275057288	-0.0436754956	0.083261311	-0.0091811952	-0.0197957905	0.0776746783	-0.0174877082	0.0510140176	-0.002042537	0.0287726948	-0.0262744004	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.069764621403749	n/a	n/a	0.0048671023996084	0.1592192874969953	n/a	n/a	0.0253507815110508	0.1429034600718424	n/a	0.0204213989005046	n/a	0.0025074603935388	n/a	n/a	6.287357625165754e-06	-0.003003884625631	n/a	n/a	9.023322844102294e-06	0.001297770769801	n/a	1.6842089709498802e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.8436105824444	-3.5577034697821546	12.657253978899982	827815.3957176987	992.2977140022048	-22.7475764650286	517.4522350323231	984654.7532140014	830.9555315135215	-2.906942864729899	8.450316818804072	690487.095352919	832.9982678849423	657.1380804039625	0.8659249999999998	24.400232	0.0955535865959737	0.0486163367992992	-0.0426421268	0.0432265284	0.0500304361	-0.0339139509	0.0985567507	0.0870651759	-0.043329053	-0.0666815088	-0.0516823365	0.039886938	0.0829479746	-0.0846897428	0.0157363448	0.0381117219	0.0708702802	-0.047738264	0.0726005724	-0.0376604536	-0.0208258466	-0.0106843238	0.0884208623	8.85035e-05	-0.0277337251	-0.0250048187	-0.05718537	0.0217625136	0.050054534	0.0690397579	-0.0189343125	-0.0155487765	0.0375940443	-0.1517788025	-0.0576853241	-0.1176062783	0.0670489605	-0.0350321948	0.0949922674	-0.0358316421	0.0587567514	0.0261051749	-0.0196070503	0.014416393	0.0353641622	0.0115087224	-0.0413447428	0.0388338579	-0.0032007103	-0.0085172582	-0.039295495	-0.0004804357	-0.0723282295	0.0342078628	-0.0141483707	0.0480581631	-0.0107501406	-0.0251678453	-0.0524343436	0.0025317613	0.0226050611	0.044978243	-0.0244464181	0.0981971055	-0.0032049727	0.0388835781	0.0918914926	-0.0287481694	-0.0443057058	0.0461775897	-0.0285039935	0.0258524258	-0.0224854054	0.0259262142	0.0174852707	0.1379082504	-0.0177613172	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.078603064853894	-0.0088384434501449	7.81180826214109e-05	0.0061784418044254	0.1838066436472729	0.0245873561502776	0.0006045380824605	0.0337848822488755	0.1454400754897236	0.0025366154178811	0.0211528155584564	6.434417778232584e-06	0.0027427916232099	0.000235331229671	5.538078765851199e-08	7.522905888350398e-06	-0.0032192209507599	-0.0002153363251288	4.63697329200193e-08	1.0363383529811477e-05	0.0020389266465544	0.0007411558767533	4.1572218700295705e-06	5.493120336461007e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.5194121795224	1.675801597078021	2.8083109927692447	830867.6387801021	1000.0870506517816	7.789336649576853	60.67376544044116	1000174.1088813792	833.0298828558899	2.074351342368459	4.302933491585828	693938.7857308977	835.2797895834129	657.6587389118476	0.865657	24.392681	0.1587467764485197	0.0810643872317552	-0.0404623434	0.0412161905	-0.0381627308	0.1447229068	0.1329761606	-0.0017292368	-0.054583641	-0.1371778914	0.034696178	0.0447466807	0.0318613155	0.0533474367	-0.0144049332	-0.0918710723	0.0276871651	-0.0885887051	0.0320400212	-0.0328858821	-0.0710379687	0.0079255124	0.1187303145	0.0265133631	0.0028517658	-0.0615327852	0.0206159891	0.0009355856	-0.166024258	-0.0246716704	-0.0748752481	-0.0422490068	0.100250084	0.0911920053	-0.0077882782	0.0409963758	0.0314493317	-0.0810296542	0.0685565868	-0.0164400681	0.0754095965	0.0751885351	-0.0302595024	-0.0159106129	0.0020341703	-0.0197726636	-0.0946365855	0.0367434415	-0.0120777855	-0.0066989721	-0.1035475241	-0.0160323895	0.035012549	0.0320665805	-0.0147281681	0.086530465	-0.0501059841	-0.0352327999	-0.0564721715	-0.0957056482	0.0193705817	0.0678784362	-0.0457689061	-0.0721917454	0.0043580496	0.0596432255	-0.0158990246	0.1278811764	-0.0762093148	0.0463036956	-0.0415659549	0.0043655575	0.0838233617	0.0918997393	-0.0070623648	0.1027919837	-0.184471825	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.1125165006902335	-0.0339134358363395	0.0011501211302255	0.0126599629275753	0.1868709736903469	0.0030643300430739	9.39011861288586e-06	0.0349207608079783	0.2075543094311598	0.0621142339414362	0.0430787913634456	0.0038581780581314	0.0029179716308256	0.0001751800076157	3.0688035068236793e-08	8.514558438303012e-06	-0.0028790252147996	0.0003401957359603	1.1573313876557033e-07	8.288786187451882e-06	0.001361206857577	-0.0006777197889773	1.8528841091146516e-06	4.593041123715712e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.0801944100988	1.5607822305763648	2.4360411712829326	833715.4414239838	994.240287549568	-5.846763102213572	34.18463877340607	988513.7493866476	834.2177395210447	1.1878566651547544	1.4110034569525742	695919.2369316015	836.3899593959519	664.0806081996972	0.766194	21.589981	0.0819689126160579	0.0368530741916511	-0.0429036758	0.0791397998	-0.0389019996	0.0109298142	0.0655320031	-0.0274485806	-0.0582121844	-0.1175923572	-0.0375173628	0.0758129737	0.0025742298	-0.0621845825	-0.0245494024	-0.1391518074	-0.0038132675	-0.0843933244	-0.0056855418	-0.0058010839	-0.0029437127	-0.0346258977	0.0912493764	0.0558170393	-0.0357371967	-0.0340564965	0.0011694215	0.0579573826	-0.0288003561	0.0932191139	-0.0769036298	0.0463039284	0.0810014995	-0.0944686512	0.0781148617	-0.0460182689	0.0100614457	-0.0922656733	0.047329534	-0.0079568774	0.1295988595	0.0263495957	-0.0030338421	0.006198138	-0.0457218153	0.0290728462	0.0612447763	-0.0226382868	-0.077482615	0.0425896006	-0.0806696908	0.0212088876	0.0725949725	0.0410483877	-0.0381276813	0.0733087281	-0.0046006075	0.001897768	-0.0232222418	-0.0533390977	0.0385379451	0.0782207089	-0.0187918558	0.0309581844	0.024568008	0.0216908195	-0.0488168748	0.138476762	0.0543105965	0.0551539988	0.0366636991	0.0034170415	0.1427619002	0.0485910419	-0.0241701642	0.0112443332	-0.1624465385	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0964577686978458	0.0160587319923877	0.0002578828732033	0.0093041011421671	0.2078812138169326	0.0210102401265857	0.0004414301901767	0.0432145990580012	0.1874499248820953	-0.0201043845490644	0.0351374743383031	0.0004041862780966	0.0026651854646175	-0.0002527861662081	6.390084582618931e-08	7.103213560808399e-06	-0.0028179558022443	6.106941255529979e-05	3.729473149849407e-09	7.940874903402317e-06	0.001543262397774	0.0001820555401969	2.381658828383156e-06	3.3144219716421475e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.9863751258732	-0.0938192842255603	0.0088020580925964	833544.1211654817	1001.4026300603692	7.162342510801182	51.299150242029775	1002807.2274918248	834.1175874466014	-0.1001520744432582	0.0100304380152879	695752.1496877387	837.5296112533109	679.2983791658078	0.9329130000000002	26.28784	0.1717146535047382	0.0776752930572839	-0.0225084427	0.0379111458	-0.0795134072	0.0128990152	-0.1317711453	0.0143825669	0.0156435684	0.020920536	-0.0580643663	-0.0930813685	0.0275057936	0.0598832027	-0.0556238045	0.04953013	-0.0148746478	-0.0099451464	-0.0645019309	0.0228117299	0.027700014	0.0306005914	-0.0148622002	0.0699393129	0.0056296141	0.003229829	-0.0585622568	0.0350970049	-0.0839610654	-0.0247964101	0.0503419798	0.0912786817	-0.0388056128	-0.098007061	0.0813906831	-0.0328325839	-0.0036875707	-0.0187838433	-0.0646411443	0.0170976544	-0.0097838305	-0.0239165461	-0.0278395645	0.0068514216	-0.0300017718	0.0552162805	0.0431873367	-0.0519767093	0.0288938985	-0.0541278249	-0.0621773794	-0.0033606143	0.0258183264	0.0200546393	-0.0044091046	0.0686154679	-0.0304827762	0.0057869911	-0.0098777694	-0.036064179	0.0449879884	0.0684587757	-0.060886544	-0.0288857003	0.0920148643	-0.0406168428	0.0226723557	-0.0347094253	-0.0568695907	-0.016836559	0.0758426471	-0.0475454781	0.0243617727	0.0722090891	-0.0421416276	-0.0593295443	0.0096328261	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0822429709199923	0.0142147977778534	0.0002020604758652	0.0067639062657467	0.1885114791596578	-0.0193697346572747	0.0003751866206932	0.035536577774962	0.1384849505042353	-0.04896497437786	0.0191780815161604	0.0023975687158244	0.0020779934074807	-0.0005871920571367	3.447945119645469e-07	4.31805660153325e-06	-0.0036470301872344	-0.0008290743849901	6.873643358467126e-07	1.3300829186598984e-05	0.0019102988894821	0.000367036491708	3.649241847156544e-06	1.3471578624539004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.894228377234	-1.0921467486392658	1.1927845205633196	831551.0837477109	990.0194966171726	-11.383133443196584	129.57572698562052	980138.60368212	833.8334983717209	-0.2840890748805122	0.0807066024664653	695278.3030068227	835.9544360620176	672.1491071748053	0.914537	25.770025	0.1578705082674752	0.0763300733033486	-0.0491035122	0.0653518682	-0.0168708343	-0.0155468751	0.0329316787	0.1205804831	-0.0693663705	-0.0267536405	-0.0563390407	0.0171702765	0.0789024389	-0.0950081952	0.0893799298	0.0229186334	-0.0051598341	-0.0617963762	-0.0107776709	0.0469120365	0.0260133919	0.0131984204	0.0889810944	-0.0760678466	-0.0402208534	-0.0792833098	-0.0737711974	-0.0534749399	-0.0179678391	-0.1409266512	-0.0549533247	0.047049356	-0.1036902689	-0.0713679691	0.0531894163	-0.1212813929	-0.0034465896	-0.0620392469	-0.0171954361	-0.0377800705	0.1001772967	-0.0186760411	-0.0281756249	0.0011557785	0.0749938732	-0.1214168882	-0.0955112964	-0.0184208372	0.1132983043	-0.0599490595	0.038889059	-0.09456726	-0.0868581367	0.0424338206	-0.0300457223	0.0034095988	-0.0149095681	-0.0054983978	-0.0391162829	0.0458864909	0.0277423159	0.1364961772	-0.0508534795	0.0575936151	-0.0540414586	0.0315665873	0.0702308762	0.0374650799	-0.1934088681	-0.003853064	0.0112037373	-0.1036810414	0.0221731284	0.0681052791	-0.0956695073	0.0392565267	0.0477712048	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0286466829600442	0.0535962879599481	0.0028725620830856	0.0008206324446132	0.1906917912424433	0.0021803120827854	4.753760778340404e-06	0.0363633592472515	0.1539286504315669	0.0154436999273316	0.0236940294236835	0.0002385078674454	0.0028750344563811	0.0007970410489003	6.352744336322496e-07	8.265823125378567e-06	-0.0032639764519317	0.0003830537353027	1.467301641293511e-07	1.0653542278764649e-05	0.0024632082712272	0.0005529093817451	6.067394987442092e-06	3.0570878442174897e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.5951817517588	0.7009533745248291	0.4913356332577453	832829.9657565256	1001.8150755448776	11.795578927704923	139.13568223971643	1003633.4455889888	833.5606021971499	-0.2728961745709739	0.0744723220954714	694823.2775352752	837.6134079961924	670.9664360620324	0.946929	26.682789	0.2435072372887676	0.1273964985222357	-0.033810478	0.0687649988	-0.0709590764	0.0471366982	-0.062985064	-0.1458813214	-0.0027920725	-0.0208863868	0.0172387417	-0.0514358996	-0.0457357833	-0.0451061406	-0.0946080222	0.0071451843	0.0015985153	-0.0494078869	-0.0360014524	-0.0135856666	-0.0457878362	-0.0157686805	-0.0562381467	-0.0754263022	0.0101398854	0.0464170594	-0.0604140329	0.0467037224	-0.0292684787	0.0934926056	0.0471775148	-0.070487285	0.0156668344	-0.0785706566	-0.0784987706	-0.0403055703	0.0071862021	-0.0463084676	-0.0278359381	0.0383733239	-0.0751291971	0.0240935967	0.0923522308	-0.054573156	-0.0004846834	0.0220998592	0.0799757964	-0.0452041416	-0.060396613	-0.0011046009	-0.1147882657	0.0293597463	-0.0421682953	0.0542093982	-0.0745977821	-0.0814133968	0.0228904198	-0.0063140933	0.0180265529	-0.051736471	0.0713145183	-0.0349972762	-0.0064742846	-0.0425555693	-0.0035921065	-0.0114011293	-0.0859805774	0.0112660049	0.067724295	0.0093134163	0.0199723162	-0.0209115813	0.0300793088	0.0090627375	-0.0546213721	-0.0568676091	0.0065814501	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0442425471458136	0.0728892301058578	0.0053128398654246	0.0019574029779495	0.2177433804960458	0.0270515892536025	0.0007317884811456	0.0474121797498457	0.1690559630477892	0.0151273126162223	0.0285799186420154	0.0002288355869889	0.0029330754045041	5.804094812300034e-05	3.368751659016816e-09	8.60293132850689e-06	-0.0013500172810188	0.0019139591709129	3.6632397079215952e-06	1.8225466590493935e-06	0.003059990258453	0.0005967819872258	9.36354038182726e-06	3.5614874027717497e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.2014208649445	-3.3937608868143343	11.517612956870815	826647.2237028339	991.5668857921254	-10.248189752752182	105.02539320841484	983204.8889994938	831.8979023214765	-1.662699875673411	2.7645708765643766	692054.1198868729	834.9235826288673	663.9222932659699	0.8897129999999999	25.070543	0.0776418606106341	0.0377312780677252	-0.0320923462	0.0522888739	0.0359614318	-0.051232009	0.0148074226	0.0608201603	-0.0380226543	0.0012417765	0.0025341343	-0.0358564991	-0.0082147706	-0.0516924578	0.0507428877	0.022002323	0.0315267743	-0.0218246714	0.0322781896	0.0228907209	-0.0694056401	-0.0378667513	0.0209686213	-0.0318116774	0.0871875639	0.007261488	0.0384429049	-0.0455709044	0.0045256037	0.0390952315	0.1171758338	-0.0301550476	-0.0336804097	0.0218868447	-0.1261056204	-0.0332049304	0.0265167267	-0.0254197236	0.009051235	-0.0329949581	-0.0204089396	0.0475099263	0.0395183386	-0.0132459866	-0.0264703934	-0.0443870689	-0.0753169152	-0.011654374	0.0312933081	-0.0674733988	0.0670701058	0.0082380018	-0.0881053275	0.0377806418	-0.0437504033	-0.0540772191	0.019273981	-0.0164736184	-0.0210022428	0.0158630762	0.0197462831	-0.0129941099	0.0537008362	0.0728874475	-0.0525030526	-0.0138792456	0.0925113369	-0.07534225	-0.097346413	0.028171983	-0.0366778448	0.0060531757	-0.056870864	-0.0465905187	0.0383064455	0.0405252515	0.0620312683	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0380753382384426	-0.0061672089073709	3.803446570715618e-05	0.0014497313819718	0.188910671250241	-0.0288327092458048	0.0008313251224531	0.0356872417122166	0.1530654952290859	-0.0159904678187032	0.0234290458297253	0.0002556950610609	0.0028727211608023	-6.035424370180037e-05	3.6426347328163093e-09	8.252526867721312e-06	-0.0015729735413105	-0.0002229562602916	4.9709494003260254e-08	2.474245761662895e-06	0.0028102712696714	-0.0002497189887816	7.897624609140501e-06	6.235957335810504e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.701639997382	1.5002191324375644	2.2506574453317185	829377.4770939212	996.3064247824929	4.739538990367464	22.46322984121344	992626.4920628732	832.7280053233649	0.8301030018883466	0.6890709937440443	693435.93084983	835.7405658526059	663.4173673191887	0.880422	24.808729	0.1311065482296023	0.059309250674245	-0.0233504292	0.0482912955	-0.0019320424	0.0271268433	0.0296882131	-0.0397051901	-0.0285627436	-0.0312869599	-0.0075508099	-0.0223631924	-0.0041013233	-0.0035871752	-0.1787058244	-0.1164387908	0.0225604995	-0.0032194501	-0.0095042445	0.0349657854	-0.0146609607	-0.1084865333	0.0216053698	0.0347645478	-0.0350594263	0.1036598933	0.1799698851	0.0122039241	0.0684712095	0.0186451392	0.0535310061	0.0149081553	-0.0570578564	0.032207031	0.1649294653	0.0422057674	0.0186603822	-0.0110789418	-0.026016985	-0.0389156376	0.0193539267	0.0341471991	0.107600358	-0.0144883413	0.0155125955	0.0835650286	0.0302694867	0.0093390054	-0.1089011082	-0.0241423912	0.12454675	-0.0119785397	0.1093589299	0.0388473622	-0.0758413999	-0.0662951137	0.0254863613	0.0119829861	-0.0039626529	-0.0312985461	-0.024635862	0.0272602443	0.0956899106	-0.0799123027	0.0280331606	0.0474604339	-0.0334805993	0.066471936	0.0595227263	0.0447853024	-0.1031205548	-0.0062396797	0.0819282921	0.0014811634	0.0176795282	-0.1328554589	0.0833692396	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0464622437867348	0.0083869055482922	7.034018467597454e-05	0.0021587400976979	0.2155738472648209	0.0266631760145799	0.0007109249551844	0.0464720836245563	0.1921096809779712	0.0390441857488852	0.0369061295254578	0.0015244484407934	0.0023619873854176	-0.0005107337753846	2.6084898931870895e-07	5.57898440887187e-06	-0.0011258974519601	0.0004470760893503	1.998770296688468e-07	1.2676450723302458e-06	0.0026278355160496	-0.0001824357536217	6.905519499411667e-06	3.328280419955405e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
907.9244710789866	-2.777168918395432	7.712667201301655	824326.8451840576	991.7915897716176	-4.514835010875231	20.383735175424743	983650.5575417128	832.888448380746	0.1604430573811441	0.0257419746618091	693703.1674460866	836.0122463907181	662.2785029009314	0.8765039999999998	24.698328	0.0570463046033686	0.0252844401915928	-0.0569952566	0.0360358527	0.0688783063	-0.0093145642	-0.1244295999	0.0218460444	-0.008051676	0.0149774901	0.0310622332	-0.0970325023	0.0028769242	-0.0511221855	-0.0541341881	-0.0118197253	0.0178881951	-0.0181287358	-0.0359478901	0.0711500143	0.0095116701	-0.0128073227	0.0035639993	0.0191195284	-0.1521929496	0.0476788252	0.0975723253	0.0131233261	0.1022570543	-0.0771824572	-0.0395289043	-0.0461156034	-0.0938695291	0.0390658581	0.166074035	-0.012705197	0.0191266853	-0.0227918529	-0.0615854778	-0.0521210316	0.0223078611	-0.0029535598	0.0422200247	0.0241085497	0.090747124	0.0668941703	0.0385933389	0.0106553688	-0.0574407953	-0.0613095356	0.1625908932	-0.0100609257	-0.0635737094	0.0395799284	-0.0687966736	-0.0205234091	0.0116029095	0.0396935768	-0.0413734008	0.0780229377	-0.0040696064	0.0110604627	0.09823706	-0.021687923	0.0307131986	-0.0101830381	0.0775716775	-0.104163638	-0.0444897982	0.0212798354	0.005442528	-0.069976711	-0.0310241266	0.0336082372	0.0017828536	-0.1699543489	0.0858343726	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0324535302637229	-0.0140087135230119	0.0001962440545698	0.0010532316265783	0.2229044586152042	0.0073306113503832	5.373786277036836e-05	0.0496863976705372	0.1806081223020328	-0.0115015586759384	0.032619293841466	0.000132285851976	0.0025817810082939	0.0002197936228762	4.830923665708911e-08	6.665593174787067e-06	-0.00136414459764	-0.0002382471456799	5.67617024246195e-08	1.8608904832703976e-06	0.0026017678635251	-2.606765252449999e-05	6.769196015671963e-06	6.795225081380707e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
