global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
924.1883396650592	n/a	n/a	854124.0871728588	1122.494514803581	n/a	1259993.935764127	n/a	863.1306419646435	n/a	n/a	744994.5050982976	910.6421908520042	754.1276438806115	n/a	n/a	n/a	n/a	0.0395345865	-0.027765497	0.0185928231	-0.0649367152	0.0018712381	-0.0384638732	0.0145107967	-0.0450773194	0.0491501078	-0.0994671274	0.1671817024	-0.0146757631	0.0017989754	-0.0088376148	0.030870348	-0.0236062883	0.1135668131	-0.107263037	0.0297251049	-0.0303400262	0.0361504927	-0.0367838034	-0.0428370752	0.165194581	-0.1346169691	0.0878165925	-0.0733407403	0.1867064313	-0.0966807965	0.104719264	-0.1064209272	0.0913423877	-0.0088108228	0.0502907236	0.0870989077	-0.2183302737	0.0136152523	-0.0063657108	0.0530183407	-0.0743517434	0.1016857916	-0.0448400948	0.0086885679	-0.0220769496	0.0852463164	-0.1766608968	0.0865012472	-0.0771597571	0.0810405507	-0.1016077026	0.0689289756	0.2788146512	-0.1483933014	0.1935918454	-0.0488344864	0.0575986606	-0.1477399071	0.0434880443	-0.0129613319	-0.0392963217	-0.0223372816	0.0370609728	-0.0759526382	0.0086964798	-0.0284140101	0.0113659309	-0.0412601464	0.045812109	-0.0865822433	0.0735069542	-0.145228677	0.0743772465	-0.0386365656	0.0424284316	-0.0496089796	0.1075857763	0.0010537707	-0.097296961	0.1505306257	-0.1909179214	0.0514715725	-0.0629413341	0.1240419628	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0550760633994968	n/a	n/a	0.0030333727595853	-0.1748827502919141	n/a	n/a	0.0305839763496639	-0.3360795475847524	n/a	n/a	0.1129494623047718	-0.0005205981819066	n/a	n/a	2.710224670044574e-07	0.0001561757816035	n/a	n/a	2.4390874759464133e-08	0.0012475414330144	n/a	1.5563596270876226e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.2532852041408	1.0649455390815774	1.1341090012097514	856093.641781055	1110.673652836842	-11.82086196673913	1233595.9631059335	139.7327776366997	862.976665665064	-0.1539762995794262	0.0237087008321732	744728.7254823918	908.4639157646728	760.5917039685133	1.007246	22.485563	0.1286106172562174	0.0704513075299805	0.0570536287	0.0587766739	0.0091463821	0.0690634447	-0.0172630939	0.0194624403	-0.0526284827	-0.0026356797	0.065162625	-0.0384420653	0.03421859	-0.0218327136	-0.0126894369	-0.0010667486	0.0459179011	-0.0177305014	0.122384226	-0.0074382704	0.0305758757	0.0542881315	0.0607655417	-0.0186631465	-0.0843154384	-0.0232517537	-0.0189214294	0.0847683004	0.0156706426	-0.1277728121	-0.0640454169	0.0315411745	0.0431713484	-0.031445743	0.1172550204	0.2709695948	0.1127933381	-0.0425374053	0.0928119549	-0.0195694307	0.0062722743	-0.0468939003	0.0645163745	-0.0065704178	-0.0420963325	0.064136242	0.0848340392	0.000594085	0.020369255	-0.0473852922	-0.0260928419	0.0043042773	0.015826145	0.1409490662	0.0927974528	0.1066929495	0.1718877131	0.0365781373	-0.03651305	-0.058701922	0.0591759031	-0.0437472406	-0.0133536625	0.0532406096	-0.0688975345	-0.0158478467	-0.0679000427	0.0586071065	0.0119006007	-0.0033672009	-0.0467308051	0.0451465956	-0.1094863117	0.0793302986	0.0488708967	0.0481367349	0.0264721676	0.0294920972	0.0484431281	-0.0833325072	0.1155823983	-0.1746916305	-0.0264352574	-0.0193853269	0.0612214196	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0552723536952726	-0.0001962902957758	3.8529880215751616e-08	0.0030550330830153	-0.2039140763263134	-0.0290313260343992	0.0008428178913155	0.0415809505240135	-0.3160387404090201	0.0200408071757323	0.0004016339522548	0.0998804854393199	-0.0012131004158813	-0.0006925022339747	4.795593440599503e-07	1.4716126190113832e-06	-0.0006722169911828	-0.0008283927727863	6.862345860045746e-07	4.518756832348566e-07	0.0011815925647692	-6.594886824520005e-05	1.396160989117856e-06	4.349253222822755e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.5106116315574	-0.7426735725833851	0.5515640354137685	854719.8710193563	1119.2852211938116	8.611568356969656	1252799.4063828797	74.15910956676106	861.7761711863982	-1.2004944786658598	1.4411869933072146	742658.1692246883	907.7907163197074	763.5393353997207	0.782962	17.478703	0.1291239796083972	0.063786853342878	0.0475931921	0.0722261077	-0.038796158	0.0097626707	-0.029036814	0.0423119914	-0.111474802	0.0316047397	0.0317397606	0.0136295281	-0.0676777672	-0.0356673571	0.014032761	0.0063251795	0.011779477	0.0286785746	0.0085046517	-0.0329460909	-0.0211139099	0.0426802992	-0.0219634641	-0.0163866425	-0.0201613044	-0.0125803878	-0.0322615906	-0.0788208879	0.0101853372	-0.1181157551	0.0042084351	0.0477081215	0.0608951144	-0.1212571974	-0.062805369	0.0582071781	-0.0364444568	-0.0035672388	-0.0342716379	-0.0384141583	-0.0154378533	-0.0166485488	0.0288828489	0.0048021253	-0.0282105156	0.0260718405	0.0409049306	0.0325658016	-0.006798059	-0.0089629035	0.0205765714	-0.0331576727	-0.0330033968	0.0401088142	0.0134961841	-0.1989759839	0.0753728675	0.0090639763	0.0202810717	0.0766288717	-0.0227137492	-0.0258047326	-0.0202420953	0.0397780156	-0.0463489416	0.0243911436	0.0201273494	-0.0022346997	0.0368411356	0.0006917732	-0.0638390413	0.09539974	-0.089025801	0.0148087402	-0.0058795302	-0.0470337038	0.0392522153	0.081584984	-0.0675340839	-0.0933993386	0.0948799536	-0.0751930427	-0.0125898	0.1080120737	0.0749739206	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0623762955473523	-0.0071039418520797	5.0465989837729575e-05	0.0038908022462106	-0.1652221416993597	0.0386919346269536	0.0014970658051764	0.0272983561077232	-0.2968141635223063	0.0192245768867138	0.0003695843564731	0.0880986476674463	-0.0003997101441451	0.0008133902717362	6.616037341550893e-07	1.5976819933249665e-07	-0.0007411562096166	-6.893921843379998e-05	4.752615838263187e-09	5.493125270532455e-07	0.0007818515300862	-0.0003997410346829	6.112918150981322e-07	1.597928948094353e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.6487292669134	0.1381176353560249	0.0190764811963398	854975.2725349177	1123.3828173106526	4.097596116841032	1261988.954228819	16.790293936750707	862.1968955328525	0.4207243464543353	0.1770089756994275	743383.4866664886	908.8951013595872	761.9280057186033	0.942845	21.047878	0.0771638989181161	0.0393144023535258	0.0313233399	-0.0657682805	-0.0692157109	-0.0131959704	-0.0275295079	-0.004666342	-0.0165724317	-0.0249271825	-0.0311095715	0.0040549911	-0.0191161671	-0.0199633008	0.0052843544	-0.0055439586	-0.0116683324	0.0457144055	0.0602045939	-0.1285130286	-0.0322085637	-0.0144076267	-0.1703958145	-0.126314024	-0.0287994517	0.1083689216	-0.2035077993	-0.0511128513	-0.0888153955	-0.1118062416	0.1496386679	0.153264135	-0.0846465921	-0.0702483217	0.0645596706	-0.1144859955	-0.1462465844	-0.0247002046	0.0921855254	-0.0191102154	-0.0080623621	0.0025868858	0.0211653733	0.0038353305	-0.0657986541	-0.06129926	0.1187522802	-0.0439951636	0.0224358579	-0.0343201566	0.0818080138	0.0363860647	-0.1080031054	0.1357401823	0.0158978346	-0.1840667905	-0.1014446879	-0.1110071739	0.2342568901	0.122028587	0.0310360055	-0.0375575257	-0.0145974256	0.0618400459	-0.0557863652	0.018013878	0.0113924925	-0.0697068394	-0.0710724208	-0.0357057481	-0.0432047177	-0.0301808189	-0.1121963223	0.0603918878	-0.0511940854	0.0832797717	-0.0270674468	-0.0302380856	-0.097782039	0.022640655	-0.0604177753	0.0529225003	0.1860167839	0.0431343846	-0.0112613611	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0683127632960207	-0.0059364677486684	3.524164933098013e-05	0.0046666336291381	-0.1681764634671907	-0.002954321767831	8.728017107880103e-06	0.0282833228643313	-0.333569640787573	-0.0367554772652667	0.0013509651089975	0.1112687052551505	-0.0006990707537647	-0.0002993606096195	8.961677459181853e-08	4.886999187691457e-07	-0.0009273237426119	-0.0001861675329953	3.465835034155612e-08	8.599293236117414e-07	0.0009266760301983	0.000144824500112	8.587284649440806e-07	2.0974135832719642e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.8166920997596	-0.8320371671537714	0.6922858475252729	853437.2806021421	1120.1388288225446	-3.243988488108016	1254710.995835942	10.523461310977332	862.6888362630208	0.4919407301682668	0.2420056819984874	744232.0282128451	909.5951366452568	766.7523216061476	0.917083	20.472788	0.0665117446158712	0.0448900665809072	0.0590305796	-0.1548136036	-0.001367026	-0.1167641179	-0.0821369792	-0.0166003104	0.1263966173	-0.0386637481	0.0632490113	-0.016817808	0.0532316379	-0.017307536	-0.0447545413	0.0179523624	-0.0182899773	0.0071323529	0.0478255995	-0.12357079	-0.0329374374	0.1175762605	-0.1735441419	-0.1070794716	0.0254018052	0.1043485242	-0.0084811436	0.0129343712	0.0519957067	0.042376336	-0.0476558731	-0.0961312713	-0.0683879231	-0.1304135254	0.3743195746	0.0591581105	0.0625077363	0.2205144989	0.0655370344	-0.0130628771	0.0146076878	-0.0359352851	0.0146916622	0.0252410296	0.0129900867	-0.1067342636	0.1007207754	-0.1900157979	0.0696474905	0.0063331201	-0.0097455291	0.0958864275	-0.0137879411	0.0871254652	0.0781024772	0.0320107099	-0.0793524962	-0.1428268272	0.2409040825	-0.1948559472	0.1620803354	-0.0461469996	-0.0057416956	0.0785919183	-0.0660992324	-0.0341471634	-0.0478813305	-0.0404344719	-0.1276095976	0.0786551438	-0.0306180748	-0.1223426698	-0.0448628628	0.1465854271	-0.1421034904	0.1639363052	-0.0254253377	-0.0876317442	0.0131812807	0.1693954536	-0.1210958736	0.0670180699	0.1978974798	-0.0117748895	-0.0977073379	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0524829469561609	0.0158298163398598	0.0002505830853536	0.0027544597212031	-0.1727265594626175	-0.0045500959954268	2.070337356759901e-05	0.0298344643437931	-0.3345787925296477	-0.0010091517420746	1.018387238532332e-06	0.111942968410597	0.0001218921238002	0.0008209628775648	6.739800463396409e-07	1.4857689844523284e-08	-0.0009269513536307	3.723889812000088e-07	1.386735533191805e-13	8.592388119977871e-07	0.0008455576859742	-8.11183442241e-05	7.149678003100438e-07	6.5801857696595765e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.1351860828196	-1.681506016940034	2.8274624850055377	850333.3014119964	1117.116075036561	-3.022753785983696	1247948.325105091	9.137040450678766	861.7897368289263	-0.8990994340945235	0.8083797923890924	742681.55050367	908.9013566564709	755.9946134317212	0.7949699999999998	17.746754	0.0860428985266779	0.0421138889584717	0.0603673208	-0.0966913258	0.039303292	-0.1394807342	-0.0984285654	0.0044190554	0.1381484467	0.0104860251	0.0559820514	-0.0147748491	0.0819327225	-0.0369377676	-0.0148750288	-0.0785877492	0.0193489	-0.0633480551	-0.0253522953	0.0032426636	-0.0333929941	0.0053208509	-0.131095805	-0.0242390143	0.0413037331	0.1308469516	0.0218077228	0.137283621	0.1345774975	-0.1010588996	-0.0289256431	-0.0481911969	-0.0379037705	-0.014797041	-0.0229361721	0.0069391184	-0.0042581192	-0.1093010506	0.0476310689	-0.0303566551	0.0515180386	0.0085942507	0.0473465034	-0.0674194655	0.0305711424	-0.149257372	0.0092379612	-0.1172780553	0.0337302163	-0.0349510018	0.0544276988	0.0841446851	0.1142691967	-0.0334463261	0.1384645725	0.0967200855	-0.1363964542	-0.0789624073	-0.0353067278	-0.0721378715	0.0289872836	-0.0337853746	-0.0057711162	0.060183569	-0.0519423261	-0.0384894208	-0.0538529781	0.0266746395	-0.0855966033	0.0888797655	-0.0246862184	-0.0763530163	0.0001104427	0.1146981137	-0.0263896791	0.0048300468	-0.0088607865	-0.0829838213	0.0971841997	0.0548931328	-0.0649745797	0.0437364113	-0.0400397998	0.0319556348	-0.0825613586	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0515875947917123	0.0008953521644486	8.016554983827975e-07	0.0026612799363939	-0.1582720016543959	0.0144545578082216	0.0002089342414312	0.025050026507689	-0.3052943636595699	0.0292844288700777	0.0008575777742466	0.0932046484823017	-0.000223801030083	-0.0003456931538832	1.195037566417138e-07	5.008690106621187e-08	-0.000508087825662	0.0004188635279687	1.7544665506238598e-07	2.581532385859389e-07	0.0007819431741475	-6.361451182669998e-05	6.114351275958676e-07	4.0468061149493515e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.7190387442736	0.5838526614539887	0.340883930286906	851410.4244611562	1112.8280092436692	-4.288065792891757	1238386.1781572278	18.387508244168416	862.0925940880409	0.302857259114603	0.0917225193984098	743203.6407814476	908.184022923048	751.8967528120047	0.7933369999999998	17.710291	0.0594399385478779	0.0294163586149658	0.0383798658	-0.0369328376	0.1126494112	-0.097336541	-0.0705635548	0.0201471681	0.0790332839	0.055090369	0.0646193777	-0.0164414537	0.041787925	-0.0297270595	-0.0151922751	-0.0624057779	0.0387850956	-0.1341938599	0.0232208796	-0.0983603636	-0.0591996035	0.0252126652	-0.0193592024	0.1545709831	0.0254254822	0.0246954018	0.1311796834	0.002759637	0.162266569	0.0343660749	-0.0833856557	0.0017442693	0.0029735939	0.1044432831	-0.1757223586	0.0893295224	0.0557302799	-0.1660705853	0.0028740121	-0.0242949717	0.0180563992	0.0495032867	-0.0185567368	-0.1278418879	0.0687175405	-0.0516040568	0.0695995856	-0.0102818438	0.0837203482	-0.0178642381	0.0818783203	-0.0290744521	0.08168939	-0.1550560779	-0.033789871	0.1811295486	-0.0827804987	0.0837557541	-0.2153454383	-0.0068858499	-0.1175454509	-0.0236286695	-0.0016054146	0.0495613104	-0.0471694484	-0.0272685743	-0.0509234358	0.0446780477	-0.0633486598	0.0938651429	-0.0269441214	0.0002308143	0.0173164458	-0.0036588604	0.005875005	-0.0581775085	-0.1283731173	0.0228945936	0.0726337818	0.0071455247	-0.0312586234	-0.0317750904	-0.098292865	0.0601338395	0.0337248206	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0453917605751854	0.0061958342165268	3.838836163868548e-05	0.0020604119281149	-0.1488360094544276	0.0094359921999682	8.903794879786252e-05	0.0221521577103184	-0.2919651573822222	0.0133292062773477	0.000177667739984	0.0852436531252257	-0.0001251801835751	9.862084650790002e-05	9.726071365934777e-09	1.5670078359895732e-08	-0.0009270439469062	-0.0004189561212442	1.755242315279849e-07	8.594104794954254e-07	0.0006899420248189	-9.200114932860002e-05	4.760199976112036e-07	8.464211477783362e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.2548968870616	2.535858142788016	6.430576520344283	856096.624213487	1114.923620665602	2.0956114219327446	1243054.679918095	4.39158723173498	863.5379010166266	1.445306928585751	2.088912117817977	745697.7064922012	909.7818033047536	754.2916124922473	0.954145	21.300148	0.0432855626202468	0.0318236235070727	0.0315754242	0.0420215997	0.0888981338	0.0988425302	-0.011454643	-0.0072959538	-0.0454536432	0.0749785896	0.1131433795	-0.0561965742	0.0195827133	0.0098471417	-0.0546718762	-0.0154596401	-0.0015093121	-0.0639007074	0.0730209255	0.0339569741	0.0668162821	0.0837843448	0.0093178802	-0.004693137	-0.0425840461	-0.0269280023	-0.0745996429	0.1184933593	0.0376662464	0.0439584167	-0.1414207655	-0.0145812237	-0.0340912845	0.0961591285	-0.1210008166	-0.022350039	0.0333403155	0.003470646	-0.0627098034	0.0050170334	0.0580775966	-0.0189083079	-0.0148624267	-0.0732692594	0.0178551246	0.0654807637	0.0420754325	-0.0124663014	0.0166869579	0.0206488806	0.0075724817	-0.0803944313	-0.0207783135	0.068177203	0.0243071861	0.058200616	0.0708379253	0.1062276024	-0.1387448015	0.0801298914	-0.0055312859	-0.0295223689	-0.0004519324	0.0537570598	-0.0411832177	0.0036613761	-0.0319416481	0.0336320415	-0.0040852911	0.0093758627	-0.0378532343	0.0600063385	-0.0499611668	-0.0804348915	0.0672604803	-0.0088961129	-0.0898815383	0.0562927677	-0.0178026917	-0.0938019337	0.0387163194	-0.0600175879	-0.1077166797	-0.0186813539	0.0746154144	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0469426411430333	-0.0015508805678478	2.405230535728219e-06	0.0022036115574836	-0.153212775053376	-0.0043767655989483	1.915607710813811e-05	0.0234741544395563	-0.2961681927320327	-0.0042030353498105	1.766550615175697e-05	0.0877155983861584	-0.000732203211765	-0.0006070230281899	3.684769567528362e-07	5.361215433189814e-07	-0.0009042418461937	2.2802100712500012e-05	5.199357969029937e-10	8.176533164077911e-07	0.0006566695316485	-3.3272493170400015e-05	4.3121487379546034e-07	1.1070588017743156e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.9559854368624	1.7010885498008292	2.8937022542634883	859247.3989372246	1119.1512403065349	4.227619640932971	1252499.4986796554	17.872767828402225	863.8207753029848	0.282874286358151	0.0800178618826332	746186.3318450497	909.3644318657648	768.227916426775	0.796884	17.78949	0.0472288509166918	0.0251229371253169	0.0135189975	0.0283459374	0.0382371046	0.1752648901	-0.006534936	-0.0306436766	-0.1206525015	0.0534642362	0.0641715505	-0.0180629244	-0.0347648576	0.0148037175	-0.057070547	0.0275531756	0.0143593419	0.0515739111	0.0345345996	-0.0260694052	-0.0132846201	-0.0309748285	0.0850754788	0.0213725999	0.0261246251	-0.0903743648	-0.0016764628	0.0296918824	0.0025902497	-0.1814473356	-0.061829837	-0.0930981707	-0.0504853258	0.0258369758	-0.2127702692	-0.0726369827	0.0119831751	-0.0074627827	-0.0867638694	0.0085801793	0.0326874857	-0.0392626986	-0.0434885109	0.0382948089	-0.0192419918	0.0738875368	0.0695071662	0.1005801079	-0.025309235	0.0060934143	-0.0375911172	-0.0578884928	-0.0650015758	-0.0588166397	0.0609949572	0.025347544	0.0825019456	0.0060133916	-0.1211320292	0.1742234078	-0.0822003122	-0.0295739568	0.0054881965	0.0609894544	-0.0259467183	0.0062839043	-0.0377252661	0.0246134586	0.0058913129	-0.0750280635	0.0438188409	0.0232114653	-0.0222876274	-0.0554427314	0.1072635763	-0.0396222077	-0.0328224198	-0.0521568818	-0.0170038094	-0.1252793058	0.0175047951	0.018446762	-0.0916802195	-0.0362914269	-0.0233163097	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0460299220073636	0.0009127191356697	8.330562206176515e-07	0.0021187537200039	-0.14488899205341	0.008323782999966	6.928536343052299e-05	0.0209928200182531	-0.3137826578683089	-0.0176144651362761	0.000310269382037	0.0984595563789001	-0.0007702432198404	-3.8040008075399976e-05	1.4470422143764955e-09	5.932746177101067e-07	-0.0006593008328077	0.000244941013386	5.999610003856064e-08	4.346775881409268e-07	0.0007812461830827	0.0001245766514342	6.103455985812876e-07	1.5519342082558172e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.7637293122984	0.8077438754360173	0.6524501683043963	860745.5374274638	1120.2143296114916	1.0630893049567476	1254880.1442669237	1.1301588703134209	863.8440192432893	0.0232439403044963	0.0005402807608789	746226.4895824003	910.1831578550184	769.884275484085	0.8650759999999998	19.311794	0.0347544485293378	0.0234058018189573	-0.0106895834	-0.0768771411	-0.017558349	0.1912618249	0.0108304021	-0.0402122298	-0.006630955	-0.0151468664	-0.0023881956	0.0129338511	-0.0357809054	0.0185180115	-0.0427611154	0.0259340817	0.0244080837	0.1109467445	0.0047298101	-0.0306992868	-0.0399804641	-0.1322554787	-0.0335439505	0.0699371489	0.0212310634	0.1010584084	-0.090059433	-0.0475363031	0.0257503482	0.0683547313	0.1521597463	-0.0619727869	-0.0738732461	0.1117406847	0.0256323764	-0.251425881	-0.078750876	0.1601514378	0.1269864602	0.0171748726	0.0128560045	-0.0110490968	-0.0596652084	0.0910935278	0.0085036901	-0.0278330939	0.0451680609	0.1005998716	-0.0619394603	-0.0335147142	0.0763504633	-0.0349004906	0.0467994057	-0.0308776099	-0.0502249271	-0.0320518672	-0.1932150981	-0.0301320781	0.1275741752	0.1413423502	-0.042980052	-0.0264865839	0.0052452473	0.0730214377	-0.0261060786	0.0025133277	-0.0162410372	-0.0363233096	-0.0590832512	-0.1200290587	0.0509648333	-0.0161196351	-0.0258539824	-0.0146720139	0.0946104611	-0.0447732809	-0.0825471159	-0.0930448405	-0.0435059186	-0.1455353253	-0.0969929362	0.1161996938	-0.0319267654	0.0124309679	-0.0807674374	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0463219337015203	-0.0002920116941567	8.527082952426965e-08	0.002145721541848	-0.1462461861097495	-0.0013571940563394	1.8419757065632516e-06	0.0213879469516474	-0.3301530545642706	-0.0163703966959616	0.0002679898879831	0.1090010394381182	-0.0004872620799232	0.0002829811399172	8.007832554883793e-08	2.374243345310829e-07	-0.0006081906689565	5.111016385120001e-05	2.612248848896512e-09	3.69895889805755e-07	0.0007818518009719	6.056178891999681e-07	6.112922386830035e-07	3.667730277190249e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
