global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
965.9983452804878	n/a	933152.8030846404	n/a	1200.4236222636491	n/a	1441016.8728885802	n/a	914.6380355582052	n/a	n/a	836562.7360897725	953.0509216091192	801.3956799526873	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1219896770688251	n/a	0.0148814813113562	n/a	-0.206251791751086	n/a	n/a	0.0425398016005333	-0.2079066967325786	n/a	0.0432251945462524	n/a	-0.0011992607765807	n/a	n/a	1.438226410244944e-06	0.0005879871984622	n/a	n/a	3.457289455554266e-07	-0.0008121478032766	n/a	n/a	6.59584054367007e-07
961.4146715215776	-4.583673758910209	924318.1706169428	21.01006512812204	1191.1461714375223	-9.277450826126824	1418829.2017302674	86.07109383120128	912.3319708892652	-2.306064668939939	5.317934257333071	832349.625106691	948.932331034252	783.1279178803543	1.364986	20.711096	0.0634197718772075	0.0352332930057761	-0.1350409859	0.0415959101	-0.095563973	0.0779245684	-0.2122740651	0.0017208578	-0.0517988613	-0.0669983461	0.0504797952	-0.1497995074	0.0725282695	-0.1339553448	0.0464437248	-0.0566426078	0.0013353522	-0.0961829238	0.1722390679	-0.0120980352	0.0237734496	-0.1221209769	0.0883664642	-0.0637555065	0.0150808265	-0.0021557206	0.0345386073	-0.1192502853	0.012839712	-0.0126545924	0.068750211	-0.0051757439	0.0615526587	-0.1262078191	0.0030387259	-0.1259071776	0.096924993	-0.0357532802	0.0865277999	-0.0910698224	0.1086640763	0.0740397848	-0.0743473868	0.0313079061	0.0056822365	0.1860623434	-0.0244381869	-0.0154103716	-0.0564092913	0.0209352208	-0.0189433367	0.1686773441	-0.0603735291	0.0524462897	-0.0833847751	0.0679295233	-0.0881349806	0.0834842869	-0.0565389606	0.1199811082	-0.0768682866	-0.0251758012	0.0225646156	-0.1116538433	0.0846323446	-0.0222595288	0.0446171557	-0.1301456265	0.1249975373	-0.0403247516	0.2054828527	-0.0926950525	0.1619635619	-0.0018736897	-0.0459666461	0.015649187	-0.1616801151	0.1071192609	0.0080667192	0.0125786721	0.1379534198	-0.1891027066	0.0030468108	-0.0802525692	0.0833615534	-0.0296966307	0.0006742292	-0.0624667735	0.2223708446	-0.1493611603	0.0640252385	-0.0505811133	0.0181255016	-0.1608433066	0.0669167103	-0.0113019216	0.0625026394	-0.1555936481	0.0290693994	-0.0640223248	0.1428104032	-0.0320315513	0.0714273388	-0.0996368249	0.0677028798	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.1258369745028034	0.0038472974339782	0.0158349441520191	1.480169754549599e-05	-0.1816655721353157	0.0245862196157702	0.0006044821949948	0.0330023800992515	-0.1840453132898147	0.0238613834427639	0.033872677343946	0.0005693656198026	-0.0011767525603436	2.250821623710013e-05	5.066197981760582e-10	1.3847465882752178e-06	0.0006924207706535	0.0001044335721913	1.0906371000635471e-08	4.794465236323869e-07	-0.0007165921640111	9.55556392655e-05	9.130880195438368e-09	5.135043295221113e-07
962.4369072762164	1.022235754638814	926284.8004874084	1.0449659380619851	1185.2341068686778	-5.912064568844471	1404779.8880847923	34.95250746618616	912.6475843566558	0.3156134673905626	0.0996118607982937	832925.6132320391	946.971588297816	784.6153991541369	1.289599	19.567242	0.0897679243788427	0.0551025895439957	0.0075541628	-0.0986731793	-0.1957794233	-0.0624849242	0.0570416695	-0.0627105041	-0.2673392212	-0.096303386	-0.1819728294	0.0488834467	-0.1861422291	0.1199831656	0.0907554632	0.0255280928	-0.0827145386	0.1900352372	0.0021088964	0.1368280569	-0.1720975559	-0.1070928199	0.086556197	0.085114825	0.0108101829	-0.0388237393	-0.0237486414	-0.026791855	-0.0153816345	-0.0098966991	0.081559631	0.0901285059	0.1183991691	-0.0391469835	-0.0319700032	-0.0169472607	-0.0449938806	0.1042782733	-0.1740579944	0.0861956193	-0.1030339206	0.0197389613	0.0010731862	0.0333377378	0.0116313163	-0.0179671988	0.0617381041	0.0671996916	0.0942916615	0.0902988801	-0.1301739234	-0.0080843023	0.1313383866	0.2101553647	-0.0552126761	-0.2046426033	0.0202213338	-0.1311683026	-0.0379071122	0.0999950988	0.1434474171	-0.036525594	0.2345931386	-0.0536879555	-0.0104146229	0.0535086906	0.0541872652	-0.0170166947	-0.0650268884	-0.1436141908	-0.0234678842	0.0136843818	-0.0651204183	0.0523960318	0.0307448237	0.0371957239	0.0373837913	-0.0446886066	-0.0256556171	0.0614670133	-0.0433460131	-0.1680574207	-0.016099135	0.1987289104	-0.0065843261	-0.0709857525	-0.0099372243	-0.0394008362	0.1924856513	-0.0584430917	-0.1045923513	-0.0181658783	0.1016333325	-0.1039028096	0.0192149536	0.0668206101	-0.1122288739	-0.1767015658	0.0372882726	-0.1838072558	-0.1803561911	0.0566884386	-0.1376474287	-0.0341202552	-0.1455592283	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.1254516490134847	-0.0003853254893186	0.0157381162402025	1.484757327186868e-07	-0.1602200386527528	0.0214455334825628	0.0004599109063517	0.0256704607858896	-0.1638082308263335	0.0202370824634811	0.0268331364864533	0.0004095395066337	-0.0002637372444816	0.000913015315862	8.335969669985875e-07	6.955733412674727e-08	0.0007330943184777	4.0673547824200034e-05	1.654337492607487e-09	5.374272797842835e-07	-0.0007169029591945	-3.107951834000313e-07	9.659364602465909e-14	5.13949852901831e-07
961.9874723139632	-0.4494349622532354	925419.896889008	0.2019917852955671	1190.2428502430116	5.00874337433379	1416678.042554608	25.08751018993264	913.025144798321	0.3775604416651958	0.1425518871104177	833614.9150339949	948.8722023017048	784.6464006121405	1.262595	19.157505	0.0679038564800121	0.0315053343648533	0.0457852655	0.1052339403	-0.1600665744	-0.0172661518	0.0130142458	0.1033300479	-0.1960905137	0.0864505263	0.1080128928	0.1003061292	0.1056040925	-0.0591962418	0.024526891	0.1624776704	-0.0689534903	-0.0881186741	-0.0188523588	-0.0511300063	-0.1249648273	-0.1125253661	0.0269236737	0.1228113438	0.0890377864	0.1741635947	0.0558110749	0.0203820265	-0.0628553842	0.0345629018	-0.0772738577	0.0265179917	-0.086594631	0.0245797805	-0.0046730571	-0.2191890758	0.0007932618	0.1096245202	-0.0029742573	0.038062648	0.1953114231	0.0957909196	0.0184441244	0.0745885966	-0.0163519974	-0.0713948157	-0.0330161294	-0.036467989	-0.0338945757	-0.0506483772	-0.0434970911	-0.0417620257	-0.1036121761	0.090855984	-0.1237660686	-0.0833220927	-0.0322660057	-0.0874217754	0.1966279668	0.0468625742	-0.1925738196	-0.0591959352	-0.067118392	-0.0408294951	0.0524723088	0.1612095418	-0.1065823997	0.1803478868	-0.0110773348	-0.109654363	-0.0380692793	-0.1006111527	-0.0543503194	-0.0100273994	-0.0800019376	0.0507211736	-0.0102845192	-0.0862708712	-0.063708718	0.0929425993	0.0753712557	-0.1569394113	0.1517765204	0.0431725436	-0.0434427166	-0.0315109198	0.1366320096	-0.0578096303	0.2143404798	-0.1400984458	-0.1844152743	0.0626680536	0.1588447808	0.0476629502	-0.0919406606	-0.1084888268	-0.0257295699	0.0319223807	0.1090124869	-0.0743389103	0.0579313078	-0.1101539064	0.1228723229	0.0421652353	0.097859698	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.1193656660994548	-0.0060859829140299	0.0142481622433665	3.7039188029864007e-05	-0.1352837540857479	0.0249362845670049	0.0006218182880066	0.0183016941195331	-0.1767864513323758	-0.0129782205060423	0.0312534493746944	0.0001684342075034	-0.0004508334079115	-0.0001870961634299	3.500497437018786e-08	2.03250761689097e-07	0.000522143787734	-0.0002109505307437	4.450012642104875e-08	2.726341350692084e-07	-0.0006368822835094	8.002067568510008e-05	6.403308537099968e-09	4.056190430481477e-07
962.788615046147	0.8011427321838482	926961.917262478	0.6418296773310012	1187.382828552599	-2.8600216904126228	1409877.9815415707	8.179724069630677	913.1448867825952	0.1197419842742419	0.0143381427979328	833833.5842571986	949.645733609968	786.4210556188123	1.259952	19.117401	0.0867579065608808	0.0397657379576092	-0.1658585306	0.0839640395	-0.1102121651	0.0483034647	-0.2116932184	0.0515074777	-0.0417541349	-0.099285624	0.0723747321	-0.0478829292	0.0331008142	-0.0404464768	0.0198723941	-0.1254704026	-0.1979347548	-0.0731939041	0.2311915575	-0.0639351812	-0.0061073655	0.0366912702	-0.0030637458	0.0222920214	-0.0905875341	-0.1804490092	-0.0755761117	-0.1301466633	0.0910241954	0.0145454406	0.0371284216	-0.036928425	0.0710209508	0.05080687	-0.0635190512	-0.0075165852	-0.0312346477	-0.0266978111	-0.0464949084	-0.0739427147	0.0140083202	0.1121573472	-0.2072233304	-0.061790961	0.0778742479	-0.0445564045	0.0516435589	0.0095283862	0.1216476225	0.0463317006	0.0953845145	0.1933777176	-0.0760383146	0.0323270315	-0.0590559491	-0.0590498968	0.0191921732	0.0223599574	-0.1387194784	0.0698308628	-0.152444551	-0.1051648531	-0.0099104575	0.0954000102	-0.0405369388	-0.1447386643	-0.0566209545	-0.1563368846	0.0977991978	0.1429628178	0.0478223747	-0.1079754926	0.0266708164	-0.0163259654	0.0654696626	-0.0166819518	-0.0452870637	0.017775253	0.0479817755	-0.0565869275	0.0896373746	-0.180046773	0.0182491414	-0.123329225	0.0642819502	-0.0650701349	-0.1021608903	-0.0674235237	0.2025967616	0.0020104843	0.019739822	-0.0344663882	0.0576143341	-0.0264667996	-0.0338734143	0.0049370917	-0.0547408924	-0.068386795	-0.1664397412	0.0305730198	-0.0381956826	0.1359346448	-0.0630939595	-0.1462855833	-0.0316112822	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.1210139521684112	0.0016482860689563	0.0146443766194185	2.716846965115725e-06	-0.1453914871875383	-0.0101077331017904	0.000102166268457	0.0211386845466041	-0.1636271458501568	0.0131593054822189	0.0267738428590684	0.0001731673207743	-0.0001199723288505	0.000330861079061	1.0946905363740933e-07	1.4393359689812514e-08	0.0009300707119588	0.0004079269242248	1.6640437550750577e-07	8.650315292435492e-07	-0.0011349459183819	-0.0004980636348725	2.480673843824071e-07	1.2881022376517346e-06
961.4373738823272	-1.35124116381985	924361.8238977458	1.825852682801223	1189.0824057518405	1.699577199241503	1413916.9676685843	2.888562656181592	914.0201460977066	0.875259315111407	0.7660788686892892	835432.8274724729	948.5715064357034	786.4810946339575	1.311698	19.902552	0.1345796336609909	0.0718593759405156	-0.0399086417	-0.117118973	-0.0530014637	-0.0387242288	-0.0037252644	-0.1302985669	-0.0795930892	-0.0219424383	-0.0889938117	-0.0177082347	0.0645256738	-0.0458211965	-0.0159404791	-0.1407518695	0.1445139873	-0.020031477	0.0592475331	0.1126596714	-0.0382426581	0.0607977963	0.0447312074	-0.0541570245	0.0328937201	0.1474683785	-0.113056528	-0.0396950599	0.0413713265	0.0845531395	0.0533775931	-0.1702925071	0.1031899446	-0.0246096891	0.0250143469	0.1018758745	-0.0990639448	0.2114045485	-0.0696207438	0.1140947011	0.0432292597	-0.1152460344	0.1298404102	0.0265725118	-0.179217295	-0.0421011478	0.0134399657	-0.0879678046	0.061941064	-0.1852322269	-0.0183609397	0.0619500715	0.1165130917	0.1195179356	0.0366258755	0.0083846321	0.0349045851	-0.0060003486	-0.063201567	-0.1396297245	0.0753331417	-0.056037491	0.0332585786	-0.2626394303	-0.1879210897	0.2142745687	0.0486405907	0.0011834599	-0.0073711206	0.1308995659	-0.0087483832	0.0006743615	-0.1181814093	-0.1228947894	-0.0765138268	0.1451439634	-0.0572645862	-0.0443841245	0.1598137871	0.02083908	-0.0874441805	-0.0930943782	-0.1003068486	0.1545084206	-0.0170237381	-0.064508842	0.0123866742	-0.1002597268	0.1067542373	0.0602582721	-0.0278527005	-0.0047829252	-0.0574049741	0.0131180071	0.1225535119	0.0476767519	-0.0558916906	-0.0925943634	0.0112309125	0.0883170644	-0.1154003478	-0.1091059413	0.0874365714	0.1373943273	-0.0683268516	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.1139161550897256	-0.0070977970786856	0.0129768903904264	5.037872337019787e-05	-0.1040072666951203	0.041384220492418	0.001712653705765	0.0108175115253898	-0.1110173221940797	0.0526098236560771	0.0123248458271441	0.0027677935451235	-2.232341660495592e-06	0.00011773998719	1.38627045835024e-08	4.983349289184217e-12	0.0005650008313695	-0.0003650698805893	1.3327601771348578e-07	3.192259394482262e-07	-0.000947999937485	0.0001869459808969	3.4948799773504124e-08	8.98703881471564e-07
962.2128612411944	0.7754873588672808	925853.590337966	0.6013806437629508	1190.852164913464	1.7697591616235968	1418128.8786790844	3.132047490150656	912.7979740824268	-1.2221720152798523	1.493704434933216	833200.1414889827	949.7285672032398	779.4826644266062	1.292443	19.610394	0.0982859552007758	0.0433714888829372	0.0609715792	0.0731602142	-0.0596720002	-0.0158100915	0.0931448378	0.0413489574	-0.1300216787	0.0678205278	0.1093916524	-0.005073345	0.0896408567	0.0959774802	0.0573430219	0.1207797771	-0.0071273423	-0.0149088231	-0.0583739781	-0.0536456701	-0.070728623	-0.0735324724	-0.0485176116	-0.0277526625	0.0103247146	-0.0766914646	-0.0300793889	-0.0074003818	0.0634984093	-0.0255237615	-0.0786588983	-0.0759820535	-0.1466798842	0.0430677605	0.1958073646	-0.0130259643	-0.1090987752	-0.0260574305	0.1328386213	0.0457045858	0.1067574665	-0.0776434575	0.0175813444	-0.0253090898	-0.0763174639	-0.188140795	0.1532068276	0.045919021	0.0717577238	-0.1116634316	0.0547977496	-0.0444132291	-0.0747434403	0.0312514582	-0.1086791759	0.0342866458	-0.0067801505	-0.0792806602	0.1636886213	-0.0076035447	-0.036372712	0.0639601235	-0.1144447095	0.0947775008	-0.1016762702	0.0003644666	-0.1316201233	-0.0232257539	-0.0241403783	0.0019667805	-0.0997731973	-0.0272995304	0.0764786614	0.0247815438	-0.1753853391	0.1257085874	-0.0288850232	-0.0318930302	-0.009418352	-0.1487188584	-0.0234176916	-0.0588436451	0.1314757711	-0.0270161178	0.0136559914	0.0788898993	-0.0404542093	-0.0458424745	0.1341285891	-0.0029622258	-0.1004280444	0.1706005099	-0.0127590191	0.1806734787	-0.0479418284	-0.0719692383	0.0767600525	0.0279622397	0.0190403428	0.2268546193	0.0580608342	0.0140581419	0.0294084979	-0.1024924324	0.0661233768	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.1051661183214633	-0.0087500367682622	0.011059912442804	7.656314344594198e-05	-0.0753897600876882	0.028617506607432	0.0008189616844264	0.0056836159260791	-0.0976615167605885	0.0133558054334912	0.0095377718559787	0.0001783775387772	-0.0003821752795738	-0.0003799429379133	1.443566360701931e-07	1.4605794431731218e-07	0.0009051367821313	0.0003401359507618	1.1569246500063365e-07	8.192725943670045e-07	-0.0007168266983283	0.0002311732391567	5.3441066502200855e-08	5.138405154362516e-07
962.1519182085508	-0.0609430326436495	925736.313712394	0.0037140532278049	1187.4245339101449	-3.4276310033192203	1409977.0237317248	11.748654294915124	912.108425863979	-0.689548218447726	0.4754767455644328	831941.7805320658	948.9041633096424	785.3439965820312	1.199668	18.202709	0.0790427849449357	0.0352121676398424	-0.1148960353	0.134585058	0.0448246154	-0.0130478913	-0.1387869652	0.1039027227	0.0203402463	0.014527842	-0.0091404401	0.0286244371	0.0797054542	0.0624452657	0.0660180349	-0.20951527	-0.100772931	-0.0512798592	0.0759828036	-0.0872318708	-0.113899521	0.0299569184	0.0877191244	-0.0059819301	0.0385596286	-0.0657110512	0.0410217765	-0.0164868866	-0.0133174239	-0.0597362558	-0.0761017695	0.1604588771	0.0628780735	-0.0141517688	-0.1137683396	0.0143961929	0.1548268178	-0.1290261759	-0.1666995795	0.2514488329	0.097036937	0.043365408	0.0949804993	-0.1681276253	-0.0819674007	0.0545997227	0.249569137	0.1507939226	-0.1193944174	-0.0519350436	0.0389536605	0.0823911714	-0.1480623221	0.0122419807	0.0638076796	-0.0239198669	0.0390776758	-0.0169666859	-0.0315344186	0.1336787893	-0.0340787078	-0.2383922579	0.0862280105	0.0408385069	0.0020269616	-0.0507454307	-0.0771185228	0.0190530886	-0.068310752	-0.1498362989	-0.0225924237	-0.1333923661	0.0826463324	-0.094677794	0.1498312008	-0.098541196	0.2233704285	-0.1355227198	0.0028679304	-0.1288357606	0.0127976956	-0.0525509605	-0.0219799957	-0.1298238431	-0.1073833607	-0.0790691535	-0.1257858057	-0.0632992207	0.0350570557	-0.030071182	-0.015907677	-0.0276697176	-0.0859417961	0.0610542262	0.0105858439	-0.0140527199	0.04319894	0.0751231174	-0.0860963972	0.1347382523	0.0438109196	0.0341727751	-0.1327677773	0.0261824713	-0.127443358	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.089630099536123	-0.0155360187853403	0.0080335547428553	0.0002413678796984	-0.0871077878515507	-0.0117180277638624	0.0001373121746746	0.0075877667043907	-0.0784424028406007	0.0192191139199878	0.006153210563407	0.0003693743398694	-2.3070814515897744e-05	0.0003591044650579	1.2895601682452213e-07	5.32262482426958e-10	0.0008760127701503	-2.912401198100001e-05	8.482080738694323e-10	7.673983734664024e-07	-0.0009799907108043	-0.000263164012476	6.92552974624683e-08	9.60381793262717e-07
960.8186377747496	-1.3332804338011783	923172.4546953256	1.7776367151570582	1187.853061742176	0.4285278320310226	1410994.8962902615	0.1836361028252083	912.0549637880554	-0.0534620759236759	0.0028581935620688	831844.256970431	947.917318451118	781.8894522305193	1.107009	16.796778	0.1174152364774255	0.0609693824374885	-0.139874913	0.0175877279	0.0466122552	0.1636920995	-0.1922120702	-0.0233445571	0.0976449295	0.0211501358	-0.0765445535	-0.1422542774	0.0898402179	0.1072013425	0.013273449	0.0436554598	0.0367562982	0.0137320733	0.152568241	-0.0317735751	0.0370450486	-0.0749020496	0.0292124301	-0.0586058037	-0.1521066332	0.0805164523	0.1925879503	0.1374387942	0.0990655001	-0.0875668325	-0.0190386208	0.1873869156	-0.1122154022	-0.1108823332	-0.0164510821	0.0308259346	0.1550922146	0.1432990239	0.2467991999	0.0527600568	-0.1688045229	0.0042088092	0.0916199866	0.0011762506	-0.0727076475	-0.0021343673	-0.0629963473	0.0015607569	-0.0366394393	-0.0544635096	0.137771899	0.1608275516	-0.0262096909	-0.0795523359	0.0526188041	0.0192146509	-0.1220561041	-0.0972408276	0.0644054146	0.1734031535	0.1556429366	-0.060685514	-0.1200650122	-0.1007350516	-0.048062611	-0.0766031107	0.0463052224	-0.0192853444	-0.1528910297	-0.0566153083	0.0886946088	-0.0111527054	-0.1535956243	-0.0039421551	0.1021296214	0.0067126801	-0.1268685739	0.1023116098	-0.2238196787	-0.0811517471	-0.1140759073	-0.0232332216	-0.1046670208	-0.1250865053	-0.0577852901	0.0366916276	0.0830606638	-0.0970499313	-0.0408500291	-0.1234626121	0.0617141171	-0.0502225638	-0.1409790653	0.0051299844	0.0371093031	0.0547493847	-0.0621016538	0.0787613582	0.0471198781	0.1267677285	-0.0273885889	-0.0843846984	0.0692218388	0.0924915301	0.0080159139	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.0725487537202269	-0.0170813458158961	0.0052633216663581	0.0002917723748822	-0.0440696704397538	0.0430381174117968	0.0018522795503516	0.0019421358526685	-0.0529507601046432	0.0254916427359574	0.0028037829956594	0.0006498238493776	-0.0006500749063732	-0.0006270040918573	3.931341312058002e-07	4.225973838961248e-07	0.0008763170597445	3.042895941999819e-07	9.259215713838965e-14	7.679315891992456e-07	-0.0009712164819803	8.774228824000026e-06	7.698709145591288e-11	9.432614548701904e-07
961.1098478923756	0.2912101176259511	923732.1397157052	0.0848033326077203	1187.5009123521045	-0.3521493900714176	1410158.4168370806	0.1240091929276714	912.1223548060184	0.0673910179630183	0.0045415493020918	831967.1901368761	948.4567828972426	783.4877595151704	0.992526	15.059719	0.1017611129724239	0.0482000077911582	-0.0985792173	-0.0597697212	-0.0315473981	0.0590604165	-0.0674996615	-0.1029431238	0.0208034185	-0.0767708822	0.0768894406	-0.0907809406	-0.1894270376	0.0548932626	-0.1957410203	0.0227072537	0.0822492742	0.0636498978	0.1200771529	0.0203246146	0.1584606981	0.0053668203	0.1202827191	0.0086629756	-0.1348536839	-0.0010393989	0.0549948419	-0.078448912	-0.0289820207	-0.0105869079	0.0610012919	0.003557782	0.0033781119	-0.0968884347	0.0434949719	0.0585367809	-0.1118701477	0.0354501326	0.0364737127	-0.1203153062	0.1186825523	0.0760942783	0.012935745	0.2066632012	-0.086680325	0.16536788	0.0254132719	0.0666337338	-0.0914776774	0.0976794521	-0.1143051176	0.121766392	0.0815621276	-0.0463243454	-0.0991980591	-0.0526781281	-0.015206611	0.1219430091	-0.1545579437	0.0450129205	0.0171093659	0.0815458098	-0.1848620983	0.0806950548	0.0897798487	0.0588334344	0.0785134369	-0.0756192382	-0.0610525111	-0.0261802489	-0.0556130918	-0.1401721487	-0.0239021793	0.0889067489	0.0056351808	-0.0073450351	-0.0444710249	-0.063577575	0.052144524	0.0573112672	-0.1038437371	-0.0236728608	-0.0694625214	-0.0418494382	0.1236723245	-0.0277540245	-0.0329016005	-0.015284897	0.0033128555	0.0760335195	0.1919179153	-0.0536618034	-0.0166723564	0.0725040371	0.1267515956	-0.0653733663	-0.0983091507	0.0581043719	-0.0220639176	-0.0071230629	-0.0877781288	-0.0116485664	-0.0394650247	0.0727330784	-0.0004921914	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0444097044355373	-0.0281390492846895	0.0019722218480517	0.0007918060946461	-0.07675024354252	-0.0326805731027661	0.0010680198583252	0.0058905998838361	-0.0653627091982613	-0.012411949093618	0.0042722837537364	0.0001540564803025	-0.0002801264640379	0.0003699484423352	1.3686184998631476e-07	7.84708358543769e-08	0.0009191152747296	4.279821498510007e-05	1.8316872059108441e-09	8.447728882412682e-07	-0.0008133723094737	0.0001578441725066	2.4914782794293303e-08	6.615745138185803e-07
