global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1015.6298175958104	n/a	n/a	1031503.9263896992	1192.3444603501212	n/a	1421685.3121276216	n/a	948.7601448441676	n/a	900145.8124447259	n/a	970.1059274337998	884.9566912104801	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-1.0583851377532485e-06	n/a	n/a	1.120179099816963e-12	0.0032603487753704	n/a	1.0629874137059269e-05	n/a	4.06585895333933e-05	n/a	n/a	1.653120902844959e-09	0.0003409998123136	n/a	n/a	1.1628087199791043e-07	-1.955570572143017e-08	n/a	3.8242562626317677e-16	n/a	-0.0001149998714764	n/a	n/a	1.3224970439588518e-08
1016.5411567086986	0.9113391128881858	0.8305389786798255	1033355.9232826588	1178.536430443345	-13.808029906776255	1388948.1178821411	190.66168990642748	951.2217420729916	2.461597228823962	904822.8025923768	6.0594609169538085	970.0572101842218	882.4544244979761	1.374391	23.77042	0.1788127919054668	0.085225759149097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.1879281544224796e-05	1.2937666681978044e-05	1.6738321917396474e-10	1.4111733000695984e-10	-0.0500850480605237	-0.0533453968358941	0.0025085120392249	0.002845731363579	-0.0482162637263385	-0.0482569223158718	0.0023287305514	0.0023248080877278	-0.0002689285587557	-0.0006099283710693	3.720126178352497e-07	7.232256971441799e-08	-0.000251076169436	-0.0002510566137302	6.303924285865497e-08	6.30294232977143e-08	0.0005679658454644	0.0006829657169408	4.66442170516461e-07	3.225852016140907e-07
1013.275296601556	-3.2658601071426574	10.66584223942585	1026726.8267029712	1175.5210547640754	-3.015375679269482	1381849.7501936443	9.09249048712989	949.6558412535	-1.5659008194916169	901846.2168268928	2.4520453764845174	968.7020479288532	894.8579607170309	1.484115	25.668139	0.1441698758404829	0.0797243357952214	0.171734055	-0.1667411207	0.1948550027	-0.2020933994	0.1931537567	-0.1733817922	0.1761453526	-0.0882230721	0.2699785756	-0.1264083628	0.0541270665	-0.1802224774	0.1685880894	-0.1165216782	-0.1549487202	0.0422513217	-0.0598913743	0.0941929049	-0.1101130606	0.0978988159	-0.0372581657	0.0126460649	-0.0981645989	0.1112282461	-0.0564741769	0.0529853709	-0.0835123823	0.0572488623	-0.1232982521	0.1133763887	-0.013277816	0.0647916728	-0.040817411	-0.0121845736	0.206223109	-0.0237757633	-0.0374811727	-0.3300484096	0.0345889484	-0.0762680067	-0.01490144	-0.0351461891	0.0364828653	0.0583842446	-0.143583783	0.2039292054	0.1425630906	-0.1780222327	-0.0066291595	-0.002817095	-0.0122975156	0.1817210936	-0.0383834807	0.0563601707	-0.2856282777	0.0655920264	-0.0271939481	0.0980900561	-0.1464134893	0.0316751613	-0.0579350587	0.1185553535	-0.1046281276	0.0068525895	-0.0227863933	0.0727607106	-0.0641265756	0.1236138203	-0.0074225763	0.2626713006	-0.0596152222	0.1630530293	-0.0980551751	0.1095098623	0.1327388813	-0.1325882667	0.0551312582	0.02705833	-0.0067503089	-0.1579523339	0.0670269713	-0.2322777279	-0.016098179	-0.0618550882	-0.0142769341	0.1688879285	-0.0671926994	0.1889667484	0.0548999554	-0.0048804013	0.0266028745	-0.1470233351	0.0212715218	-0.0125873237	0.1866180879	-0.0944986551	0.0475591243	-0.1859373167	0.0917660366	-0.0945919675	0.1014347272	-0.1753700379	0.0166662772	-0.2752927709	0.1100618172	-0.2083057174	0.0830001773	-0.0477316203	0.1301773761	0.1301427735	0.1300851093	0.1300043937	0.0	0.0	0.0063704927426613	0.006358613461117	4.043196514789927e-05	4.058317778430029e-05	0.0057983285631024	0.055883376623626	3.3620614125689145e-05	0.003122951782858	-0.0117027404891487	0.0365135232371898	0.0013332373791927	0.0001369541349563	0.0005080507358716	0.0007769792946273	6.036968242795367e-07	2.581155502196743e-07	-0.0001648442866382	8.623188279779998e-05	2.7173638837257045e-08	7.435937610853513e-09	0.0006130419184103	4.507607294589999e-05	2.031852352224096e-09	3.758203937281809e-07
1009.9082746691496	-3.3670219324063737	11.336836693305552	1019914.7232452184	1179.4653119864938	3.944257222418401	1391138.4221793972	15.557165036599717	948.2269399187206	-1.4289013347793116	899134.329587621	2.041759024534098	968.8339709718024	886.9358731533148	1.458316	25.221939	0.0644671316291081	0.034242060039224	0.0779429083	0.0280981125	-0.0446074396	-0.0927369465	0.1215999758	-0.0331580217	0.073298843	-0.0695087114	-0.0345640669	-0.1861230825	0.1330028684	-0.0256626538	0.0479682332	-0.1346775014	0.0032207824	0.0727426655	-0.0803863676	0.101881358	-0.0224104311	-0.0527806272	-0.0266144911	0.1485653114	0.0530113237	-0.1137519855	0.0439330031	-0.015420584	0.1688008735	0.040285475	-0.0934726102	-0.0225502841	0.10992668	-0.0002868261	-0.1002111175	0.065698723	-0.0369049307	-0.1059128689	-0.176739521	-0.077412573	-0.0406304509	-0.2194130314	-0.0558194503	-0.0405398726	0.1318812336	-0.0468467663	0.0868702216	-0.0906299121	0.0926957993	-0.0626425449	-0.2039533769	0.0072954781	0.0333766595	0.0707984605	-0.1472692445	0.0917932903	-0.0337666074	0.0292928627	0.1687338102	-0.0532313038	-0.0051448971	0.0262444977	-0.0212358369	-0.0617035305	-0.2568721191	-0.0617974454	-0.0201217806	-0.0531718759	-0.0187042952	-0.029332071	0.022509049	-0.0658478539	-0.2327751105	0.041797297	0.0200089287	0.1974014114	0.1427223846	-0.0216187045	0.0314975771	0.1281671634	-0.0288854059	0.1125213806	-0.0672399455	-0.1070001873	-0.0869316726	0.0192226773	0.0135935444	0.1625579693	-0.0121661531	-0.0003528828	0.0166448071	-0.0993243447	-0.0648702923	0.0057566035	-0.0106949764	0.0249842406	0.2583316024	-0.0178039925	0.0392191424	-0.1214189723	0.0037622118	0.0339838249	0.0016463517	-0.0461426231	0.1529114964	-0.0805012351	0.0354929202	0.0096478373	0.185658282	-0.1133322915	0.1300851093	0.1297738696	0.1292556884	0.1285313919	0.0	0.0	0.0001084107064031	-0.0062620820362582	3.921367142882764e-05	1.1752881262819146e-08	0.0303722880545223	0.0245739594914199	0.0009224758816668	0.0006038794850859	-0.0040928120222787	0.00760992846687	5.791101127087839e-05	1.6751110249709064e-05	0.0004972047895462	-1.0845946325399982e-05	1.1763455169345736e-10	2.472126027476811e-07	-0.000570821941116	-0.0004059776544778	3.258376884594382e-07	1.64817855935296e-07	0.0007166415502983	0.000103599631888	1.0732883727329116e-08	5.135751116139509e-07
1009.0603244685936	-0.8479502005559425	0.7190195426228632	1018202.7384166636	1177.5550403102295	-1.9102716762643013	1386635.872960026	3.649137877137624	947.3387212612636	-0.8882186574570596	897450.652800926	0.7889323834548214	967.1524364375588	863.2438199083102	1.180252	20.412754	0.0405904959177656	0.0206463073383862	0.0305046569	0.0075069234	-0.0762010216	0.0455734069	0.0157496219	-0.0685861656	-0.1015678982	0.0694213408	-0.0113866918	-0.0659835336	0.111608032	0.1364351865	-0.0449644569	-0.0500548704	0.2053137402	-0.1185300784	-0.1306297038	0.1282666039	0.0174306822	-0.0546070722	0.0535224057	0.0296161421	-0.0118128216	0.0116519512	-0.100367853	0.0408689242	0.1985400333	0.0377921436	-0.0921150678	-0.1686634275	-0.011411935	-0.099254755	-0.009045536	0.0502370743	0.0104674378	-0.058024897	-0.0909273371	-0.0618469627	0.0263850488	0.0622124151	-0.0235631878	0.2241045511	-0.1169053429	0.0003493078	-0.095996795	0.0315917847	-0.0973449105	0.1150375496	-0.029864258	-0.0079367267	0.0718954819	0.005529177	0.0587918486	0.2183831448	0.0960855258	-0.0769909988	0.0659257754	0.0104836425	0.0074012148	0.0951148743	0.037846883	0.0135339166	-0.0809704258	0.115835921	-0.1235302293	0.0615369697	-0.0788742889	-0.1188867945	0.0009248173	-0.1061754145	-0.0396672679	0.1668586306	0.0055292343	0.1645138589	0.0351498708	-0.075598637	0.0357894091	0.0733272696	0.074466985	0.0114123598	0.0639545297	0.2375876936	0.1282514705	0.1127036759	-0.0704989561	0.0321163824	-0.0661876525	-0.0557191591	-0.0303208935	-0.1328588389	0.0204455681	-0.1534911571	0.035279718	0.1104816197	-0.0108872792	0.1310063849	0.0977502609	-0.0328305677	0.124202037	0.0526879119	0.0096604605	-0.0706547181	0.1325915065	0.002339332	-0.0399807293	0.1885671882	0.1750612148	-0.0680981723	0.129900641	0.1290371077	0.1276021352	0.1256020782	0.0	0.0	-7.120166242202686e-05	-0.0001796123688251	3.22606030349734e-08	5.069676731660271e-09	0.0189225274183542	-0.0114497606361681	0.0003580620438983	0.0001310970186255	-0.0100535018227461	-0.0059606898004674	3.552982289739609e-05	0.0001010728988999	0.0007166201021874	0.0002194153126411	4.8143079421435524e-08	5.135443708590796e-07	-0.0003407475028791	0.0002300744382369	1.1610886071834227e-07	5.2934247130025135e-08	0.0007061226389303	-1.0518911367999998e-05	1.106474963678396e-10	4.986091812098909e-07
1010.789478073862	1.7291536052683796	2.989972190612635	1021695.3689848304	1181.4219315307166	3.866891220487105	1395757.7803017693	14.952847711080253	946.8425167837678	-0.4962044774957803	896510.7515894196	0.2462188834868603	967.3855169248342	879.0093411138052	1.11843	19.343517	0.0971469576689201	0.0499006987526195	0.1078925117	0.0116303473	-0.1159460865	-0.1344868991	0.0207026854	-0.0687349088	-0.0234698251	0.0394439977	0.0461065404	-0.1033833884	-0.0143188163	0.1040510745	-0.0648461644	-0.1251363011	0.0800216063	-0.0494989538	-0.1106127311	0.1827165857	-0.1052114976	0.1499347356	-0.0487417544	-0.095188307	-0.093135736	0.0902610542	0.0453615147	0.0978971022	-0.2372327258	-0.062103703	0.2171233801	0.0636088817	-0.0323455892	0.0580935205	0.0168089365	0.0147878205	-0.068341815	0.1054640028	-0.0707970799	-0.0031200891	0.0074998138	0.1318316438	-0.1413023576	0.0883317122	-0.1131340864	-0.1023924836	-0.1037463954	-0.1458370022	0.1384040346	-0.0451503767	-0.0426394472	0.0835074835	0.100421467	0.0632161646	0.0646759848	0.1830642901	-0.0040760938	0.0681152377	-0.0464938794	0.2009339756	-0.0184329296	0.1060781527	-0.1673844126	0.0982956091	0.1334622907	0.0635970877	0.0361009002	-0.0492339899	0.0928277073	0.124657685	-0.0640680707	0.0970267726	0.0222238382	-0.020722136	-0.0093347938	-0.0922636439	-0.0987520337	0.0360738794	0.0800703524	-0.0069834457	-0.0422771117	0.0748963488	-0.0652475865	0.1297441208	-0.1507680148	-0.097288985	-0.1117414252	0.0526385173	-0.0292525819	0.1057894843	0.0478911136	-0.1012901504	-0.067185755	-0.1589636262	0.071345868	0.0350046625	0.0248808215	-0.0904761346	0.0895679645	-0.0207507351	-0.0214639988	-0.2416770122	0.0564086112	0.0453409691	-0.048784491	-0.1094166772	0.0150982894	-0.0192933777	0.061645995	0.0227314357	0.1296241021	0.127934576	0.1251349925	0.1212496427	0.0	0.0	0.0164415264507482	0.0165127281131702	0.0002726701897394	0.0002703237920306	-0.0205748696876781	-0.0394973971060323	0.0004233252626649	0.0015600443781516	-0.0083064822128235	0.0017470196099225	3.052077517454111e-06	6.89976467519532e-05	0.0005277885962505	-0.0001888315059369	3.56573376343975e-08	2.785608023320733e-07	-0.0005066996597093	-0.0001659521568302	2.567445451495204e-07	2.7540118356595297e-08	0.0011391352329591	0.0004330125940288	1.8749990658755037e-07	1.297629078968783e-06
1010.1676315509123	-0.6218465229496815	0.3866930981046087	1020438.6438331798	1183.7539565871125	2.332025056395878	1401273.429735643	5.438340863658198	947.047455284096	0.2049385003282395	896898.8825600819	0.0419997889167878	968.1412997605214	876.6019098587213	1.000398	17.302134	0.1706537835029736	0.0841592530717302	0.081835891	-0.0006987287	-0.0990743449	-0.0323016769	0.0999474991	-0.0429977219	0.0893990345	-0.0767556326	-0.0193346605	-0.0827470637	-0.0440352827	0.0596030124	-0.0273491019	-0.0765881401	0.0282187392	0.1149540628	-0.0005665742	0.1035719811	-0.009757954	-0.0048290273	0.0229249983	0.0829048796	0.0135454866	-0.1048955144	-0.1081143798	-0.0277069139	-0.0963717605	-0.0151198738	0.083665395	-0.182965639	0.1054032606	-0.0371883804	0.0176165419	-0.017472182	-0.1060059676	0.0779310038	-0.1475471142	-0.034001965	0.0931162713	0.2005005608	-0.0046756839	-0.1811995773	0.0292808494	-0.1478187286	0.0295317203	-0.0465654522	-0.2371544561	0.0317132433	0.0320970462	-0.1878693568	0.0543067972	0.0285430428	-0.0894490724	0.1014235866	-0.0029299386	0.1072509633	0.020039087	0.0484251272	0.0538280551	0.0743905817	-0.0655782753	-0.0270015165	-0.0084914792	0.08953544	-0.0347568484	-0.0880884365	-0.02620786	0.0034457023	-0.1734097805	0.0061293872	-0.0294987863	-0.1202983697	0.1246544205	0.0836934247	-0.1203734772	0.256295634	0.1945779566	-0.1131936297	-0.0935719027	0.0518093234	0.0158014176	-0.0904001143	0.1834132944	0.0222889421	0.0106262303	0.1278598595	0.0086217266	0.0730950321	0.0101681744	-0.0877173853	-0.0813849065	0.0652982992	-0.0426947898	0.0216584622	0.1567642493	-0.0289036798	0.0395212042	0.0014207272	-0.0396825657	-0.0351832373	-0.0095178785	0.1691171441	-0.1062851512	0.0859562146	-0.0264003839	-0.0241887619	-0.1233423067	-0.0616471789	0.1292556884	0.1264693999	0.1218699908	0.1155234003	0.0	0.0	0.0297811956772164	0.0133396692264682	0.0001779467750715	0.0008869196159646	0.0395793261391901	0.0601541958268682	0.0015665230576323	0.0036185272755772	0.0347763585215687	0.0430828407343922	0.001856131165745	0.0012093951120206	0.0012091542115016	0.000681365615251	4.6425910164650994e-07	1.4620539071920558e-06	-0.0003399528889367	0.0001667467707726	1.1556796669640828e-07	2.7804485563090008e-08	0.0009057060646779	-0.0002334291682812	5.448917660445279e-08	8.203034755943284e-07
1008.3999604825812	-1.7676710683311967	3.1246610058151543	1016870.4803012712	1178.6531116443366	-5.100844942775893	1389223.157588877	26.018619130242406	946.2155539363534	-0.831901347742587	895323.8745110802	0.6920598523759326	967.245690657266	866.5060612264753	0.9439320000000002	16.325537	0.0687679008119316	0.0382750727594207	0.0500927277	0.0148406139	-0.1040772404	0.0150641656	0.0217619835	-0.0008187657	0.0269608932	-0.0164161224	-0.1143610822	-0.033952865	0.1543002647	0.1112181406	-0.0973581654	-0.0480618086	0.1174452531	0.0705437563	-0.0963144555	0.150383073	0.1079437722	0.0561034654	-0.1124362137	-0.0032987322	0.0713690525	-0.2322140253	-0.0018701425	0.0026885151	0.1122736309	0.0790586655	0.0834538321	0.1760753414	0.0206817692	0.1561733785	-0.0525437148	0.017399433	-0.0247361886	-0.0704384851	0.0776416963	0.0960231197	-0.0523965232	-0.0225366317	0.1480300578	-0.0474211566	0.03741064	0.0319664047	0.0331681006	-0.0604893883	-0.070575896	-0.0590931203	-0.1006574873	0.0417379106	0.0651578909	-0.026773105	-0.109945739	0.1153023382	0.116230931	-0.0364945188	0.1467630112	0.0792508975	0.1282668686	-0.0287661739	0.0205084253	0.0119071688	-0.1607680355	0.0233757015	0.0943092084	-0.1644824185	0.0641262745	-0.0351122274	0.0020661143	-0.0201093104	-0.0293946225	-0.0431276822	0.1039673397	-0.2027511962	0.007794329	0.0446066568	-0.0940825138	-0.0779403105	0.169364889	-0.0192290997	-0.050891732	-0.0329397284	-0.038892653	0.0065161144	-0.0130755138	0.0925129808	-0.0456398271	-0.0587950248	-0.0536639435	-0.1596461545	-0.0950516809	0.0219829122	-0.1019675363	0.0319117435	0.1038624074	0.0560521729	0.0354496533	0.1284951361	0.0134965845	0.0805451283	0.0312961701	0.0458945886	-0.0555375142	0.1630210454	-0.0581179052	0.0532730827	0.0136569893	-0.0529639162	0.1287956613	0.1246457325	0.1178279478	0.1084882316	0.0	0.0	0.0314335941352936	0.0016523984580771	2.7304206642558985e-06	0.0009880708402623	0.0334458247490516	-0.0061335013901385	0.0011186231931442	3.761983930283096e-05	0.0629866970306096	0.0282103385090409	0.0007958231987946	0.0039673240028258	0.0008432036775297	-0.0003659505339718	1.3391979331431864e-07	7.109924417996104e-07	-0.000339995715858	-4.282692129999999e-08	1.1559708680179386e-07	1.834145188036392e-15	0.0011951459528782	0.0002894398882003	8.37754488814022e-08	1.4283738486811409e-06
1009.3522780758176	0.9523175932364438	0.9069087983876528	1018792.0212568428	1177.4809945307095	-1.1721171136271096	1386461.492481029	1.3738585280575466	948.3738926800304	2.15833874367695	899413.0403170738	4.658426132456994	968.4282295418744	873.1102989726719	0.969779	16.772562	0.0539562523248616	0.0331366900743335	0.0955036883	0.0018398936	-0.1475532851	-0.0594353632	-0.0501797811	-0.0813656288	-0.0640333904	0.0904151428	-0.0022392813	0.0300126643	0.074933394	0.1289206587	0.027063492	-0.0965025541	0.0333024083	-0.1137678094	-0.1156248386	0.1132612178	0.0050604499	0.0710249162	-0.0892144414	-0.0582558598	0.1178226034	0.0324247007	-0.1175096582	0.059907637	-0.1581757072	0.0831275247	-0.0854936693	-0.058238336	0.0187086829	0.0465764326	0.0173571368	0.0375235971	-0.0703544224	0.0615530045	0.2017573661	0.199463228	0.013436467	-0.0375105232	-0.1117157295	0.0628908594	0.0282671355	0.0627246506	0.0660577049	0.0020521055	-0.1358418626	-0.0689354834	0.2415140054	-0.04558231	0.03874746	0.0824885731	0.0719596955	0.1527161914	-0.0060166814	-0.0648216679	0.0951453438	0.0895112299	0.030855799	-0.0031334025	-0.0745465215	0.1158379406	0.0773096298	0.0913992631	0.1599958794	0.0698729374	-0.1230445306	-0.0180612704	0.0229685629	-0.0573237472	0.0944393375	-0.2073931866	-0.0142921736	-0.0416025108	-0.1544381293	-0.0017167857	-0.0912401852	-0.0500324844	0.0885453727	0.0739677425	-0.0225474763	-0.0817652589	-0.038674974	0.0156873787	-0.0989548056	0.028196101	-0.0656832393	-0.0380429653	-0.037126013	-0.1473304684	-0.0379199864	-0.114351042	-0.0352493702	0.014380469	-0.0481380671	0.0354694538	0.0044121063	0.1738013042	0.0051303006	-0.117461411	0.022605244	-0.0074424879	-0.0813191864	0.1663701826	-0.0069882579	0.0439089399	-0.071483727	0.0380480411	0.1282443466	0.1224687433	0.1130346355	0.1002238479	0.0	0.0	0.0383531157526277	0.0069195216173341	4.7879779412754e-05	0.0014709614879344	0.0315804677311319	-0.0018653570179196	0.000997325942117	3.47955680430227e-06	0.0348694708338968	-0.0281172261967128	0.0007905784089971	0.0012158799962359	0.001128194015017	0.0002849903374872	8.121949246112507e-08	1.272821735520179e-06	-0.0003398571801076	1.385357503999943e-07	1.1550290287068966e-07	1.9192154138889516e-14	0.001139191876258	-5.595407662019997e-05	3.130858690419209e-09	1.297758130932223e-06
1008.7982321468364	-0.5540459289811679	0.3069668914206053	1017673.8731825824	1185.5027987209194	8.021804190209878	1405416.8857751326	64.34934246606875	947.929633351554	-0.4442593284763916	898570.5897860116	0.1973663509382944	969.522915419382	873.2547221084205	1.004487	17.372854	0.0946707542517644	0.0495701368645094	0.0532772187	0.0193315514	-0.1399958632	-0.0084178771	-0.0606196034	-0.0475007136	-0.0310932476	0.0728455199	-0.0299846177	-0.1760145704	-0.0581904536	-0.0188415364	0.0109802662	-0.0812021184	-0.0336074531	-0.1086255477	0.0477955198	0.1721987095	-0.0389339895	0.1084035623	0.0538851628	-0.1020414194	-0.022308556	-0.0915445263	-0.1035141685	-0.193629885	0.0083677414	-0.0491521628	-0.044840468	0.1419065465	-0.1815548662	-0.0921050241	0.0710683341	0.1682783151	0.0257218905	-0.1232497654	0.0322687627	-0.025587168	-0.0489892236	0.1002809201	0.031716729	-0.1330439143	-0.0368274204	0.1018228653	0.0889937549	0.024622348	0.0050331912	0.0723004615	0.110335006	-0.1077050786	0.0314629816	0.0923925656	0.1167020184	0.0362199903	-0.0154763418	0.1318664455	0.0810091365	0.0709102684	0.1263000648	0.1015269628	0.0084398571	0.0164423134	0.0357707607	0.0275243612	0.0787085659	-0.0814336866	-0.0728317605	-0.004913094	0.1571592743	0.0305275587	0.0121264939	0.040220818	-0.1574062476	-0.1315933149	0.0053002614	0.1642009761	-0.0684936258	0.0516381572	-0.1955595014	-0.1431200255	0.020989755	0.1048886687	-0.0061104776	0.0663978106	-0.1147844572	-0.036485447	-0.0002655711	0.0818735293	0.0039954514	-0.060601577	-0.0577401447	-0.0727112376	0.054740607	0.0805060702	-0.1132919003	-0.0270021847	0.1009390638	0.0340214214	0.0505203261	-0.0061470483	0.087813667	0.1764742287	-0.0745488764	-0.074439889	-0.0317793399	0.0018786052	-0.1293735484	0.053293933	0.1276021352	0.1199446031	0.1075206159	0.090823888	0.0	0.0	0.0306131417107593	-0.0077399740418684	5.990719816879673e-05	0.000937164445403	-0.0110229626429685	-0.0426034303741004	0.0001215057054282	0.0018150522796408	0.0119173356265562	-0.0229521352073405	0.000526800510576	0.0001420228884359	0.0013002901015254	0.0001720960865084	2.961706299150673e-08	1.690754348124935e-06	-0.0004476632949603	-0.0001078061148527	2.0040242565471258e-07	1.1622158399633545e-08	0.001286793967466	0.0001476020912079	2.1786377328974708e-08	1.655838714706889e-06
