global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
910.6572844907564	n/a	n/a	829296.6897960785	1140.673097342032	n/a	n/a	1301135.1149998647	867.9583207460207	n/a	n/a	753351.6465522522	925.2735370074664	804.1960384346054	n/a	n/a	n/a	n/a	0.0573007928	-0.0427180624	0.1144272863	-0.0321572122	0.1033342778	-0.1295038617	0.0109146301	-0.0710303872	0.0865024386	-0.0131795666	0.0137137647	-0.0641770689	-0.00888453	0.0209347374	-0.047198685	0.0438844468	-0.0451473019	0.0356342477	-0.0171778516	0.1040488153	-0.0474950272	0.0136768262	-0.0548257472	-0.0122985569	0.0037598388	-0.004444929	0.0445912123	-0.0158965871	0.0650710516	-0.071077211	0.0126426168	-0.0386889243	-0.0008871644	0.0010538049	-0.0150168007	0.0194397389	-0.0261803782	0.0499178099	-0.1437425201	0.0069678089	-0.1332482541	0.0196761491	-0.0587972357	0.06413059	-0.05707254	0.0083347453	-0.031605395	0.0249780268	-0.0869913622	0.0131064634	0.0018341196	0.078059323	-0.1102454686	-0.102675879	0.020743494	-0.0011729824	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.019899440841641	n/a	0.0003959877458099	n/a	0.0613073187512895	n/a	n/a	0.0037585873324722	0.0872184470414083	n/a	0.0076070575043149	n/a	-0.0010169007580827	n/a	n/a	1.03408715178917e-06	-0.0007662902278995	n/a	5.872007133742677e-07	n/a	0.0015581090648773	n/a	2.427703858052814e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.5729862425512	-2.0842982482051866	4.34429918747121	825504.8713297072	1137.1022355256257	-3.57086181640625	12.751054111868145	1293001.4940373756	868.5382402936989	0.5799195476781733	0.3363066817792571	754358.6748524751	924.2247472081456	790.7198092386394	1.047749	22.930763	0.0926602595458358	0.0561814173183281	0.0139872946	0.0378675455	0.0819672927	0.0223904463	0.0669241507	0.115800577	0.0610537984	-0.0254335473	-0.0165123209	-0.0096983935	0.0856336249	-0.0202444346	-0.0155545733	0.0240894745	-0.0043764909	0.0366929793	-0.002562244	-0.0347130198	-0.0792093224	0.0437631788	-0.119703535	-0.1160239007	0.0658638102	-0.0140286307	-0.022029021	-0.0096025452	0.0313785913	-0.0014393524	0.0111547276	-0.0109902109	-0.0341622687	-0.0629166957	0.0061305037	0.0289228785	0.0186204269	0.0173774783	-0.0422879244	-0.0054933294	-0.1117032916	0.0256875473	-0.0298645875	0.0393706398	-0.0371192458	-0.0461843173	-0.0471433242	0.0142543158	0.0749618057	-0.001727041	0.08080458	0.0688401259	-0.0207418344	0.1100739918	-0.0753821295	-0.1107882174	0.1126188432	-0.1010400044	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0262535380474986	0.0063540972058575	0.0006892482600114	4.037455130148733e-05	0.0283360231773741	-0.0329712955739154	0.0010871063318224	0.0008029302095086	0.0422353615957504	-0.0449830854456579	0.0017838257691237	0.0020234779762113	-0.0010953648039121	-7.846404582940005e-05	6.156606487918191e-09	1.199824053649393e-06	-0.0007818961841228	-1.56059562233e-05	6.113616427457956e-07	2.4354586964355604e-10	0.0016310746892327	7.296562435539999e-05	2.6604046418555488e-06	5.3239823375733405e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
906.4887796861424	-2.0842065564088443	4.343916969777613	821721.9076968716	1129.8691402859158	-7.233095239709883	52.31766674671376	1276604.2741704346	867.6329777512595	-0.9052625424393456	0.8195002707437478	752786.9840815177	924.121622758012	790.7623905730105	1.04288	22.824192	0.0840288589745012	0.0426670234309191	0.0289591554	-0.0453531578	0.1215718987	-0.036053453	0.1166347509	-0.065595562	-0.1470956943	-0.015358789	0.0683305793	-0.0377561899	0.115458521	-0.070873085	-0.0060470454	-0.007816507	-0.0143172827	-0.0301128595	-0.0323547958	-0.0398809144	0.1075447833	-0.0365449708	-0.066889977	0.1333298866	-0.0612758429	-0.0103972467	0.017666024	-0.0024115182	0.0084964028	-0.0543392484	-0.0685505199	-0.0541121273	0.0357594494	0.0379481393	-0.0023208262	0.0086000048	-0.0164459399	0.0379624194	-0.0080254467	0.053656338	-0.1616330676	-0.0476070448	-0.0778589337	-0.0148811345	-0.0335983723	0.1173974794	0.0467016854	-0.0614534706	-0.0638673395	0.0182922046	-0.0143444991	0.0325798042	0.000661504	0.0856076709	0.0363499584	-0.1156843272	0.1089026848	-0.0253644469	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.021667619325953	-0.0045859187215455	0.0004694857272544	2.103065052062242e-05	0.0640543317299631	0.0357183085525889	0.0012757975658579	0.0041029574133721	0.0483298158164871	0.0060944542207366	0.0023357710968555	3.714237224865537e-05	-0.0012559484834428	-0.0001605836795306	2.5787118131618523e-08	1.577406593062269e-06	-0.0011151875627093	-0.0003332913785865	1.2436433000215091e-06	1.1108314304008969e-07	0.0018898031807081	0.0002587284914754	3.571356061814452e-06	6.694043230113617e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.747958054511	-1.7408216316314338	3.030459953155927	818568.8676038071	1132.4699552747938	2.600814988878028	6.764238606372618	1282488.1996000935	867.6734388690129	0.0404611177533524	0.0016371020498506	752857.1965187787	924.2189608737156	796.8553800320198	1.088852	23.83033	0.0782854148791944	0.040769162968972	0.0374209149	0.0285920237	0.0200954087	0.0572115739	-0.014034786	0.0091562661	0.0091060799	0.0024507421	-0.0183693092	0.0150813619	0.0654187975	-0.0234287768	-0.0066196428	-0.0298179866	-0.0357781888	-0.0314300123	-0.0429716382	-0.111836873	-0.0486823009	-0.0121205431	-0.0506846579	-0.0697506456	-0.1111318191	-0.0094906556	0.0108379307	-0.0287280319	-0.0308592602	-0.0667778113	-0.048685922	-0.0039392712	-0.0082424084	-0.10650958	0.0056543382	0.0268095315	0.0172824919	0.0217110217	0.0116922486	-0.0015516443	-0.1215767124	0.0088917661	-0.0320780967	-0.0129431503	0.0307536657	-0.0598786669	-0.0859285978	0.0228053955	0.0011958961	-0.0581220891	0.1446840519	0.0281991842	-0.0083889284	0.0098783496	-0.0526961706	-0.0526057243	0.1112557857	-0.1331895729	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0199868787953931	-0.0016807405305598	0.0003994753239817	2.824888731066768e-06	0.038306744006249	-0.025747587723714	0.0006629382735903	0.0014674066363602	0.0366009797431416	-0.0117288360733454	0.0013396317181578	0.0001375655956354	-0.0007231125786266	0.0005328359048161	2.839141014612985e-07	5.228918013680107e-07	-0.0010296290929052	8.555846980410004e-05	1.0601360689567851e-06	7.320251755219098e-09	0.0017256325442969	-0.0001641706364111	2.9778076779365926e-06	2.6951997859658408e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.960411188494	1.2124531339831035	1.47004260210545	820764.2666408252	1129.435171621817	-3.0347836529767847	9.209911820375115	1275623.8068964034	867.6955906948197	0.022151825806759	0.0004907033865729	752895.638111232	923.7525517094244	787.4107502714603	1.058334	23.162428	0.1560841895172304	0.0933678102838206	0.0027809121	0.0029399904	0.0199991247	-0.0096132807	0.0365510725	0.0017869565	-0.0525594809	-0.0123959332	0.0246642249	0.0246932366	0.0393072137	-0.0454748198	-0.0101112235	-0.0149513758	0.0783297893	-0.0230652139	0.0057221078	-0.0362183869	0.060250234	-0.0076256988	0.0310995582	0.0492802518	-0.0372537351	-0.0122616412	0.0189250797	-0.0038404567	0.0288286184	-0.0388073577	-0.0385311909	0.060591534	-0.0227446833	0.0237825397	-0.0079502357	-0.0107148826	-0.0017620999	-0.0366792302	-0.0946289384	0.0150463581	-0.0519012483	-0.0138817198	-0.0031560667	-0.05302979	0.025368513	0.0360048212	0.0183301295	0.0287800914	-0.0096778097	0.031487882	-0.0770692426	-0.063633836	0.0683116125	0.0123596189	-0.0420551197	-0.0378695283	-0.0442510546	0.00131679	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0210590670541677	0.0010721882587745	0.0004434843051919	1.1495876622541026e-06	0.0636465723538179	0.0253398283475689	0.0006421069006842	0.0040508861723897	0.0882091427999185	0.0516081630567768	0.0077808528734964	0.0026634024940948	-0.0020131697951045	-0.0012900572164779	1.6642476217867076e-06	4.052852623921095e-06	-0.0008938768142283	0.0001357522786769	7.990157590149347e-07	1.8428681165970743e-08	0.0018611032462243	0.0001354707019274	3.463705293106628e-06	1.835231108070247e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.469283379203	-2.491127809291015	6.205717762223053	816256.7460097307	1132.3705322830765	2.9353606612594376	8.616342211669442	1282263.022383058	865.9500867041472	-1.7455039906724323	3.0467841814533867	749869.5526629201	923.3734425404408	794.8974816059638	1.060044	23.199856	0.0611902105450364	0.0317931184536841	-0.0107597043	0.0942123952	0.0494954232	0.0797575016	-0.0333971104	0.0925699285	0.0329746586	-0.0009869174	-0.0006941549	-0.0435751394	0.0899339398	-0.0262439274	0.020445614	-0.010414853	0.0544433532	-0.0151032085	0.0513992961	-0.0744690067	-0.0699261978	0.0695710264	0.0079172851	0.021279872	0.2053192351	0.0082969426	0.0190964181	-0.0553793754	0.0315642401	-0.0303154882	-0.0635548805	0.0668789788	-0.0160229396	-0.0304458064	-0.001395768	-0.0010257135	0.0080528962	-0.0459320403	-0.1473423723	-0.0276239557	-0.0201512787	0.0084398274	0.039167134	-0.0735099356	0.0964585671	-0.0402940552	-0.0433861305	0.0407043446	0.0621282495	-0.002346026	0.0548272241	0.1244175345	-0.0194280155	0.0426379026	-0.024373134	0.0588566189	0.0263228078	0.0037212633	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0296473863394908	0.0085883192853231	0.000878967516763	7.375922814665273e-05	0.0404019007683302	-0.0232446715854877	0.0005403147571171	0.001632313585694	0.0687996866793128	-0.0194094561206056	0.0047333968871716	0.0003767269868977	-0.0021092619636651	-9.609216856059982e-05	9.233704858678729e-09	4.448986031364353e-06	-0.000799958543207	9.391827102129992e-05	6.399336708498657e-07	8.820641631630346e-09	0.0018521584147338	-8.94483149050003e-06	3.4304907932692235e-06	8.001001039344097e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.0519145451829	-2.4173688340201807	5.843672079692087	811894.5527055395	1129.0802523012514	-3.2902799818250514	10.82594235879866	1274822.2161366576	865.7677874698817	-0.1822992342655425	0.0332330108138031	749553.8618204942	922.3923669030358	767.0021264714395	1.203006	26.328667	0.2280141136448541	0.1202468463856617	-0.0259077325	-0.0081210217	-0.1148367885	-0.0691346115	0.0215033463	0.0018263447	-0.1405993026	-0.011135952	-0.055688167	0.022007517	-0.0569090446	0.013950126	0.018208766	-0.0196785143	-0.0046508464	-0.0414050936	-0.0114932997	0.0431103719	0.0624710521	-0.0698676609	0.0617670694	0.0372004155	0.0643240657	0.0132429946	0.0082210238	-0.0242729803	-0.0113501544	-0.0261875221	0.0119087154	0.0516638377	0.1033483902	0.0819462182	-0.0134552164	0.0259568996	-0.0191726165	-0.0220342161	0.0191937983	0.0021467952	-0.0482473315	0.0112187715	0.0397393458	-0.1907165954	0.1637881088	0.1443896434	0.1335263117	-0.0618882123	-0.0081195951	0.0946627741	0.0104373285	-0.0109320158	-0.0006725767	-0.0199457036	0.0912075691	0.0703878819	0.122597187	0.2359450903	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0493494926387967	0.0197021062993058	0.0024353724237066	0.0003881729926291	0.0916060902113855	0.0512041894430552	0.0026218690165202	0.0083916757638164	0.0072298432324799	-0.0615698434468329	5.227063316623541e-05	0.0037908456220675	-0.00078393444472	0.001325327518945	1.756493032473174e-06	6.145532136184548e-07	-0.0009209064137054	-0.0001209478704983	8.480686228037413e-07	1.4628387378097731e-08	0.0023166425144035	0.0004644840996697	5.366832539541771e-06	2.1574547884597187e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.2515541702496	3.199639625066766	10.237693730297394	817670.8732193119	1111.5125628153482	-17.567689485903202	308.6237138731139	1235460.1772963435	866.6930098774277	0.9252224075460164	0.8560365034252466	751156.773370395	920.6519207012188	766.8777982072202	1.189132	26.025036	0.2080988876194371	0.1098366035407377	0.0117088085	0.0739033229	-0.1305876552	0.1240594112	0.0248863987	-0.0632747713	0.0461199214	0.0031194805	-0.0447003566	-0.0208256459	-0.1591898714	0.0045079306	0.010986232	0.0499041533	0.0058300299	0.0111858802	0.0025159156	0.046818328	-0.1727692768	0.0987008356	0.0859627702	-0.0741541646	0.0721121788	0.0161951399	-0.0489668012	0.0014148659	-0.0172643851	0.0912704362	0.1062775318	0.0747247893	-0.0648187087	-0.1399145531	0.0022863745	0.0094784854	0.0181867021	-0.0307653547	-0.0906043767	-0.0101303762	-0.0486175609	0.0106747157	0.077880668	-0.0404376822	0.1080086149	-0.0843934998	-0.0971051986	-0.0265010718	0.0185679801	0.0896396252	-0.0289325366	-0.0160161333	-0.0532567987	-0.1078786285	-0.0950372465	0.0851300906	-0.0216214667	0.0403941012	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0345332157489792	-0.0148162768898175	0.0011925429899655	0.0002195220608757	0.015790344266847	-0.0758157459445384	0.0057480273331268	0.0002493349720655	0.0473449850060561	0.0401151417735761	0.0022415476052236	0.0016092245995141	-0.0017007820421229	-0.0009168475974029	8.406095168634703e-07	2.8926595548077424e-06	-0.0007990390343417	0.0001218673793636	6.384633784017165e-07	1.4851658152975965e-08	0.00180832303094	-0.0005083194834635	3.2700321842280284e-06	2.583886972685995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.971613527552	1.7200593573023752	2.95860419264346	820784.5645177161	1121.6135292900933	10.100966474745064	102.02952372392372	1258016.909086579	865.432453191169	-1.260556686258724	1.5890031592715748	748973.3310364849	919.4282830865534	774.075576118652	1.206947	26.414923	0.0526848632459418	0.0283525951858204	-0.0130786411	-0.0516874307	-0.0400387333	-0.1690674677	0.064964111	0.1104934462	0.0791106266	-0.0030967786	0.006182068	-0.001371239	-0.0949832742	-0.0701866668	0.0228683567	-0.0181298296	0.0024173274	0.0290465754	-0.0125949026	0.1289317105	0.0317019031	-0.0374563465	-0.1599058541	-0.0088347147	0.0427859982	0.0286922542	0.0132796497	0.045325924	-0.0056930841	0.0999587886	0.1126942515	-0.0324046411	0.1000055592	0.061916449	-0.0011274794	0.0066978008	-0.0133191433	-0.0170337981	-0.0706029151	0.0213426886	-0.0958491365	0.0325640356	0.0284302778	-0.0664691674	0.0339414461	0.0710082	0.1279659253	0.0211048083	0.11687174	0.149871931	0.0866713834	-0.0259899493	0.0388921376	-0.0490832645	0.0418278983	-0.0006619517	-0.0492344597	-0.0160057099	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0283194844953413	-0.0062137312536378	0.0008019932020818	3.861045609243637e-05	0.0319817265924342	0.0161913823255872	0.0002621608616133	0.0010228308358332	0.0269007010747444	-0.0204442839313117	0.0007236477183127	0.000417968745464	-0.0017193521642795	-1.8570122156600028e-05	3.448494369110473e-10	2.956171864812601e-06	-0.0007989034003892	1.3563395250004457e-07	6.382466431534263e-07	1.8396569070784342e-14	0.001630319472341	-0.000178003558599	2.6579415818942364e-06	3.168526687390766e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
907.9987179204122	2.027104392860224	4.109152219553217	824461.6717451123	1115.1870726126213	-6.426456677472061	41.29934542742524	1243642.2069223078	868.2225974965319	2.790144305362901	7.784905244749025	753810.4788036247	921.6809267152896	795.0523017152341	1.163155	25.456516	0.0777771435457835	0.0393529210806313	0.0306076252	0.0176051852	0.0438932274	0.0115763429	0.0299300479	-0.105929917	0.1373175452	0.0215338379	-0.0076968269	-0.0436044294	-0.1289727465	-0.0325473381	-0.0335397405	-0.0649605217	0.0424546372	-0.0913775692	0.0400206614	-0.0902786355	-0.0368774206	0.1216351652	-0.0143230632	0.0346023658	-0.1328164411	-0.0228738461	0.0472715014	0.0470530328	-0.0447063109	0.084621104	-0.075006737	0.025704738	-0.0862830801	-0.1517863144	0.00759378	-0.0032804908	0.0046657021	-0.0027657053	-0.1098086495	0.0149224855	-0.0944379058	-0.0461728238	-0.0620132301	-0.0125739513	0.0251948473	-0.0138083753	-0.0747987496	-0.0243277624	0.0142188967	0.0258611688	-0.0410596982	-0.1019633736	-0.0543267062	-0.0256129883	0.0034680915	0.0339706313	0.0048054588	0.04202473	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0152449421492235	-0.0130745423461178	0.0002324082611331	0.0001709436575604	0.064659433961097	0.0326777073686627	0.0010678325588719	0.0041808424001694	0.0214531356915514	-0.005447565383193	0.0004602370310001	2.9675968604162693e-05	-0.0020200381880854	-0.0003006860238059	9.041208491220229e-08	4.080554281323346e-06	-0.0005681492806386	0.0002307541197505	3.227936050901587e-07	5.3247463781874235e-08	0.0016304258977407	1.0642539969999212e-07	2.658288608023567e-06	1.1326365701303083e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
