global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
966.805623232793	n/a	n/a	934713.1131145492	1181.231952485584	n/a	n/a	1395308.9255729052	906.7515323962195	n/a	n/a	822198.3415028924	955.7621206550006	746.6381016680475	n/a	n/a	n/a	n/a	-0.0138228422	0.0508386917	-0.1413307238	0.0243531362	-0.0907161909	0.1269317934	-0.1352239118	0.0424801999	-0.4244253159	0.3816321209	0.0468798567	-0.0190445994	0.2828671279	-0.0187981515	0.3348296661	-0.1198606067	0.1340528048	0.0368556754	-0.0063824377	0.0288925424	-0.0199836771	0.0456270738	-0.0617759239	0.0807707407	-0.0136469399	0.0404712725	-0.0227861384	-0.2594526406	0.1871537325	-0.0443823932	0.0626315238	-0.0503496188	0.1329017584	-0.0673584905	0.003242354	-0.0766688403	0.0400237282	-0.0278548091	0.1960721827	-0.0465655783	0.0988242314	0.0248528868	-0.0083505029	-0.1017582645	0.1417682709	-0.3073502256	0.0018659995	0.0124608937	0.0040360567	0.0593919477	-0.2802986743	-0.1133132064	0.0840821317	-0.0264252858	0.0050723426	0.0380408553	-0.0532422734	0.1093006085	-0.0314274066	0.2177289561	-0.2113486557	0.5040664148	-0.0682322259	0.0096400813	0.0454316804	-0.0843277087	0.0956806784	-0.0727435782	0.0756398758	-0.094835512	0.2451443181	-0.1161188658	0.1519972143	-0.284911562	0.1094773049	-0.0430508682	0.0540909902	-0.0585077751	0.0371066901	-0.0539952651	-0.046748524	0.0030435772	0.001960306	0.0423582895	-0.0072496338	-0.0966053289	0.1141676911	-0.1309911139	0.1113912072	-0.0424787371	0.0749430968	-0.1598108762	0.1325233136	-0.0018711602	0.1738140846	-0.0211632997	0.0916013248	-0.0168385616	0.013053795	0.0339244237	-0.0887691129	0.0832365549	-0.0860954442	0.0848908117	-0.0557079463	0.2527971803	-0.0336480015	0.1099354525	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0235958453189795	n/a	n/a	0.0005567639163172	-0.0595572481564943	n/a	0.0035470658079742	n/a	0.0069317884490374	n/a	4.804969110220832e-05	n/a	-0.0040480871703045	n/a	1.6387009738383894e-05	n/a	9.369024619543254e-05	n/a	8.77786223216076e-09	n/a	0.0016351954344238	n/a	2.67386410876044e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
967.8840538382484	1.0784306054554236	1.1630125707829515	936799.5416743612	1161.0582925426218	-20.17365994296233	406.9765554942829	1348056.3586819882	905.556115257134	-1.1954171390855208	1.4290221364194116	820031.8778795918	953.1287179172964	753.7860557465864	1.428553	26.05407	0.1900678903058535	0.1217444080972984	0.034621246	-0.0308754154	-0.0531890963	-0.105064226	-0.0100614198	-0.0399347208	-0.0383901671	0.1167249715	-0.0468064833	-0.1311693952	0.0304505324	0.0245486473	0.0233097327	0.0469895989	-0.0110124664	-0.3661162077	0.0531788431	-0.0273088536	0.0888623774	0.1039468571	-0.0957979907	0.3218056977	0.1365275818	-4.20637e-05	-0.0059057874	-0.0204462531	0.1962084868	-0.0962397125	0.0313789235	0.068870478	-0.1146393219	0.1520988639	-0.0430021112	-0.1153616055	-0.1365361835	-0.0562379053	0.1777893028	-0.0091098802	-0.1876067331	0.1101698104	0.0913221402	-0.1146777162	-0.0369611216	-0.107082026	-0.056357044	-0.2068970221	-0.0546345971	0.1123139863	0.0520168154	-0.0130883328	-0.027508439	-0.0611773112	0.0414997892	-0.0330550017	0.083128251	-0.1153297907	-0.1661136801	0.1941103621	0.2535017961	-0.1114365057	0.0027643842	0.0137036322	0.0285933631	0.189436011	0.0160989104	0.0326164921	0.2675842769	0.1121361863	0.313019812	-0.156857905	-0.0178332613	-0.0629367248	0.1587119511	-0.0428307741	-0.0543010713	0.1024291321	0.0125638345	0.004126155	-0.0532641646	-0.053128864	-0.0647660758	-0.0397235733	-0.0537074276	0.1327245568	0.0191926198	-0.0364184176	0.0837872036	-0.0460288379	0.0208889188	-0.0603253025	0.0718801108	-0.0107228906	0.0768731345	0.0526468548	0.0323110326	-0.1909289701	0.0943082431	-0.0357069874	-0.104583108	0.0354000247	-0.1537523941	-0.08053908	-0.1051771724	0.0433146141	0.1134189624	-0.0132595509	0.0063293767	-0.0962620948	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0209224593884442	-0.0026733859305352	7.146992333584084e-06	0.000437749306861	-0.0605102322320618	-0.0009529840755675	0.003661488204778	9.081786482852436e-07	-0.0332935182735667	-0.0402253067226041	0.0011084583590323	0.0016180753009275	-0.0020599547525094	0.0019881324177951	4.243413582386064e-06	3.952670510687791e-06	-0.0007240623453623	-0.0008177525915577	5.242662799715546e-07	6.687193009993877e-07	0.0015167561722337	-0.0001184392621901	2.300549286009025e-06	1.4027858828135264e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
968.7457972899696	0.8617434517211677	0.7426017765843126	938468.4197669788	1166.9157106727907	5.8574181301689805	34.309347151632274	1361692.2758149842	907.4001539844578	1.8440387273237773	3.400478827869897	823375.0394510177	956.3347429330493	773.1316434803799	1.292711	23.576572	0.1268458558133544	0.0591915625569182	0.0196959555	0.0504963014	0.2035822353	0.0226611544	0.0060641457	0.0261175121	0.1499013364	0.1571424566	0.0235409795	-0.2049720035	0.0071904999	0.0343356006	0.1299039005	0.1008656524	0.0532864464	-0.0314694098	0.1051978407	-0.0829008408	0.0581596265	0.0035991404	-0.1366116697	0.1343183643	-0.0448831509	-0.0246252408	-0.048466736	0.1223187789	0.2276533481	-0.0917234812	-0.0208991725	0.0699456201	-0.0745139832	-0.0517046266	-0.0039429345	0.0630126248	-0.0064887464	0.1910038773	0.0696227258	0.0653702385	0.0201039387	0.1760277867	0.0070397434	0.037365931	0.0522271842	-0.0017074996	-0.0054717481	0.0486808145	-0.0306000891	-0.0888017257	0.1331333025	-0.0658997897	0.0776261971	0.021858325	-0.0655552004	-0.0518583174	0.0379555127	-0.1855752947	-0.1016044951	0.0438746579	0.0839301029	-0.0713905945	-0.0073618673	-0.0204853906	-0.1260618663	0.2295949822	-0.0182893352	-0.0917792359	0.1036378078	0.0311635595	-0.0340953297	-0.04498931	-0.1636856807	0.0216302665	-0.1836995018	0.0922030072	-0.0575534384	0.0897837848	-0.1299463673	0.0251683099	0.0361165405	-0.0314381926	-0.0951317827	-0.0386258091	0.0549740138	-0.1923095966	0.0164244568	-0.0542474305	0.0675165361	-0.0112219997	0.0961295032	-0.1001973671	-0.018879203	0.0005818428	0.1029408217	-0.029234885	-0.0567057277	-0.0681736971	-0.0387792106	0.0369210351	-0.1650919069	0.1038768828	-0.1103868254	0.0150148201	0.0239632413	-0.0211845659	0.0270901592	-0.0430187769	0.0020126564	-0.2134245876	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0421583544329138	0.0212358950444695	0.0004509632383397	0.0017773268484911	-0.0417067579295036	0.0188034743025581	0.0017394536569902	0.0003535706458469	0.00180568614266	0.0350992044162267	3.26050244579435e-06	0.001231954150652	-0.0016899536129977	0.0003700011395116	2.85594321408398e-06	1.3690084323995644e-07	-0.0013872812813409	-0.0006632189359786	1.924549353558849e-06	4.3985935704058645e-07	0.001515830606722	-9.255655116998956e-07	2.297742428275187e-06	8.566715164482899e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
964.3237176029868	-4.422079686982784	19.554788758025754	929920.232331645	1175.7619337144788	8.846223041688063	78.2556621032928	1382416.1247720104	906.3828587936142	-1.0172951908435834	1.0348895053134828	821529.8867148848	957.1156449582254	763.0641772162985	1.326747	24.197321	0.0645764548961573	0.0302874373963936	-0.0296273891	0.1790581161	0.0770392425	0.0895506971	0.1025129872	0.1134807448	0.1830289314	-0.0923694563	-0.0506277868	-0.0135507485	0.0613468415	0.0362517388	0.0115426094	0.3481704615	0.0004261601	0.0818808019	0.0197385409	-0.1258164022	0.0603677497	0.1542519931	0.0499013851	-0.2391136639	-0.3022811632	0.0135540111	0.0295541483	0.2271621911	-0.0500594597	0.0897675232	0.0731610986	0.0252897714	0.0156865769	-0.0244273685	0.1649513061	-0.0648338962	0.0647328164	-0.0362525431	-0.0950018401	0.145577225	0.0977927875	0.1610122456	-0.0158619356	0.08343565	-0.0811843636	0.052551774	0.0189328927	-0.0073349903	0.0257047748	0.0461896722	0.1473479028	-0.0785843544	0.1029244979	0.0196416046	-0.1328439692	-0.1080696619	0.185349267	0.0618006608	-0.089274662	-0.053774469	-0.1444646912	0.1963918949	0.0965221526	0.0247250529	-0.1968783968	0.0026318277	0.1456569078	-0.1463340021	-0.0929896605	-0.1003206569	-0.105448653	-0.0573785999	-0.1962987574	0.0459195284	-0.1082126892	-0.0233331752	-0.0427401541	-0.0706934423	-0.2036190521	-0.0549645931	-0.0534155791	0.1356518846	-0.0689499081	0.0549754802	-0.0385113251	-0.0829112445	0.0100307272	-0.0287550582	0.0340616781	-0.0462433471	0.1252767671	-0.0969829489	0.0685643	-0.1046623892	0.1207783427	-0.0149094463	-0.032520206	0.1147861899	0.028012636	0.0195152752	-0.0522767434	0.1636129084	-0.0324157265	0.0663674691	0.1145783191	0.0064669382	-0.1891724941	0.1828780791	0.0119195826	0.1143618565	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.036186206486704	-0.0059721479462097	3.5666551091417875e-05	0.0013094415398983	-0.0562458417181233	-0.0145390837886196	0.0031635947105801	0.0002113849574125	0.0079766503680929	0.0061709642254329	6.362695109479659e-05	3.808079947157267e-05	-0.0018068625114233	-0.0001169088984255	3.264752135186915e-06	1.3667690531087248e-08	-0.0010590909549532	0.0003281903263877	1.121673650863681e-06	1.0770889033446505e-07	0.0012030446528174	-0.0003127859539045	1.4473164366725389e-06	9.783505296001052e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965.1580189173536	0.8343013143668259	0.6960586831542132	931530.0014804708	1178.6770967476534	2.915163033174622	8.498175509987862	1389279.6983974772	906.8522578869836	0.4693990933693612	0.2203355088559783	822381.0176347202	957.4839848182154	750.477813787291	1.26551	23.080477	0.0853287525970149	0.0410128488945277	-0.0378389359	0.0654859096	-0.0958521074	-0.0869011885	0.0094310971	0.0659831118	-0.0116912816	-0.1464168946	-0.0685671086	0.0249696209	-0.1512466414	-0.1323846512	-0.0847628354	0.0089842394	-0.007429531	0.0550471618	0.0274756398	0.0574354242	0.0468873511	-0.015025428	-0.0468411483	0.0013718477	-0.0517984933	-0.0394555452	0.0653897547	-0.2149939428	-0.0775990646	-0.1447847931	0.1228802631	-0.0318413109	-0.1208899302	0.0594112411	0.029580601	-0.0434362197	-0.0169210177	-0.036664399	-0.0317315556	-0.0209314143	-0.062059728	0.0623666298	-0.2493724751	-0.1690658003	0.0666271757	-0.0106259476	0.136458484	0.0188504092	0.1629617958	0.1100185623	0.0609426959	0.0140267334	0.1325789578	0.0163270054	-0.0071672747	0.0586061754	0.0601126336	-0.0039539156	0.0816455891	-0.0543615657	0.038702838	0.0512340662	-0.0659126037	0.0155368024	0.0971119708	-0.1305524139	-0.0356416465	-0.052079713	0.1473850237	0.0471316045	0.0633767081	0.1422244908	-0.0364947407	0.0062912685	-0.1159258053	-0.093627877	-0.1747489817	0.1181897872	-0.121909283	-0.0520217472	0.0034658756	0.082673422	0.0582633209	-0.0034071152	-0.0778889409	0.0920526558	-0.0028140439	-0.0491895367	0.0885732401	-0.0268238947	0.0579078687	-0.0556657397	0.0836542057	-0.0954199562	0.0221871709	0.0372905402	0.0439969996	0.0042729583	0.0499820116	-0.0172261406	-0.0552123881	-0.0080946835	-0.1439157635	0.0209873582	-0.0483474461	0.0379573025	-0.0527803734	0.1160259092	-0.0314689723	-0.0385649994	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0319836454896602	-0.0042025609970438	1.76615189338738e-05	0.0010229535788082	-0.0440335941011227	0.0122122476170005	0.0019389574094624	0.0001491389918589	-0.0271766292136277	-0.0351532795817206	0.000738569175415	0.0012357530653506	-0.002179026825127	-0.0003721643137036	4.748157904623053e-06	1.3850627639454594e-07	-0.0009401092997072	0.000118981655246	8.83805495395962e-07	1.4156634285078006e-08	0.0010189773337421	-0.0001840673190753	1.0383148066801592e-06	3.388077795156831e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
967.4812124995492	2.323193582195586	5.397228420354758	936019.896539598	1172.3109761891349	-6.36612055851856	40.52749096559266	1374313.0248935225	906.6094516042936	-0.2428062826900259	0.0589548909137487	821940.6977382379	954.8454930544428	743.8708295348127	1.112832	20.295914	0.0606643367732295	0.0387729873511525	-0.0155363361	-0.0439369039	-0.0849823126	-0.1712067109	-0.0720071873	0.0157034194	-0.0564616126	0.0701134638	0.0069671175	-0.008785315	-0.1583475206	-0.0544167695	0.0064447488	-0.1255136133	-0.0849801789	-0.0006800576	-0.0775870778	0.1235438617	-0.0026278551	-0.0401356717	-0.061469373	-0.132615412	0.1527553519	0.0433722095	-0.084516407	-0.0712474791	-0.1623076156	-0.0258380221	0.1423239834	-0.1568348015	0.1747894885	-0.1062311868	-0.1125178874	0.0860225863	-0.1522157132	-0.0330864055	-0.0916248704	-0.1038473115	-0.0225791588	0.0503904074	-0.0958024929	0.1102158324	-0.0201287034	0.0343933411	0.1191213568	-0.0405444651	-0.0419725796	-0.1320802872	-0.0336258897	0.014485933	-0.0809565788	0.1463839241	0.0741291046	0.0901390475	-0.0168126983	-0.0341409278	0.1694800472	0.0708931882	-0.0455011152	-0.0273434228	0.0434183141	0.0797958228	0.0586375338	-0.0831409847	-0.0666973657	0.0111559657	-0.0487589818	-0.1310508611	0.0606345751	0.1329677804	0.012482561	0.1511178796	0.0656068477	0.081549586	0.1751143669	0.1376748343	-0.1403104796	0.1430729398	0.1137518758	0.0821040458	0.0532663829	0.0538886867	0.0270059128	0.0575691618	0.0030126853	-0.0433596066	0.0545693832	-0.06541406	0.0617321069	0.0004082072	0.0967506302	0.0277274706	0.0660646561	0.0833786604	0.0397802197	-0.1576660599	0.0571550742	-0.067146823	0.0538680663	0.0463291155	-0.0885095493	0.0481931952	-0.046868313	-0.0547091122	0.1302366261	0.0076779527	-0.0598524352	-0.0718253857	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0321361036690603	0.0001524581794001	2.3243496465993106e-08	0.0010327291590285	-0.0792547674206503	-0.0352211733195275	0.0062813181589013	0.0012405310500042	-0.0279998493013096	-0.0008232200876818	0.000783991560896	6.776913127629942e-07	-0.0019101270249846	0.0002688998001423	3.648585251576519e-06	7.230710251662256e-08	-0.0007309856734425	0.0002091236262647	5.343400547781852e-07	4.3732691062097934e-08	0.0010303036110674	1.1326277325299963e-05	1.0615255309785242e-06	1.2828455804960414e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
970.546362877431	3.065150377881764	9.39514683902872	941960.24249461	1175.7592279343378	3.448251745202924	11.890440098295011	1382409.76207275	907.824979258392	1.2155276540984232	1.477507477878016	824146.1929654998	956.7644158678414	754.9958613677843	1.089602	19.872257	0.159622871442309	0.0762661655059594	-0.021813429	-0.0275674827	-0.0621714269	-0.0177835606	-0.2002481248	0.0910391283	-0.0696414139	0.0863634789	0.0126332571	0.0185770974	-0.0991439983	-0.0201560984	0.0557951482	0.0264580339	-0.0213468429	0.0986804084	0.0107525198	0.016748296	-0.0352583341	-0.0402323528	-0.0235748987	0.0207532998	0.0638635133	0.1955543435	0.1185562895	0.0441075197	-0.0017121324	-0.1498610485	-0.0275197117	0.0187830893	0.1163399293	0.0164778027	-0.0764527709	0.0036228775	0.0303695819	-0.0547794668	-0.0092280365	0.0719222439	0.1351763304	0.0852298216	0.0555966692	0.0855533606	-0.0511486331	0.1290876847	-0.1052017799	0.0481716456	0.0110001102	-0.0641657657	-0.0349696172	0.1406765768	-0.0447400289	0.0823858082	0.0478381534	0.0183258529	-0.0563879785	-0.0437763105	0.0235520922	0.1546000849	-0.039559318	0.0988633504	-0.0460201368	-0.0050616282	-0.0025178438	0.0155724379	0.0048788852	0.0127477134	0.0336972426	0.0304737995	0.1027826442	0.0559620431	0.028814202	0.1478496425	-0.0624737773	0.258477078	0.045852511	-0.0970451467	-0.0391292073	-0.0407319078	0.0864936423	-0.0528093249	0.0082248775	0.1298176593	-0.0990742505	0.0793097815	-0.022469665	-0.0246956791	-0.0078254976	-0.1560948664	0.1083033322	0.0038681775	-0.1267182271	0.0007065641	0.1213307344	0.0500067448	0.1014165641	-0.1657284699	-0.0430593553	-0.1695783897	-0.0202108057	-0.0608817842	-0.0665651197	-0.012963559	-0.0424120551	0.0472816616	0.0583310492	-0.2219792673	-0.1277135485	-0.1747055361	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0658848202174482	0.0337487165483878	0.0011389758686634	0.0043408095350854	-0.0589006570782402	0.02035411034241	0.0034692874042484	0.000414289807831	-0.0531373054944452	-0.0251374561931356	0.0028235732352099	0.0006318917038618	-0.0018360270101939	7.410001479070004e-05	3.3709951821615517e-06	5.4908121919819645e-09	2.6841911556108045e-05	0.0007578275849986	7.204882159859266e-10	5.743026485848225e-07	0.0018060277784456	0.0007757241673782	3.2617363365171493e-06	6.017479838546017e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.8036768755624	2.2573139981313943	5.095466486159941	946346.9937426136	1176.2138418120778	0.4546138777400301	0.206673777833827	1383479.0016703275	910.7585068007648	2.933527542372872	8.60558384186022	829481.0577099589	959.34389473858	765.7249775677743	1.365848	24.910446	0.3777804507890309	0.1935101609198779	0.0649775798	0.0162872561	-0.0752181514	0.0846178424	-0.0204801054	-0.1428007575	-0.0585168852	0.0088910787	0.0818575788	-0.0100821686	0.1476047373	0.121266794	-0.066615026	-0.0549121996	0.0127178104	0.0555080338	-0.0260111699	-0.1246352131	-0.1461494539	-0.0990433887	0.1282027207	-0.0034118639	-0.1131212169	-0.0325049349	-0.0216230245	-0.1099647643	-0.0344202717	0.0696691355	-0.0622145114	-0.1610291964	0.038278603	0.1876754188	-0.176839519	0.0584338601	-0.0880471937	-0.212133647	-0.0431655269	0.1716085277	-0.1080657428	-0.0111322975	0.0990001027	-0.0303528505	0.0999085511	-0.0366642933	0.1245648179	-0.0231250649	0.1896827384	0.0535894688	0.0268917215	-0.1546524557	0.1198432618	0.1867644254	-0.0352289792	-0.0877932298	-0.1719597321	0.0733725147	-0.0716436183	-0.1303453601	-0.0510159264	-0.0348978527	0.0431153612	-0.0922654999	0.1134975753	-0.0151529948	0.0053240277	0.1200665049	0.0939489651	-0.0454640952	0.1042980914	-0.0920172743	-0.0148322865	0.0154616136	0.1489779242	0.1971174643	0.079273576	0.02104539	-0.0703393101	-0.1110155177	-0.1574362059	0.2832176686	0.1453237942	-0.1588253815	-0.0471810419	0.028896311	0.0533151239	0.0855007065	-0.0477557819	0.0628833343	0.0226948404	0.0555513372	0.0285371679	-0.0479273796	-0.0317419866	0.013496094	0.0714400513	-0.0488818602	0.0946085708	-0.0251451749	0.0994323313	0.0334394501	0.0768247237	0.0120860786	0.050241014	-0.0253664551	0.1262954556	0.006289993	0.0249280822	0.1473186989	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0435551504481992	-0.0223296697692489	0.0004986141520037	0.0018970511305652	-0.0064930790741328	0.0524075780041074	4.2160075862941264e-05	0.0027465542322566	-0.0868895240367493	-0.033752218542304	0.0075497893873328	0.0011392122565274	0.0010739186928168	0.0029099457030106	1.1533013587813442e-06	8.467783994470435e-06	-0.00171392524552	-0.0017407671570761	2.937539747230792e-06	3.0302702951548355e-06	0.001070920949065	-0.0007351068293806	1.14687167914628e-06	5.403820506019988e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
968.6531811606708	-4.150495714891576	17.226614679333338	938288.9853726872	1176.330373910757	0.1165320986792721	0.0135797300225956	1383753.1485850215	908.8675342624472	-1.8909725383176688	3.575777140671569	826040.1948363006	959.78967601497	762.2566087801781	1.410181	25.719002	0.3362290157989572	0.1940493547194879	0.0905479299	0.1431701962	0.0380147395	-0.0671917957	0.1698290932	-0.2391495666	0.0939968308	-0.1264383663	0.0986637493	-0.0548826129	0.1474370551	0.0549854838	-0.0282215799	-0.0282167905	0.2472608693	-0.0187693346	-0.2278012036	-0.1978027935	-0.0918567116	0.0264615048	0.1285039722	-0.0565555729	0.0525612798	-0.1392920182	-0.1795515877	0.0517349173	0.023015699	0.0834868381	-0.084969159	-0.2985811945	-0.064994069	-0.103755846	-0.04663708	-0.0345904739	0.0851919421	0.0027867208	0.0602375844	-0.0982261893	0.1482197502	0.1107118284	0.0514700545	-0.0341352247	-0.1149735844	0.0572242417	-0.1609450732	0.0713020222	0.0328875493	0.0566655196	-0.0922352988	-0.0091767031	0.0954223118	-0.0137516515	-0.1671097517	-0.123798936	-0.0566295803	0.1197698732	0.0688519887	-0.1217744339	-0.0038567284	-0.2250919171	0.110572778	0.0517954252	0.0079640774	0.0055363989	0.0180355802	-0.0104444665	-0.1484803409	-0.1514803665	-0.0948430897	-0.2283828005	0.1058636678	0.0974185822	-0.0138184906	0.0959677555	-0.2595620398	-0.0950668925	-0.0799363864	0.0083490646	-0.0391474331	-0.1059996377	0.0032336643	0.0759068176	-0.043778861	-0.0432945603	0.1288098148	0.226633435	-0.1464052964	0.1377377851	0.0315435675	-0.0743659592	-0.0309279642	0.1315240521	-0.1747125336	0.1161676265	-0.0263252335	-0.0301000231	0.0944074478	0.1004411193	-0.0404490273	-0.0329062643	0.067639586	-0.1366876911	0.0047123325	-0.0015134992	0.1358517236	-0.037253588	0.0890169427	0.2816817023	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0399453200490285	-0.0036098303991706	1.303087551077688e-05	0.0015956285938193	-0.0283369862414986	-0.0218439071673658	0.0008029847892508	0.0004771562803364	-0.160211223635855	-0.0733216995991057	0.0256676361788979	0.0053760716321014	0.0040838167734804	0.0030098980806636	1.6677559439359865e-05	9.059486455982423e-06	-0.0029938959761135	-0.0012799707305934	8.963413115788606e-06	1.6383250711760578e-06	0.0015301237104742	0.0004592027614092	2.3412785693553337e-06	2.108671760858348e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
971.6382962397984	2.9851150791275813	8.910912035634865	944080.978719778	1187.2815039777931	10.951130067036049	119.92724974514094	1409637.3696877705	908.0463732703256	-0.8211609921215768	0.6743053749820923	824548.2160093915	959.5705927576035	778.8765411743751	1.375936	25.094439	0.1506710848803959	0.0706171725771523	0.0140938627	0.1178150574	0.0655490934	-0.017590723	-0.060396307	0.0189672291	0.0896921773	-0.0735545093	0.0863956037	0.0645859879	-0.1309948576	0.0124163813	-0.084999153	-0.0066295942	0.0740597047	0.0562071205	-0.1441974989	-0.0926377193	-0.0614648378	0.0525529115	-0.0380598205	-0.0298564618	0.1827809907	0.0334305802	0.0430422153	-0.0593486704	-0.0655196706	0.0073750959	-0.2177666893	0.0690311178	-0.0592983899	0.0648931734	-0.0123179219	-0.0674076359	0.0629177263	0.0589376171	0.0651253611	-0.0957823865	-0.0088481184	-0.0858208903	-0.1523272772	-0.0335591232	-0.0603809968	0.0818369711	0.0283534963	0.0301511017	-0.1764451309	-0.0993127527	0.0594606581	0.2762560617	0.0370435052	-0.1304532253	-0.1050525641	-0.0534827101	-0.0252788367	0.0341642008	0.1142549577	0.0784864125	0.0014371082	-0.0625724945	-0.0552699756	-0.0407353524	0.0058410915	-0.2207894047	0.0115206222	0.1070244344	-0.0959857152	0.2250755634	0.0078115658	0.0304959189	0.0756075572	-0.0433661661	-0.141609234	-0.0328450669	-0.1733714847	-0.0995108153	0.1379855193	-0.0993732025	-0.0498051184	-0.2494237249	0.0229286904	0.014282908	-0.0559996223	0.0571797943	0.0521622181	0.1730522466	-0.1701149245	0.0130205612	0.1011375818	-0.0352256502	-0.1729963553	0.1294576866	-0.0368263531	-0.0189638755	-0.038307722	0.0352227486	0.0303198883	-0.1289800073	0.0766701903	-0.1993027542	-0.0028455158	-0.0196912592	-0.0601721375	0.0057326003	-0.0604276171	-0.2296192039	0.0346692365	0.0007040916	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0669915579147897	0.0270462378657611	0.0007314989826913	0.0044878688318506	-0.0555984961125091	-0.0272615098710105	0.0030911927699726	0.0007431899204472	-0.1387485710714457	0.0214626525644092	0.019251165974368	0.0004606454551005	0.003396679845564	-0.0006871369279164	1.153743397326068e-05	4.72157157706388e-07	-0.0021879196590746	0.0008059763170388	4.786992434565114e-06	6.495978236275892e-07	0.0015252232638452	-4.900446629000016e-06	2.326306004574605e-06	2.4014377163677623e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
