global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
952.5593497199858	n/a	n/a	907369.3147389622	1086.363064151784	n/a	n/a	1180184.7071532535	879.9737552470807	n/a	n/a	774353.8099236491	891.3610772621231	801.7728109133752	n/a	n/a	n/a	n/a	-0.0411727619	-0.036268124	0.0179408521	-0.2058311676	0.0717442554	-0.1251803464	0.0232576273	-0.1740058942	0.1233559313	0.0055609478	-0.1234027886	0.0192010385	-0.2093762421	-0.0157505991	0.1783885019	-0.0622000882	0.0322800258	-0.0525550035	0.1072074914	-0.0921952548	-0.0067180411	0.0266441417	-0.1279161662	0.1073608364	-0.0377176049	0.012937458	-0.0256455721	0.0972368575	-0.0116724171	0.1600197594	-0.0076339373	0.0751704742	-0.041386505	-0.1295343024	0.0637463982	-0.0334218058	-0.0760128807	0.0348184793	0.1716300259	-0.0965851207	0.1386055217	0.0101359352	-0.0161813367	-0.0118931267	-0.0336292862	0.0401203739	0.06049246	-0.0216419778	-0.1096320109	0.0962241356	0.0185028863	0.047889075	0.1670315093	-0.0679042874	0.0819899119	0.0372308812	-0.0840561741	0.0949197497	-0.0705473045	0.0058179273	-0.1142025139	0.0714509433	-0.013494556	0.0545111094	-0.0333119423	0.0941083816	-0.0751959511	0.1097476826	-0.04060666	0.0415561459	-0.2400766979	0.1014072275	-0.0777500218	0.1341689665	-0.0017978101	-0.088148965	0.0214874976	0.0302267315	-0.2169852252	0.1119657	0.0066329149	0.0828482235	-0.1212706358	-0.0654303424	0.0183526785	0.0977876227	-0.0603847286	-0.0961330991	0.0275492345	0.1226019716	-0.0096090643	0.2048610041	0.0060813299	-0.0450640482	0.0782100096	-0.1454516972	0.1337301189	-0.0689290966	0.0073550507	-0.0825096467	0.0811475382	-0.0918297368	0.0292567362	-0.045411283	0.0109947306	0.0741096471	-0.0303169154	0.0137038146	-0.0512769649	0.0744395774	-0.0559982459	0.0057237385	-0.0041427494	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0285417367783367	n/a	0.0008146307383238	n/a	-0.0345832556947698	n/a	0.0011960015744498	n/a	0.0706776790897265	n/a	n/a	0.0049953343215103	-0.0011990875790819	n/a	1.4378110223084915e-06	n/a	-0.0011579276929605	n/a	n/a	1.340796542124826e-06	0.0007173052926455	n/a	5.145268828572464e-07	n/a	0.0	0.0	0.0
954.6946017152476	2.1352519952617968	4.559301083269484	911441.7825442352	1081.2255254615663	-5.137538690217752	26.39430379348434	1169048.6369096402	880.5606200929029	0.5868648458222196	0.3444103472619376	775387.0056583977	892.5333045804066	816.663691728601	1.151925	20.644894	0.0612582599889316	0.0325345548263802	-0.1588155904	0.0623285483	0.1345254142	-0.0183803582	0.0591646182	-0.173233476	0.1183407283	-0.0046121802	-0.0542536995	0.0139795938	-0.184205886	0.116898187	-0.0238139143	-0.0681735664	0.1959226921	-0.1073637061	-0.0936565368	0.038342028	-0.0434719431	-0.1173566394	0.0753148337	0.0800068591	-0.042413155	0.0555484494	-0.0563499214	0.0630260808	-0.1266855141	0.0592320664	0.0042483519	0.154688729	-0.0419182302	-0.0381849224	-0.0651732282	-0.0918842529	0.0480230996	-0.061735171	0.0405246685	0.0040403116	0.1855659421	-0.041947526	-0.0250567346	-0.0855593584	0.1157376677	0.0926485858	0.0488248302	-0.0128721982	-0.0155075243	-0.073015433	0.0322228064	0.0031980941	0.0515378915	-0.0373126871	0.1638844473	-0.110588634	0.0320243717	-0.1712517302	0.0042618717	-0.0113333642	-0.1070833313	0.0602854328	0.0110351838	0.0752952653	0.0275632501	0.0363583974	-0.0536066845	0.0241136011	0.0149311008	0.0271267873	-0.0660417627	-0.1390864974	-0.146545052	0.0708208018	-0.1679967646	0.180053703	0.0164225205	-0.1380863676	0.0094780697	0.0206977836	-0.0145553126	-0.0677947395	-0.070121126	-0.1273039297	0.1328751038	-0.0973889957	-0.0533841291	0.010095406	0.0915806465	-0.0328968665	-0.1148578038	0.1646568159	-0.0901236169	0.1914273282	0.0702674306	-0.0728053874	-0.0283584769	-0.1283380089	-0.0490545585	0.0218914811	-0.092487867	-0.0376872797	0.0221140946	-0.041868241	0.0543768984	0.0961455851	0.0486168983	0.0274119906	0.0013305508	0.0201778709	-0.0080740146	0.0284044943	0.0029580979	-0.1481977118	-0.1087015162	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0237896311551395	-0.0047521056231971	0.0005659465504975	2.258250785402243e-05	-0.0351031929322971	-0.0005199372375273	0.001232234154042	2.703347309675215e-07	0.0533519381665144	-0.017325740923212	0.0003001812985382	0.0028464293061235	-0.0007862247260306	0.0004128628530513	6.18149319821892e-07	1.7045573542965936e-07	-0.0009077421389411	0.0002501855540194	6.259281143999412e-08	8.239957908093632e-07	0.0006071441756163	-0.0001101611170291	3.686240499847966e-07	1.213547170512108e-08	0.0	0.0	0.0
951.0784271607968	-3.616174554450822	13.076718408257602	904550.1746106548	1069.1207825026588	-12.104742958907536	146.52480210122158	1143019.2475790975	879.0872582959244	-1.4733617969785655	2.170794984795908	772794.4076982453	890.6277158331499	825.68191075438	1.245689	22.325331	0.0786605570913868	0.0464380124092969	-0.1585870771	-0.1352619163	0.0003147765	0.0280512995	0.0025596585	-0.1052840795	-0.0202010436	0.028733377	0.0560010322	-0.0022808232	0.126850705	-0.1797380419	-0.0026512642	-0.0955923657	0.0279826966	-0.0216807765	0.0720483031	0.0953801678	0.0115470385	0.0856661065	0.1002209142	-0.0132239895	-0.0877840186	0.0835653704	-0.1036180356	-0.1224096687	-0.0545569132	-0.0049918386	-0.1397663223	0.0902125571	-0.0578603354	-0.1190773998	0.0029993695	0.0419913725	-0.1345316394	-0.023525981	0.0271298845	-0.0266591698	0.04722465	-0.0542909925	-0.086122385	-0.1030448767	0.0704964092	-0.0135173215	0.0088933406	0.1520323828	0.0687182176	-0.0800386572	0.0223009601	-0.1200562067	-0.0059714116	-0.1375021886	-0.0068033685	-0.1056528292	0.045795609	0.0529703867	0.1004076396	-0.0027394237	0.132962042	0.0617592666	0.0352851316	0.059203741	0.1381507415	-0.0770179935	0.060176262	0.0310065678	-0.0235534599	-0.0501235188	-0.1166621164	0.0452367319	-0.1006321475	-0.0632059277	-0.2267944128	-0.0543278005	-0.0153428383	-0.0069625781	0.0667842228	-0.0245610973	0.0694285429	-0.0255610688	0.0273552273	-0.0236687152	0.0420559648	-0.1319936308	-0.0489244152	-0.0142502129	0.0131979636	-0.0523631576	-0.179253993	-0.0017500649	-0.0433352363	0.1656327885	0.0439245175	0.0596459751	0.0446621376	0.0102539065	0.0574134907	0.0361382037	-0.1686515491	-0.0219905946	0.0347799431	-0.0439588402	0.0067213335	-0.0481220972	0.0356988684	-0.0076619717	-0.0657293396	-0.0330164822	-0.1072756853	0.0093853649	-0.1298555994	-0.06747173	0.0610935631	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.024488351434698	0.0006987202795584	0.0005996793559892	4.882100290663053e-07	-0.0396508052491526	-0.0045476123168555	0.0015721863569062	2.0680777784415844e-05	0.0532799228382216	-7.201532829280433e-05	5.1862075091203835e-09	0.0028387501776468	-0.0001658880079717	0.0006203367180589	2.751883118881881e-08	3.848176437720872e-07	-0.0002730676972044	0.0006346744417367	4.028116469937918e-07	7.45659672565139e-08	0.0008189771991543	0.0002118330235379	6.707236527346219e-07	4.4873229861250836e-08	0.0	0.0	0.0
949.2219381435284	-1.856489017268359	3.4465514712380374	901022.2878529564	1073.4284180246725	4.3076355220136975	18.55572379051422	1152248.5686229512	879.4476295491429	0.3603712532185454	0.129867440146305	773428.1331196065	890.818659722325	805.1434203143368	1.178834	21.127142	0.1007313846001516	0.0657719382039354	-0.0608505841	0.0743977896	-0.1345227174	0.0220411964	-0.0295907588	-0.0094284928	-0.1021150939	-0.0017491173	-0.1706560969	-0.0506802271	-0.0495773261	-0.0867979188	-0.0500126773	-0.1011471375	0.0117739892	0.1482464585	-0.0947526028	-0.1261379577	-0.0174052102	0.1656496444	0.0908043721	0.0823648472	0.0074899941	-0.0628352239	0.0810570278	-0.0894888295	-0.0005708639	0.0061667475	0.0962931914	-0.1174470423	0.0487608935	0.1629396974	-0.0268547706	-0.064953842	-0.0656419488	-0.0493135724	-0.0082468873	0.0288327454	0.0223301335	-0.1016660451	-0.0890631738	0.1481098908	-0.1211720865	0.0003674258	0.1188624418	-0.0663368858	0.1208386368	0.181355919	0.0339186065	-0.0047556858	0.0512764991	0.1537526233	-0.0294329627	-0.0930176884	-0.1780184051	0.0071777541	-0.087318226	0.04055667	0.1053199166	0.000555063	0.0583646372	0.0853698587	-0.0153724765	-0.0275794367	0.0192483163	0.0697226398	-0.0679797213	-0.0461035137	0.1440336044	-0.075251309	0.0599003744	0.0285889839	0.1985337141	-0.081082543	0.1070776624	-0.0913120593	-0.0287392503	-0.0218796685	-0.0522427684	0.1234082443	0.0694543898	-0.0262050682	-0.035364852	-0.0770490684	0.0269612967	-0.0616585224	-0.1603941941	0.2574226748	0.0875931617	-0.1072428158	0.0508024357	0.1530865506	-0.0567607133	-0.0973636008	-0.0222803303	-0.050519921	0.0666900405	0.0039340749	-0.0342938575	0.1540394927	0.0718077409	0.0414211946	0.0103088051	-0.116833863	-0.0267832685	0.0150814134	-0.0129806241	0.0033132687	-0.0631061366	0.0300852001	0.01744974	-0.092088442	0.0935666415	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0258591072684453	0.0013707558337473	0.0006686934287209	1.87897155575226e-06	0.0162015860743167	0.0558523913234692	0.0002624913913234	0.0031194896165499	0.0875612570008073	0.0342813341625857	0.0011752098719668	0.0076669737275614	-4.89160369142138e-05	0.0001169719710574	2.3927786673927273e-09	1.3682442013073393e-08	-0.0002055198711645	6.75478260399e-05	4.562708802716592e-09	4.2238417443472684e-08	0.0008189954676639	1.8268509600037622e-08	6.707535760540103e-07	3.3373844300666663e-16	0.0	0.0	0.0
947.292428972612	-1.9295091709163896	3.723005640650454	897362.9459888312	1069.545675367585	-3.88274265708742	15.075690541166274	1143927.9516975037	878.8127103851076	-0.6349191640352956	0.4031223448592785	772311.779934419	890.4060123358672	793.985008325622	1.176537	21.085979	0.0731562713852387	0.0438437661332816	0.0074192658	-0.0395777844	0.0337459945	0.1600338806	-0.0898412289	-0.0151808623	-0.0377980019	0.1284114787	0.0312304374	-0.0708532758	0.0016610088	-0.1146337467	-0.0361960972	-0.0692352172	-0.0337725409	0.0259350187	-0.0280519715	0.0889801038	0.1203619778	0.0384419838	-0.0562339523	-0.0392405478	0.1134590632	-0.0286430325	-0.0451055927	0.0143944622	0.2423046006	0.228804127	-0.0686645303	-0.1408182597	0.066916299	-0.0101691729	-0.0833920313	0.0020562293	0.0138245769	0.0064213648	-0.2180485981	0.008449441	-0.0119006905	0.0214430342	0.0066038235	-0.0697633023	-0.2172148541	-0.1053307126	-0.0947464421	-0.0828957157	0.0667697148	0.0578564938	0.2006915173	0.0807339838	-0.0301608193	-0.0029686252	-0.0577987451	-0.0747874873	-0.0279398023	0.0030147199	0.1173123226	0.0433201717	0.0240604954	-0.0995065157	-0.1159946774	-0.0591388021	0.0951462013	0.123371704	0.0079705212	-0.0751843333	-0.0901173015	0.1261116881	-0.0418626275	0.0510414596	0.0435945701	0.2058803397	0.219051422	-0.1148712681	-0.0244030093	-0.0033821074	-0.1274827879	-0.0047240374	0.0529307988	0.1372823008	-0.0148518999	0.1199379083	-0.2078816375	0.0757272068	0.0181204393	-0.0867765711	0.1050097274	0.1857624308	-0.1663408706	-0.0750997669	0.0760001548	0.082291406	-0.1016592018	0.0176394167	-0.0909624288	0.0137378952	0.037541011	-0.035102672	-0.1184584052	-0.2103643482	0.0818273658	-0.0072878543	-0.0170318232	-0.036012253	-0.0390137278	0.0137906982	-0.0958300784	0.1096626085	0.0055303886	0.0476217841	0.0130479029	-0.0723359968	0.0288838299	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0269179653563895	0.0010588580879441	0.0007245768589277	1.1211804504048468e-06	-0.019402944289169	-0.0356045303634856	0.0003764742470885	0.0012676825824043	0.0994461184822768	0.0118848614814695	0.0001412499324337	0.009889530481191	-0.0004113630156682	-0.0003624469787539	1.6921953065963577e-07	1.3136781240789252e-07	-0.0003351688594945	-0.0001296489883299	1.680886017499247e-08	1.1233816437484389e-07	0.0008189310057011	-6.446196279996827e-08	6.706479920986151e-07	4.155344648024491e-15	0.0	0.0	0.0
945.2035592730392	-2.088869699572797	4.363376621793347	893409.7684624217	1073.358590670281	3.812915302695956	14.538323105532992	1152098.664165692	877.8241976831573	-0.9885127019502988	0.9771573619170804	770575.3220380788	888.9577409029572	792.6937377712738	1.232386	22.086908	0.0451737039296841	0.0241010988244212	0.0654682741	-0.0196852144	-0.1923994376	-0.0298625803	0.0182015916	0.0595884662	-0.1622854966	-0.0622377695	-0.011584758	0.063633687	-0.0476655069	-0.0451194873	-0.0279729285	-0.0183883329	-0.0739649502	-0.0388706191	-0.0049431796	-0.0991602292	0.1127920264	-0.0450933194	0.0281972266	0.0101873095	-0.0371143248	-0.0646027077	0.0431581537	-0.0215597971	-0.0713132378	-0.0039149127	-0.1189215743	-0.0360144494	-0.0046834216	0.0102462533	-0.0187767664	-0.0361304973	0.0464548811	0.0644377219	0.0758222586	0.1062866772	-0.305855156	0.0952820376	-0.0914513496	0.2319061569	0.0937021415	0.0369938332	-0.1384341466	-0.0448101769	0.062296525	-0.064549014	-0.0692677987	0.1013146175	-0.1361992007	-0.0705051074	-0.0898381743	-0.0018879384	0.0328210146	-0.0071578209	-0.1372303072	0.0460309167	0.0296691013	0.0133514828	-0.0466160591	-0.0493442361	-0.0577526264	0.0017571421	-0.0051210517	0.0573487855	0.1150112783	-0.0556600601	-0.0313236096	0.0730432246	0.0806436665	0.1315866759	-0.0198649263	-0.0480428891	-0.0093809706	-0.1351179013	0.0883997794	-0.040990277	0.0358771439	0.098460194	0.0849572488	0.1940248543	0.0675709021	0.2822617868	-0.0699128501	0.0550608232	-0.0343397618	-0.0153072588	-0.0161205799	0.0128761077	0.0805815117	-0.0036272551	-0.1236449651	0.0271603692	0.051153949	-0.1287485963	0.0397339372	-0.0180609826	0.0520913327	0.0262665688	0.0412760147	0.0619849184	-0.0071130977	-0.0463687322	-0.0390779449	-0.0257556218	0.0473393888	0.1094015074	0.0200589318	-0.0343411492	0.0105722279	-0.1274963605	0.1404253605	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.03455931441799	0.0076413490616004	0.0011943462130414	5.8390215481222805e-05	-0.0003330339624199	0.0190699103267491	1.1091162012509937e-07	0.0003636614798702	0.0994552138546964	9.095372419595791e-06	8.272579945114382e-11	0.0098913395628833	-0.0002478900571554	0.0001634729585128	6.144948043650747e-08	2.6723408164927636e-08	-0.0002376145167388	9.755434275569998e-05	9.516849790496592e-09	5.6460658565013475e-08	0.0009269706878109	0.0001080396821097	8.59274656060613e-07	1.1672572910386628e-08	0.0	0.0	0.0
945.9100446294598	0.7064853564205578	0.4991215588366825	894745.8125309066	1070.7214216861423	-2.637168984138725	6.954660250903276	1146444.3628575937	877.644146683994	-0.1800509991633134	0.0324183622997075	770259.248208676	889.174569206292	782.0151179797276	1.21554	21.785002	0.0623783691748919	0.0394695061608818	0.0775962992	0.0969183675	0.0857549366	0.1087701023	0.071597925	0.0765717482	0.0833181535	0.08628245	0.0027309338	0.0308227664	-0.1244949696	0.1859042468	0.0716274184	0.0480992583	0.0086303445	-0.0276492055	-0.138862643	0.0475788419	-0.0092651848	-0.0425970091	-0.0388493445	0.0261960597	0.0508104578	0.0464603431	0.0299521712	0.1255030008	-0.0983265749	-0.0816286277	0.1310945041	-0.0099618255	-0.1641946225	-0.0935163481	-0.0590799849	-0.0130155623	-0.019964483	-0.0320023099	0.0490835061	0.0400768326	-0.0799679899	0.0810341395	-0.021163237	-0.021109515	0.0026450714	0.0007806068	0.0843906226	0.0217100495	-0.2489653963	0.0527942779	0.0399708338	0.1310756015	-0.0540433667	-0.1093468677	0.0103188024	0.0668456234	-0.0144624799	-0.1530634	0.0447968739	0.0288082669	-0.1049895089	-0.0111298009	-0.0155457163	-0.0407934877	-0.0497108907	-0.131487702	-0.0079479888	-0.0828250598	0.0026355849	0.0012194426	0.0868049774	-0.0688888931	-0.0065498513	-0.1679922438	0.0388282414	0.0753651746	0.0224968439	-0.0323665874	0.1343672193	0.0455364306	0.0885222778	-0.1889057062	-0.0879168295	-0.1104881394	0.06727118	0.0543373208	0.0892177698	0.0757101791	-0.0787526696	0.0899235227	-0.11118125	0.1090130015	0.0658501358	-0.0449443696	0.0504011455	-0.0545332808	-0.0511170943	-0.0958344205	-0.1546262731	0.0104277225	-0.0161344526	-0.1059494276	-0.0251475455	-0.0160704136	0.0376121145	0.0817028536	-0.0793943121	-0.0222202095	0.0143617187	0.0284611176	-0.0198171972	-0.0711096941	-0.0531576953	0.0862958982	0.0292194882	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0340063498978366	-0.0005529645201533	0.001156431833374	3.0576976054847506e-07	-0.0351887531022754	-0.0348557191398555	0.0012382483448928	0.0012149211567564	0.0995167421434644	6.152828876800076e-05	3.7857303187184885e-09	0.0099035819668487	-0.0001951898995143	5.27001576411e-05	3.809909687240253e-08	2.77730661539679e-09	-0.0005801044577877	-0.0003424899410489	1.17299359719679e-07	3.3652118194516144e-07	0.0010699437336432	0.0001429730458323	1.144779593162351e-06	2.0441291834564984e-08	0.0	0.0	0.0
945.9880373397392	0.0779927102794317	0.0060828628567313	894893.3667898919	1071.3809477122045	0.6595260260621671	0.4349745790533544	1147857.1351207015	877.937816043115	0.2936693591210542	0.0862416924865707	770774.8088385545	889.3061472406212	796.5745124545707	1.159641	20.783169	0.0816625298951983	0.0452707332696746	0.0328642199	-0.1604216356	-2.54522e-05	0.0117364598	0.0594297178	0.0006748125	-0.04901231	0.0166159705	0.0859334578	0.0277671161	0.1099676925	0.0579455576	-0.0343967664	-0.0732016067	-0.1036677875	-0.098244143	0.0703807791	0.0714406915	0.1138173591	-0.0421711944	-0.0040346946	-0.0487571937	-0.0275679413	0.1342538532	-0.0736036613	0.0043956922	0.1085612605	-0.0316630751	0.0934592618	0.1003777528	0.0589800034	-0.0026014637	0.0159264675	0.1234767173	0.1513247885	0.162029823	-0.0048579568	0.1011793096	0.0963467417	-0.1370406957	0.0743860453	0.0072603436	0.0386042586	0.0214442217	0.0563223219	0.0531795968	-0.051325141	0.0575290706	-0.1542392078	0.0040768148	-0.0019096575	0.0994669814	-0.1161213055	-0.0425827478	0.1206771986	0.0253085072	0.0454760918	0.076865557	-0.011133	0.0937590673	-0.0693750654	-0.0198656671	0.0732657914	0.0062526798	-0.0492176379	0.0060106299	0.02940024	0.0434157174	0.0081682346	0.0189693999	0.09247719	-0.0014464774	-0.1272166592	0.0707378279	-0.1566185001	0.0874736279	0.1060508577	-0.0960339774	-0.0788413126	0.0936187883	-0.0453011565	-0.0664911237	-0.1739684885	-0.1151489527	0.1310879387	-0.0608627288	-0.0737171618	-0.1010863573	0.0519813962	0.0853820204	0.0954141918	-0.0233165914	0.011013794	0.1214264386	0.0787054734	0.0484980891	-0.0203797355	0.0681728502	-0.029053541	-0.0642335065	0.0212945693	0.03737569	0.0044076735	-0.0481183676	0.0504846275	-0.086171802	0.0053735784	-0.066662013	0.0372085611	-0.1699496559	-0.0462754703	0.1420623712	0.0863378343	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0323706516067119	-0.0016356982911246	0.0010478590854431	2.6755088995882595e-06	-0.0087249677849001	0.0264637853173753	7.612506284754456e-05	0.0007003319333241	0.099392599178536	-0.0001241429649283	1.5411475741212672e-08	0.0098788887714651	0.0003861438594341	0.0005813337589484	1.4910708017866197e-07	3.379489392930764e-07	-0.0002367647222505	0.0003433397355372	1.1788217399875444e-07	5.6057533702356416e-08	0.001214048305593	0.0001441045719497	1.4739132883132344e-06	2.0766127656835077e-08	0.0	0.0	0.0
943.119988894458	-2.8680484452812607	8.225701884480257	889475.3134522825	1065.7016596169997	-5.679288095204811	32.25431326833509	1135720.0273104275	877.4195780867923	-0.5182379563227641	0.2685705793735952	769865.1160100045	888.2447424472535	788.0013025338051	1.037797	18.59948	0.0579932108036001	0.0298221669927086	0.0749822636	0.0235859752	-0.0464651818	0.0707999947	0.0473777597	0.073728572	-0.0228441864	0.1319555713	-0.018345893	0.1233623965	-0.0701336439	0.1384353788	0.0314294783	-0.017952501	-0.0999238275	-0.0659763941	-0.0658401996	0.0602904871	-0.0663108523	-0.0053239949	0.0679624199	-0.0779633327	0.0109730854	0.0511159341	-0.0251829927	0.0085917566	0.0598920762	-0.2558414406	0.0824454998	0.038756132	0.0497143786	-0.0638289648	-0.092671004	0.0940740162	0.0016908584	-0.1466518943	0.1021552417	0.066551934	-0.0631276592	-0.1798617738	-0.0085838866	0.1881050793	0.0310069459	0.0596441218	-0.0008431248	0.0438618772	-0.0765084519	-0.1047866298	0.0307185274	-0.0846648953	-0.0154925879	0.0888923818	-0.0918925065	0.0297461304	0.008287583	-0.1222076537	0.0087515444	-0.0469178218	-0.0075141015	0.1302843842	0.0104461781	-0.0595042192	0.0026452572	-0.1011067295	-0.1656293156	-0.0610398437	-0.0442404565	-0.1997146764	0.0172415579	-0.0171093939	0.0396876078	-0.0708030496	-0.0479106869	0.0145446131	0.0028540852	-0.0042811449	0.1588888659	0.0377617827	0.0587141503	-0.0161076379	0.108853429	-0.0042362581	-0.0478065792	-0.1390458079	0.095567284	-0.0852732973	0.1180666367	0.0052760974	0.1096163888	0.0782735271	0.1048483618	-0.1003167385	-0.0054273184	-0.0121113318	0.0111010973	0.0078195421	-0.1199229531	0.056914201	-0.0355194859	0.0336733449	-0.042400136	0.0606798945	-0.0042630457	0.1160085572	0.0094389229	-0.0950500212	0.018264703	-0.0535857872	0.0492105882	-0.1648727065	-0.0142925375	0.0630940347	0.0895587142	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0336777483672392	0.0013070967605272	0.001134190735087	1.7085019413809475e-06	0.0057075501515271	0.0144325179364272	3.257612873219703e-05	0.0002082975739852	0.0992647088035454	-0.0001278903749905	1.635594801523619e-08	0.0098534824138526	0.0005132288241609	0.0001270849647268	2.6340382594958004e-07	1.6150588259612013e-08	-0.0005577896782853	-0.0003210249560348	1.030570223971453e-07	3.111293252016185e-07	0.0008196441117215	-0.0003944041938715	6.718164698797268e-07	1.555546681434278e-07	0.0	0.0	0.0
941.8246791077804	-1.2953097866775352	1.6778274434626017	887033.7261764735	1068.5482749739242	2.8466153569245307	8.103218990278574	1141795.415949749	876.4395884101524	-0.9799896766398888	0.9603797663207538	768146.3521325573	888.0135662850471	771.4246187029291	1.009685	18.095644	0.0336258032807141	0.0206123220985015	0.1455158793	-0.1212692793	0.0342658913	-0.0483955492	-0.0512150292	0.1130830759	-0.0231295455	0.0141359318	0.1413507675	-0.010530457	-0.0061988401	0.0545559175	0.0248668675	0.0577163293	-0.092365201	-0.058697531	0.1779736627	0.0177695963	0.0170397113	0.0602617207	0.076969773	0.0655033469	0.0311798196	0.0357679536	-0.0523287934	0.0011716828	0.0444554297	0.0511752721	0.0998263997	-0.0346693275	0.1063919856	-0.1296137824	0.03578746	-0.0071309487	-0.1040041662	-0.1352312613	-0.0402771349	0.1267347253	0.0554034676	0.0975258719	-0.022432101	-0.0176908123	0.1855331289	0.1050984482	-0.1648101244	-0.1249745056	-0.1799068821	-0.0861385355	0.0645455828	-0.0939889044	-0.003749278	0.0091381118	-0.0709224155	0.0749881095	0.1340009254	0.1002874312	0.0387297796	0.0487041314	-0.0718490877	0.0596020791	0.0751820251	0.0374416346	0.0562176654	-0.0861684334	-0.0369372634	-0.0747691729	-0.2569372645	-0.0165345596	-0.0166712024	-0.0088583559	0.0828217521	-0.041883906	-0.0941596542	-0.0754128245	-0.0641679897	-0.0130449607	-0.0601583287	-0.040739258	0.0179740262	-0.0498650276	-0.1155993592	-0.1920842773	0.0218559578	0.2241638404	-0.024463539	0.0146181722	0.0980711412	0.1303729809	0.0505073387	0.0590411288	0.114300364	-0.1103344128	0.0645361331	0.0517806677	0.1013355938	0.0925691242	0.0621392798	0.0576031882	0.0154779085	0.0414221267	-0.039414454	-0.0036908841	-0.0226887706	0.0442641508	-0.0141770119	0.070439658	-0.0062615006	-0.0221066799	0.0196862872	0.0313863676	0.0821188632	0.1635755706	-0.0141515705	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0280850607994977	-0.0055926875677414	0.0007887706401114	3.127815423037032e-05	0.0159051642433496	0.0101976140918225	0.0002529742496079	0.0001039913331657	0.0993144869029905	4.977809944509137e-05	2.477859184365406e-09	0.0098633673088042	0.0004885932068482	-2.463561731270005e-05	2.387233217782079e-07	6.069136403778063e-10	-0.000227299768543	0.0003304899097423	1.0922358044147365e-07	5.166518477970138e-08	0.0008190551683424	-5.889433791000324e-07	6.708513687883972e-07	3.468543037857645e-13	0.0	0.0	0.0
