global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
995.7663773796512	n/a	991550.678319794	n/a	1033.3082006304096	n/a	n/a	1067725.8374900548	924.8905949031832	n/a	n/a	855422.6125403641	932.0607363608032	772.1073268257954	n/a	n/a	n/a	n/a	-0.0378822814	0.1946775404	-0.1274406667	0.0217462636	-0.2194850165	0.1290146341	-0.0378578738	0.1246768282	-0.0248640342	0.1218279554	-0.1484773603	0.0127968836	-0.1312416627	0.0934631678	-0.0703549204	0.0373476316	-0.1471907949	-0.0318790212	0.0776025661	-0.1094681581	0.1816093968	-0.0827108522	0.1738129858	-0.0283081239	0.0876387671	-0.0023745694	0.0542169566	-0.0572537202	0.0280347941	-0.0413834461	0.0277866155	-0.0089152178	0.0355087832	-0.0551528681	0.0991817855	-0.1498298018	0.1276447725	-0.0610146248	0.1701407444	0.011325993	-0.0441447684	-0.0003988662	0.0247404624	0.1159011171	-0.0667014306	0.0327316993	-0.1574751095	0.0323045973	0.0515447497	-0.043228613	0.2030409743	-0.1972897543	0.0121455643	-0.0408956092	0.0219948292	-0.0795623994	0.0689589714	0.1282942123	-0.0547695795	0.0217639734	-0.0508830376	0.004816929	-0.0602467195	0.0981619849	-0.0037486319	0.0433769349	-0.0674902924	0.0696860779	-0.0277749293	0.0372343818	0.1306741018	0.0305867211	-0.1041867497	0.0343891764	-0.0888250867	0.1556990229	-0.1536542718	0.0117657356	-0.1110025942	0.0674642357	-0.0137274516	0.0983596467	-0.0522866536	0.1057975138	-0.0249020365	0.0875579572	-0.0329116858	0.1669491047	-0.1264353692	-0.0649352688	0.1338932282	-0.1253742682	0.0310067211	-0.0147100811	0.0703040335	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0589588340635316	n/a	n/a	0.003476144114131	-0.0732039585277561	n/a	n/a	0.0053588195441334	-0.1119586702864268	n/a	n/a	0.0125347438523048	0.0021249231355012	n/a	n/a	4.515298331788251e-06	-0.0022776511998594	n/a	5.187694988220965e-06	n/a	0.0008059222423046	n/a	n/a	6.495106606412745e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990.131266983977	-5.635110395674246	980359.9258592954	31.75446917143596	1022.4359672514728	-10.872233378936812	118.20545864606775	1045375.3071294548	922.5681858232904	-2.32240907989285	5.393583934368754	851132.0574932772	929.8340510984438	759.9561407457813	1.272644	27.867281	0.0911415314502511	0.0531030817093846	-0.0074444845	0.0625125693	0.0414638905	-0.0089121955	-0.0822855613	-0.1349919628	-0.0005174589	-0.1323180642	-0.006750614	0.0176732588	-0.0315850558	0.2089766011	0.1132473543	0.0025541572	-0.0244180696	0.0357522623	0.0891374485	0.0536317351	-0.0409984192	-0.0393426731	0.1390433391	-0.018990956	-0.0330493658	-0.1869962382	-0.0012150582	0.0488072243	-0.0102501006	-0.082917392	0.0135225374	-0.075282947	-0.0133528373	0.0633368784	-0.0950146731	-0.1640104453	-0.0051367421	0.0831170337	-0.0627075294	-0.0780040717	0.1771909825	0.0739915897	-0.0198640657	0.0001053078	-0.0356686613	-0.0104107295	-0.0015947796	0.0277171597	0.0752399082	-0.0967287244	-0.0542312466	0.2690340378	0.0226020893	-0.0857901245	-0.0111671075	-0.0784644082	0.1351969422	-0.0344246635	-0.0231651935	0.1318235366	0.0006581705	-0.0870515447	0.0141644771	0.0266522694	-0.0859591519	0.0562330723	-0.0360229401	0.0241024153	-0.0256223947	-0.1354770453	0.1314847433	-0.0341762412	0.1237478387	0.0023271273	-0.0645504092	0.0068414845	-0.12111912	-0.0395478445	0.0453715103	-0.0449776786	-0.1026383355	-0.0231277023	-0.0373718786	0.0182317245	0.0163014878	0.0264101163	0.1178146007	-0.1226370489	0.0453025444	-0.043872265	-0.0961609471	0.0560748125	-0.0161024562	-0.0757827126	-0.0004717853	-0.1786211946	-0.0021668419	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0603135739818725	0.0013547399183409	1.8353202463463192e-06	0.0036377272064668	-0.0998396044160188	-0.0266356458882627	0.0007094576318849	0.0099679466099471	-0.1061413547686243	0.0058173155178024	3.384115983366576e-05	0.0112659871921189	0.0030251758374969	0.0009002527019957	8.104549274505588e-07	9.151688847775071e-06	-0.0023219818789101	-4.433067905069976e-05	5.3915998459868784e-06	1.9652091050961508e-09	0.0010080154637751	0.0002020932214705	4.0841670164324574e-08	1.01609517520973e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
989.727840324814	-0.4034266591629603	979561.1979140204	0.1627530693233873	1019.1514253101902	-3.284541941282555	10.788215764044176	1038669.6277117922	923.6893446180557	1.1211587947652788	1.2569970430795323	853202.0053609331	930.84839942392	736.7347177044265	1.028007	22.510414	0.3206296999466988	0.1711911668939378	-0.0385508716	0.005216344	0.0116051243	-0.0136479249	-0.0294638546	0.0118870232	0.0105531113	0.0054229579	0.1305095096	-0.067734026	0.1612429293	-0.0834412748	0.04151786	0.0806280449	-0.0201206005	0.0217310625	0.0941271182	-0.0999849727	0.0322347341	0.1161610993	-0.0817002627	-0.0705080842	0.0179682119	-0.0555087689	0.0078537181	0.0373523585	-0.086253925	0.0742832521	-0.0173855906	0.0286609423	-0.0586908394	0.076764492	-0.0520175436	-0.0369379542	-0.1072386216	-0.0745841878	-0.1741512109	0.2334089387	-0.0651699641	-0.2834505946	-0.0058812343	-0.0567632062	-0.0991126108	0.0774487747	0.0131638877	0.0579668873	0.0942951506	0.0922095027	-0.0980355458	-0.1049463819	-0.0899311323	0.0536070285	-0.0617004604	-0.052943479	0.0510127005	0.1140315433	0.0411801354	-0.0881364532	-0.0344904896	-0.0179266615	-0.0288827344	0.1523499911	-0.0711775352	-0.1835682806	-0.0322070683	-0.202843985	0.0222521544	-0.0910887581	-0.0926529532	0.0065367268	0.080525603	0.0301516733	-0.0196725546	-0.0369344908	-0.0505696565	-0.0587652296	0.0391362249	0.0504202683	0.0668004619	-0.0051462972	0.0710730946	0.0023746661	0.1783055751	-0.1100833618	-0.0923176123	-0.0483157467	0.0781261353	-0.0573448774	-0.134259173	-0.0152633874	-0.0038903631	0.0960551451	0.0422501922	-0.0865611534	-0.0335845108	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0529513112030315	-0.007362262778841	5.42029132247076e-05	0.0028038413581202	0.018869445883638	0.1187090502996568	0.0140918386230464	0.0003560559879555	-0.0051585459456333	0.100982808822991	0.0101975276777807	2.6610596273209757e-05	0.0019777202432514	-0.0010474555942455	1.0971632219161938e-06	3.911377360566377e-06	-0.0023243229223182	-2.3410434080999194e-06	5.402477047213816e-06	5.480484238608086e-12	0.0001863005405245	-0.0008217149232506	6.752154150927395e-07	3.4707891399720873e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990.5543930498116	0.8265527249975548	981198.0055902804	0.6831894072008835	1020.0323996009668	0.8809742907765212	0.7761157010091946	1040466.0962357064	923.7338677597356	0.0445231416799742	0.001982310145055	853284.2584463607	930.7657012264284	756.5705771562039	1.052581	23.048512	0.2308350746775679	0.1023850278325627	-0.0264769493	0.0599400197	-0.1307695989	-0.0072575389	-0.0594783613	0.0057946708	-0.1221636879	0.0258542422	-0.0970167849	-0.1873818614	-0.0664395899	-0.033087063	0.0457705441	0.0816743751	-0.0223260117	-0.0300985197	-0.0427272856	-0.0899219922	0.0181837905	-0.0623260902	-0.0022608856	0.0617726077	-0.0363624037	-0.1537059439	-0.0694041135	-0.0332870823	-0.073222314	0.1017122057	-0.2060647505	0.0391286826	-0.0347381449	0.0617709099	-0.0772826671	0.0779581814	0.0429034186	0.0858999295	-0.0417021135	-0.0363408921	0.0711912692	-0.0705147659	0.0966037643	-0.0212925342	0.0209039691	0.0817109859	-0.0277513206	-0.0111674832	-0.0866364073	0.0924540276	0.0169262776	0.0694159439	-0.0416214627	0.0830967226	0.0314223463	0.1521730816	0.175204456	0.0729130334	-0.0126407462	-0.1248454854	-0.0553479268	0.0344203795	-0.0511121122	0.1439835678	0.0003104044	0.1023996447	-0.0150772816	0.0191441635	-0.0829337428	-0.1068357607	0.0545218644	0.0038820575	-0.006476187	0.0312603781	0.002632283	0.0006709625	-0.0124021557	0.1286896825	-0.1056666454	0.2110049745	-0.0076326781	0.1175315956	0.001992375	-0.0650463397	0.0172063481	-0.05968476	0.0637201192	0.032335702	0.0426558773	0.0040786741	-0.025391882	-0.0617600016	0.0497547506	-0.0588437227	0.1255775976	0.0368149121	0.0290469888	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1025561405032107	0.0496048293001792	0.0024606390898999	0.0105177619549142	-0.0413382627775149	-0.0602077086611529	0.0036249681822262	0.0017088519694628	0.0417054696430625	0.0468640155886958	0.0021962359570975	0.0017393461981484	0.001743541794732	-0.0002341784485194	5.4839545750953296e-08	3.039937989977284e-06	-0.0015749051164133	0.0007494178059048	2.48032612570479e-06	5.616270478073143e-07	0.000685874708651	0.0004995741681265	2.4957434945928453e-07	4.704241159670942e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988.2606783865128	-2.293714663298715	976659.1684449704	5.261126956631538	1013.683562314362	-6.348837286604748	40.30773489178274	1027554.364506335	922.6038929242384	-1.1299748354972508	1.276843128857039	851197.9432389595	929.4620549699902	749.3626485943416	1.158332	25.364162	0.0564307185004684	0.0315354775472734	-0.0249810782	-0.0340876073	0.1307562593	0.0753213046	0.0339739207	0.0245527789	0.0550063411	-0.0578858421	-0.0072970806	0.0860410404	-0.000326326	-0.1417067899	0.1122646922	0.0224475953	0.0538894247	-0.0104327009	0.0658242297	0.07231314	-0.0323688349	-0.076612102	0.0457980652	0.07130896	0.1376641124	-0.0155866934	0.1812651063	-0.0343751719	-0.0886317201	0.0007289686	0.0372402787	0.035259456	0.0042770949	-0.1314784354	-0.0028345719	0.1154398878	-0.0961605087	-0.034850587	0.0196575627	0.1169523623	0.0082940176	0.1493571323	0.0344463613	0.0484779447	0.0023598741	0.0055674584	0.0346687419	-0.0458348749	0.0436064807	-0.0915665141	-0.0312834052	-0.0039312198	0.1560966543	-0.0126636772	-0.0513439952	-0.0380680408	0.0455043702	0.1242130088	0.110716759	-0.0414222764	0.0881606382	0.0290330427	0.0779989401	0.0243463545	0.1925612278	0.0651378074	-0.0316650966	-0.019625413	0.0388145538	0.030258181	0.0452587081	-0.0024349469	-0.0011243527	0.0293337746	0.0522956148	-0.0436538512	-0.0606492998	-0.062814057	0.0221718937	0.0229685431	-0.170794321	0.074525902	-0.0464995029	0.0177971199	-0.0516339839	-0.0787561271	-0.0830694096	-0.0206680266	0.0176529075	-0.0414403601	-0.1172554382	-0.0757643974	-0.0216509522	-0.0753692977	0.0016762277	0.0329777933	-0.0544156018	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0961639512134695	-0.0063921892897411	4.086008391588205e-05	0.0092475055129865	-0.0364904091500477	0.0048478536274672	2.3501684793346917e-05	0.0013315499599378	0.0201698152612124	-0.0215356543818501	0.0004637844096544	0.0004068214476714	0.0021241149591925	0.0003805731644605	1.4483593350747886e-07	4.511864359865356e-06	-0.0015741765407186	7.285756946999976e-07	2.478031781348778e-06	5.308225429075841e-13	0.000777673392524	9.179868387299991e-05	8.426998360814976e-09	6.047759054397873e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988.371680055618	0.1110016691051214	976878.5779359648	0.0123213705441228	1017.8304061256504	4.146843811288363	17.196313595220598	1035978.7356339064	925.13106242951	2.5271695052716723	6.386585708375069	855867.482671954	932.5584510195572	743.7253160728446	0.994112	21.768229	0.1550838795233665	0.0788546354668898	-0.0511795445	0.0121110234	0.0311149131	-0.0481958872	0.01666446	-0.0027500125	0.0013521991	-0.0693693152	0.0905374422	-0.0929939529	0.0062393683	-0.0278201299	-0.0091176157	0.0905282453	0.1013580422	0.1176352291	0.0625571764	-0.0192908103	0.1138667074	0.0132016656	-0.1221325727	-0.0225915427	-0.0970628563	0.0486686	-0.0020885579	0.0948466537	0.0055556723	-0.0381283464	0.1219304444	0.0483768836	0.0098389226	0.0966003985	0.0008701425	0.0131924499	0.0282952262	-0.0775475953	0.0469055367	-0.0348029241	0.0127544097	-0.0539687764	0.0118653726	0.1097671999	-0.0770067887	0.0688643839	0.1092575078	0.08856848	0.1233962919	0.0694036572	0.0815539068	0.0426087642	-0.0882305805	0.0868574159	0.0473307933	-0.0101118198	0.0087573865	0.0032959711	0.0369168553	0.1526774279	-0.0708537921	0.0373857793	-0.0164174244	-0.0814831395	0.0062437324	-0.0821465598	0.1036938868	0.0049341686	-0.0083020503	0.0719595978	-0.0265139088	0.1060846801	-0.1080968891	0.0483637513	-0.0011666712	-0.0350642374	-0.038967143	-0.0941435644	0.0898930903	0.1174594674	0.0415967793	0.0343368024	0.0840785966	-0.0510088052	0.0861430752	-0.1184957178	0.0531069701	-0.0074119658	0.0195146041	0.003659589	-0.025886961	0.0316626519	-0.0221380021	-0.0384570398	0.0656942909	0.0659319477	-0.0450271812	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0712811697239317	-0.0248827814895378	0.000619152814656	0.0050810051572119	0.0066022561757677	0.0430926653258154	0.0018569778048827	4.358978661046273e-05	0.0215168135070058	0.0013469982457934	1.814404274170501e-06	0.0004629732634952	0.0009737984399721	-0.0011503165192204	1.3232280943913368e-06	9.482834016920956e-07	-0.0013452830281242	0.0002288935125943	1.8097864257590171e-06	5.239224010780269e-08	0.0004416547350944	-0.0003360186574295	1.1290853814079085e-07	1.9505890503130467e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987.6363480613516	-0.7353319942664029	975425.5560119632	0.5407131417918053	1016.2433292658004	-1.587076859849958	2.5188129590712034	1032750.504277238	921.919307711834	-3.211754717676058	10.315368366514416	849935.2099318672	929.1023546404545	742.4247604619865	1.083964	23.73572	0.1009870545532749	0.0574732244218029	-0.0376910758	-0.022979799	-0.0376688797	-0.0085776949	0.0387913255	-0.0161749194	-0.0628548313	-0.0337579568	-0.0969039072	0.0983736292	-0.0550081493	-0.1089742715	-0.0576497366	-0.0518254468	0.0872149082	0.0322928076	-0.0750147319	0.0621951438	-0.0789379932	-0.0158959766	0.067430181	0.0453447425	0.1276569903	-0.0907658815	-0.2120175421	-0.0715831843	-0.0589968265	-0.0456879019	-0.042449393	0.0294452388	0.0849271014	0.0290952752	0.1110519684	0.0173597538	0.0350576529	-0.0074429193	0.0432550406	0.0912009359	-0.0489379922	0.1019240322	-0.088016109	-0.0300698381	0.0288753688	-0.0430783934	0.0813471014	0.0013678757	-0.1204021782	-0.0931650622	0.0055699092	-0.078461334	0.0340825905	-0.1048771398	-0.0582889536	0.0914821671	0.0689356533	0.0318951742	-0.114463182	-0.0360553296	0.0074180164	-0.08565733	-0.0541348039	0.021009252	0.0650520364	0.0121616091	0.0668741455	-0.011852962	0.0309676464	0.1708317466	-0.1577118867	0.0270879652	0.0546582892	0.0315305631	-0.0069315483	0.0030145879	0.0303415327	0.1191621197	-0.0906333536	0.1124640846	-0.016279255	0.0012332277	-0.0733925472	0.0331430759	-0.0572231382	-0.111613475	-0.0712052679	-0.0250948056	-0.0333818187	-0.0003127028	-0.0237312598	-0.0601396598	-0.0543774699	-0.0562879292	0.0159998332	0.0173813445	0.0231671806	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0666995800875867	-0.004581589636345	2.099096359586392e-05	0.0044488339838603	-0.0342316515238536	-0.0408339076996213	0.0016674080180211	0.0011718059660505	0.0255318697297894	0.0040150562227836	1.612067647211331e-05	0.0006518763718989	0.0017508555020725	0.0007770570621004	6.03817677760105e-07	3.0654949891375463e-06	-0.0015981116600194	-0.0002528286318951	2.553960877889962e-06	6.392231710599849e-08	0.0004428990609893	1.244325894900005e-06	1.5483469327186984e-12	1.961595782252037e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987.0317075457356	-0.6046405156159835	974231.5917006504	0.3655901531243624	1015.0263039996516	-1.2170252661487666	1.481150498444476	1030278.3978111933	920.1365910365344	-1.782716675299639	3.178078744391399	846651.3461643344	927.9707360731816	747.5590927502674	1.090775	23.884871	0.1017295692041231	0.0499085731514373	-0.0225092995	-0.0290862334	0.0973992431	-0.0264017386	0.0455663556	0.0411294299	0.0462601757	-0.0380334487	0.147040077	0.0245518135	-0.0187818717	0.1265934141	-0.0134480399	-0.0563090938	-0.0043294825	-0.0839564219	0.0456333655	-0.0877801595	0.1026721468	0.1232672011	0.0560285855	0.078464757	0.0593911524	0.0508301618	-0.0777107068	0.0477373448	0.1135109939	-0.0107424547	0.098812668	-0.0710990399	0.0552576389	-0.0326658722	-0.0263342957	-0.0524573476	-0.0627244639	0.0328413426	-0.1191121995	0.044832978	-0.0063720927	0.0517880914	0.0137527542	-0.108754621	0.1475937424	-0.046923904	0.0037508812	-0.0616652393	0.0550721599	0.1211773057	-0.0069217115	0.0359254939	0.0352934183	-0.0900971282	-0.1103564636	-0.0254911083	-0.0875931973	-0.0068710431	-0.0378777106	-0.0202436147	-0.047450509	-0.1138219414	0.0950704867	-0.1385444063	-0.0749575077	-0.0557523423	0.0146903464	0.0805242595	-0.0165575138	0.009878265	-0.0030227073	0.0668663593	0.1476100798	0.0140268693	0.0123164025	-0.0507647561	-0.0525016815	-0.0735285164	0.0590051886	-0.0254136298	-0.0879737532	0.0014296402	-0.0421783122	-0.053282614	-0.0002124933	0.1067037067	-0.0132759251	0.1301608523	0.0994633368	-0.0650136733	-0.0057448187	0.0817972599	-0.1097720318	0.0377134095	0.1079867603	0.081403465	0.0963795387	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0601879170325787	-0.0065116630550079	4.2401755741956106e-05	0.0036225853567205	-0.0495464026995904	-0.0153147511757368	0.0002345416035747	0.0024548460204699	-0.0015691453256039	-0.0271010150553933	0.0007344650170326	2.462217052864569e-06	0.0022599858493496	0.0005091303472771	2.5921371051850054e-07	5.107536039260434e-06	-0.0021430007981306	-0.0005448891381112	4.59245242078839e-06	2.969041728315666e-07	0.0004449223739607	2.023312971400021e-06	4.093795380235582e-12	1.97955918850825e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987.9581258365732	0.9264182908376596	976061.2584065144	0.8582508495985707	1017.1014586325998	2.07515463294817	4.3062667506462535	1034495.377152562	921.9922207649026	1.8556297283682848	3.443361688804156	850069.655150997	929.4454765657408	737.0499430105577	0.927899	20.318346	0.2754641618014332	0.1411996067095576	0.0024554922	-0.0596789228	0.0365173904	0.0165687055	0.0633239663	0.0040971764	0.0418851248	0.0311980114	0.0075382057	-0.0571121171	0.0669919953	-0.1596306725	0.0248934929	0.0063274356	-0.0674001818	-0.0555597197	0.1166357322	-0.0286022366	-0.0281356922	0.0977945348	-0.099871132	0.0256618621	-0.0657921111	0.0478821043	-0.0583329498	0.1069290667	-0.0436059305	-0.0173154266	-0.0177731062	0.1021016929	0.0526883773	0.0450673548	-0.0149761807	0.0875803245	0.0364672295	0.0217016966	0.120692951	0.0998146355	-0.0040311938	0.0202505891	-0.0524860635	-0.1113764008	-0.0540984559	-0.0045133705	-0.0444472329	-0.0492102977	0.1072993028	0.0140962952	-0.1033822963	-0.0913284215	-0.1137050724	0.0782485809	0.0022664955	0.0846922269	0.017917287	0.0328652448	0.0884774457	-0.0806847583	-0.0084764872	-0.0175115138	-0.1207880318	-0.0909833032	0.0286875926	0.0220191013	0.0704010149	0.0391709229	0.0684600411	-0.0195125491	-0.0244234413	-0.0027039121	0.042978336	0.0039916458	0.0428233974	-0.0555357289	0.0387500443	-0.0821384531	0.0352367558	0.0488981477	0.1114419875	0.0108725167	0.060771277	-0.0154686306	0.0086073861	-0.0764332338	-0.1089965863	0.018762132	0.0005835469	-0.0660624463	-0.0354217533	0.0605337189	-0.0564805072	-0.0012350028	-0.0317397447	0.0852288302	-0.05070597	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0483630820343989	-0.0118248349981797	0.0001398267227341	0.0023389877038659	0.0682702725820547	0.1178166752816451	0.0138807689744206	0.004660830118428	0.0530940708415244	0.0546632161671283	0.0029880672017341	0.0028189803585248	0.0014498890350394	-0.0008100968143102	6.56256848555535e-07	2.1021782139274825e-06	-0.0017060948784299	0.0004369059197007	2.9107597342047355e-06	1.9088678266951465e-07	-0.000131263599118	-0.0005761859730787	3.319902755726484e-07	1.7230132453411014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990.157449239328	2.1993234027547715	980411.7742841324	4.837023429904827	1020.812562048188	3.7111034155882408	13.772288561190706	1042058.2868353858	924.0381926128948	2.0459718479921776	4.186000802776526	853846.5814073053	932.0051785696924	746.5823401599147	0.8704779999999999	19.060989	0.1269834289708125	0.0635516038767954	-0.0043147166	0.0117031026	-0.0582697353	0.0079794909	-0.035485111	0.0344482681	-0.0306953249	0.0779660526	-0.0586200956	0.0717840638	0.0184698982	0.0573404501	-0.1440371866	0.0241892941	-0.0304753861	0.04447114	-0.0664238167	0.0158951246	0.0423172448	-0.0266790761	-0.0447870164	0.0308327846	0.0813081525	-0.044164109	-0.0832027704	0.1102919621	0.0473834761	0.0131930458	-0.0064738621	0.0537580371	0.047991975	-0.1346108246	0.1019904184	-0.0425500512	-0.0287564106	0.033148609	-0.0875771838	-0.0321919166	-0.133048118	-0.0739315403	-0.1189185264	0.0170705919	0.0742034742	0.034611633	-0.0426323763	0.0336229969	-0.0432275536	-0.0102065252	0.0709003337	-0.0763611306	0.0301830294	0.0135182178	-0.0030865334	0.0665234153	-0.0097997465	0.0637344117	-0.0933023381	0.0231531138	-0.1556150439	-0.0414447581	0.0023902855	-0.0026109019	0.0111164587	-0.1331665439	0.0025220843	0.0450545982	-0.0340936705	0.1106025474	-0.0497423105	-0.0126866048	-0.1348290465	0.0045759528	0.0007874535	0.0016501255	0.0452412192	0.0265335688	-0.056855136	0.0383558806	0.0616732224	0.0029479483	0.0340333336	-0.0616823264	0.0311118804	-0.0354194629	0.0077771367	0.0324908899	0.0172694572	0.0238733135	0.011196327	0.0503063409	0.036120975	-0.0022790935	-0.0999215988	0.082752802	-0.0708939644	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0258109183255186	-0.0225521637088803	0.0005086000879521	0.0006662035048065	0.0174532634859616	-0.0508170090960931	0.0025823684134724	0.0003046164063104	0.0272934808488258	-0.0258005899926986	0.0006656704439713	0.0007449340968452	0.0017000022928441	0.0002501132578047	6.255664172968036e-08	2.8900077956751974e-06	-0.0015320004935126	0.0001740943849172	2.34702551212285e-06	3.030885485973299e-08	8.020816228103411e-07	0.0001320656807408	1.7441344029533644e-08	6.433349296500703e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
