global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
868.2833308203319	n/a	753915.94258045	n/a	824.1321678990903	n/a	679193.8301660543	n/a	845.4429510469121	n/a	714773.7834749114	n/a	849.5671069507293	644.5784391461613	n/a	n/a	n/a	n/a	-0.0698999529	0.0087434419	-0.0680984856	0.0714586782	-0.000205749	0.0641867223	-0.0608845415	0.0724860423	-0.0635962477	0.1440763512	-0.1046429696	0.0941333566	-0.0374879785	0.0326399718	0.0692409051	-0.0869087232	0.0272620375	-0.0921033297	0.0296052938	-0.0398398576	0.015914767	0.0452414481	-0.04991786	0.0053103163	-0.0337114129	0.1393377995	-0.0239064658	0.1895505969	-0.042004726	0.1151415218	-0.0217980659	0.0260446526	-0.1072287383	0.0280543592	0.0962402033	-0.0912965404	-0.0903943689	0.12614646	-0.0771643967	-0.0016959164	0.0125362242	0.0184835374	0.0333084394	0.0330444254	0.0639955025	-0.0894065226	0.0659988747	-0.0633293646	0.0630885275	0.0470242003	-0.121378509	0.0898985475	-0.022267663	0.0051545062	-0.0276794813	0.0981106344	0.0192892285	-0.1642177556	0.0521341895	-0.0961682761	0.0843133965	-0.1116372256	0.0914635217	-0.0872404568	0.1245964736	-0.0693307092	0.0312260814	-0.0031836097	-0.0012518296	0.0542128518	0.038535653	-0.0745881958	-0.0217211407	-0.0200276359	0.0652623854	0.0201305175	-0.1003977394	0.0745050641	-0.0301160602	0.0734168311	-0.0152646455	0.0705661197	-0.0461771698	0.0981563394	-0.1023217921	0.1142109864	-0.0133599647	0.0685194939	-0.0765862486	0.1362650043	-0.1327351632	0.1392498017	-0.1460658436	-0.0691095857	0.0214324612	-0.0616301246	0.1012463981	-0.0443785489	0.0010272507	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0190114132384024	n/a	0.0003614338333213	n/a	-0.0355109023881539	n/a	0.0012610241884209	n/a	-0.0393949741389789	n/a	n/a	0.0015519639874108	0.0032821675579429	n/a	1.077262387841286e-05	n/a	-0.0013193616259496	n/a	n/a	1.7407151000283718e-06	0.0010001684678456	n/a	1.000336964072615e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.7868071594658	-6.49652366086616	742676.5009941062	42.20481967619385	827.4252165918765	3.293048692786215	684632.4890521137	10.844169693060998	842.9974507553318	-2.445500291580288	710644.701979988	5.980471676119273	846.327323179194	631.855106112484	1.06704	21.892256	0.1117591165805931	0.0686694080657864	0.0419543036	0.0823130523	-0.0636188563	0.1620714078	-0.021490338	0.1108237658	-0.1215555717	-0.0521890251	-0.1386246783	0.057214165	-0.0948259805	-0.0199083611	-0.0210636397	-0.0416652109	0.193990804	-0.0355387992	-0.0854674852	-0.0941606703	0.0781057509	-0.0945878969	-0.0532183427	-0.0266624398	-0.0672446799	0.0904224141	0.0108531602	0.0188202463	0.0387828541	0.0567269565	0.0820148441	-0.1431765307	0.0051584725	-0.0160474442	-0.0165402331	-0.0140009612	0.0679515884	-0.0871944024	-0.1064896991	0.0876711676	0.0963327632	-0.2129238764	-0.0110113725	0.1635989619	0.1336188301	-0.0421366767	-0.0407170092	0.0032166301	-0.0331714179	-0.1260773466	0.1248153199	0.1003478428	-0.0544167803	0.0798575914	-0.1149018791	-0.1016936338	0.0222317752	-0.0206663311	0.0251744028	0.0484203061	-0.0340917932	-0.0748639536	0.065748556	-0.0370739627	0.1636149354	0.1428658001	0.0745617077	-0.0582517676	-0.1473703838	-0.0357687983	-0.036206994	-0.0113171379	0.0349601111	-0.0335077791	0.0822083748	0.0633421798	0.0247152553	0.0379488396	-0.1127276911	0.0199127379	-0.0887608242	-0.017838716	0.0253818765	-0.0177750535	-0.0881205097	0.1551506038	-0.1559658818	0.0435167475	-0.0059377447	0.0042244846	-0.0406908509	-0.0024730455	-0.1991571234	0.0757640433	-0.0793176289	-0.0027652572	-0.0011072056	-0.0269819982	-0.0940034129	-0.0484919473	0.0177646909	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0183665291635861	-0.0006448840748163	0.0003373293935168	4.1587546995167626e-07	-0.0181779111183715	0.0173329912697824	0.0003304364526274	0.0003004325863583	0.0170343899035856	0.0564293640425644	0.0031842731262482	0.0002901704393873	0.002750307139784	-0.0005318604181589	7.564189363146847e-06	2.828755044041602e-07	-0.0013193347086972	2.691725239987834e-08	7.245384767587563e-16	1.7406440735731256e-06	0.0012153186763029	0.0002151502084572	1.4769994849706329e-06	4.6289612199219616e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.6760507937635	-1.1107563657022863	740763.264409949	1.2337797039481515	803.8910427093506	-23.53417388252592	646240.808548327	553.8573403329651	841.3957919875593	-1.6016587677725056	707946.8787743722	2.565310808382541	844.6468118473808	606.7201233849862	0.987729	20.265045	0.0925910768392361	0.0470455621186349	0.0602681321	0.1643594274	0.0159175017	-0.0246787754	0.0980624188	-0.1412197378	-0.060459193	-0.0527291378	-0.1127977052	-0.0047760127	-0.100103666	-0.0857480819	0.0930368673	0.1668738509	0.1053003779	-0.048889215	-0.049727675	-0.0228597491	-0.0034592068	-0.0731734779	0.0112623787	0.0134163734	-0.0349573332	-0.0542130359	0.0044166015	-0.0671160537	0.0930310308	0.0669022288	0.1766717556	0.022660925	-0.1561395638	0.0104263671	-0.0993824035	-0.1630631478	-0.0638622856	-0.0338111422	-0.059854039	0.0721064487	0.0916119687	-0.0123015816	0.1601300526	-0.0021640478	-0.0521513285	-0.0536047751	-0.0533018886	0.1086543892	0.1956507974	-0.1038583906	0.0546293733	0.061413296	-0.0206010785	0.0573380865	-0.0353548706	-0.0466250325	-0.004656092	0.0128749087	-0.089063851	-0.1060838519	0.0385982863	0.0756656016	-0.069109026	0.0041344666	0.0193211501	0.0858249674	0.174840449	0.000738883	-0.0556225389	-0.0662471785	-0.077356465	0.0360664406	0.1202958017	0.045067396	0.0039568114	0.1078171206	0.0721230679	0.0536115503	-0.0617748353	0.1028385998	-0.110187771	-0.0120870378	0.0614987168	0.0270829578	-0.1274911695	0.1108031103	-0.1511693918	0.0229902211	-0.0381715765	0.0162410711	0.0007996126	-0.0179472062	-0.0647758442	0.0517337903	-0.0852472384	0.0355971974	0.0692040524	-0.0674161184	0.0413184477	0.041932598	0.1361062517	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0111711634422562	-0.0071953657213298	0.0001247948926536	5.177328786368934e-05	0.0064644265298028	0.0246423376481743	4.178881035921827e-05	0.0006072448047666	0.0337689775071226	0.016734587603537	0.0002800464222604	0.0011403438418765	0.0021209622112309	-0.000629344928553	4.498480701469469e-06	3.9607503909550645e-07	-0.0015702149572247	-0.0002508802485275	6.294089910122017e-08	2.4655750118921665e-06	0.0012151681360596	-1.5054024329994205e-07	1.4766335988945624e-06	2.2662364852805748e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.1169976455458	3.4409468517823143	746698.1856199522	11.84011523679062	808.3659352426944	4.474892533343791	653455.4852607959	20.02466318497601	841.0568156310168	-0.3389763565425028	707376.5671193862	0.1149049702948299	844.6281408830123	608.679020222589	1.215921	24.946823	0.1841655826238837	0.1001214876251656	0.016905291	0.0950955957	0.0899610528	-0.0212609886	0.0661952615	-0.0661978087	-0.0346007245	-0.1026709481	0.1081719313	-0.0696945137	0.0377200679	-0.1009007307	0.1273830568	0.0033271047	-0.2007410417	0.0143600198	0.014703464	0.0206581096	-0.0445282553	0.0089061617	0.0405718076	-0.0825871555	-0.075462489	-0.0135994797	-0.0249299008	-0.0452385149	-0.0402221669	-0.0745057684	-0.0250238912	0.0340581043	0.1387992793	0.0102423253	0.0273407748	0.0571919042	-0.0513925166	0.1152866034	-0.1384306021	-0.0008422618	-0.1025463679	0.026258477	0.1392429887	-0.0259928923	-0.1307021067	-0.2523057998	-0.0303814224	0.1495940927	0.0120453392	0.1309302748	-0.1605676382	-0.0237184033	-0.0091005373	0.0082419627	0.030243438	0.0217288872	0.0355912708	-0.0699980546	-0.0082697128	0.009089644	-0.0315565123	-0.0558271995	0.014032174	0.040253617	0.0079058981	0.0009710319	-0.0739299708	-0.0176168919	0.0033200275	0.0065450921	0.076324516	0.0173871634	0.0797556944	0.1400658112	-0.1165799235	-0.1790771541	0.1162271024	0.0018560156	-0.0271686167	-0.1042185527	0.0161426994	-0.1198707378	0.0744071024	0.0378640166	-0.1323698033	-0.0560172046	0.0085917564	-0.027695508	-0.0377771899	0.0178200603	0.0387314764	0.0187215111	0.0343024777	0.0848967583	0.0008227422	-0.2325011069	-0.1373333999	0.0175208311	-0.1002422398	0.1015366834	0.0491062426	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0234785850345957	0.0123074215923395	0.0005512439552267	0.0001514726262515	-0.0798825338597168	-0.0863469603895196	0.0063812192158488	0.0074557975685092	-0.004251535245622	-0.0380205127527446	0.0014455593899816	1.807555194476612e-05	0.0018700080722716	-0.0002509541389593	3.4969301903609457e-06	6.297797986080369e-08	-0.0013212866309082	0.0002489283263164	6.196531164273387e-08	1.7457983610167422e-06	0.0007652368435498	-0.0004499312925098	5.85587426726061e-07	2.024381679795392e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.9650904562669	1.8480928107211407	749895.5378889305	3.415447037039168	819.7228237649668	11.35688852227247	671945.5078012109	128.97891690732416	843.333694935297	2.2768793042802145	711211.7210132206	5.184179366259554	846.7851297715131	623.6190019853899	1.018613	20.898687	0.2305141041684753	0.1458557537367186	0.0471427275	0.0192957929	-0.0104082476	-0.0608353989	-0.0537802781	-0.0064340192	0.0250456286	-0.0813292053	0.0438942508	-0.0068942653	-0.0255663154	-0.0243947339	-0.0504941406	-0.023034171	-0.0096574392	0.1352574101	0.0753481031	-0.0922452528	0.0427798361	-0.1244983471	0.0758346156	0.1053935042	-0.1528188055	0.0469362255	-0.0678805336	0.0800054345	-0.044433568	-0.0987550298	-0.074394158	-0.0788218686	0.0114379116	-0.0320078638	0.2222146122	0.0399577133	-0.0078537587	0.0231270664	-0.055379526	0.0308094868	-0.0416031657	0.2301797963	-0.0029097711	0.1230133957	-0.087387454	0.0997216238	-0.0324345022	-0.0324155976	-0.0564075087	-0.0078544622	-0.1246255928	-0.0326736279	-0.0637356108	0.0841975713	-0.0974201031	0.0251178823	-0.0450866151	-0.2013158144	0.1322454399	0.0538539804	0.063865346	-0.1521599077	0.0559941071	0.055442732	0.0580012577	0.0784245957	0.0151367192	0.0428380501	0.1592546212	0.0476338709	0.2186425918	-0.0295163647	-0.0488067303	-0.0126472549	-0.0896923336	0.0877037112	-0.1363178541	0.0055797037	-0.0261064813	0.0104369769	0.1285518883	-0.1122192322	0.1351110273	-0.0108374947	-0.0479760511	-0.0128489217	0.0339672894	0.0358702695	0.072860749	0.0440004003	-0.1154370159	0.032224055	-0.0086705171	-0.0547981393	-0.0046151879	-0.0215968059	0.0315343626	-0.0203385201	0.0135844003	-0.0814173903	-0.0134237194	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0149270376795698	-0.0085515473550259	0.0002228164538872	7.312896216525048e-05	0.0559067230076379	0.1357892568673547	0.0031255616774527	0.0184387222805884	-0.0482808595981367	-0.0440293243525147	0.0019385814029389	0.0023310414035349	0.0010290058962249	-0.0008410021760467	1.0588531344656095e-06	7.072846601152846e-07	-0.0013221083052596	-8.216743513998325e-07	6.751487397483356e-13	1.7479703708364117e-06	0.0007641811820763	-1.0556614735000207e-06	5.83972879039531e-07	1.114421146632235e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.2910674834005	-4.674022972866396	741822.3029266956	21.846490750882825	823.3229873491371	3.600163584170218	677860.7414975073	12.961177832785353	839.9435799693609	-3.39011496593605	705505.2175317463	11.492879482263584	843.1169079867276	622.1414256140332	1.163198	23.865114	0.3259960077373623	0.1879384198649186	0.1142791813	0.0678418184	-0.0555419186	0.1543890287	-0.0316187399	0.0284156726	-0.1022014368	-0.1524821514	-0.0356058824	0.0562494163	0.1034023366	-0.1539693372	-0.030318194	-0.0785879259	0.1204177526	-0.0692029121	0.0523659537	-0.008713006	0.108925114	-0.0983313636	0.0015716841	0.0089454845	0.0225994567	0.0276902274	-0.0179634192	0.0416087253	0.096932818	0.0598284068	-0.1652891563	0.0356859362	-0.053380588	-0.0026691742	0.1403402071	0.1168435996	0.0121990711	0.0001302526	0.0506304117	-0.1036997112	0.0765858852	0.0615881595	0.0939965061	-0.1581616025	0.0007980569	0.0134327338	-0.1610272634	0.0506922947	-0.0510304523	-0.0292717197	0.1545763577	-0.0018812177	-0.0501824269	0.1171528633	-0.1083531348	-0.0632900647	-0.0287703366	0.0161157234	0.0053299764	0.0680425966	0.0057991144	0.0968715139	0.0073364275	0.0461344862	-0.0105887358	-0.1804941995	-0.0074228006	0.0559203946	0.1525045485	0.1365515515	0.0020530391	0.0089962694	-0.0800816506	-0.0710502131	0.0760416836	-0.0449057707	0.0727774477	-0.0487249724	-0.1068366783	-0.0472186984	-0.0402746814	0.0555549113	0.0531809339	-0.0432520029	-0.1220885453	0.0498070746	-0.0095893248	0.0380247677	0.1841299366	-0.1105575013	-0.1412134946	-0.0554423609	0.0603595422	-0.0806253093	0.0543989313	-0.0007336408	0.0252312176	0.0054387174	-0.0469945239	0.042940129	-0.0811444729	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0076174694584807	-0.0073095682210891	5.802584095088625e-05	5.342978757875567e-05	-0.1138885463391261	-0.169795269346764	0.0129706009872392	0.0288304334925401	-0.0111690978569924	0.0371117617411443	0.0013772828595314	0.000124748746939	0.0025202292261163	0.0014912233298913	6.351555352170764e-06	2.223747019612394e-06	-0.0006401167959233	0.0006819915093363	4.6511241880680454e-07	4.097495124231117e-07	0.0007018078527367	-6.237332933959998e-05	4.925342621628976e-07	3.890432212906204e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.2064967536328	-1.0845707297677336	739955.2170571577	1.1762936678689142	803.1794154954994	-20.14357185363769	645097.173475692	405.7634870226648	840.5712845499481	0.6277045805871921	706560.0844099498	0.3940130404901428	843.4656442040429	604.3334299943418	1.175584	24.119232	0.1976506652812469	0.1299065191579234	0.1262888998	0.141738565	-0.081750196	-0.0420056897	0.0479269262	-0.1140698036	0.0033082576	-0.0394954461	-0.2223515392	-0.0991821823	0.009476808	-0.1046099801	0.0388296858	0.1225315343	0.1133524287	0.041841251	0.121820719	0.0178686332	0.047862867	-0.0463455647	0.0159231331	-0.1321300272	-0.0232395219	0.0190658467	0.0244465479	0.0071600929	-0.0746289377	-0.1560602638	-0.0570569234	0.0044281556	0.0425521643	-0.0332159304	0.1008536246	-0.0798867433	0.0028141098	0.1146104979	0.1586691673	-0.0428836218	0.0760690855	-0.1111098884	-0.0931945246	-0.000693067	0.1508690175	-0.0595635569	-0.0941297931	0.0736330622	0.0754357729	-0.1059495273	0.0245634485	-0.1189772224	-0.1085832678	-0.0568012201	-0.0253978021	-0.0721008413	0.0665570572	-0.0052691386	-0.0209761067	0.0176857782	0.1026552647	0.0176423553	-0.0842857411	0.0083769465	-0.0989838132	0.0401544091	-0.2452374384	0.0176225687	0.0591648469	-0.0193304779	0.0150886627	0.1189131307	-0.1021714865	-0.0496064526	0.1086560339	0.0436603003	-0.1032635028	0.0260274481	-0.0377700886	0.0483463522	0.0023134726	-0.0618905012	0.0323591742	-0.1538439031	-0.1057864943	-0.0506344713	-0.0664772282	0.0470710941	-0.0212486116	-0.1193115584	-0.0571852132	0.0439915529	0.116831452	0.0014018178	0.1058897157	0.0474991184	-0.0351622846	-0.0888637451	0.1312720298	-0.0108206931	0.0693959493	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0077106312726158	9.31618141350992e-05	5.9453834622240747e-05	8.67912361294277e-09	0.0052199375508905	0.1191084838900165	2.724774803519671e-05	0.0141868309345783	0.0210308338933629	0.0321999317503553	0.0010368356047275	0.0004422959742502	0.0017152675926645	-0.0008049616334517	2.942142914445069e-06	6.479632313293896e-07	-0.0006978452293506	-5.772843342730007e-05	3.3325720259702163e-09	4.869879641273916e-07	0.0007640995423924	6.229168965570008e-05	5.838481106842752e-07	3.880254600162052e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.9447668134225	6.73827005978967	751593.2287051794	45.40428339865788	799.8985504482104	-3.280865047289012	639837.6910091481	10.764075458522733	841.6670923892921	1.0958078393439337	708403.4944110451	1.2007948207676202	844.6848289163355	619.8653406785744	1.232247	25.28178	0.1220017526625825	0.0710951575667169	-0.0247079358	0.0875074915	-0.039704787	-0.0373015336	0.126584341	-0.1038150248	0.0431961743	-0.045996087	-0.0791745279	0.0444739028	0.1843079124	-0.0614547638	0.1008153488	-0.0329819223	-0.0252757012	-0.1397544346	0.0731158736	0.0300912393	0.0821079567	0.1728946684	-0.0984221354	0.0325164612	-0.1554722926	-0.1223585193	-0.0687509165	-0.0668967577	-0.0293014862	0.1453318608	-0.0369580111	-0.0442933704	0.0883268409	-0.0122609033	-0.0547031477	0.023041926	-0.0096486448	0.0655188697	-0.0590346113	-0.0741282338	0.0396949989	0.125971595	-0.184544813	-0.0200266504	0.0412064823	0.0988248783	-0.0104426312	0.1250969596	0.0274356088	0.1469843982	0.0880097006	-0.093020997	0.0530488852	-0.1518007954	-0.0632667564	0.0483226057	0.0376777868	0.0228869117	-0.031422722	-0.0373450265	0.1093260188	-0.0787458778	0.0920151563	-0.0684966311	0.099699629	0.0207780597	0.0765396574	-0.0846532727	-0.0811710623	-0.0298343278	-0.0061635638	0.0671913286	-0.1463618567	-0.0936691532	0.0116533877	0.024436855	-0.0181438086	-0.0035328415	-0.0910382988	-0.0053190031	0.0333678363	0.0555234705	0.0417916884	-0.003453563	-0.0086072496	-0.0397384863	0.005122528	0.104170836	0.0731410203	-0.0757468507	-0.0211716606	0.0692361428	0.150763843	-0.037634591	0.1626880054	0.1093336854	0.0485889284	0.0219672775	-0.0018197447	0.0663767015	-0.009110276	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0078614998591888	0.0001508685865729	6.180318003602551e-05	2.2761330414534666e-08	-0.0494660631824643	-0.0546860007333548	0.0024468914067715	0.0029905586762084	-0.0172968551429519	-0.0383276890363147	0.0014690117468644	0.0002991811978362	0.0021198385276338	0.0004045709349693	4.493715383240637e-06	1.636776414219336e-07	-0.0008691940006757	-0.000171348771325	2.936040143462138e-08	7.554982108106287e-07	0.0007649237222248	8.241798323999116e-07	5.851083008222429e-07	6.792723961347463e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.3117212827066	0.36695446928411	752229.6218743713	0.1346555825275828	823.8487207993218	23.95017035111141	678726.7147626788	573.6106598472561	843.5065352742706	1.839442884978553	711503.2750504044	3.383550127098221	847.0281128704867	631.5779857102151	1.095159	22.469172	0.1428012798351633	0.0640750987829057	0.0005631628	-0.0160490628	-0.1340754807	-0.0705471266	-0.0325809654	0.0196282944	0.0839827107	-0.0085148757	0.0741011459	0.0770810231	-0.0347922725	-4.5172e-05	0.0135599051	-0.0033310193	0.0190951533	0.0154189276	-0.0056607806	0.0994343547	0.0228472938	0.0359394364	0.0230359604	0.194024497	0.075231163	0.0924323574	-0.0893155532	0.0010423213	0.1010104022	0.081016415	-0.1485708781	0.1366813033	-0.1326214795	0.0480776088	0.0168744497	-0.0373499274	0.0263474706	-0.0671179347	-0.005704535	-0.0154300794	-1.50782e-05	0.0930212236	0.0366549699	0.0652202138	-0.1098158879	-0.1290462796	0.0126575301	0.009495331	0.0072613868	-0.0183225911	0.0111326418	-0.0544575846	0.0990204551	0.0791406819	0.0186051014	0.0847361236	-0.0414305068	0.0964880697	-0.0111048778	0.0501958048	0.0694774649	-0.0115932079	0.0417640365	0.0756599092	0.036480107	-0.2151870307	0.1543027661	-0.0076050546	0.0585532961	0.0516405263	-0.0042695291	-0.0339612883	-0.0449833188	0.0276771959	-0.0866746441	0.0584757956	-0.1365653265	0.0249116787	-0.0478916332	0.0518623572	0.0254741578	0.080339031	0.0930769922	-0.0649072584	0.0541576517	-0.0900651303	0.0397149506	0.0663675172	0.0717894148	0.0682471184	-0.0464878064	0.0292380104	0.0897009512	0.093750496	-0.033981968	0.1001905509	0.0723387561	-0.0266304957	0.0396942094	-0.1112343025	-0.0615437579	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0066494516816106	-0.0145109515407994	4.421520766607404e-05	0.0002105677146194	-0.0025760938006413	0.046889969381823	6.636259269702538e-06	0.0021986692286282	0.004335923147579	0.0216327782905309	0.0004679770965672	1.880022954171138e-05	0.0017900736218678	-0.000329764905766	3.2043635717069035e-06	1.0874489307485897e-07	-0.0004016717134296	0.000467522287246	2.185770890718248e-07	1.613401653694707e-07	0.0003668593027967	-0.000398064419428	1.3458574804848085e-07	1.5845528201463029e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.9292699791511	-0.3824513035555128	751566.3591465838	0.146268999591311	815.9323203460029	-7.916400453318829	665745.5513852123	62.66939613730656	842.0930010321016	-1.4135342421690211	709120.6223872511	1.998079053784349	845.6107383768826	621.0868416645238	0.96116	19.71994	0.1703159464253886	0.0936388337985676	-0.0356929273	0.0448570398	-0.0187531646	-0.0425044878	0.0175823977	0.004993255	-0.0082429723	-0.1153492925	0.107872665	0.0505702711	0.0507573272	-0.0655900511	0.0276267413	-0.0134975238	0.0087231321	-0.0462764804	0.0310791605	-0.1205089788	0.0046501673	-0.0281414722	-0.0179804413	0.0235863669	0.1993227689	-0.0913633566	0.0639567699	0.0936532384	-0.0264103585	-0.1224180824	0.0873416829	0.1062810025	-0.0784508411	-0.0281018656	-0.0033462626	-0.099234348	0.0576216988	0.0396209825	0.0435318572	0.0165553712	-0.0707561787	0.0979268618	0.1308002476	-0.0088065466	-0.0380568559	-0.0839270321	-0.0395842742	0.0550183513	0.0015508085	0.0473891369	0.039560926	0.0532081793	-0.0064396634	0.0176337052	-0.0945762995	0.1165306507	-0.0729455951	-0.0389817102	0.026581945	-0.1502575568	-0.1148132332	0.0465907887	-0.16881706	0.0481470422	-0.1614909282	-0.0592982715	-0.0009864285	-0.0366601424	0.1021098478	-0.0098800811	0.0991046099	-0.0663072063	0.0441145729	0.1371374298	0.0177922823	-0.0280975387	-0.0838930395	-0.0227911663	-0.0860593198	-0.0101685395	0.0314874097	0.0705702306	0.12020088	0.0892457413	-0.0190111582	-0.0571809363	0.0489689079	0.0565633489	0.0727814827	0.0559227281	0.0283326231	0.0198732084	0.0308415437	-0.0223324944	0.0730914899	0.1275800391	-0.0710571774	0.0132974407	-0.0406978243	-0.012258201	-0.0764402216	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0007663014288397	0.0058831502527709	5.872178798417658e-07	3.4611456896678306e-05	-0.0616975845507852	-0.0591214907501439	0.0038065919394012	0.0034953506685193	-0.0569140608934048	-0.0612499840409837	0.0037515605450207	0.0032392103273781	0.0023860266238456	0.0005959530019778	5.693123049700033e-06	3.551599805663518e-07	-0.0001395908567964	0.0002620808566331	6.868637541359193e-08	1.948560730115305e-08	0.0003436667337779	-2.319256901880002e-05	1.1810682390557e-07	5.378952576918025e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
