global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
912.2145141611792	n/a	832135.3198463161	n/a	896.0303141670325	n/a	802870.323906271	n/a	842.6596693881722	n/a	710075.3184133837	n/a	907.3444038522248	662.5756349558247	n/a	n/a	n/a	n/a	-0.0326650648	0.1446703096	-0.0449109213	0.1141667102	-0.1157056126	-0.0187748362	0.145738901	-0.0018820779	0.1157249909	-0.0064464962	-0.0075022772	0.0224614441	-0.0787755773	0.1144135442	-0.0602841944	0.0255515822	0.0023692136	-0.0481314248	0.0969895792	-0.1236789726	0.0332767597	-0.0369887921	0.0454726005	0.04001542	-0.0887161898	0.0117640606	-0.0021836074	0.0867743526	-0.0487960048	0.3109236298	-0.2335593489	0.1296319787	-0.0457426156	0.0452930849	-0.0392896176	0.0938015259	-0.0545858347	0.0947979833	-0.0346298507	0.0176366198	0.0419315119	-0.0486924678	0.0633811127	-0.0457906907	-0.0701603382	-0.0007088456	0.0782569553	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.075204248949376	n/a	0.0056556790600397	n/a	-0.4417107092010894	n/a	n/a	0.1951083506229293	-0.4288477477808499	n/a	n/a	0.1839103907767074	-0.0054351185518529	n/a	n/a	2.9540513672695567e-05	0.0013219093521128	n/a	1.7474443352032828e-06	n/a	-0.0029069364740206	n/a	8.450279663991318e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.437704273442	-3.7768098877371594	825259.0625456017	14.264292928109167	894.0038415677171	-2.026472599315412	799242.8687378359	4.1065911957761605	841.9310991327261	-0.7285702554461295	708847.9756868402	0.5308146171208384	905.8235426441552	668.2131745427279	0.8992099999999998	26.63891	0.2330991844462966	0.1150189062291314	0.0007765828	0.2142764345	-0.0298602824	0.1373060333	-0.1730594778	-0.0118375128	0.2443621343	-0.0015943118	0.0250533118	-0.0064162098	-0.0122733922	-0.0235891121	-0.1782440249	0.133001913	-0.0855990686	0.0716754821	0.0183239091	-0.0608116357	0.1206334726	-0.1720567256	0.048495651	-0.0200306335	0.0716174898	0.0588486999	-0.099803522	0.0276710627	0.0167753553	0.1109798531	-0.009477348	0.2986269141	-0.2787685152	0.1752760873	-0.0366377584	0.0710506771	0.0082910502	0.0491898907	-0.0556477561	0.0877175335	0.046455794	-0.0283123977	0.0735586386	0.0025084955	-0.0188585016	-0.157443729	-0.0777408564	-0.0789384031	0.0701547119	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0748703457644524	0.0003339031849236	0.0056055686748886	1.1149133690212429e-07	-0.4973997455460619	-0.0556890363449725	0.0031012687690316	0.2474065068692871	-0.5080161615547354	-0.0791684137738855	0.0062676377394731	0.258080420400807	-0.0065133425017691	-0.0010782239499162	1.1625668861728924e-06	4.242363054535176e-05	0.0017831275925439	0.000461218240431	3.1795440112914046e-06	2.127222653063599e-07	-0.0024882220415176	0.0004187144325029	6.191248927894014e-06	1.753217759863091e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.499015036832	-2.938689236610003	819928.4662326729	8.63589442936748	893.9521841891976	-0.0516573785195078	799150.5076166372	0.0026684847555077	840.1546148255813	-1.7764843071447558	705859.7768127209	3.155896493531583	904.3410162220806	656.5300889748381	1.056408	31.295872	0.3708888747730493	0.2451570927181331	-0.0720314523	0.1976679328	-0.0644084454	-0.0020534707	-0.2008552362	-0.010738995	0.1656336097	0.0107473246	0.0570520296	-0.0312034204	-0.016571489	-0.0200410377	-0.237375679	0.1397703803	0.0368427912	0.0606630774	0.0144218278	-0.1016693802	0.1016853243	-0.1621512581	0.0484362999	-0.086955199	0.0880766601	0.0201451881	-0.0855459043	-0.0038814019	-0.0109958503	0.1031894853	-0.0590746048	0.3449778493	-0.2536226287	0.1497650205	-0.0298351128	0.0521405426	-0.0178384517	-0.0054487952	0.0532823888	0.093933394	0.0425585327	-0.0583576739	0.0756107804	-0.1162623739	0.0506233971	0.0126091862	0.0528812633	0.0768028556	0.0403212697	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0600252642928893	0.014845081471563	0.0036030323534312	0.0002203764438973	-0.3874696004390188	0.1099301451070431	0.0120846368032555	0.1501326912643728	-0.2904280401889423	0.217588121365793	0.0473445905594951	0.0843484465279898	-0.0064427589238201	7.058357794900022e-05	4.982041476082591e-09	4.150914255046353e-05	0.0020447738999118	0.0002616463073679	4.1811003017605126e-06	6.845879015925769e-08	-0.0022499413902615	0.0002382806512561	5.062236259611851e-06	5.677766876303128e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
899.2255665144841	-6.273448522347962	808606.6194732948	39.35615636254983	874.8939087150633	-19.058275474134348	765439.3515067215	363.2178640479908	840.847945362076	0.6933305364946136	707025.2672196247	0.4807072328359087	901.0482745920532	628.6381894961485	1.820124	53.920795	0.7359516294896067	0.5024350515826812	0.0791055209	0.0989031849	0.0055887075	-0.0183753888	-0.12551301	0.1490956776	0.1142903655	0.020914944	-0.2875151794	-0.0264543905	0.0260269497	0.0250818766	-0.1983283451	0.0072334574	-0.0201980513	-0.0525644301	0.0792223009	0.0243105841	0.0655836512	-0.0630260425	0.0054968928	-0.0023966066	0.1053402433	0.08960235	-0.0156478442	0.0201031272	0.0034710019	0.0581976061	0.0591790159	0.0858839366	-0.0491585838	0.1813384772	0.0988339766	-0.1417483759	0.3939582813	-0.4498121913	0.0875382597	-0.185890136	0.0376180508	0.1839189267	-0.2287565303	0.0328195411	0.0602817501	0.1940186338	0.2060455059	-0.079662388	-0.328215898	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.013975289655363	0.0460499746375262	0.0001953087209512	0.0021206001641168	0.0452818697065993	0.4327514701456181	0.1872738349131938	0.0020504477241254	-0.280110500283385	0.0103175399055572	0.0001064516297027	0.0784618923690082	-0.0017789164279039	0.0046638424959162	2.175142682671385e-05	3.1645436574663715e-06	0.0020787972914764	3.402339156459997e-05	4.321398179049618e-06	1.157591173558092e-09	-0.0020111543817242	0.0002387870085373	4.0447419471284485e-06	5.701923544619261e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.8771009938938	1.6515344794097473	811579.5510951623	2.727566136679225	867.3357869426717	-7.558121772391587	752271.3673114636	57.12520472629974	840.6284453878333	-0.2194999742426944	706656.1831951654	0.0481802386925435	898.4423349599425	654.6892962707279	1.67856	49.72699	1.586630089192399	1.139246747589553	0.1995206042	0.0129943199	0.1679245972	-0.0169332086	0.0600344075	0.239440407	-0.0453717948	-0.0146056076	-0.2880235751	-0.0406804959	0.1379094805	0.0420922313	0.1003556304	-0.000999256	-0.0229877414	-0.0641857001	0.1487926556	0.1572277214	0.0052730164	0.0514123524	-0.0552120331	0.0952774969	-0.0498370955	0.1830588824	0.0509854017	0.0497619533	0.008538521	-0.109633952	0.1363499056	-0.3643059233	-0.0121013269	0.079698476	-0.0121703928	-0.1617202708	0.4086173984	-0.28778098	-0.0184724138	-0.0642301975	-0.044693022	-0.190094083	0.2397473394	-0.1278059647	-0.1339519647	-0.150984438	-0.1340721265	-0.0122232616	0.2837825436	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0279595235302423	0.0419348131856053	0.0007817349560381	0.0017585285569116	0.1911981930603019	0.1459163233537025	0.0212915734210622	0.0365567490295244	-0.570492402964291	-0.290381902680906	0.0843216494045831	0.325461581839971	0.0192794544866409	0.0210583709145448	0.0004434549855745	0.0003716973653024	0.0011301695538756	-0.0009486277376008	1.2772832205073729e-06	8.998945845456126e-07	-0.0021720967290223	-0.0001609423472981	4.718004200229375e-06	2.5902439153822328e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.9112394583552	8.03413846446142	826119.6412137236	64.54738086613852	892.1384927715134	24.80270582884168	795911.0902846276	615.174216432057	840.6692047551892	0.0407593673559176	706724.7118237222	0.0016613260272546	903.9955364955002	668.8433922961372	1.728253	51.199131	1.2050920487426875	0.698246478001182	0.0960209794	-0.0404733123	0.0255596618	-0.0461625941	0.092411946	0.0200334294	-0.1056994263	0.0020535817	0.122018768	-0.0447658873	0.0724623816	0.0287102064	0.1087775873	-0.0059389649	0.0569951797	-0.032855142	0.0560732397	0.0385301844	-0.0466001962	0.040826353	-0.0147557402	-0.0070990019	-0.0379393191	0.0757368882	0.0357957881	-0.0010227597	0.0036539384	-0.0859293262	0.0114424149	-0.1614949926	0.1168832828	-0.1114651978	-0.0384140626	0.0663924755	-0.085362045	0.1167433834	0.0772001196	0.1188345652	-0.0043350504	-0.0770512912	0.2871690121	-0.2335844811	0.4151474688	-0.0283381684	0.1137175995	0.0797615923	-0.3505542002	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0212295515987079	-0.0067299719315344	0.0004506938610822	4.52925221992409e-05	-0.1739979213382412	-0.3651961143985431	0.1333682019717937	0.0302752766300287	-0.2788779421380809	0.2916144608262101	0.0850389937629612	0.0777729066111708	0.009435199392129	-0.0098442550945119	9.69093583658235e-05	8.902298756923145e-05	0.0006742721247252	-0.0004558974291504	4.546428981814356e-07	2.0784246590594402e-07	-0.0016412192209566	0.0005308775080657	2.693600531237389e-06	2.8183092857004746e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
907.1915996793427	-1.719639779012482	822996.5985287649	2.9571609695620977	888.2068061927184	-3.931686578794938	788911.3305670692	15.458159353876246	839.8615261170922	-0.8076786380969452	705367.3830517312	0.6523447824381361	902.7357331591392	664.2839381456643	0.956999	28.350891	0.1506407346284317	0.1051111891660368	0.1169731606	-0.0742062256	0.0479323342	-0.0057542608	0.0784177993	0.0532332159	-0.1002930231	-0.0410165776	0.0760949805	-0.049846241	0.0659126493	0.0445862698	0.1168945365	-0.0321553562	-0.0142254128	-0.0318971052	0.067909627	0.0694101924	-0.0468780628	0.0690639756	-0.0439966146	0.022166841	-0.0538433213	0.0670446318	0.0507781092	0.0056798441	-0.0015050484	-0.0478121667	0.0132932996	-0.1394291384	0.1264916875	-0.1098467978	-0.016497567	-0.0107906147	-0.0236881387	0.0643592883	0.0080540345	0.0711983635	-0.0191768112	0.0148359381	0.0297848306	0.0030018787	0.1283754247	-0.0663413717	-0.0198867234	0.0663477066	-0.1026882903	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0144353293282222	-0.0067942222704856	0.0002083787328142	4.616145626076384e-05	-0.1425434751631229	0.0314544461751183	0.0009893821841834	0.0203186423115798	-0.2852447055101237	-0.0063667633720427	4.053567583558559e-05	0.0813645420215572	0.0074697305613571	-0.0019654688307719	3.863067724735859e-06	5.579687465927225e-05	0.0007656446737116	9.13725489864e-05	5.862117663829423e-07	8.348942708272068e-09	-0.001704883897414	-6.366467645740003e-05	2.9066291036615506e-06	4.053191028425425e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.5765300725594	2.3849303932166777	827329.4640588376	5.687892980488657	891.3109488474922	3.104142654773796	794435.2075354169	9.635701621186108	841.1364794908027	1.2749533737104457	707510.5771301815	1.6255061051356474	904.4222587209496	667.6262185747509	0.952363	28.213564	0.2786925571242654	0.197998898683209	0.0122728283	-0.0111137594	0.0013235591	-0.0262564851	0.0184831265	0.0168972734	-0.0391910554	0.0149913228	0.0603221046	-0.0105414584	0.0444588175	-0.0092400256	0.0362634552	0.0058723171	0.0407699907	0.0523631074	0.0209789766	0.0214463094	-0.030312905	0.0083016998	-0.00294213	0.0120947879	-0.0329674877	0.0135930112	0.0108310401	-0.0069943818	0.0111610716	-0.0074610863	-0.0207121882	-0.0200757945	0.0517938113	-0.0678590083	-0.0006220541	0.0603812352	-0.0862357644	0.0905830446	-0.0140326418	0.0270048507	0.0052781684	-0.0369095353	0.0394766037	0.0648877639	-0.0246028032	-0.021703111	-0.0092252176	0.0168709765	0.0480691311	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0209452688893492	-0.0353805982175714	0.0004387042888471	0.0012517867302332	-0.1464085432780422	-0.0038650681149192	1.4938751532965796e-05	0.0214354615447983	-0.2876674323640884	-0.0024227268539647	5.869605408921782e-06	0.0827525516429473	0.0036843164853286	-0.0037854140760284	1.4329359726994696e-05	1.357418796406409e-05	0.0012751851074377	0.0005095404337261	1.6260970582308988e-06	2.596314536017822e-07	-0.0012593551284124	0.0004455287690015	1.5859753394586126e-06	1.9849588400808105e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.3400856641954	-1.2364444083640365	825081.7112244378	1.5287947749746922	887.6682886128585	-3.642660234633695	787954.9906088811	13.268973584981604	838.8318547915817	-2.3046246992209944	703638.8806130852	5.311295004259459	902.8141857269908	661.9603965408205	0.7766969999999999	23.009493	0.1436091135977057	0.0695033678336343	0.0409718167	-0.0329427456	-0.0039582829	0.0063371583	0.0476704322	0.0409238691	-0.0493626979	-0.0505167732	0.0066987217	-0.0466749669	0.0030867916	0.0242733051	0.0688852129	-0.0231322588	-0.0109787052	-0.0158237429	0.0388554327	0.0213453504	-0.0165469422	0.0371711435	-0.0163673358	-0.0108858802	-0.029836831	0.0285700909	0.0168143132	-0.0030853287	-0.0002639406	-0.0184929676	-0.0117852253	-0.0393879218	0.0824962206	-0.0760816452	-0.0345315632	-0.0422401602	-0.0700253604	0.0707745185	-0.0044302921	-0.0027997207	0.0029621214	0.0344334831	-0.00335361	0.0480951786	0.0735190955	0.0605332965	0.0510389525	-0.0119436061	0.0065832594	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0128030194313026	0.0081422494580466	0.0001639173065583	6.629622623706018e-05	-0.1264494715640012	0.019959071714041	0.0003983645436862	0.0159894688588151	-0.2303110526444953	0.0573563797195931	0.0032897542945381	0.0530431809702154	0.0041768055272019	0.0004924890418732	2.425454563652806e-07	1.744570441206434e-05	0.0016161931405687	0.0003410080331309	2.6120802676213178e-06	1.1628647865987317e-07	-0.0015888863075286	-0.0003295311791162	2.524559698251869e-06	1.0859079800971313e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.8760249089568	1.53593924476138	827874.3807041245	2.3591093635981584	891.4596088714994	3.7913202586408943	794700.2342493267	14.374109303580855	839.4578905889952	0.6260357974134649	704689.5500721254	0.3919208196431129	904.1738150037472	664.6127287782268	0.735437	21.787157	0.0428110050315605	0.0227623099130983	0.0182952703	-0.0480685057	0.0016877543	-0.0140696312	0.0354727787	0.012987194	-0.0681070807	-0.0160486289	0.0706233026	-0.031746108	0.0149664868	0.0285175213	0.083806099	-0.0533387762	0.0187023741	0.0139194811	0.0184464027	0.0146670568	-0.0320537998	0.0566973118	-0.0201450781	0.0124524872	-0.023197803	0.0082026237	0.0310683134	-0.0021575863	0.0052382958	-0.0077075436	-0.0098088433	-0.0451562352	0.0587699756	-0.0773315632	0.0313726282	0.069247102	-0.0988531185	0.0700089214	0.0029809072	-0.0063884759	-0.0186245348	-0.0060824932	-0.0330442506	0.0441073518	-0.0606248681	0.0155164987	-0.0105044902	0.0585282611	0.0460767016	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0089537707165305	0.0038492487147721	8.01700100441991e-05	1.4816715668174669e-05	-0.1236320174233895	0.0028174541406116	7.938047834449933e-06	0.0152848757321772	-0.2235072894805085	0.0068037631639868	4.629119319162387e-05	0.0499555084509238	0.003881067336718	-0.0002957381904838	8.746107731069137e-08	1.506268367213935e-05	0.0013264250139184	-0.0002897681266503	1.759403317548428e-06	8.396556722242429e-08	-0.001587581844419	1.3044631096000795e-06	2.5204161127288338e-06	1.701624004307509e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
