global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
987.431016821926	n/a	975020.0129819828	n/a	839.3790467826043	n/a	704557.1841776734	n/a	914.248010843174	n/a	835849.4253307005	n/a	951.4536266116136	723.5570203074532	n/a	n/a	n/a	n/a	-0.0575313532	0.0539528321	-0.089425667	0.0398245771	-0.0558787392	0.0694494718	-0.0364966796	0.1763725555	-0.0062581484	0.0241057512	-0.0995290168	-0.0456333784	0.0511204163	-0.0057746984	0.1380926779	-0.0263583245	0.1333796255	-0.0967152479	0.0123537976	-0.0114211369	-0.1710630744	0.1089321954	0.0757376691	-0.1094938602	-0.0275635687	0.0188003834	-0.1574240342	0.0325506004	-0.0186496845	0.005218488	-0.0352717088	0.1656627562	0.0323672668	-0.1736863708	0.1154919944	-0.0332785055	0.0795932563	-0.0540123064	0.1569251213	-0.0359627593	0.0083184079	-0.0025783207	0.0582849338	-0.2277376041	-0.088055624	0.1079044867	-0.070796701	0.0176366909	-0.0611195519	-0.0169950069	0.089130888	0.0073322841	0.0412687066	-0.0476898301	-0.0755086345	0.0510510368	-0.0155418562	0.1521941582	-0.0070731693	0.0009748221	-0.0891749762	-0.0413022162	0.1036763211	-0.0043386562	0.0249519684	-0.0360904268	0.0619592239	-0.0362974853	0.003862702	-0.0413498139	0.0208232744	-0.1790570292	0.1435317258	-0.0431508629	0.2125115198	-0.0773672386	0.1237976003	-0.0186666026	0.041969179	-0.0328180196	0.050414974	-0.0874016397	0.0992171576	-0.0271309358	0.0133279619	-0.1357586112	0.0974214595	-0.048888162	-0.0340058403	0.0854668661	-0.082996377	0.0703981733	-0.0060329401	0.1036926017	-0.0257178145	0.0329277885	-0.0863908802	0.0748874608	-0.0588928334	-0.1744719126	0.1575032597	-0.0432875492	0.0073457921	-0.0392257449	0.2154941854	-0.0590533956	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0212316911004535	n/a	n/a	0.000450784706985	-0.1287130463124697	n/a	0.0165670482910359	n/a	-0.0799404766637437	n/a	n/a	0.0063904798092265	-0.0016453629142994	n/a	n/a	2.7072191197518143e-06	0.0007987660833577	n/a	6.380272559226001e-07	n/a	0.0008936592456662	n/a	7.986268473646817e-07	n/a	0.0	0.0	0.0
985.2353620280784	-2.195654793847666	970688.7185905988	4.820899973746237	838.3270803419924	-1.0519664406118636	702792.2936347295	1.1066333921735936	914.9198413777922	0.6718305346181523	837078.3161467644	0.4513562672453124	950.847777523064	728.7501023063937	1.272561	23.918709	0.2097309520352581	0.1312145292223622	-0.0493047597	-0.0260425094	0.0832067242	0.2104692263	-0.0137314295	0.1290063867	0.0132982096	-0.0242133858	-0.0417087733	-0.0073370124	0.0733915115	0.2080227728	0.0877631575	-0.1420836648	0.0867085104	-0.054521156	-0.027219916	-0.2018090886	-0.02712136	0.0436035918	0.0325373636	0.1396406906	0.0402696858	0.0128768928	0.0318761012	0.0214854035	-0.049698343	0.088046654	0.1430046026	-0.0163424182	-0.1093263176	0.0357437773	-0.0373108941	0.0217367275	0.0341422607	0.0379914121	0.2340785403	-0.1160937929	-0.0097425354	0.0783008015	0.0732285704	-0.0341178346	-0.0033465844	-0.0511905908	0.0915378217	-0.0883996647	-0.254902506	-0.0035398071	0.0198929261	-0.0094513872	0.0465607972	-0.0604013184	-0.036351667	0.078444826	-0.0536439838	0.0179365657	-0.068373077	-0.0858017968	-0.0402961369	-0.131145645	-0.1126032225	-0.0649472977	0.1679973127	0.0462484673	-0.0734568126	-0.0307393143	-0.0456907364	-0.0250443014	-0.0846381226	-0.0751200904	-0.1969593782	-0.0656682762	-0.1157451139	0.0754021437	0.081629827	-0.0808336328	0.026904452	0.1600172482	-0.0027928674	-0.0786742161	0.1182452508	0.1274233906	0.0320072151	0.0244807316	0.0804369074	0.0353398464	0.295727791	-0.0086162485	0.029160392	0.0454268161	0.0642088837	-0.0977668715	0.0535223327	-0.122745721	-0.0074984652	-0.0522544594	0.0044047499	0.0897090793	0.1156272285	-0.0100924806	0.0481183119	0.0898683914	-0.0476000676	-0.1961526122	0.2277178688	-0.0533106942	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0638972677643323	-0.0426655766638787	0.0018203514320613	0.0040828608277467	-0.1484853862056496	-0.0197723398931799	0.0220479099166409	0.0003909454248514	-0.2012503859000531	-0.1213099092363094	0.0147160940789216	0.0405017178249202	-0.0016185924157935	2.6770498505899933e-05	7.166595902543904e-10	2.619841408464238e-06	0.0009780241413921	0.0001792580580343	9.565312211457542e-07	3.2133451370264295e-08	0.0012072932139637	0.0003136339682974	1.4575569044828005e-06	9.836626607003719e-08	0.0	0.0	0.0
984.68233503689	-0.5530269911884034	969599.300933702	0.3058388529828983	837.6878011081759	-0.6392792338165236	701720.8521254509	0.4086779387890414	915.3545125145316	0.4346711367394391	837873.8835807159	0.1889389971143562	950.8445809361478	729.1058251593649	1.189402	22.355679	0.2171505663577003	0.0961344965442985	-0.0503963625	-0.0284667146	0.072487915	0.0003428318	-0.0553446558	-0.0479424633	-0.1010539416	-0.0348507832	-0.051603219	-0.075177764	0.0230627766	0.072945978	0.2085121024	-0.0883139428	0.0006956784	-0.0537245729	-0.0542271663	0.0695289684	-0.1676167455	0.0182397279	0.0109037691	0.1406579653	0.0186062503	0.0759002253	0.0771611472	-0.0048346589	0.0184327765	0.0887701317	-0.0601979498	0.0590105063	-0.1503708348	0.0631559467	0.0663015775	0.083269693	0.1073354513	-0.0380246593	0.0397100484	0.0982530464	-0.2100326861	-0.093398039	0.0402235838	-0.0217146856	-0.0511676453	-0.0618088609	0.0636935253	-0.1849686003	0.1546370322	-0.0140712417	0.1163716116	0.0613040366	0.0821346781	-0.0446331338	-0.0535828808	-0.1345749685	0.0539759528	0.0808957394	-0.0870561147	-0.045549819	-0.0320092391	-0.0316946908	-0.0178348119	-0.0034369011	-0.0135305298	-0.0562160078	0.0243950933	0.0264362614	-0.1177145945	-0.0277864492	0.0942533572	-0.0143376374	-0.0438336808	-0.1491485687	-0.0187287586	0.0019836952	-0.1208053614	0.0546532418	-0.1823545072	0.1062657726	-0.0474691485	-0.2051584695	0.0293794487	-0.1143805605	0.0273796592	0.0203223231	-0.0007890468	0.0685294699	0.0301669386	0.0479629823	0.0210367969	0.0162794683	0.0222026865	-0.0372794426	-0.0797299513	0.055603074	0.0003616763	-0.1266520191	0.0115667755	-0.2329375309	-0.0480278055	0.0598647446	0.1033208419	-0.1398817034	-0.015840433	-0.1061717435	0.0379935983	-0.1777162021	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0160398464785487	0.0478574212857836	0.0022903327721249	0.0002572766750554	-0.1842160549038141	-0.0357306686981644	0.033935554884325	0.0012766806856179	-0.1750761492220718	0.0261742366779813	0.0006850906656749	0.0306516580264291	-0.0013470072888426	0.0002715851269509	7.375848118093651e-08	1.8144286361950917e-06	0.0002569648164076	-0.0007210593249844	6.603091687139158e-08	5.199265501471027e-07	5.217287198368075e-05	-0.00115512034198	2.7220085710255404e-09	1.3343030044560368e-06	0.0	0.0	0.0
987.1792721276786	2.496937090788606	974522.9153185332	6.234694835355867	842.7539352290538	5.066134120877905	710234.1953440562	25.665714930723343	915.290457361456	-0.0640551530756283	837756.6213369432	0.0041030626355421	952.2686056571632	727.9219224017844	1.121982	21.088463	0.1244496136364147	0.0633132356775275	-0.0267362847	-0.0635069914	0.069282857	-0.0220974477	-0.0574854061	-0.1284579755	-0.0801965576	-0.1188784752	0.0975433032	-0.0122328041	-0.0193964981	-0.0624220853	-0.083643152	0.0163151662	0.0579024292	0.0474206923	0.0625249162	-0.0008272586	-0.1006041669	0.0081921461	0.0418737037	0.0502282306	0.0823260904	0.0858756978	0.0441502162	-0.0912189047	0.1527553631	0.0176022574	0.0067095337	0.1407747217	-0.0348656608	-0.0667613785	-0.0103809322	-0.1091125313	0.1136096621	-0.0850028334	0.0630605215	0.0416741066	0.0830828785	-0.0670045905	-0.0442553742	0.0463041665	0.0145044444	0.0500559019	0.0242400159	0.1232603757	-0.0595356281	-0.0499948674	-0.1219029203	0.0265122875	0.0934633686	0.1170582152	0.0352179914	0.0206541226	-0.0503459956	0.0895178422	-0.0795224213	-0.0884989235	-0.0056195982	0.027119124	0.0594440204	0.1619285869	-0.0425953224	0.0162310205	0.0422379981	0.0655936891	0.0290652275	-0.0652818756	0.0237058928	-0.0190032101	0.1311710041	-0.0991915378	-0.0347544307	-0.0547851804	-0.0333238882	0.044352368	0.1027316901	-0.1143160805	-0.1250487819	-0.0065472808	0.0275060275	-0.0228861889	0.0290877705	0.0026668201	-0.0211232111	0.1606953939	-0.0677697114	0.1033739965	-0.0505368374	0.0913662086	-0.0556462597	0.0277570062	-0.1252019927	0.1324774025	0.0160879513	-0.0397008581	0.0618406714	-0.0070233367	-0.0681280804	-0.0728405156	-0.0491352998	-0.0093977643	0.0122410202	0.0662631877	-0.0138220125	-0.0050738339	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0072654721760017	0.0233053186545504	0.0005431378775901	5.278708594025487e-05	-0.1949317435158235	-0.0107156886120094	0.0379983846301188	0.0001148259824295	-0.1566383997218778	0.018437749500194	0.0003399506066319	0.0245355882674307	-0.0015228881409601	-0.0001758808521175	3.0934074141577926e-08	2.319188289876909e-06	-0.0007637255502006	-0.0010206903666081	5.832767160292091e-07	1.041808824486781e-06	0.0002954187906512	0.0002432459186675	8.727226186981752e-08	5.916857694840538e-08	0.0	0.0	0.0
985.4249578847084	-1.7543142429701677	971062.3476220792	3.077618463087992	840.2599870671224	-2.493948161931371	706036.8458660408	6.219777434400864	912.1806715499836	-3.1097858114724204	832073.577549379	9.67076779323518	950.5769795021636	723.1697834917766	1.235989	23.231312	0.2168319262768412	0.1026048249245273	0.0217977004	-0.0251246998	0.0082594383	0.0788110149	0.0054630909	0.0347715285	0.0101608152	0.0675836351	0.0516302502	0.1184670607	-0.0093832739	-0.0177025593	-0.0053419379	0.082576028	-0.1503376778	0.1572058912	0.2069846811	-0.1132402519	0.1831730316	0.106929107	-0.089938695	-0.0013587969	0.0197720325	0.0018386998	-0.1298867185	0.0947410201	-0.0195194682	-0.1709368717	0.2122091011	-0.2836154086	0.1463121182	-0.0926907874	0.2224441526	0.0338583434	0.0206777652	0.0864641385	0.0146375116	-0.0089430942	-0.0977739924	0.0370848761	-0.022238872	0.0774353416	-0.1480044993	0.1518729796	-0.0970829039	0.0738280637	-0.1473671385	0.0583417042	0.0566500003	-0.0696992343	0.0919955366	0.0769783112	-0.0180789896	-0.0043394345	-0.038933171	-0.0440134377	0.0138488935	0.007206327	0.0380678135	-0.0494377177	0.0072193238	-0.0760886588	0.0731252265	-0.0493607464	-0.0446926055	-0.1269424377	-0.0070567993	-0.2320031395	-0.1216046798	0.1288827168	0.1922602389	0.1297538409	-0.0723191236	-0.1354307264	0.0947788205	-0.0800448189	0.0400296797	0.0646037265	0.0020269634	-0.1122228425	0.1419991686	0.0133949824	-0.0133131209	0.030006769	0.0492682192	-0.0144556157	0.0898025725	3.87015e-05	0.0359207481	0.1659152022	-0.0335722877	0.0359109852	0.0319799192	-0.0022575714	0.1039345611	0.1176041819	0.0007293401	-0.0693219763	0.1117262604	-0.1857770428	-0.2047521402	-0.0214410846	0.1203311786	-0.1462825106	0.0934755558	-0.107131004	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0482069694615603	-0.055472441637562	0.0030771917812327	0.0023239119046678	-0.2543195177709521	-0.0593877742551285	0.0646784171192496	0.0035269077309781	-0.174204713883924	-0.0175663141620462	0.0003085753932397	0.0303472823393798	-0.0006620094237094	0.0008608787172507	7.411121658152106e-07	4.382564770800519e-07	6.190178925669088e-05	0.0008256273394572	3.831831513179771e-09	6.816605036593246e-07	0.0002970206583853	1.601867734100015e-06	8.82212715076371e-08	2.565980237550717e-12	0.0	0.0	0.0
984.9341116754	-0.4908462093084154	970095.2043418094	0.2409300011924407	839.4445925760006	-0.8153944911218787	704667.2240050876	0.6648681761519075	914.3259448988232	2.1452733488396234	835991.9335151259	4.602197741241572	950.7471792338916	728.4795067362289	1.019054	19.15386	0.3074324251570513	0.1720251784475496	-0.0220118528	-0.0346449711	0.0131852281	0.0167663735	0.008648984	0.0954351855	-0.0300962949	0.0496587968	0.0544265697	0.0158375516	0.0559583576	0.1550031927	0.0370459301	-0.0250292852	-0.0395327357	-0.0974894461	-0.0024630242	0.0067158315	0.1765306196	-0.0694002965	0.0749588725	-0.0594547198	0.0771119768	-0.0035571684	0.0504209408	0.0141321276	-0.1525800921	0.0708029738	0.0042284322	-0.1266312352	0.0892668906	-0.0959276259	-0.0225599328	0.0371950849	-0.0142597321	0.0511601172	0.0219711718	-0.1553762399	0.0735362259	0.0832570362	-0.0238861419	0.037889405	-0.0089635443	-0.0097819359	-0.0517676635	0.0925372388	-0.0681653746	0.0508878421	0.0476384466	0.0111629715	0.1282039134	0.0622978992	-0.1506289494	0.1695188519	0.1185291446	0.0572469081	-0.0486770866	0.037695793	0.0243327316	-0.0256037925	-0.1231369836	-0.0713865925	-0.0172127309	-0.0562847254	0.0046553723	-0.0731751656	0.0946444312	-0.0198776811	-0.0016667483	0.0237350163	-0.0306054228	0.0523347558	-0.1400119639	0.0377935163	0.1591083952	-0.0657724276	0.0803334997	0.0322644703	-0.0193231887	-0.056392131	-0.1164438744	-0.0139367806	0.0321945806	0.0194391011	0.0001683758	-0.105819267	0.0904374149	0.1053250353	0.0261519478	0.0597377703	-0.0354092727	0.0378379073	0.1248112603	-0.0277162787	0.0448318983	-0.0440178339	0.0512018459	0.1250868002	-0.007935155	-0.1124521158	-0.1230707704	-0.0448957045	-0.0131563764	-0.1217487181	0.0170364901	0.0050015435	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0346078894483383	0.013599080013222	0.000184934977206	0.0011977060120684	-0.1011132005808121	0.15320631719014	0.0102238793316955	0.0234721756269657	-0.1243367992280042	0.0498679146559198	0.0024868089121301	0.015459639642265	-0.0015808771218736	-0.0009188676981642	8.443178467295754e-07	2.499172474463357e-06	-0.0008327341066158	-0.0008946358958724	6.934460923212145e-07	8.003733861835743e-07	0.0002953419864666	-1.6786719187000072e-06	8.722688897003733e-08	2.817939410631964e-12	0.0	0.0	0.0
983.951367781984	-0.982743893416	968160.2941600372	0.9657855600464385	841.0299582929242	1.5853657169236612	707331.3907461979	2.5133844563968744	914.2353310192232	-0.0906138796000277	835826.2404838286	0.0082108751761683	950.734609921865	725.6324856867946	1.164528	21.888159	0.1906387509380602	0.0989981946343841	-0.0044505488	-0.0203446444	0.096972867	-0.0621494971	-0.0610614307	-0.084507567	-0.0844869657	-0.1377117248	0.0418074798	-0.0481526364	-0.0254882108	-0.0192111577	0.0746375002	0.0109039376	0.0736500884	-0.0638113752	-0.0635585543	0.1540468463	-0.0652772906	0.0318437427	-0.0042483648	0.2487955514	0.0731561759	0.0573000078	0.0299510691	-0.0091809097	0.0770544421	0.0685520752	-0.0353676836	0.0759640271	-0.0476752344	-0.0556524307	-0.1086266721	0.1272608892	-0.0997524017	0.161209431	-0.1005577485	0.0664795162	-0.0331480058	0.0565778312	0.0138930865	-0.0065396453	-0.1699897924	-0.0017560132	0.10571731	0.0911916702	0.0517067974	0.0394879686	0.08761883	0.0454844245	0.0317622248	0.0267305029	-0.0139528449	0.130376455	-0.0729119665	0.0070891504	-0.0814413963	-0.0995611916	-0.058671067	0.0459159343	0.0051455307	0.0303415956	-0.0988983823	-0.0437523389	0.0892204739	0.0299366102	0.0296947771	-0.0415697841	0.0444973521	-0.1557839844	0.0563072514	0.0187687597	-0.0374958907	0.1656788633	-0.0914851859	0.0478240083	-0.0267306457	0.1618900344	0.0186171884	-0.0708678491	0.0246432939	-0.1817350382	0.0195935819	-0.033242261	-0.0718052953	0.1217701429	-0.0278445751	0.1448871666	-0.0548926209	0.0104041179	-0.0311992904	0.1171586151	-0.0655425223	0.0401013848	0.0187539865	-0.0863771662	-0.0027498224	0.0254231629	-0.0657305018	0.1249666364	-0.0347086499	-0.2632647034	0.0581918285	-0.029097342	0.0138677882	-0.026855788	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0001286933703852	0.0347365828187235	0.001206630185922	1.6561983581102272e-08	-0.1808210152716043	-0.0797078146907922	0.0326962395638537	0.0063533357227816	-0.1013085887565097	0.0230282104714945	0.0005302984775194	0.0102634301558356	-0.00221605781712	-0.0006351806952464	4.034545156137002e-07	4.91091224881866e-06	-0.0008318555347377	8.785718780999433e-07	6.919836306737448e-07	7.718885449880617e-13	-0.0001319216055499	-0.0004272635920165	1.7403310010863413e-08	1.8255417706284218e-07	0.0	0.0	0.0
983.205234808097	-0.746132973887029	966692.5337540451	0.556714414721502	837.9162007537336	-3.113757539190601	702103.5594855712	9.695486012866308	913.4223506309164	-0.8129803883067552	834340.3906321088	0.6609371117714025	949.9988807069014	711.0194655480743	1.17168	22.022573	0.1353539195560392	0.0698017099583126	0.0233633428	0.0344906917	0.0240954355	-0.0494218315	0.0035377007	-0.2054566315	-0.0111780485	-0.0601517031	-0.0600586012	0.0012849308	-0.0392225132	-0.0575573258	-0.0828937989	-0.0266052065	-0.0462919321	0.0222427914	0.0665250825	0.0158665814	-0.0185577189	0.0646638786	-0.1461212968	-0.061399174	0.0445187435	-0.017811692	-0.1122748557	-0.013679042	0.0565628377	-0.110457099	-0.0310221558	0.130586935	0.0173367699	0.0432914044	0.044504094	0.036652989	-0.0024178665	0.0047350028	-0.1652670848	-0.0617604605	0.0976430871	0.0592038144	-0.1065786127	-0.080611512	0.0407355119	-0.1533204355	-0.1631398124	-0.0235776285	0.0668992137	0.167097903	0.0348642674	0.1507146044	0.0584408475	-0.0965031807	0.0260479749	-0.0325061411	-0.0743998194	-0.01730968	0.0247417212	-0.0229339715	0.0154787949	0.0329514833	0.1693052867	-0.0089308505	-0.0200170046	0.0028433568	0.0913523055	0.102196608	0.1402499543	-0.0816379557	-0.0190149781	0.0262374597	0.0230488533	0.0733095866	0.1435555116	-0.0167055862	0.0019350802	-0.0682836254	-0.0390488298	-0.1061474971	-0.168234235	0.001851281	-0.0626498249	-0.2405815609	-0.0260184387	0.0013846308	-0.023079437	0.0871823596	-0.1517004469	-0.0429472399	-0.0191002453	0.066875672	-0.0410229539	-0.0282825012	-0.0414018192	0.0576649805	0.0360801347	0.0391965135	-0.0194862271	-0.0351382522	-0.197637776	-0.0552415115	-0.0453134872	-0.1083078485	0.0142864283	0.1249855808	-0.0674751669	0.0198997756	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0174292252852268	-0.017557918655612	0.000308280507517	0.0003037778940431	-0.1968617057996766	-0.0160406905280723	0.0387545312103584	0.0002573037526173	-0.1475657711848796	-0.0462571824283699	0.0021397269262114	0.0217756568253882	-0.0013010423300974	0.0009150154870226	8.372533414912061e-07	1.692711144705272e-06	-0.000637915371787	0.0001939401629507	4.069360215621465e-07	3.7612786805344075e-08	-0.0001309146966435	1.0069089063999964e-06	1.7138657797259632e-08	1.013865545787637e-12	0.0	0.0	0.0
989.07239923462	5.867164426523004	978264.2109277276	34.42361840785701	844.0307634469553	6.114562693221728	712387.9296448503	37.38787692933896	917.5897049477292	4.167354316812748	841970.8666260607	17.366842001857847	954.6109432133586	734.1169860692058	1.127245	21.187401	0.1716786262017969	0.0898334473173503	-0.0195456868	-0.0313570402	-0.0283667268	-0.105372032	-0.0661834571	-0.0832324323	-0.0112507989	-0.0368675504	0.1338672662	-0.0152032369	-0.0967629254	-0.050374091	-0.100677315	-0.0052176668	0.0567155846	0.1631485064	-0.0037538372	-0.0150903192	-0.036452712	0.0016596664	-0.057780909	-0.0200492084	-0.0874165073	-0.0399296158	0.1025144785	-0.1705459885	0.0675328512	0.0316090193	-0.0540767886	0.0393356722	0.0855458115	-0.1103207642	-0.0640363481	-0.100927188	-0.1008470981	0.0206301547	-0.0677558478	-0.0427185878	-0.0114599199	0.2646123246	-0.1116632553	-0.0382285346	0.0509983095	0.0175967277	0.1156363194	-0.0417585998	0.0146686416	-0.0215372992	-0.0403704918	-0.0436954907	0.0644979009	0.002872837	0.0138607939	-0.0576978261	-0.0487174911	-0.0945712597	-0.0094636844	0.0444869739	-0.0053359081	0.1129276845	0.0397675953	0.2520635878	-0.0165830911	-0.0225346862	-0.0542538374	-0.0638046373	0.0716184592	0.0472792519	0.0355704754	-0.132623564	-0.1050418078	0.1395850636	0.0987051218	-0.0508712701	-0.0688453599	0.0677084621	-0.0044137104	0.0264925229	0.0187274289	0.1254293181	0.1195875104	-0.055872036	0.0334244366	-0.0123200135	-0.040411829	0.0276622329	-0.1316762016	0.0081786489	0.007765596	0.0624693863	-0.0491784105	-0.0793911893	-0.0901384596	0.095809412	-0.1542853873	-0.0361263214	0.0114619456	0.104608142	0.036827603	-0.0518582932	-0.1670456719	-0.109612759	-0.0809364351	0.0082644144	-0.2368637324	0.0776632017	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0392901233813205	0.0567193486665473	0.0032170845131573	0.0015437137953193	-0.1343984553839305	0.0624632504157461	0.0180629448095863	0.0039016576525002	-0.1358770701917961	0.0116887009930835	0.0001366257309057	0.0184625782039062	-0.0010872244641455	0.0002138178659519	4.571807980022472e-08	1.1820570354364697e-06	-0.000831206363093	-0.000193290991306	6.909040180462922e-07	3.736140732005617e-08	-0.000539952361914	-0.0004090376652704	2.915485531365072e-07	1.6731181160994158e-07	0.0	0.0	0.0
985.6786426053744	-3.3937566292455585	971562.3864883734	11.517584058548175	837.6579058736727	-6.372857573282658	701670.7672726667	40.61331364934613	916.52558843513	-1.0641165125991847	840019.1542563613	1.1323439523862509	951.882609288104	736.7529943099033	1.145559	21.531622	0.1574224276569269	0.0674462751103656	0.0360134754	-0.0472739229	-0.1389468776	-0.1154335398	0.0953298235	0.0920246004	0.0130434459	0.0662463585	-0.1196052132	0.0321196463	0.0217784881	-0.1338480465	-0.0676427926	0.1247436443	-0.079605814	0.0250947211	-0.0075535316	-0.0137956401	-0.0761756741	-0.0239891606	0.0163710476	-0.0436298469	-0.183977825	0.0314416099	0.0792606948	0.0388344349	0.0008191575	-0.1886294867	-0.0707541446	0.0549633919	0.0568155479	-0.0333535565	0.0579949384	0.0082987676	-0.0876754058	-0.0239893405	-0.0226634683	0.1139930163	0.0391834544	-0.008457284	-0.0416134	0.0429856603	0.1062096792	0.0485137614	-0.0123831253	0.0209696421	0.0929598028	-0.0431551116	-0.0727097285	0.0466809672	-0.0620577538	0.1279978666	0.2464898389	0.082621798	0.0351914794	0.1168953362	0.0861046825	0.0943107138	0.0503475357	0.033862713	0.1562727424	0.039092478	-0.1037491391	0.0300289883	0.0087943523	-0.1129437465	-0.064695313	-0.0293691415	0.0930869325	-0.0947274497	-0.0400838321	0.0769273025	-0.0605752235	-0.0941711991	-0.0242716735	0.0664998954	-0.1920302332	-0.2320097087	-0.0267190251	-0.0231787068	-0.0112372764	-0.0183934828	-0.0175652489	0.0093702541	0.0316624736	-0.0590848839	-0.1779370105	-0.0776545385	0.0159168483	0.1095989776	0.0614142653	0.0244132787	0.0665910461	0.0498497307	-0.0326354681	-0.1367662975	0.0696147422	-0.0788935276	-0.0614334112	-0.038694757	-0.0569783716	-0.0808909554	-0.0120581405	-0.0356931013	-0.146360963	0.146193421	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0048773261720072	-0.0344127972093133	0.0011842406117693	2.3788310588146405e-05	-0.1746766848181238	-0.0402782294341932	0.0305119442190501	0.0016223357663535	-0.1597462211570715	-0.0238691509652753	0.0005697363678031	0.0255188551739639	-0.0006910316590789	0.0003961928050665	1.5696873878654088e-07	4.775247538493371e-07	-0.0004499513682505	0.0003812549948425	2.024562337904971e-07	1.4535537109235474e-07	-0.0001401551608602	0.0003997972010537	1.964346911574854e-08	1.5983780197045253e-07	0.0	0.0	0.0
