global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
924.7633423900802	n/a	855187.2394284727	n/a	1120.1478329891222	n/a	n/a	1254731.1677502263	860.022640009226	n/a	739638.9413284388	n/a	890.881632405302	818.0736128925861	n/a	n/a	n/a	n/a	-0.0184496388	-0.0749190494	0.0389115269	-0.013608759	0.0745129365	-0.0253041842	0.012387159	-0.0193797307	0.0259460369	-0.0030312459	0.0742090229	-0.0170904534	0.1319506921	-0.0015779173	0.0022168972	-0.0941022709	0.0666930127	0.035822695	-0.1012450541	0.0886667405	-0.021900338	0.2113256361	-0.2029533646	0.143266344	-0.1349567003	0.2091740967	-0.0845255218	0.1798557411	-0.0263945403	0.1850623882	-0.1413514039	0.0080368401	-0.0231788163	0.0961988837	-0.0559045274	0.054989715	-0.2004360854	0.0253452339	0.0471580346	-0.0455272549	-0.0643881949	0.0970094729	-0.0069372847	-0.0128161611	-0.1866029804	0.0400266338	0.0970866798	-0.0424811563	-0.0402928862	0.0929693921	-0.1020016049	-0.0078473586	0.0193793425	-0.0278157413	0.0721367678	-0.0556905774	0.1207352408	-0.0983682328	0.1756487219	-0.2178503778	0.0323610968	-0.043116748	0.1589146917	-0.09093873	0.0129517047	-0.1922712182	0.1342324708	-0.0192753131	0.0727890996	-0.1554264755	0.3325165564	-0.0297602594	0.0443507562	-0.0753746923	0.0006980116	0.1183218734	-0.0230496041	0.1623683566	0.1240908319	-0.0738608543	0.0910529598	-0.169922216	-0.0250497667	0.1626483488	-0.0860014827	0.0398433601	-0.0743577524	0.0157201542	-0.2543850751	0.0306474491	-0.0278052528	0.4397339255	-0.3013575723	0.0071994042	0.1540621307	0.0791919648	-0.0499032102	0.1036313076	-0.1802608	0.0589336614	-0.1449919629	0.3401820339	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1510621363072886	n/a	0.0228197690257218	n/a	-0.138802582654705	n/a	n/a	0.0192661569516162	-0.2550347785785547	n/a	n/a	0.0650427382846124	-0.002154285977693	n/a	4.640948073684685e-06	n/a	-0.0010784281071141	n/a	n/a	1.1630071822137006e-06	0.0003933388129155	n/a	1.5471542174577472e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.6879444909824	0.9246021009022344	856898.1705759402	0.8548890449928254	1112.5551899449106	-7.592643044211627	57.648228396815206	1237779.050673356	859.8483699579539	-0.174270051272174	739339.2193193503	0.0303700507704061	889.5840385269945	827.1371119347107	1.176093	22.735155	0.1035506993181338	0.053872551469888	0.0114276797	0.0468848837	-0.0216562139	-0.0338329305	0.0839706747	-0.0271272817	-0.0485493331	0.0417023661	0.1414056478	-0.069613915	0.1568717291	0.1592716479	0.0637404061	-0.1855731618	-0.0270063812	-0.0006648507	0.1407256107	0.1026135843	-0.1403910106	-0.0145959957	-0.0799027014	0.119606703	0.0930559064	0.0150995792	-0.0351122372	0.0318108548	0.0731054009	0.0673661917	-0.1144573758	0.1800580096	-0.2417347333	-0.070455817	0.0552431882	0.0975036981	0.1128288445	-0.0749664211	-0.0208242706	0.1443935476	-0.0569602615	0.1515522154	0.0132345289	0.1005699778	0.0088119958	0.075614068	-0.0596815136	-0.1524301707	0.0730759984	0.1105898424	0.0071094343	-0.0187896657	-0.1574075854	0.0577134238	0.0479867496	0.0330590404	-0.0636313093	-0.0824601061	0.1393569175	-0.1466519977	0.0544512718	-0.0631755568	0.0081985522	0.1349029045	0.1247502175	-0.1492006642	-0.084092906	-0.1315278595	-0.0336092281	0.0212681338	0.1959305847	0.0058344331	-0.0697788468	0.0403174095	-0.0744201189	-0.0025827182	0.0517254585	0.1385639317	-0.0217254629	0.1564061989	0.1215664785	-0.1353757969	0.2013278581	-0.1027833967	-0.160953203	0.0314636376	-0.0178556603	-0.1550035863	-0.1486501629	-0.0106600629	-0.0978602768	0.0099550387	0.0376436173	-0.0679889724	-0.1258090677	0.1722358632	-0.0044201163	-0.0016376307	-0.1081908503	-0.0682434476	0.1356699925	0.1541886731	0.208263077	-0.1030941067	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1620810487664954	0.0110189124592068	0.026270266369247	0.0001214164317836	-0.1211258185111034	0.0176767641436015	0.0003124679905885	0.0146714639099847	-0.2443469692705093	0.0106878093080454	0.0001142292678051	0.0597054413916832	-0.001260155583469	0.000894130394224	1.5879920945480955e-06	7.99469161875166e-07	-0.0013473286357084	-0.0002689005285943	7.230749427829403e-08	1.8152944525998584e-06	0.0005136521582428	0.0001203133453273	2.638385396674865e-07	1.4475301063846141e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.7791230460774	-1.908821444905016	853367.8681757798	3.643599308529272	1104.739428068462	-7.815761876448505	61.08613370934586	1220449.203929033	859.423785737638	-0.4245842203158645	738609.2434916135	0.1802717601412305	888.1341214924834	818.0564898134527	1.203142	23.258038	0.1116971722119539	0.0734956899454128	-0.0203758221	-0.0548717287	0.0545694514	0.0313254984	0.0847222917	-0.0352562104	0.0400545955	0.1042492745	0.043755852	-0.0553976228	0.0344083384	-0.1781067245	-0.0640505163	0.0333613298	-0.0487717918	-0.0884638499	-0.0097220543	0.0157862672	-0.0383996383	-0.08154593	0.0249454488	-0.1353222706	-0.0108639548	0.1139271446	0.1211255085	-0.0260626242	0.0659272096	0.095339652	-0.0542886782	-0.1266869993	-0.0796527809	-0.0798607133	-0.0440946667	-0.155004187	-0.0775751959	-0.0805120031	-0.0170717747	0.0715521615	-0.0424339408	0.0331524583	-0.130561107	-0.0319935919	0.062620521	-0.0513552279	0.051297933	-0.1457525849	0.0345899169	0.0790972892	-0.0001810042	0.1029947434	-0.0377008465	0.0179736865	0.0033090593	0.0813841368	-0.0111211628	0.0795329464	-0.1284745539	-0.0106465093	0.0969843262	0.0630073455	0.0584774502	0.0577260617	-0.1999031788	-0.005270303	-0.1245812401	0.033558774	0.060299665	0.0821649166	0.05665954	0.0779622962	0.0092947945	0.0074377994	0.0546125104	-0.179890597	0.0318877317	-0.0925736139	-0.0279348261	-0.0174955513	0.0574393829	-0.0720340881	0.0314274244	0.051097123	-0.1654943807	0.0350366139	0.0740531189	0.0019213144	-0.131843141	-0.0317211896	-0.1070991523	0.088289066	0.0223206384	0.0687809889	0.119738306	0.0179650743	0.1362058077	0.1168215764	-0.0551414817	-0.127759167	0.0953015102	-0.0892006515	-0.0750785484	-0.0077864181	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.1621826050634638	0.0001015562969683	0.0263031973851714	1.0313681453933236e-08	-0.1121219657942731	0.0090038527168303	8.106936374637256e-05	0.0125713352135721	-0.1805571850115441	0.0637897842589652	0.0040691365758053	0.0326008970592929	-0.0012008745924669	5.928099100209992e-05	1.4420997868325432e-06	3.514235894191052e-09	-0.0019238937818037	-0.0005765651460952	3.3242736769189457e-07	3.701367283662943e-06	0.0006538455999292	0.0001401934416863	4.275140685467754e-07	1.9654201091878024e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.7340942460364	-1.0450288000409955	851438.2086840533	1.092085192915123	1108.3048573179108	3.565429249448698	12.712285732824308	1228339.6567544746	860.4051514333145	0.9813656956764588	740297.0246129849	0.9630786286505402	888.556536375171	807.3787295216038	1.179583	22.802622	0.1430445579682774	0.0749073749817726	-0.0467070482	0.0392886108	-0.0381286558	-0.0514191412	-0.0341535334	-0.060953754	0.0315463698	0.0514862573	0.1500304897	-0.0735781277	0.1035924882	0.1047341725	-0.0128850903	0.0129279562	-0.0023687831	0.0121965015	-0.0303922454	0.0927923456	0.0016874158	-0.074372687	-0.1116736894	-0.1082661596	0.1375351562	0.0479435406	-0.2718957458	-0.0684587409	0.0077626543	0.1293431911	-0.0836080279	-0.0949547194	0.0260033914	-0.0124158929	-0.0505094595	0.0437413759	-0.1003432025	0.0230444174	-0.0177137815	-0.1194238482	0.1159113576	-0.0595081792	0.0133015845	-0.0293182172	-0.113944777	-0.2367816659	-0.0958484299	0.0840646563	0.0046645542	-0.0566867408	0.0187445871	-0.0338660034	-0.082297193	-0.0212704587	-0.0635074155	0.0931221858	-0.0534979705	-0.0792436384	0.0408666641	-0.0741345066	0.0403136336	0.2124640063	0.0552866999	0.142777292	0.0068636875	-0.1792985264	0.0015352909	-0.0409048415	0.0244028724	-0.0091345248	-0.2128207982	0.0537620575	0.039480908	-0.1441529624	0.0623360147	-0.0492115642	0.1489138436	-0.0854840319	0.1356628053	-0.0725943071	0.0191905489	-0.0765044773	-0.0478428541	0.0756380023	0.0089307694	-0.0907364813	-0.0469519681	-0.0430588384	-0.0982540941	-0.0414565341	-0.1018821217	-0.046579564	0.0045792473	-0.1035506578	-0.0935190082	0.0135326264	-0.0047183291	-0.0117203883	-0.1117972022	-0.1143880199	0.1048871816	-0.1221233611	-0.0478103697	-0.0884522258	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1411482166242876	-0.0210343884391762	0.0199228190562168	0.0004424454970101	-0.1083495242792196	0.0037724415150535	1.4231314984499156e-05	0.0117396194115331	-0.1674136479993464	0.0131435370121976	0.000172752565191	0.028027329536449	-0.0006489029411942	0.0005519716512727	4.210750270904834e-07	3.046727038087112e-07	-0.0015478300620888	0.0003760637197148	1.414239212858068e-07	2.3957779011058188e-06	-0.0005200028491202	-0.0011738484490494	2.704029630931255e-07	1.377920181335682e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.9016466073724	3.167552361335993	857293.8591902435	10.033387961805223	1117.303089196602	8.998231878691286	80.9681769426961	1248366.19312827	859.3628195187123	-1.0423319146021868	738504.4555711509	1.0864558201982604	887.8159986844028	819.3791072721115	1.225027	23.681097	0.085404218021086	0.0571169648833808	0.0338809892	-0.0518789021	-0.0723306937	-0.0242845755	-0.1107854154	0.0593366769	0.1335589312	-0.0720092729	0.2132916786	-0.0565180537	-0.0254493978	-0.0142118436	-0.077139293	0.1354101602	-0.0756530201	-0.0041622443	0.0154726418	0.1675994014	-0.0027956518	0.1048601757	-0.0352967775	0.0925485136	-0.0955092991	-0.0735440376	0.1089655215	0.0660625277	0.1955300767	0.1517664601	0.0472276292	-0.0636170922	0.077560623	-0.0144355638	-0.0049302101	0.0607780591	-0.1919284249	-0.0417958217	0.0145342629	-0.038369756	-0.0790135295	0.0012183606	-0.0240036628	-0.0475657663	0.019675242	0.0687234297	0.0827337989	-0.0799611075	-0.0600062617	-0.0392033866	0.0745209931	0.0025831502	-0.1332497157	-0.0803810628	-0.1030012963	0.0229964345	0.1338193566	0.0286244823	0.052773304	0.0753973706	0.0745105801	-0.1055408636	-0.0396673027	0.1399157895	-0.0795338325	0.1058423662	-0.1634930574	0.1677706832	0.0284892614	-0.0723418812	0.1677327803	0.1013010369	0.0955456043	-0.0061835089	-0.0220422735	0.1329560758	-0.0163443675	-0.0725139018	0.0250216238	-0.0219911199	0.0842705701	-0.0605510937	-0.0311302364	0.135760866	0.0658509557	-0.0828541427	-0.0232573869	-0.0286890845	-0.0600138673	0.1198206198	-0.0962909886	-0.1388480752	0.01645317	0.0227097194	-0.1206479332	-0.098227973	0.0548034167	0.1494996995	0.1229649446	-0.001562447	0.1037188801	0.0639981013	-0.0485283865	-0.0204102309	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.1432730805269386	0.002124863902651	0.0205271756036786	4.515046604789298e-06	-0.0982968572212144	0.0100526670580051	0.0001010561149791	0.0096622721395678	-0.2188704335064812	-0.0514567855071347	0.0026478007747272	0.047904266663315	-0.0005743399416572	7.456299953699996e-05	3.298663685827959e-07	5.559640899954656e-09	-0.0012223429941444	0.0003254870679444	1.0594183139904253e-07	1.4941223953338966e-06	-0.0005553508127047	-3.534796358449998e-05	3.084145251717708e-07	1.2494785295711362e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.9090539694696	2.007407362097183	861015.2124385161	4.029684317401971	1112.762775621916	-4.540313574686024	20.614447356478184	1238240.9948097907	860.3843580186044	1.0215384998921309	740261.2435230861	1.043540906761865	888.0939619078254	832.8518354440318	1.201897	23.23398	0.0882533011441796	0.0465050346433115	0.0897118316	0.0553172817	-0.0757025397	0.0343918081	-0.020304568	0.1072358979	0.0136290247	-0.1598822318	-0.0104933672	0.0781859483	-0.0936286285	-0.1308640154	-0.0423255533	-0.0651775951	0.0059346438	0.0346934805	0.0653804207	0.0196307507	-0.0141524625	-0.0838566941	0.0962660077	-0.129021536	-0.070915864	-0.0121153675	-0.0071131235	0.0128039581	-0.0458925376	-0.2243375086	0.1430555237	0.0361810113	0.0406140062	0.0225958832	0.1682409717	0.0609031451	-0.0860527139	-0.0276846903	0.0797535847	0.1190499957	-0.248158099	-0.1533502497	0.0518285824	0.0264467489	-0.0672457763	0.0837802981	-0.0999978014	-0.0278192094	0.0381400879	-0.0285148873	0.050807926	-0.0623298881	-0.052354374	-0.0060927939	0.0681292842	0.041281495	0.0567673289	-0.0164800151	-0.2202461505	0.0578433291	-0.0286963888	-0.0633555179	-0.0328387218	-0.0980427956	-0.1197526928	-0.153039321	0.0975121711	0.0793952407	-0.1489901156	0.0216513691	0.081914313	0.053571459	-0.0504318517	-0.0658713526	0.0460585822	0.2301641046	-0.1413182037	0.1021172943	-0.1192322006	0.0928235097	0.10573224	-0.0701805775	0.0885607045	-0.0352901642	0.0293658186	-0.1294452482	0.0100298031	-0.0104608985	-0.0435935571	0.0578844727	0.0461645068	-0.095903204	0.0579131515	-0.1181429046	0.0007976284	-0.1167422289	-0.1052922163	-0.0455796531	0.1841888258	-0.1772066047	-0.1993029554	-0.2261148564	-0.0779679692	0.0989182702	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.1266667127097775	-0.0166063678171611	0.0160444561087013	0.0002757714520788	-0.0681120468919687	0.0301848103292456	0.0009111227746125	0.0046392509318137	-0.2314573509515654	-0.0125869174450841	0.0001584304907693	0.0535725053095161	-0.0005260169405216	4.832300113560004e-05	2.766938217157044e-07	2.335112438751203e-09	-0.0012229949103426	-6.519161981999397e-07	4.249947294754631e-13	1.495716550723904e-06	-2.682161898472773e-05	0.0005285291937199	7.193992449619071e-10	2.79343108614284e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.9021319270006	-2.006922042469	857294.7579069649	4.027736084547944	1096.8694428804388	-15.893332741477252	252.5980256313128	1203122.5747248442	859.9840923735019	-0.4002656451025359	739572.6391354759	0.1602125866493492	888.3151197892906	836.6455249754458	1.252602	24.214153	0.1599643301933331	0.0810925219720617	0.0501966569	-0.0463653642	0.1364638214	0.0819768696	-0.0514831821	0.0510868309	-0.0666301294	0.1002347762	-0.0463963412	0.1200959915	-0.0333806508	0.1313177392	-0.1202972394	-0.0517711156	-0.0272598078	-0.0909063493	-0.035581672	-0.0567916005	-0.050808353	0.1093434275	0.039315577	-0.0052781287	0.1651328383	0.0196235864	0.0342998092	-0.0664547432	-0.1497126635	-0.0515771434	0.0886266217	-0.0641606032	-0.0419501745	0.0387003198	-0.0646583692	0.0013887158	-0.0337917035	0.0294949318	-0.0695327753	-0.1171100867	-0.190878059	-0.0598824375	0.0343126339	0.0393416257	0.0184400048	-0.0247967767	0.0551714806	-0.1503601262	-0.2301728652	0.0312672484	0.0248226453	0.1073251691	0.0527123762	0.0069807998	0.0438289203	-0.1503915485	-0.0522370061	-0.093657356	-0.0531404632	-0.0896734146	-0.0852363489	0.027952654	-0.1490646261	-0.0024592296	-0.1709141246	0.026240186	0.1128289275	-0.0292068678	0.0490612105	0.010172365	-0.0332753484	0.1203411146	-0.0567786425	0.0110537063	0.1504822625	0.0445536269	-0.0113466136	0.0996475529	-0.05681906	0.00415122	0.0288575103	-0.0167051261	-0.0137716782	0.0264060485	-0.0186535358	0.0284350985	0.1399029755	-0.0331386822	0.0325011251	0.1125181371	-0.01468209	-0.095581777	0.0236293428	-0.1137076343	0.083177488	-0.013035313	-0.0288161123	0.0713083966	0.0177057264	-0.0008130415	-0.0565699168	-0.0295780154	0.0427660595	-0.093512223	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1081193507370699	-0.0185473619727076	0.0116897940038055	0.0003440046361466	-0.0409670606787386	0.0271449862132301	0.0007368502765164	0.0016783000606554	-0.1645890308483046	0.0668683201032608	0.0044713722334321	0.0270895490755841	-0.0009430293708051	-0.0004170124302835	8.893043942010628e-07	1.73899367010951e-07	-0.000743963188531	0.0004790317218115	2.294713905017861e-07	5.534812258892123e-07	-7.88507049723201e-05	-5.202908598759237e-05	6.217433674631865e-09	2.7070257887042803e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.4269369867442	-2.475194940256415	852717.3079527204	6.126589992270958	1106.7718094091097	9.902366528670882	98.0568628681414	1224943.8381027146	860.2503604578947	0.2662680843927774	740030.6826679377	0.0708986927661992	889.626741818616	824.1779924976673	1.224731	23.675388	0.0605925982853026	0.030733517677741	-0.0162684444	0.0904599819	0.0929967465	-0.1308109413	-0.1118500873	-0.1060907286	-0.0870253791	0.0605241682	-0.0249038081	0.1103158816	-0.0715513798	-0.078694216	-0.1025437096	0.0667862903	0.0491399492	-0.0184261484	-0.1276074664	0.1365207817	0.0003237716	0.0273003129	-0.0628894177	0.0707977137	0.1266306065	-0.0795604544	0.0510657569	-0.0525569449	-0.1282572068	0.0104508445	0.1493786472	0.0402362048	0.0250221067	0.0093389626	-0.0080023515	-0.0159460012	-0.1801006722	0.034635274	-0.0020405992	0.1361942194	-0.0317302344	0.0306410798	-0.1695398617	-0.0568139511	0.1044948171	0.0835502354	-0.0112201561	-0.0667409806	0.049424946	-0.0122738798	-0.0519449087	0.0081912611	-0.0042251956	-0.0989939933	-0.1159039507	-0.1096168732	-0.1788139662	0.0162693762	0.0871588962	0.0597957852	0.0231399326	-0.0083510845	0.006847124	0.0580294554	-0.1644908341	0.064855907	0.0346854863	-0.0953556574	-0.037164434	-0.020464726	-0.0413735295	0.1428395607	0.0258033949	0.0908650496	0.0923435794	-0.0246779779	-0.1391349049	-0.0870110545	-0.1465542495	0.1463478468	0.001062289	-0.0095302777	-0.0247175932	0.0850018586	0.0681819847	-0.1316974307	-0.0524523072	0.0073735342	0.0806926627	-0.0251634959	-0.1073474572	-0.0521125889	0.0416034294	-0.1035893461	0.0154927926	-0.020294742	-0.0088745658	-0.1097652809	0.0173719376	0.0318247167	0.0817252607	0.0089178361	-0.0198736268	-0.0822294864	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0930232518702212	-0.0150960988668486	0.0086533253885106	0.0002278922009976	-0.0409489366432751	1.8124035463501494e-05	3.2848066148225997e-10	0.0016768154122149	-0.1424676896205809	0.0221213412277236	0.0004893537377133	0.0202970425858261	-0.0006000090206334	0.0003430203501717	3.600108248414519e-07	1.176629606319157e-07	-0.0006719919573496	7.197123118139997e-05	5.1798581177665195e-09	4.5157319074254666e-07	-2.670160322008381e-05	5.214910175223629e-05	7.129756145227901e-10	2.7195288135650933e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.1217040046492	1.694767017905065	855850.1672204658	2.872235244978826	1109.5653902628776	2.793580853767935	7.804093986538785	1231135.3552692118	860.2378350916043	-0.0125253662903332	740009.1329230902	0.000156884800707	887.7974442753479	814.8171913209561	1.239863	23.967894	0.052655765861398	0.0255247152445461	0.0180543651	-0.0071790406	-0.0701407718	0.0890899776	-0.0322499163	-0.0304704056	0.0116765147	0.0348012193	-0.0409176261	-0.1065112685	-0.0780762953	-0.0026123741	0.0696661723	-0.0213423359	-0.0110386567	0.0337823499	0.1140455708	0.0066777414	0.0166610239	0.0282743968	0.0952090052	-0.0418798024	0.0537689994	-0.0280269883	-0.0283879449	0.0776587962	0.0503497309	-0.0589420397	0.1978415941	-0.0107110287	-0.0474925292	-0.0218060319	0.0545327638	0.0796602868	0.0665984531	-0.0184202499	0.1164580429	-0.1093162616	-0.0273046354	0.0879974729	-0.0169574129	0.0571338885	-0.0896470449	-0.0723044734	0.0590842427	0.3415061787	-0.0866524386	-0.1003767124	0.046831973	-0.0378877369	-0.0705236795	0.0796249063	0.0363338501	0.0121819137	-0.0150412104	0.0466849161	-0.1067680828	0.0270256151	-0.0794205398	-0.0937792305	-0.1108448485	0.0133012333	-0.0914618629	-0.0104512002	0.0374124438	0.0253042667	-0.0526200958	0.0539425896	-0.01979466	-0.0956677232	-0.0412504316	-0.0375915653	-0.0327476867	0.1234167588	-0.1728282022	-0.1077393441	0.2589777455	-0.0076211646	0.0396301129	0.0192098937	-0.0256518998	0.055172672	-0.0461736014	-0.0471123413	-0.0253666464	-0.0431717706	-0.0531750194	0.0749880156	0.1093313786	-0.0395437444	-0.0853193268	-0.0623284099	0.0105270379	-0.0421246581	-0.03809955	-0.0028924938	0.0513670045	-0.0442904033	-0.1509649184	0.0304759369	-0.0203036491	0.0179632073	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.1054263544581459	0.0124031025879246	0.0111147162143346	0.0001538369538065	-0.0410530652215186	-0.0001041285782435	1.084276080701346e-08	0.0016853541640822	-0.1585570617163298	-0.0160893720957489	0.0002588678944354	0.025140341820116	-0.0008400128774093	-0.0002400038567758	7.056216342134515e-07	5.7601851267306695e-08	-0.0009129894645309	-0.0002409975071812	5.8079798467600723e-08	8.335497623444195e-07	-2.68834912525032e-05	-1.818880324193928e-07	7.22722101923416e-10	3.3083256337398084e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.1136839108436	1.991979906194388	859539.7828947357	3.967983946682202	1108.799929678155	-0.7654605847226321	0.5859299067639139	1229437.2840542814	860.1980285313897	-0.0398065602146289	739940.6482892896	0.0015845622361208	888.0214079585388	820.3349418184948	1.206159	23.31637	0.2013636929414116	0.1227800178514991	0.0308603481	-0.1140416777	0.0290162009	0.0061322781	-0.0583861595	0.0781444887	0.0579515334	0.0935683567	-0.1298877212	0.0708015887	-0.0485840678	0.0221121292	0.0278754648	0.0477720358	-0.1119236475	-0.0316465765	-0.0765966878	-0.1249708923	0.0732127857	0.0834700961	-0.0408945235	0.1632524739	-0.0587924522	-0.0729147704	0.1483754489	0.1343491687	-0.1669845062	-0.2043684626	-0.0901523482	-0.1835626949	0.1819702134	-0.0779634634	0.0791574319	-0.0023987656	0.0405871802	0.0609101667	-0.0717798295	0.0229770854	0.1711108282	-0.0661594318	-0.0026843962	-0.020567015	-0.0121236699	-0.0440687095	0.0587776416	0.0767381876	0.0407058403	0.0228232585	0.0871036767	0.0481538044	0.1759388054	0.0253346864	0.0045948861	-0.0328561808	-0.0389882401	-0.0508115731	0.0771402051	0.0994747959	-0.0829446964	-0.1258582218	-0.1076951262	-0.18921489	0.1587001205	0.1822074705	-0.037547557	0.0463218286	0.1221547036	-0.0436957288	-0.1267586767	0.1026921822	-0.1056259203	-0.1933655139	-0.0515663609	-0.0336594679	0.0718817868	-0.0594855902	-0.0600533184	0.0140394833	-0.0754674942	0.0896134053	-0.0431466859	-0.0208797048	0.0774772392	-0.0590011973	0.1239160722	0.1120012397	0.0581151599	0.0315338914	0.0051886616	-0.0403193723	0.01350645	-0.1356526967	-0.0194653517	-0.0264755419	0.1087060043	0.0416381985	0.1232427902	0.1236750585	0.0263528858	0.0862847835	0.0146091716	-0.1637001329	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0869092522266328	-0.018517102231513	0.0075532181225924	0.0003428830750523	-0.0118293912424434	0.0292236739790752	0.0008540231208352	0.0001399344971667	-0.0458963638910816	0.1126606978252482	0.0126924328344718	0.0021064762184225	-0.0010768212053771	-0.0002368083279678	1.1595439083497906e-06	5.6078184194905166e-08	-0.0011551649877612	-0.0002421755232303	5.8648984051869624e-08	1.3344061489493335e-06	0.0003133770356609	0.0003402605269134	9.8205166479613e-08	1.157772261753868e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
